CE10	GLOVEBX_20041119.0805-CE1
CE11	GLOVEBX_20041119.0805-CE2
CE12	GLOVEBX_20041119.0805-CE3
CE13	GLOVEBX_20041119.0805-CE4
CE14	GLOVEBX_20041119.0805-CE5
CE15	GLOVEBX_20041119.0805-CE6
CE16	GLOVEBX_20041119.0805-CE7
CE17	GLOVEBX_20041119.0805-CE8
CE18	GLOVEBX_20041119.0805-CE9
CE19	GLOVEBX_20041119.0805-CE10
CE20	GLOVEBX_20041119.0805-CE11
CE21	GLOVEBX_20041119.0805-CE12
CE22	GLOVEBX_20041119.0805-CE13
CE23	GLOVEBX_20041119.0805-CE14
CE24	GLOVEBX_20041119.0805-CE15
CE25	GLOVEBX_20041119.0805-CE16
CE1	GLOVEBX_20041119.0805-CE17
CE2	GLOVEBX_20041119.0805-CE18
CE3	GLOVEBX_20041119.0805-CE19
CE4	GLOVEBX_20041119.0805-CE20
CE5	GLOVEBX_20041119.0805-CE21
CE6	GLOVEBX_20041119.0805-CE22
CE7	GLOVEBX_20041119.0805-CE23
CE8	GLOVEBX_20041119.0805-CE24
CE9	GLOVEBX_20041119.0805-CE25
E10	GLOVEBX_20041119.0805-E1
E11	GLOVEBX_20041119.0805-E2
E12	GLOVEBX_20041119.0805-E3
E13	GLOVEBX_20041119.0805-E4
E14	GLOVEBX_20041119.0805-E5
E15	GLOVEBX_20041119.0805-E6
E16	GLOVEBX_20041119.0805-E7
E17	GLOVEBX_20041119.0805-E8
E18	GLOVEBX_20041119.0805-E9
E19	GLOVEBX_20041119.0805-E10
E20	GLOVEBX_20041119.0805-E11
E21	GLOVEBX_20041119.0805-E12
E22	GLOVEBX_20041119.0805-E13
E23	GLOVEBX_20041119.0805-E14
E24	GLOVEBX_20041119.0805-E15
E25	GLOVEBX_20041119.0805-E16
E1	GLOVEBX_20041119.0805-E17
E26	GLOVEBX_20041119.0805-E18
E27	GLOVEBX_20041119.0805-E19
E28	GLOVEBX_20041119.0805-E20
E29	GLOVEBX_20041119.0805-E21
E2	GLOVEBX_20041119.0805-E22
E3	GLOVEBX_20041119.0805-E23
E4	GLOVEBX_20041119.0805-E24
E5	GLOVEBX_20041119.0805-E25
E6	GLOVEBX_20041119.0805-E26
E7	GLOVEBX_20041119.0805-E27
E8	GLOVEBX_20041119.0805-E28
E9	GLOVEBX_20041119.0805-E29
EM1	GLOVEBX_20041119.0805-E17-1
EM20	GLOVEBX_20041119.0805-E17-2
EM21	GLOVEBX_20041119.0805-E1-3
EM22	GLOVEBX_20041119.0805-E2-4
EM23	GLOVEBX_20041119.0805-E3-5
EM24	GLOVEBX_20041119.0805-E17-6
EM25	GLOVEBX_20041119.0805-E4-7
EM26	GLOVEBX_20041119.0805-E17-8
EM27	GLOVEBX_20041119.0805-E5-9
EM28	GLOVEBX_20041119.0805-E17-10
EM29	GLOVEBX_20041119.0805-E17-11
EM30	GLOVEBX_20041119.0805-E6-12
EM31	GLOVEBX_20041119.0805-E17-13
EM32	GLOVEBX_20041119.0805-E25-14
EM33	GLOVEBX_20041119.0805-E7-15
EM34	GLOVEBX_20041119.0805-E17-16
EM35	GLOVEBX_20041119.0805-E8-17
EM36	GLOVEBX_20041119.0805-E8-18
EM37	GLOVEBX_20041119.0805-E17-19
EM38	GLOVEBX_20041119.0805-E9-20
EM39	GLOVEBX_20041119.0805-E17-21
EM40	GLOVEBX_20041119.0805-E8-22
EM41	GLOVEBX_20041119.0805-E8-23
EM42	GLOVEBX_20041119.0805-E10-24
EM43	GLOVEBX_20041119.0805-E8-25
EM44	GLOVEBX_20041119.0805-E11-26
EM45	GLOVEBX_20041119.0805-E26-27
EM46	GLOVEBX_20041119.0805-E12-28
EM47	GLOVEBX_20041119.0805-E13-29
EM48	GLOVEBX_20041119.0805-E8-30
EM49	GLOVEBX_20041119.0805-E17-31
EM50	GLOVEBX_20041119.0805-E14-32
EM51	GLOVEBX_20041119.0805-E17-33
EM52	GLOVEBX_20041119.0805-E8-34
EM53	GLOVEBX_20041119.0805-E15-35
EM54	GLOVEBX_20041119.0805-E17-36
EM55	GLOVEBX_20041119.0805-E8-37
EM56	GLOVEBX_20041119.0805-E17-38
EM57	GLOVEBX_20041119.0805-E17-39
EM58	GLOVEBX_20041119.0805-E16-40
EM59	GLOVEBX_20041119.0805-E16-41
EM60	GLOVEBX_20041119.0805-E17-42
EM61	GLOVEBX_20041119.0805-E17-43
EM62	GLOVEBX_20041119.0805-E25-44
EM63	GLOVEBX_20041119.0805-E25-45
EM64	GLOVEBX_20041119.0805-E25-46
EM65	GLOVEBX_20041119.0805-E17-47
EM66	GLOVEBX_20041119.0805-E17-48
EM67	GLOVEBX_20041119.0805-E8-49
EM68	GLOVEBX_20041119.0805-E17-50
EM69	GLOVEBX_20041119.0805-E18-51
EM70	GLOVEBX_20041119.0805-E17-52
EM71	GLOVEBX_20041119.0805-E17-53
EM72	GLOVEBX_20041119.0805-E25-54
EM73	GLOVEBX_20041119.0805-E19-55
EM74	GLOVEBX_20041119.0805-E20-56
EM75	GLOVEBX_20041119.0805-E21-57
EM2	GLOVEBX_20041119.0805-E17-58
EM76	GLOVEBX_20041119.0805-E17-59
EM4	GLOVEBX_20041119.0805-E17-60
EM6	GLOVEBX_20041119.0805-E17-61
EM7	GLOVEBX_20041119.0805-E23-62
EM8	GLOVEBX_20041119.0805-E17-63
EM9	GLOVEBX_20041119.0805-E17-64
EM10	GLOVEBX_20041119.0805-E22-65
EM3	GLOVEBX_20041119.0805-E24-66
EM5	GLOVEBX_20041119.0805-E24-67
EM11	GLOVEBX_20041119.0805-E17-68
EM12	GLOVEBX_20041119.0805-E25-69
EM13	GLOVEBX_20041119.0805-E17-70
EM14	GLOVEBX_20041119.0805-E26-71
EM15	GLOVEBX_20041119.0805-E27-72
EM16	GLOVEBX_20041119.0805-E28-73
EM17	GLOVEBX_20041119.0805-E29-74
EM18	GLOVEBX_20041119.0805-E17-75
EM19	GLOVEBX_20041119.0805-E1-76
R1	GLOVEBX_20041119.0805-R1
R2	GLOVEBX_20041119.0805-R2
R3	GLOVEBX_20041119.0805-R3
R4	GLOVEBX_20041119.0805-R4
R5	GLOVEBX_20041119.0805-R5
R6	GLOVEBX_20041119.0805-R6
R7	GLOVEBX_20041119.0805-R7
R8	GLOVEBX_20041119.0805-R8
R9	GLOVEBX_20041119.0805-R9
R10	GLOVEBX_20041119.0805-R10
R11	GLOVEBX_20041119.0805-R11
R12	GLOVEBX_20041119.0805-R12
R13	GLOVEBX_20041119.0805-R13
R14	GLOVEBX_20041119.0805-R14
R15	GLOVEBX_20041119.0805-R15
R16	GLOVEBX_20041119.0805-R16
R17	GLOVEBX_20041119.0805-R17
R18	GLOVEBX_20041119.0805-R18
R19	GLOVEBX_20041119.0805-R19
R20	GLOVEBX_20041119.0805-R20
R21	GLOVEBX_20041119.0805-R21
R22	GLOVEBX_20041119.0805-R22
R23	GLOVEBX_20041119.0805-R23
RM1	GLOVEBX_20041119.0805-R1-1
RM2	GLOVEBX_20041119.0805-R2-1
RM3	GLOVEBX_20041119.0805-R3-1
RM4	GLOVEBX_20041119.0805-R4-1
RM5	GLOVEBX_20041119.0805-R5-1
RM6	GLOVEBX_20041119.0805-R6-1
RM7	GLOVEBX_20041119.0805-R7-1
RM8	GLOVEBX_20041119.0805-R7-2
RM9	GLOVEBX_20041119.0805-R9-1
RM10	GLOVEBX_20041119.0805-R10-1
RM11	GLOVEBX_20041119.0805-R11-1
RM12	GLOVEBX_20041119.0805-R12-1
RM13	GLOVEBX_20041119.0805-R13-1
RM14	GLOVEBX_20041119.0805-R14-1
RM15	GLOVEBX_20041119.0805-R15-1
RM16	GLOVEBX_20041119.0805-R16-1
RM17	GLOVEBX_20041119.0805-R17-1
