CE14	DAVYZW_20050118.0946-CE1
CE15	DAVYZW_20050118.0946-CE2
CE16	DAVYZW_20050118.0946-CE3
CE17	DAVYZW_20050118.0946-CE4
CE18	DAVYZW_20050118.0946-CE5
CE19	DAVYZW_20050118.0946-CE6
CE20	DAVYZW_20050118.0946-CE7
CE21	DAVYZW_20050118.0946-CE8
CE22	DAVYZW_20050118.0946-CE9
CE23	DAVYZW_20050118.0946-CE10
CE24	DAVYZW_20050118.0946-CE11
CE31	DAVYZW_20050118.0946-CE12
CE27	DAVYZW_20050118.0946-CE13
CE28	DAVYZW_20050118.0946-CE14
CE29	DAVYZW_20050118.0946-CE15
CE32	DAVYZW_20050118.0946-CE16
CE34	DAVYZW_20050118.0946-CE17
CE35	DAVYZW_20050118.0946-CE18
CE36	DAVYZW_20050118.0946-CE19
CE37	DAVYZW_20050118.0946-CE20
CE38	DAVYZW_20050118.0946-CE21
CE39	DAVYZW_20050118.0946-CE22
CE40	DAVYZW_20050118.0946-CE23
CE41	DAVYZW_20050118.0946-CE24
CE42	DAVYZW_20050118.0946-CE25
CE43	DAVYZW_20050118.0946-CE26
CE44	DAVYZW_20050118.0946-CE27
CE45	DAVYZW_20050118.0946-CE28
CE46	DAVYZW_20050118.0946-CE29
CE47	DAVYZW_20050118.0946-CE30
CE48	DAVYZW_20050118.0946-CE31
CE1	DAVYZW_20050118.0946-CE32
CE49	DAVYZW_20050118.0946-CE33
CE50	DAVYZW_20050118.0946-CE34
CE51	DAVYZW_20050118.0946-CE35
CE52	DAVYZW_20050118.0946-CE36
CE53	DAVYZW_20050118.0946-CE37
CE54	DAVYZW_20050118.0946-CE38
CE55	DAVYZW_20050118.0946-CE39
CE56	DAVYZW_20050118.0946-CE40
CE57	DAVYZW_20050118.0946-CE41
CE58	DAVYZW_20050118.0946-CE42
CE59	DAVYZW_20050118.0946-CE43
CE60	DAVYZW_20050118.0946-CE44
CE61	DAVYZW_20050118.0946-CE45
CE62	DAVYZW_20050118.0946-CE46
CE63	DAVYZW_20050118.0946-CE47
CE64	DAVYZW_20050118.0946-CE48
CE65	DAVYZW_20050118.0946-CE49
CE66	DAVYZW_20050118.0946-CE50
CE67	DAVYZW_20050118.0946-CE51
CE68	DAVYZW_20050118.0946-CE52
CE2	DAVYZW_20050118.0946-CE53
CE69	DAVYZW_20050118.0946-CE54
CE70	DAVYZW_20050118.0946-CE55
CE3	DAVYZW_20050118.0946-CE56
CE4	DAVYZW_20050118.0946-CE57
