CE13	GLOVEBX_20050109.2334-CE1
CE14	GLOVEBX_20050109.2334-CE2
CE15	GLOVEBX_20050109.2334-CE3
CE16	GLOVEBX_20050109.2334-CE4
CE21	GLOVEBX_20050109.2334-CE5
CE20	GLOVEBX_20050109.2334-CE6
CE22	GLOVEBX_20050109.2334-CE7
CE23	GLOVEBX_20050109.2334-CE8
CE24	GLOVEBX_20050109.2334-CE9
CE25	GLOVEBX_20050109.2334-CE10
CE26	GLOVEBX_20050109.2334-CE11
CE27	GLOVEBX_20050109.2334-CE12
CE28	GLOVEBX_20050109.2334-CE13
CE1	GLOVEBX_20050109.2334-CE14
CE2	GLOVEBX_20050109.2334-CE15
CE3	GLOVEBX_20050109.2334-CE16
CE4	GLOVEBX_20050109.2334-CE17
CE6	GLOVEBX_20050109.2334-CE18
CE7	GLOVEBX_20050109.2334-CE19
CE8	GLOVEBX_20050109.2334-CE20
CE9	GLOVEBX_20050109.2334-CE21
CE10	GLOVEBX_20050109.2334-CE22
CE11	GLOVEBX_20050109.2334-CE23
CE19	GLOVEBX_20050109.2334-CE24
CE12	GLOVEBX_20050109.2334-CE25
E13	GLOVEBX_20050109.2334-E1
E14	GLOVEBX_20050109.2334-E2
E15	GLOVEBX_20050109.2334-E3
E16	GLOVEBX_20050109.2334-E4
E21	GLOVEBX_20050109.2334-E5
E20	GLOVEBX_20050109.2334-E6
E22	GLOVEBX_20050109.2334-E7
E23	GLOVEBX_20050109.2334-E8
E24	GLOVEBX_20050109.2334-E9
E25	GLOVEBX_20050109.2334-E10
E26	GLOVEBX_20050109.2334-E11
E27	GLOVEBX_20050109.2334-E12
E28	GLOVEBX_20050109.2334-E13
E1	GLOVEBX_20050109.2334-E14
E2	GLOVEBX_20050109.2334-E15
E3	GLOVEBX_20050109.2334-E16
E4	GLOVEBX_20050109.2334-E17
E6	GLOVEBX_20050109.2334-E18
E7	GLOVEBX_20050109.2334-E19
E8	GLOVEBX_20050109.2334-E20
E9	GLOVEBX_20050109.2334-E21
E10	GLOVEBX_20050109.2334-E22
E11	GLOVEBX_20050109.2334-E23
E19	GLOVEBX_20050109.2334-E24
E12	GLOVEBX_20050109.2334-E25
EM1	GLOVEBX_20050109.2334-E14-1
EM19	GLOVEBX_20050109.2334-E2-2
EM20	GLOVEBX_20050109.2334-E1-3
EM21	GLOVEBX_20050109.2334-E1-4
EM22	GLOVEBX_20050109.2334-E3-5
EM23	GLOVEBX_20050109.2334-E4-6
EM24	GLOVEBX_20050109.2334-E3-7
EM38	GLOVEBX_20050109.2334-E3-8
EM25	GLOVEBX_20050109.2334-E4-9
EM26	GLOVEBX_20050109.2334-E3-10
EM39	GLOVEBX_20050109.2334-E5-11
EM28	GLOVEBX_20050109.2334-E15-12
EM31	GLOVEBX_20050109.2334-E15-13
EM32	GLOVEBX_20050109.2334-E3-14
EM33	GLOVEBX_20050109.2334-E17-15
EM34	GLOVEBX_20050109.2334-E17-16
EM35	GLOVEBX_20050109.2334-E14-17
EM40	GLOVEBX_20050109.2334-E7-18
EM37	GLOVEBX_20050109.2334-E14-19
EM41	GLOVEBX_20050109.2334-E14-20
EM42	GLOVEBX_20050109.2334-E8-21
EM43	GLOVEBX_20050109.2334-E14-22
EM44	GLOVEBX_20050109.2334-E8-23
EM45	GLOVEBX_20050109.2334-E9-24
EM46	GLOVEBX_20050109.2334-E17-25
EM47	GLOVEBX_20050109.2334-E17-26
EM48	GLOVEBX_20050109.2334-E10-27
EM49	GLOVEBX_20050109.2334-E14-28
EM50	GLOVEBX_20050109.2334-E11-29
EM51	GLOVEBX_20050109.2334-E12-30
EM52	GLOVEBX_20050109.2334-E3-31
EM53	GLOVEBX_20050109.2334-E3-32
EM54	GLOVEBX_20050109.2334-E15-33
EM55	GLOVEBX_20050109.2334-E13-34
EM56	GLOVEBX_20050109.2334-E10-35
EM2	GLOVEBX_20050109.2334-E15-36
EM3	GLOVEBX_20050109.2334-E16-37
EM4	GLOVEBX_20050109.2334-E17-38
EM5	GLOVEBX_20050109.2334-E15-39
EM29	GLOVEBX_20050109.2334-E24-40
EM6	GLOVEBX_20050109.2334-E18-41
EM7	GLOVEBX_20050109.2334-E18-42
EM8	GLOVEBX_20050109.2334-E16-43
EM9	GLOVEBX_20050109.2334-E19-44
EM10	GLOVEBX_20050109.2334-E20-45
EM11	GLOVEBX_20050109.2334-E21-46
EM12	GLOVEBX_20050109.2334-E22-47
EM13	GLOVEBX_20050109.2334-E23-48
EM14	GLOVEBX_20050109.2334-E17-49
EM16	GLOVEBX_20050109.2334-E25-50
EM30	GLOVEBX_20050109.2334-E6-51
EM18	GLOVEBX_20050109.2334-E1-52
R1	GLOVEBX_20050109.2334-R1
R2	GLOVEBX_20050109.2334-R2
R3	GLOVEBX_20050109.2334-R3
R4	GLOVEBX_20050109.2334-R4
R5	GLOVEBX_20050109.2334-R5
R6	GLOVEBX_20050109.2334-R6
RM1	GLOVEBX_20050109.2334-R1-1
RM2	GLOVEBX_20050109.2334-R2-1
RM3	GLOVEBX_20050109.2334-R3-1
RM4	GLOVEBX_20050109.2334-R4-1
RM5	GLOVEBX_20050109.2334-R5-1
RM6	GLOVEBX_20050109.2334-R6-1
V1	GLOVEBX_20050109.2334-EV1
V2	GLOVEBX_20050109.2334-EV2
V3	GLOVEBX_20050109.2334-EV3
VM1	GLOVEBX_20050109.2334-EV1-1
VM2	GLOVEBX_20050109.2334-EV2-1
VM3	GLOVEBX_20050109.2334-EV1-2
VM4	GLOVEBX_20050109.2334-EV2-2
VM5	GLOVEBX_20050109.2334-EV3-1
Q1	GLOVEBX_20050109.2334-T1
Q2	GLOVEBX_20050109.2334-T2
Q3	GLOVEBX_20050109.2334-T3
Q4	GLOVEBX_20050109.2334-T4
Q5	GLOVEBX_20050109.2334-T5
Q6	GLOVEBX_20050109.2334-T6
Q7	GLOVEBX_20050109.2334-T7
Q8	GLOVEBX_20050109.2334-T8
Q9	GLOVEBX_20050109.2334-T9
Q10	GLOVEBX_20050109.2334-T10
