CE14	LIUYIFENG_20050127.0709-CE1
CE15	LIUYIFENG_20050127.0709-CE2
CE16	LIUYIFENG_20050127.0709-CE3
CE18	LIUYIFENG_20050127.0709-CE4
CE1	LIUYIFENG_20050127.0709-CE5
CE2	LIUYIFENG_20050127.0709-CE6
CE3	LIUYIFENG_20050127.0709-CE7
CE4	LIUYIFENG_20050127.0709-CE8
CE5	LIUYIFENG_20050127.0709-CE9
CE6	LIUYIFENG_20050127.0709-CE10
CE7	LIUYIFENG_20050127.0709-CE11
CE8	LIUYIFENG_20050127.0709-CE12
CE10	LIUYIFENG_20050127.0709-CE13
CE11	LIUYIFENG_20050127.0709-CE14
CE12	LIUYIFENG_20050127.0709-CE15
CE13	LIUYIFENG_20050127.0709-CE16
E14	LIUYIFENG_20050127.0709-E1
E15	LIUYIFENG_20050127.0709-E2
E16	LIUYIFENG_20050127.0709-E3
E17	LIUYIFENG_20050127.0709-E4
E19	LIUYIFENG_20050127.0709-E5
E1	LIUYIFENG_20050127.0709-E6
E2	LIUYIFENG_20050127.0709-E7
E3	LIUYIFENG_20050127.0709-E8
E4	LIUYIFENG_20050127.0709-E9
E5	LIUYIFENG_20050127.0709-E10
E6	LIUYIFENG_20050127.0709-E11
E7	LIUYIFENG_20050127.0709-E12
E8	LIUYIFENG_20050127.0709-E13
E10	LIUYIFENG_20050127.0709-E14
E11	LIUYIFENG_20050127.0709-E15
E12	LIUYIFENG_20050127.0709-E16
E13	LIUYIFENG_20050127.0709-E17
EM1	LIUYIFENG_20050127.0709-E6-1
EM18	LIUYIFENG_20050127.0709-E15-2
EM19	LIUYIFENG_20050127.0709-E11-3
EM20	LIUYIFENG_20050127.0709-E11-4
EM21	LIUYIFENG_20050127.0709-E9-5
EM22	LIUYIFENG_20050127.0709-E9-6
EM23	LIUYIFENG_20050127.0709-E11-7
EM24	LIUYIFENG_20050127.0709-E9-8
EM25	LIUYIFENG_20050127.0709-E7-9
EM26	LIUYIFENG_20050127.0709-E8-10
EM27	LIUYIFENG_20050127.0709-E1-11
EM28	LIUYIFENG_20050127.0709-E9-12
EM30	LIUYIFENG_20050127.0709-E11-13
EM31	LIUYIFENG_20050127.0709-E10-14
EM34	LIUYIFENG_20050127.0709-E2-15
EM35	LIUYIFENG_20050127.0709-E11-16
EM36	LIUYIFENG_20050127.0709-E1-17
EM37	LIUYIFENG_20050127.0709-E15-18
EM38	LIUYIFENG_20050127.0709-E15-19
EM40	LIUYIFENG_20050127.0709-E9-20
EM41	LIUYIFENG_20050127.0709-E3-21
EM42	LIUYIFENG_20050127.0709-E4-22
EM44	LIUYIFENG_20050127.0709-E11-23
EM45	LIUYIFENG_20050127.0709-E5-24
EM46	LIUYIFENG_20050127.0709-E3-25
EM47	LIUYIFENG_20050127.0709-E7-26
EM48	LIUYIFENG_20050127.0709-E1-27
EM49	LIUYIFENG_20050127.0709-E11-28
EM50	LIUYIFENG_20050127.0709-E3-29
EM52	LIUYIFENG_20050127.0709-E11-30
EM2	LIUYIFENG_20050127.0709-E7-31
EM3	LIUYIFENG_20050127.0709-E8-32
EM4	LIUYIFENG_20050127.0709-E9-33
EM5	LIUYIFENG_20050127.0709-E10-34
EM6	LIUYIFENG_20050127.0709-E11-35
EM7	LIUYIFENG_20050127.0709-E11-36
EM8	LIUYIFENG_20050127.0709-E12-37
EM9	LIUYIFENG_20050127.0709-E13-38
EM32	LIUYIFENG_20050127.0709-E7-39
EM33	LIUYIFENG_20050127.0709-E9-40
EM11	LIUYIFENG_20050127.0709-E14-41
EM12	LIUYIFENG_20050127.0709-E15-42
EM13	LIUYIFENG_20050127.0709-E16-43
EM14	LIUYIFENG_20050127.0709-E17-44
EM15	LIUYIFENG_20050127.0709-E11-45
EM16	LIUYIFENG_20050127.0709-E11-46
EM17	LIUYIFENG_20050127.0709-E16-47
R1	LIUYIFENG_20050127.0709-R1
R2	LIUYIFENG_20050127.0709-R2
R3	LIUYIFENG_20050127.0709-R3
R4	LIUYIFENG_20050127.0709-R4
R6	LIUYIFENG_20050127.0709-R5
R7	LIUYIFENG_20050127.0709-R6
R8	LIUYIFENG_20050127.0709-R7
R9	LIUYIFENG_20050127.0709-R8
R10	LIUYIFENG_20050127.0709-R9
R11	LIUYIFENG_20050127.0709-R10
R12	LIUYIFENG_20050127.0709-R11
R13	LIUYIFENG_20050127.0709-R12
R15	LIUYIFENG_20050127.0709-R13
R16	LIUYIFENG_20050127.0709-R14
RM1	LIUYIFENG_20050127.0709-R1-1
RM2	LIUYIFENG_20050127.0709-R2-1
RM3	LIUYIFENG_20050127.0709-R3-1
RM4	LIUYIFENG_20050127.0709-R4-1
RM6	LIUYIFENG_20050127.0709-R1-2
RM7	LIUYIFENG_20050127.0709-R6-1
RM8	LIUYIFENG_20050127.0709-R7-1
RM9	LIUYIFENG_20050127.0709-R2-2
RM10	LIUYIFENG_20050127.0709-R9-1
RM11	LIUYIFENG_20050127.0709-R6-2
RM12	LIUYIFENG_20050127.0709-R11-1
RM13	LIUYIFENG_20050127.0709-R12-1
RM15	LIUYIFENG_20050127.0709-R7-2
RM16	LIUYIFENG_20050127.0709-R14-1
Q1	LIUYIFENG_20050127.0709-T1
Q2	LIUYIFENG_20050127.0709-T2
Q3	LIUYIFENG_20050127.0709-T3
Q4	LIUYIFENG_20050127.0709-T4
Q5	LIUYIFENG_20050127.0709-T5
