CE11	GLOVEBX_20041122.0919-CE1
CE12	GLOVEBX_20041122.0919-CE2
CE13	GLOVEBX_20041122.0919-CE3
CE14	GLOVEBX_20041122.0919-CE4
CE15	GLOVEBX_20041122.0919-CE5
CE16	GLOVEBX_20041122.0919-CE6
CE17	GLOVEBX_20041122.0919-CE7
CE18	GLOVEBX_20041122.0919-CE8
CE19	GLOVEBX_20041122.0919-CE9
CE20	GLOVEBX_20041122.0919-CE10
CE21	GLOVEBX_20041122.0919-CE11
CE22	GLOVEBX_20041122.0919-CE12
CE23	GLOVEBX_20041122.0919-CE13
CE24	GLOVEBX_20041122.0919-CE14
CE25	GLOVEBX_20041122.0919-CE15
CE26	GLOVEBX_20041122.0919-CE16
CE27	GLOVEBX_20041122.0919-CE17
CE28	GLOVEBX_20041122.0919-CE18
CE30	GLOVEBX_20041122.0919-CE19
CE31	GLOVEBX_20041122.0919-CE20
CE32	GLOVEBX_20041122.0919-CE21
CE1	GLOVEBX_20041122.0919-CE22
CE2	GLOVEBX_20041122.0919-CE23
CE3	GLOVEBX_20041122.0919-CE24
CE4	GLOVEBX_20041122.0919-CE25
CE5	GLOVEBX_20041122.0919-CE26
CE6	GLOVEBX_20041122.0919-CE27
CE7	GLOVEBX_20041122.0919-CE28
CE8	GLOVEBX_20041122.0919-CE29
CE9	GLOVEBX_20041122.0919-CE30
CE10	GLOVEBX_20041122.0919-CE31
E12	GLOVEBX_20041122.0919-E1
E13	GLOVEBX_20041122.0919-E2
E14	GLOVEBX_20041122.0919-E3
E15	GLOVEBX_20041122.0919-E4
E16	GLOVEBX_20041122.0919-E5
E17	GLOVEBX_20041122.0919-E6
E18	GLOVEBX_20041122.0919-E7
E19	GLOVEBX_20041122.0919-E8
E20	GLOVEBX_20041122.0919-E9
E21	GLOVEBX_20041122.0919-E10
E22	GLOVEBX_20041122.0919-E11
E23	GLOVEBX_20041122.0919-E12
E24	GLOVEBX_20041122.0919-E13
E25	GLOVEBX_20041122.0919-E14
E26	GLOVEBX_20041122.0919-E15
E27	GLOVEBX_20041122.0919-E16
E28	GLOVEBX_20041122.0919-E17
E29	GLOVEBX_20041122.0919-E18
E30	GLOVEBX_20041122.0919-E19
E31	GLOVEBX_20041122.0919-E20
E33	GLOVEBX_20041122.0919-E21
E34	GLOVEBX_20041122.0919-E22
E35	GLOVEBX_20041122.0919-E23
E1	GLOVEBX_20041122.0919-E24
E2	GLOVEBX_20041122.0919-E25
E3	GLOVEBX_20041122.0919-E26
E4	GLOVEBX_20041122.0919-E27
E5	GLOVEBX_20041122.0919-E28
E6	GLOVEBX_20041122.0919-E29
E7	GLOVEBX_20041122.0919-E30
E8	GLOVEBX_20041122.0919-E31
E9	GLOVEBX_20041122.0919-E32
E10	GLOVEBX_20041122.0919-E33
E11	GLOVEBX_20041122.0919-E34
EM18	GLOVEBX_20041122.0919-E25-1
EM19	GLOVEBX_20041122.0919-E25-2
EM20	GLOVEBX_20041122.0919-E1-3
EM21	GLOVEBX_20041122.0919-E1-4
EM22	GLOVEBX_20041122.0919-E25-5
EM23	GLOVEBX_20041122.0919-E1-6
EM24	GLOVEBX_20041122.0919-E1-7
EM25	GLOVEBX_20041122.0919-E25-8
EM26	GLOVEBX_20041122.0919-E1-9
EM28	GLOVEBX_20041122.0919-E25-10
EM29	GLOVEBX_20041122.0919-E1-11
EM30	GLOVEBX_20041122.0919-E2-12
EM31	GLOVEBX_20041122.0919-E25-13
EM32	GLOVEBX_20041122.0919-E31-14
EM33	GLOVEBX_20041122.0919-E3-15
EM34	GLOVEBX_20041122.0919-E4-16
EM35	GLOVEBX_20041122.0919-E25-17
EM36	GLOVEBX_20041122.0919-E25-18
EM37	GLOVEBX_20041122.0919-E25-19
EM38	GLOVEBX_20041122.0919-E4-20
EM39	GLOVEBX_20041122.0919-E5-21
EM40	GLOVEBX_20041122.0919-E6-22
EM41	GLOVEBX_20041122.0919-E4-23
EM43	GLOVEBX_20041122.0919-E25-24
EM44	GLOVEBX_20041122.0919-E1-25
EM45	GLOVEBX_20041122.0919-E25-26
EM46	GLOVEBX_20041122.0919-E7-27
EM47	GLOVEBX_20041122.0919-E25-28
EM48	GLOVEBX_20041122.0919-E8-29
EM49	GLOVEBX_20041122.0919-E9-30
EM50	GLOVEBX_20041122.0919-E25-31
EM51	GLOVEBX_20041122.0919-E4-32
EM52	GLOVEBX_20041122.0919-E10-33
EM53	GLOVEBX_20041122.0919-E25-34
EM54	GLOVEBX_20041122.0919-E25-35
EM55	GLOVEBX_20041122.0919-E25-36
EM56	GLOVEBX_20041122.0919-E11-37
EM57	GLOVEBX_20041122.0919-E4-38
EM58	GLOVEBX_20041122.0919-E4-39
EM59	GLOVEBX_20041122.0919-E25-40
EM60	GLOVEBX_20041122.0919-E25-41
EM61	GLOVEBX_20041122.0919-E25-42
EM62	GLOVEBX_20041122.0919-E1-43
EM63	GLOVEBX_20041122.0919-E25-44
EM64	GLOVEBX_20041122.0919-E1-45
EM65	GLOVEBX_20041122.0919-E12-46
EM66	GLOVEBX_20041122.0919-E25-47
EM67	GLOVEBX_20041122.0919-E25-48
EM68	GLOVEBX_20041122.0919-E25-49
EM69	GLOVEBX_20041122.0919-E13-50
EM70	GLOVEBX_20041122.0919-E25-51
EM71	GLOVEBX_20041122.0919-E14-52
EM72	GLOVEBX_20041122.0919-E15-53
EM73	GLOVEBX_20041122.0919-E25-54
EM74	GLOVEBX_20041122.0919-E1-55
EM75	GLOVEBX_20041122.0919-E1-56
EM76	GLOVEBX_20041122.0919-E25-57
EM77	GLOVEBX_20041122.0919-E1-58
EM78	GLOVEBX_20041122.0919-E25-59
EM79	GLOVEBX_20041122.0919-E25-60
EM80	GLOVEBX_20041122.0919-E25-61
EM81	GLOVEBX_20041122.0919-E25-62
EM82	GLOVEBX_20041122.0919-E1-63
EM83	GLOVEBX_20041122.0919-E1-64
EM84	GLOVEBX_20041122.0919-E25-65
EM85	GLOVEBX_20041122.0919-E16-66
EM86	GLOVEBX_20041122.0919-E17-67
EM87	GLOVEBX_20041122.0919-E25-68
EM88	GLOVEBX_20041122.0919-E18-69
EM89	GLOVEBX_20041122.0919-E25-70
EM90	GLOVEBX_20041122.0919-E19-71
EM91	GLOVEBX_20041122.0919-E25-72
EM92	GLOVEBX_20041122.0919-E20-73
