CE14	GLOVEBX_20041205.0542-CE1
CE15	GLOVEBX_20041205.0542-CE2
CE16	GLOVEBX_20041205.0542-CE3
CE18	GLOVEBX_20041205.0542-CE4
CE19	GLOVEBX_20041205.0542-CE5
CE20	GLOVEBX_20041205.0542-CE6
CE21	GLOVEBX_20041205.0542-CE7
CE22	GLOVEBX_20041205.0542-CE8
CE23	GLOVEBX_20041205.0542-CE9
CE24	GLOVEBX_20041205.0542-CE10
CE25	GLOVEBX_20041205.0542-CE11
CE26	GLOVEBX_20041205.0542-CE12
CE27	GLOVEBX_20041205.0542-CE13
CE28	GLOVEBX_20041205.0542-CE14
CE29	GLOVEBX_20041205.0542-CE15
CE30	GLOVEBX_20041205.0542-CE16
CE31	GLOVEBX_20041205.0542-CE17
CE32	GLOVEBX_20041205.0542-CE18
CE33	GLOVEBX_20041205.0542-CE19
CE1	GLOVEBX_20041205.0542-CE20
CE34	GLOVEBX_20041205.0542-CE21
CE2	GLOVEBX_20041205.0542-CE22
CE3	GLOVEBX_20041205.0542-CE23
CE4	GLOVEBX_20041205.0542-CE24
CE5	GLOVEBX_20041205.0542-CE25
CE6	GLOVEBX_20041205.0542-CE26
CE7	GLOVEBX_20041205.0542-CE27
CE8	GLOVEBX_20041205.0542-CE28
CE9	GLOVEBX_20041205.0542-CE29
CE10	GLOVEBX_20041205.0542-CE30
CE12	GLOVEBX_20041205.0542-CE31
CE13	GLOVEBX_20041205.0542-CE32
E14	GLOVEBX_20041205.0542-E1
E15	GLOVEBX_20041205.0542-E2
E16	GLOVEBX_20041205.0542-E3
E19	GLOVEBX_20041205.0542-E4
E20	GLOVEBX_20041205.0542-E5
E21	GLOVEBX_20041205.0542-E6
E22	GLOVEBX_20041205.0542-E7
E23	GLOVEBX_20041205.0542-E8
E24	GLOVEBX_20041205.0542-E9
E25	GLOVEBX_20041205.0542-E10
E26	GLOVEBX_20041205.0542-E11
E27	GLOVEBX_20041205.0542-E12
E28	GLOVEBX_20041205.0542-E13
E29	GLOVEBX_20041205.0542-E14
E30	GLOVEBX_20041205.0542-E15
E31	GLOVEBX_20041205.0542-E16
E32	GLOVEBX_20041205.0542-E17
E1	GLOVEBX_20041205.0542-E18
E33	GLOVEBX_20041205.0542-E19
E34	GLOVEBX_20041205.0542-E20
E35	GLOVEBX_20041205.0542-E21
E36	GLOVEBX_20041205.0542-E22
E37	GLOVEBX_20041205.0542-E23
E38	GLOVEBX_20041205.0542-E24
E39	GLOVEBX_20041205.0542-E25
E40	GLOVEBX_20041205.0542-E26
E2	GLOVEBX_20041205.0542-E27
E3	GLOVEBX_20041205.0542-E28
E4	GLOVEBX_20041205.0542-E29
E5	GLOVEBX_20041205.0542-E30
E6	GLOVEBX_20041205.0542-E31
E7	GLOVEBX_20041205.0542-E32
E8	GLOVEBX_20041205.0542-E33
E9	GLOVEBX_20041205.0542-E34
E10	GLOVEBX_20041205.0542-E35
E12	GLOVEBX_20041205.0542-E36
E13	GLOVEBX_20041205.0542-E37
EM1	GLOVEBX_20041205.0542-E18-1
EM18	GLOVEBX_20041205.0542-E2-2
EM19	GLOVEBX_20041205.0542-E3-3
EM20	GLOVEBX_20041205.0542-E2-4
EM21	GLOVEBX_20041205.0542-E3-5
EM22	GLOVEBX_20041205.0542-E4-6
EM23	GLOVEBX_20041205.0542-E30-7
EM24	GLOVEBX_20041205.0542-E5-8
EM26	GLOVEBX_20041205.0542-E6-9
EM27	GLOVEBX_20041205.0542-E7-10
EM28	GLOVEBX_20041205.0542-E7-11
EM29	GLOVEBX_20041205.0542-E2-12
EM30	GLOVEBX_20041205.0542-E2-13
EM31	GLOVEBX_20041205.0542-E3-14
EM32	GLOVEBX_20041205.0542-E7-15
EM33	GLOVEBX_20041205.0542-E8-16
EM34	GLOVEBX_20041205.0542-E9-17
EM35	GLOVEBX_20041205.0542-E10-18
EM36	GLOVEBX_20041205.0542-E30-19
EM37	GLOVEBX_20041205.0542-E11-20
EM38	GLOVEBX_20041205.0542-E30-21
EM39	GLOVEBX_20041205.0542-E30-22
EM40	GLOVEBX_20041205.0542-E12-23
EM41	GLOVEBX_20041205.0542-E7-24
EM42	GLOVEBX_20041205.0542-E3-25
EM45	GLOVEBX_20041205.0542-E13-26
EM46	GLOVEBX_20041205.0542-E7-27
EM47	GLOVEBX_20041205.0542-E3-28
EM48	GLOVEBX_20041205.0542-E3-29
EM49	GLOVEBX_20041205.0542-E7-30
EM50	GLOVEBX_20041205.0542-E14-31
EM51	GLOVEBX_20041205.0542-E15-32
EM52	GLOVEBX_20041205.0542-E30-33
EM53	GLOVEBX_20041205.0542-E30-34
EM54	GLOVEBX_20041205.0542-E3-35
EM55	GLOVEBX_20041205.0542-E16-36
EM56	GLOVEBX_20041205.0542-E5-37
EM57	GLOVEBX_20041205.0542-E5-38
EM58	GLOVEBX_20041205.0542-E7-39
EM25	GLOVEBX_20041205.0542-E5-40
EM59	GLOVEBX_20041205.0542-E17-41
EM60	GLOVEBX_20041205.0542-E30-42
EM61	GLOVEBX_20041205.0542-E30-43
EM62	GLOVEBX_20041205.0542-E19-44
EM63	GLOVEBX_20041205.0542-E20-45
EM64	GLOVEBX_20041205.0542-E20-46
EM65	GLOVEBX_20041205.0542-E2-47
EM66	GLOVEBX_20041205.0542-E21-48
EM67	GLOVEBX_20041205.0542-E5-49
EM68	GLOVEBX_20041205.0542-E7-50
EM69	GLOVEBX_20041205.0542-E22-51
EM70	GLOVEBX_20041205.0542-E2-52
EM71	GLOVEBX_20041205.0542-E22-53
EM72	GLOVEBX_20041205.0542-E30-54
EM73	GLOVEBX_20041205.0542-E2-55
EM74	GLOVEBX_20041205.0542-E23-56
EM75	GLOVEBX_20041205.0542-E22-57
EM76	GLOVEBX_20041205.0542-E30-58
EM77	GLOVEBX_20041205.0542-E30-59
EM78	GLOVEBX_20041205.0542-E24-60
EM79	GLOVEBX_20041205.0542-E25-61
EM80	GLOVEBX_20041205.0542-E25-62
EM81	GLOVEBX_20041205.0542-E30-63
EM82	GLOVEBX_20041205.0542-E30-64
EM2	GLOVEBX_20041205.0542-E27-65
EM83	GLOVEBX_20041205.0542-E26-66
EM84	GLOVEBX_20041205.0542-E26-67
EM3	GLOVEBX_20041205.0542-E28-68
EM4	GLOVEBX_20041205.0542-E29-69
EM5	GLOVEBX_20041205.0542-E30-70
EM7	GLOVEBX_20041205.0542-E31-71
EM8	GLOVEBX_20041205.0542-E30-72
EM9	GLOVEBX_20041205.0542-E28-73
EM10	GLOVEBX_20041205.0542-E32-74
EM11	GLOVEBX_20041205.0542-E33-75
EM12	GLOVEBX_20041205.0542-E34-76
EM13	GLOVEBX_20041205.0542-E35-77
EM15	GLOVEBX_20041205.0542-E36-78
EM16	GLOVEBX_20041205.0542-E37-79
EM17	GLOVEBX_20041205.0542-E1-80
R1	GLOVEBX_20041205.0542-R1
R2	GLOVEBX_20041205.0542-R2
R3	GLOVEBX_20041205.0542-R3
R4	GLOVEBX_20041205.0542-R4
R5	GLOVEBX_20041205.0542-R5
R6	GLOVEBX_20041205.0542-R6
R7	GLOVEBX_20041205.0542-R7
R8	GLOVEBX_20041205.0542-R8
RM1	GLOVEBX_20041205.0542-R1-1
RM2	GLOVEBX_20041205.0542-R2-1
RM3	GLOVEBX_20041205.0542-R3-1
RM4	GLOVEBX_20041205.0542-R4-1
RM5	GLOVEBX_20041205.0542-R5-1
RM6	GLOVEBX_20041205.0542-R6-1
RM7	GLOVEBX_20041205.0542-R7-1
RM8	GLOVEBX_20041205.0542-R8-1
V1	GLOVEBX_20041205.0542-EV1
V2	GLOVEBX_20041205.0542-EV2
V3	GLOVEBX_20041205.0542-EV3
V5	GLOVEBX_20041205.0542-EV4
V7	GLOVEBX_20041205.0542-EV5
V8	GLOVEBX_20041205.0542-EV6
V9	GLOVEBX_20041205.0542-EV7
V11	GLOVEBX_20041205.0542-EV8
V12	GLOVEBX_20041205.0542-EV9
V13	GLOVEBX_20041205.0542-EV10
VM1	GLOVEBX_20041205.0542-EV1-1
VM2	GLOVEBX_20041205.0542-EV2-1
VM3	GLOVEBX_20041205.0542-EV3-1
VM5	GLOVEBX_20041205.0542-EV4-1
VM7	GLOVEBX_20041205.0542-EV5-1
VM8	GLOVEBX_20041205.0542-EV6-1
VM9	GLOVEBX_20041205.0542-EV7-1
VM10	GLOVEBX_20041205.0542-EV7-2
VM12	GLOVEBX_20041205.0542-EV8-1
VM13	GLOVEBX_20041205.0542-EV9-1
VM14	GLOVEBX_20041205.0542-EV9-2
VM15	GLOVEBX_20041205.0542-EV10-1
Q1	GLOVEBX_20041205.0542-T1
Q2	GLOVEBX_20041205.0542-T2
Q3	GLOVEBX_20041205.0542-T3
Q4	GLOVEBX_20041205.0542-T4
Q5	GLOVEBX_20041205.0542-T5
Q6	GLOVEBX_20041205.0542-T6
Q7	GLOVEBX_20041205.0542-T7
Q8	GLOVEBX_20041205.0542-T8
Q9	GLOVEBX_20041205.0542-T9
Q10	GLOVEBX_20041205.0542-T10
Q11	GLOVEBX_20041205.0542-T11
