CE8	GLOVEBX_20041117.0650-CE1
CE9	GLOVEBX_20041117.0650-CE2
CE10	GLOVEBX_20041117.0650-CE3
CE11	GLOVEBX_20041117.0650-CE4
CE12	GLOVEBX_20041117.0650-CE5
CE13	GLOVEBX_20041117.0650-CE6
CE14	GLOVEBX_20041117.0650-CE7
CE15	GLOVEBX_20041117.0650-CE8
CE16	GLOVEBX_20041117.0650-CE9
CE17	GLOVEBX_20041117.0650-CE10
CE18	GLOVEBX_20041117.0650-CE11
CE1	GLOVEBX_20041117.0650-CE12
CE2	GLOVEBX_20041117.0650-CE13
CE3	GLOVEBX_20041117.0650-CE14
CE4	GLOVEBX_20041117.0650-CE15
CE5	GLOVEBX_20041117.0650-CE16
CE6	GLOVEBX_20041117.0650-CE17
CE7	GLOVEBX_20041117.0650-CE18
E8	GLOVEBX_20041117.0650-E1
E9	GLOVEBX_20041117.0650-E2
E10	GLOVEBX_20041117.0650-E3
E11	GLOVEBX_20041117.0650-E4
E12	GLOVEBX_20041117.0650-E5
E13	GLOVEBX_20041117.0650-E6
E14	GLOVEBX_20041117.0650-E7
E15	GLOVEBX_20041117.0650-E8
E16	GLOVEBX_20041117.0650-E9
E17	GLOVEBX_20041117.0650-E10
E18	GLOVEBX_20041117.0650-E11
E1	GLOVEBX_20041117.0650-E12
E2	GLOVEBX_20041117.0650-E13
E3	GLOVEBX_20041117.0650-E14
E4	GLOVEBX_20041117.0650-E15
E5	GLOVEBX_20041117.0650-E16
E6	GLOVEBX_20041117.0650-E17
E7	GLOVEBX_20041117.0650-E18
EM1	GLOVEBX_20041117.0650-E12-1
EM24	GLOVEBX_20041117.0650-E13-2
EM25	GLOVEBX_20041117.0650-E2-3
EM26	GLOVEBX_20041117.0650-E13-4
EM27	GLOVEBX_20041117.0650-E12-5
EM28	GLOVEBX_20041117.0650-E13-6
EM29	GLOVEBX_20041117.0650-E12-7
EM30	GLOVEBX_20041117.0650-E3-8
EM31	GLOVEBX_20041117.0650-E13-9
EM32	GLOVEBX_20041117.0650-E4-10
EM33	GLOVEBX_20041117.0650-E12-11
EM34	GLOVEBX_20041117.0650-E12-12
EM35	GLOVEBX_20041117.0650-E3-13
EM36	GLOVEBX_20041117.0650-E13-14
EM37	GLOVEBX_20041117.0650-E12-15
EM38	GLOVEBX_20041117.0650-E5-16
EM39	GLOVEBX_20041117.0650-E12-17
EM40	GLOVEBX_20041117.0650-E13-18
EM41	GLOVEBX_20041117.0650-E6-19
EM42	GLOVEBX_20041117.0650-E12-20
EM43	GLOVEBX_20041117.0650-E12-21
EM44	GLOVEBX_20041117.0650-E12-22
EM45	GLOVEBX_20041117.0650-E13-23
EM46	GLOVEBX_20041117.0650-E7-24
EM47	GLOVEBX_20041117.0650-E14-25
EM48	GLOVEBX_20041117.0650-E13-26
EM49	GLOVEBX_20041117.0650-E12-27
EM50	GLOVEBX_20041117.0650-E13-28
EM51	GLOVEBX_20041117.0650-E12-29
EM52	GLOVEBX_20041117.0650-E8-30
EM53	GLOVEBX_20041117.0650-E9-31
EM54	GLOVEBX_20041117.0650-E13-32
EM55	GLOVEBX_20041117.0650-E12-33
EM56	GLOVEBX_20041117.0650-E12-34
EM58	GLOVEBX_20041117.0650-E10-35
EM60	GLOVEBX_20041117.0650-E11-36
EM61	GLOVEBX_20041117.0650-E13-37
EM62	GLOVEBX_20041117.0650-E12-38
EM63	GLOVEBX_20041117.0650-E12-39
EM64	GLOVEBX_20041117.0650-E13-40
EM65	GLOVEBX_20041117.0650-E13-41
EM66	GLOVEBX_20041117.0650-E12-42
EM67	GLOVEBX_20041117.0650-E12-43
EM68	GLOVEBX_20041117.0650-E13-44
EM69	GLOVEBX_20041117.0650-E12-45
EM70	GLOVEBX_20041117.0650-E12-46
EM71	GLOVEBX_20041117.0650-E12-47
EM72	GLOVEBX_20041117.0650-E11-48
EM73	GLOVEBX_20041117.0650-E13-49
EM74	GLOVEBX_20041117.0650-E12-50
EM75	GLOVEBX_20041117.0650-E12-51
EM76	GLOVEBX_20041117.0650-E13-52
EM77	GLOVEBX_20041117.0650-E12-53
EM79	GLOVEBX_20041117.0650-E18-54
EM2	GLOVEBX_20041117.0650-E12-55
EM3	GLOVEBX_20041117.0650-E13-56
EM4	GLOVEBX_20041117.0650-E12-57
EM5	GLOVEBX_20041117.0650-E12-58
EM6	GLOVEBX_20041117.0650-E13-59
EM7	GLOVEBX_20041117.0650-E12-60
EM8	GLOVEBX_20041117.0650-E12-61
EM57	GLOVEBX_20041117.0650-E7-62
EM10	GLOVEBX_20041117.0650-E14-63
EM11	GLOVEBX_20041117.0650-E15-64
EM12	GLOVEBX_20041117.0650-E16-65
EM13	GLOVEBX_20041117.0650-E17-66
EM14	GLOVEBX_20041117.0650-E13-67
EM15	GLOVEBX_20041117.0650-E12-68
EM16	GLOVEBX_20041117.0650-E12-69
EM17	GLOVEBX_20041117.0650-E18-70
EM19	GLOVEBX_20041117.0650-E18-71
EM20	GLOVEBX_20041117.0650-E18-72
EM21	GLOVEBX_20041117.0650-E12-73
EM22	GLOVEBX_20041117.0650-E12-74
EM23	GLOVEBX_20041117.0650-E1-75
R1	GLOVEBX_20041117.0650-R1
R2	GLOVEBX_20041117.0650-R2
R3	GLOVEBX_20041117.0650-R3
R4	GLOVEBX_20041117.0650-R4
R5	GLOVEBX_20041117.0650-R5
R7	GLOVEBX_20041117.0650-R6
R8	GLOVEBX_20041117.0650-R7
R9	GLOVEBX_20041117.0650-R8
R10	GLOVEBX_20041117.0650-R9
R11	GLOVEBX_20041117.0650-R10
R12	GLOVEBX_20041117.0650-R11
R13	GLOVEBX_20041117.0650-R12
R14	GLOVEBX_20041117.0650-R13
R15	GLOVEBX_20041117.0650-R14
R16	GLOVEBX_20041117.0650-R15
R17	GLOVEBX_20041117.0650-R16
R18	GLOVEBX_20041117.0650-R17
R19	GLOVEBX_20041117.0650-R18
R20	GLOVEBX_20041117.0650-R19
R21	GLOVEBX_20041117.0650-R20
R22	GLOVEBX_20041117.0650-R21
R23	GLOVEBX_20041117.0650-R22
R24	GLOVEBX_20041117.0650-R23
R25	GLOVEBX_20041117.0650-R24
R26	GLOVEBX_20041117.0650-R25
R27	GLOVEBX_20041117.0650-R26
R28	GLOVEBX_20041117.0650-R27
R29	GLOVEBX_20041117.0650-R28
RM1	GLOVEBX_20041117.0650-R1-1
RM2	GLOVEBX_20041117.0650-R1-2
RM3	GLOVEBX_20041117.0650-R3-1
RM4	GLOVEBX_20041117.0650-R4-1
RM5	GLOVEBX_20041117.0650-R5-1
RM7	GLOVEBX_20041117.0650-R6-1
RM8	GLOVEBX_20041117.0650-R7-1
RM9	GLOVEBX_20041117.0650-R1-3
RM10	GLOVEBX_20041117.0650-R3-2
RM11	GLOVEBX_20041117.0650-R10-1
RM12	GLOVEBX_20041117.0650-R1-4
RM13	GLOVEBX_20041117.0650-R1-5
RM14	GLOVEBX_20041117.0650-R1-6
RM15	GLOVEBX_20041117.0650-R14-1
RM16	GLOVEBX_20041117.0650-R14-2
RM17	GLOVEBX_20041117.0650-R16-1
RM18	GLOVEBX_20041117.0650-R17-1
RM19	GLOVEBX_20041117.0650-R1-7
RM20	GLOVEBX_20041117.0650-R19-1
RM21	GLOVEBX_20041117.0650-R20-1
RM22	GLOVEBX_20041117.0650-R1-8
RM23	GLOVEBX_20041117.0650-R1-9
RM24	GLOVEBX_20041117.0650-R23-1
RM25	GLOVEBX_20041117.0650-R1-10
RM26	GLOVEBX_20041117.0650-R25-1
RM27	GLOVEBX_20041117.0650-R1-11
RM28	GLOVEBX_20041117.0650-R1-12
RM29	GLOVEBX_20041117.0650-R3-3
V2	GLOVEBX_20041117.0650-EV1
V3	GLOVEBX_20041117.0650-EV2
V4	GLOVEBX_20041117.0650-EV3
V5	GLOVEBX_20041117.0650-EV4
V6	GLOVEBX_20041117.0650-EV5
V7	GLOVEBX_20041117.0650-EV6
VM2	GLOVEBX_20041117.0650-EV1-1
VM3	GLOVEBX_20041117.0650-EV2-1
VM4	GLOVEBX_20041117.0650-EV2-2
VM5	GLOVEBX_20041117.0650-EV3-1
VM6	GLOVEBX_20041117.0650-EV2-3
VM7	GLOVEBX_20041117.0650-EV4-1
VM8	GLOVEBX_20041117.0650-EV2-4
VM9	GLOVEBX_20041117.0650-EV5-1
VM10	GLOVEBX_20041117.0650-EV6-1
Q1	GLOVEBX_20041117.0650-T1
Q2	GLOVEBX_20041117.0650-T2
Q3	GLOVEBX_20041117.0650-T3
Q4	GLOVEBX_20041117.0650-T4
Q5	GLOVEBX_20041117.0650-T5
Q6	GLOVEBX_20041117.0650-T6
Q7	GLOVEBX_20041117.0650-T7
Q8	GLOVEBX_20041117.0650-T8
Q9	GLOVEBX_20041117.0650-T9
Q10	GLOVEBX_20041117.0650-T10
Q11	GLOVEBX_20041117.0650-T11
Q12	GLOVEBX_20041117.0650-T12
Q13	GLOVEBX_20041117.0650-T13
