CE10	DAVYZW_20050110.1249-CE1
CE11	DAVYZW_20050110.1249-CE2
CE12	DAVYZW_20050110.1249-CE3
CE13	DAVYZW_20050110.1249-CE4
CE14	DAVYZW_20050110.1249-CE5
CE15	DAVYZW_20050110.1249-CE6
CE16	DAVYZW_20050110.1249-CE7
CE17	DAVYZW_20050110.1249-CE8
CE18	DAVYZW_20050110.1249-CE9
CE19	DAVYZW_20050110.1249-CE10
CE20	DAVYZW_20050110.1249-CE11
CE21	DAVYZW_20050110.1249-CE12
CE1	DAVYZW_20050110.1249-CE13
CE2	DAVYZW_20050110.1249-CE14
CE3	DAVYZW_20050110.1249-CE15
CE4	DAVYZW_20050110.1249-CE16
CE5	DAVYZW_20050110.1249-CE17
CE6	DAVYZW_20050110.1249-CE18
CE7	DAVYZW_20050110.1249-CE19
CE8	DAVYZW_20050110.1249-CE20
CE9	DAVYZW_20050110.1249-CE21
E11	DAVYZW_20050110.1249-E1
E12	DAVYZW_20050110.1249-E2
E13	DAVYZW_20050110.1249-E3
E14	DAVYZW_20050110.1249-E4
E15	DAVYZW_20050110.1249-E5
E16	DAVYZW_20050110.1249-E6
E17	DAVYZW_20050110.1249-E7
E18	DAVYZW_20050110.1249-E8
E19	DAVYZW_20050110.1249-E9
E20	DAVYZW_20050110.1249-E10
E21	DAVYZW_20050110.1249-E11
E22	DAVYZW_20050110.1249-E12
E23	DAVYZW_20050110.1249-E13
E1	DAVYZW_20050110.1249-E14
E2	DAVYZW_20050110.1249-E15
E3	DAVYZW_20050110.1249-E16
E4	DAVYZW_20050110.1249-E17
E5	DAVYZW_20050110.1249-E18
E6	DAVYZW_20050110.1249-E19
E7	DAVYZW_20050110.1249-E20
E8	DAVYZW_20050110.1249-E21
E9	DAVYZW_20050110.1249-E22
E10	DAVYZW_20050110.1249-E23
EM1	DAVYZW_20050110.1249-E14-1
EM21	DAVYZW_20050110.1249-E1-2
EM22	DAVYZW_20050110.1249-E2-3
EM23	DAVYZW_20050110.1249-E17-4
EM24	DAVYZW_20050110.1249-E3-5
EM25	DAVYZW_20050110.1249-E4-6
EM26	DAVYZW_20050110.1249-E5-7
EM27	DAVYZW_20050110.1249-E4-8
EM28	DAVYZW_20050110.1249-E6-9
EM29	DAVYZW_20050110.1249-E14-10
EM30	DAVYZW_20050110.1249-E7-11
EM31	DAVYZW_20050110.1249-E5-12
EM32	DAVYZW_20050110.1249-E2-13
EM33	DAVYZW_20050110.1249-E8-14
EM34	DAVYZW_20050110.1249-E8-15
EM35	DAVYZW_20050110.1249-E9-16
EM36	DAVYZW_20050110.1249-E9-17
EM37	DAVYZW_20050110.1249-E5-18
EM38	DAVYZW_20050110.1249-E10-19
EM39	DAVYZW_20050110.1249-E7-20
EM40	DAVYZW_20050110.1249-E8-21
EM41	DAVYZW_20050110.1249-E9-22
EM43	DAVYZW_20050110.1249-E16-23
EM44	DAVYZW_20050110.1249-E16-24
EM45	DAVYZW_20050110.1249-E15-25
EM46	DAVYZW_20050110.1249-E16-26
EM47	DAVYZW_20050110.1249-E19-27
EM48	DAVYZW_20050110.1249-E19-28
EM49	DAVYZW_20050110.1249-E20-29
EM50	DAVYZW_20050110.1249-E21-30
EM51	DAVYZW_20050110.1249-E14-31
EM53	DAVYZW_20050110.1249-E14-32
EM54	DAVYZW_20050110.1249-E14-33
EM55	DAVYZW_20050110.1249-E15-34
EM56	DAVYZW_20050110.1249-E16-35
EM57	DAVYZW_20050110.1249-E17-36
EM58	DAVYZW_20050110.1249-E15-37
EM59	DAVYZW_20050110.1249-E16-38
EM60	DAVYZW_20050110.1249-E11-39
EM61	DAVYZW_20050110.1249-E12-40
EM62	DAVYZW_20050110.1249-E14-41
EM63	DAVYZW_20050110.1249-E17-42
EM64	DAVYZW_20050110.1249-E22-43
EM65	DAVYZW_20050110.1249-E3-44
EM66	DAVYZW_20050110.1249-E22-45
EM67	DAVYZW_20050110.1249-E13-46
EM68	DAVYZW_20050110.1249-E22-47
EM69	DAVYZW_20050110.1249-E18-48
EM70	DAVYZW_20050110.1249-E18-49
EM71	DAVYZW_20050110.1249-E13-50
