CE13	LANGLANGGARGEN_20050124.1017-CE1
CE14	LANGLANGGARGEN_20050124.1017-CE2
CE16	LANGLANGGARGEN_20050124.1017-CE3
CE17	LANGLANGGARGEN_20050124.1017-CE4
CE18	LANGLANGGARGEN_20050124.1017-CE5
CE19	LANGLANGGARGEN_20050124.1017-CE6
CE20	LANGLANGGARGEN_20050124.1017-CE7
CE21	LANGLANGGARGEN_20050124.1017-CE8
CE22	LANGLANGGARGEN_20050124.1017-CE9
CE24	LANGLANGGARGEN_20050124.1017-CE10
CE25	LANGLANGGARGEN_20050124.1017-CE11
CE26	LANGLANGGARGEN_20050124.1017-CE12
CE28	LANGLANGGARGEN_20050124.1017-CE13
CE29	LANGLANGGARGEN_20050124.1017-CE14
CE30	LANGLANGGARGEN_20050124.1017-CE15
CE31	LANGLANGGARGEN_20050124.1017-CE16
CE33	LANGLANGGARGEN_20050124.1017-CE17
CE34	LANGLANGGARGEN_20050124.1017-CE18
CE35	LANGLANGGARGEN_20050124.1017-CE19
CE36	LANGLANGGARGEN_20050124.1017-CE20
CE37	LANGLANGGARGEN_20050124.1017-CE21
CE38	LANGLANGGARGEN_20050124.1017-CE22
CE1	LANGLANGGARGEN_20050124.1017-CE23
CE39	LANGLANGGARGEN_20050124.1017-CE24
CE40	LANGLANGGARGEN_20050124.1017-CE25
CE41	LANGLANGGARGEN_20050124.1017-CE26
CE42	LANGLANGGARGEN_20050124.1017-CE27
CE43	LANGLANGGARGEN_20050124.1017-CE28
CE44	LANGLANGGARGEN_20050124.1017-CE29
CE45	LANGLANGGARGEN_20050124.1017-CE30
CE46	LANGLANGGARGEN_20050124.1017-CE31
CE47	LANGLANGGARGEN_20050124.1017-CE32
CE48	LANGLANGGARGEN_20050124.1017-CE33
CE49	LANGLANGGARGEN_20050124.1017-CE34
CE50	LANGLANGGARGEN_20050124.1017-CE35
CE51	LANGLANGGARGEN_20050124.1017-CE36
CE52	LANGLANGGARGEN_20050124.1017-CE37
CE2	LANGLANGGARGEN_20050124.1017-CE38
CE3	LANGLANGGARGEN_20050124.1017-CE39
CE4	LANGLANGGARGEN_20050124.1017-CE40
CE6	LANGLANGGARGEN_20050124.1017-CE41
CE7	LANGLANGGARGEN_20050124.1017-CE42
CE8	LANGLANGGARGEN_20050124.1017-CE43
CE10	LANGLANGGARGEN_20050124.1017-CE44
CE11	LANGLANGGARGEN_20050124.1017-CE45
CE12	LANGLANGGARGEN_20050124.1017-CE46
E13	LANGLANGGARGEN_20050124.1017-E1
E14	LANGLANGGARGEN_20050124.1017-E2
E16	LANGLANGGARGEN_20050124.1017-E3
E17	LANGLANGGARGEN_20050124.1017-E4
E18	LANGLANGGARGEN_20050124.1017-E5
E19	LANGLANGGARGEN_20050124.1017-E6
E20	LANGLANGGARGEN_20050124.1017-E7
E21	LANGLANGGARGEN_20050124.1017-E8
E22	LANGLANGGARGEN_20050124.1017-E9
E24	LANGLANGGARGEN_20050124.1017-E10
E25	LANGLANGGARGEN_20050124.1017-E11
E26	LANGLANGGARGEN_20050124.1017-E12
E28	LANGLANGGARGEN_20050124.1017-E13
E29	LANGLANGGARGEN_20050124.1017-E14
E30	LANGLANGGARGEN_20050124.1017-E15
E31	LANGLANGGARGEN_20050124.1017-E16
E1	LANGLANGGARGEN_20050124.1017-E17
E33	LANGLANGGARGEN_20050124.1017-E18
E34	LANGLANGGARGEN_20050124.1017-E19
E35	LANGLANGGARGEN_20050124.1017-E20
E36	LANGLANGGARGEN_20050124.1017-E21
E37	LANGLANGGARGEN_20050124.1017-E22
E38	LANGLANGGARGEN_20050124.1017-E23
E39	LANGLANGGARGEN_20050124.1017-E24
E40	LANGLANGGARGEN_20050124.1017-E25
E41	LANGLANGGARGEN_20050124.1017-E26
E42	LANGLANGGARGEN_20050124.1017-E27
E43	LANGLANGGARGEN_20050124.1017-E28
E44	LANGLANGGARGEN_20050124.1017-E29
E45	LANGLANGGARGEN_20050124.1017-E30
E46	LANGLANGGARGEN_20050124.1017-E31
E47	LANGLANGGARGEN_20050124.1017-E32
E48	LANGLANGGARGEN_20050124.1017-E33
E49	LANGLANGGARGEN_20050124.1017-E34
E50	LANGLANGGARGEN_20050124.1017-E35
E51	LANGLANGGARGEN_20050124.1017-E36
E52	LANGLANGGARGEN_20050124.1017-E37
E54	LANGLANGGARGEN_20050124.1017-E38
E2	LANGLANGGARGEN_20050124.1017-E39
E3	LANGLANGGARGEN_20050124.1017-E40
E4	LANGLANGGARGEN_20050124.1017-E41
E6	LANGLANGGARGEN_20050124.1017-E42
E7	LANGLANGGARGEN_20050124.1017-E43
E8	LANGLANGGARGEN_20050124.1017-E44
E10	LANGLANGGARGEN_20050124.1017-E45
