CE11	LIUYIFENG_20050126.0843-CE1
CE12	LIUYIFENG_20050126.0843-CE2
CE13	LIUYIFENG_20050126.0843-CE3
CE1	LIUYIFENG_20050126.0843-CE4
CE2	LIUYIFENG_20050126.0843-CE5
CE3	LIUYIFENG_20050126.0843-CE6
CE4	LIUYIFENG_20050126.0843-CE7
CE5	LIUYIFENG_20050126.0843-CE8
CE6	LIUYIFENG_20050126.0843-CE9
CE7	LIUYIFENG_20050126.0843-CE10
CE8	LIUYIFENG_20050126.0843-CE11
CE9	LIUYIFENG_20050126.0843-CE12
CE10	LIUYIFENG_20050126.0843-CE13
E14	LIUYIFENG_20050126.0843-E1
E15	LIUYIFENG_20050126.0843-E2
E16	LIUYIFENG_20050126.0843-E3
E1	LIUYIFENG_20050126.0843-E4
E2	LIUYIFENG_20050126.0843-E5
E3	LIUYIFENG_20050126.0843-E6
E4	LIUYIFENG_20050126.0843-E7
E5	LIUYIFENG_20050126.0843-E8
E6	LIUYIFENG_20050126.0843-E9
E7	LIUYIFENG_20050126.0843-E10
E8	LIUYIFENG_20050126.0843-E11
E9	LIUYIFENG_20050126.0843-E12
E10	LIUYIFENG_20050126.0843-E13
E11	LIUYIFENG_20050126.0843-E14
E12	LIUYIFENG_20050126.0843-E15
E13	LIUYIFENG_20050126.0843-E16
EM1	LIUYIFENG_20050126.0843-E4-1
EM19	LIUYIFENG_20050126.0843-E16-2
EM20	LIUYIFENG_20050126.0843-E1-3
EM21	LIUYIFENG_20050126.0843-E1-4
EM22	LIUYIFENG_20050126.0843-E2-5
EM23	LIUYIFENG_20050126.0843-E16-6
EM24	LIUYIFENG_20050126.0843-E6-7
EM25	LIUYIFENG_20050126.0843-E4-8
EM26	LIUYIFENG_20050126.0843-E7-9
EM27	LIUYIFENG_20050126.0843-E13-10
EM28	LIUYIFENG_20050126.0843-E3-11
EM2	LIUYIFENG_20050126.0843-E4-12
EM3	LIUYIFENG_20050126.0843-E5-13
EM4	LIUYIFENG_20050126.0843-E6-14
EM5	LIUYIFENG_20050126.0843-E7-15
EM6	LIUYIFENG_20050126.0843-E4-16
EM7	LIUYIFENG_20050126.0843-E8-17
EM8	LIUYIFENG_20050126.0843-E8-18
EM9	LIUYIFENG_20050126.0843-E9-19
EM10	LIUYIFENG_20050126.0843-E10-20
EM11	LIUYIFENG_20050126.0843-E11-21
EM12	LIUYIFENG_20050126.0843-E7-22
EM13	LIUYIFENG_20050126.0843-E12-23
EM14	LIUYIFENG_20050126.0843-E13-24
EM15	LIUYIFENG_20050126.0843-E14-25
EM16	LIUYIFENG_20050126.0843-E4-26
EM17	LIUYIFENG_20050126.0843-E15-27
EM18	LIUYIFENG_20050126.0843-E16-28
R1	LIUYIFENG_20050126.0843-R1
R2	LIUYIFENG_20050126.0843-R2
R3	LIUYIFENG_20050126.0843-R3
R4	LIUYIFENG_20050126.0843-R4
R5	LIUYIFENG_20050126.0843-R5
R6	LIUYIFENG_20050126.0843-R6
RM1	LIUYIFENG_20050126.0843-R1-1
RM2	LIUYIFENG_20050126.0843-R2-1
RM3	LIUYIFENG_20050126.0843-R3-1
RM4	LIUYIFENG_20050126.0843-R4-1
RM5	LIUYIFENG_20050126.0843-R5-1
RM6	LIUYIFENG_20050126.0843-R6-1
V1	LIUYIFENG_20050126.0843-EV1
V3	LIUYIFENG_20050126.0843-EV2
VM1	LIUYIFENG_20050126.0843-EV1-1
VM2	LIUYIFENG_20050126.0843-EV1-2
VM3	LIUYIFENG_20050126.0843-EV1-3
VM4	LIUYIFENG_20050126.0843-EV2-1
Q1	LIUYIFENG_20050126.0843-T1
Q2	LIUYIFENG_20050126.0843-T2
Q3	LIUYIFENG_20050126.0843-T3
Q4	LIUYIFENG_20050126.0843-T4
Q5	LIUYIFENG_20050126.0843-T5
