CE10	LIUYIFENG_20050129.1101-CE1
CE11	LIUYIFENG_20050129.1101-CE2
CE12	LIUYIFENG_20050129.1101-CE3
CE13	LIUYIFENG_20050129.1101-CE4
CE14	LIUYIFENG_20050129.1101-CE5
CE16	LIUYIFENG_20050129.1101-CE6
CE17	LIUYIFENG_20050129.1101-CE7
CE18	LIUYIFENG_20050129.1101-CE8
CE19	LIUYIFENG_20050129.1101-CE9
CE20	LIUYIFENG_20050129.1101-CE10
CE1	LIUYIFENG_20050129.1101-CE11
CE2	LIUYIFENG_20050129.1101-CE12
CE3	LIUYIFENG_20050129.1101-CE13
CE4	LIUYIFENG_20050129.1101-CE14
CE5	LIUYIFENG_20050129.1101-CE15
CE6	LIUYIFENG_20050129.1101-CE16
CE7	LIUYIFENG_20050129.1101-CE17
CE8	LIUYIFENG_20050129.1101-CE18
CE9	LIUYIFENG_20050129.1101-CE19
E12	LIUYIFENG_20050129.1101-E1
E13	LIUYIFENG_20050129.1101-E2
E14	LIUYIFENG_20050129.1101-E3
E15	LIUYIFENG_20050129.1101-E4
E16	LIUYIFENG_20050129.1101-E5
E18	LIUYIFENG_20050129.1101-E6
E19	LIUYIFENG_20050129.1101-E7
E20	LIUYIFENG_20050129.1101-E8
E21	LIUYIFENG_20050129.1101-E9
E22	LIUYIFENG_20050129.1101-E10
E1	LIUYIFENG_20050129.1101-E11
E2	LIUYIFENG_20050129.1101-E12
E3	LIUYIFENG_20050129.1101-E13
E4	LIUYIFENG_20050129.1101-E14
E5	LIUYIFENG_20050129.1101-E15
E6	LIUYIFENG_20050129.1101-E16
E7	LIUYIFENG_20050129.1101-E17
E8	LIUYIFENG_20050129.1101-E18
E9	LIUYIFENG_20050129.1101-E19
E10	LIUYIFENG_20050129.1101-E20
E11	LIUYIFENG_20050129.1101-E21
EM1	LIUYIFENG_20050129.1101-E11-1
EM21	LIUYIFENG_20050129.1101-E1-2
EM22	LIUYIFENG_20050129.1101-E14-3
EM23	LIUYIFENG_20050129.1101-E2-4
EM24	LIUYIFENG_20050129.1101-E3-5
EM25	LIUYIFENG_20050129.1101-E15-6
EM26	LIUYIFENG_20050129.1101-E12-7
EM27	LIUYIFENG_20050129.1101-E13-8
EM28	LIUYIFENG_20050129.1101-E15-9
EM29	LIUYIFENG_20050129.1101-E12-10
EM30	LIUYIFENG_20050129.1101-E14-11
EM31	LIUYIFENG_20050129.1101-E3-12
EM32	LIUYIFENG_20050129.1101-E15-13
EM33	LIUYIFENG_20050129.1101-E15-14
EM34	LIUYIFENG_20050129.1101-E4-15
EM36	LIUYIFENG_20050129.1101-E5-16
EM37	LIUYIFENG_20050129.1101-E15-17
EM39	LIUYIFENG_20050129.1101-E6-18
EM40	LIUYIFENG_20050129.1101-E15-19
EM41	LIUYIFENG_20050129.1101-E7-20
EM42	LIUYIFENG_20050129.1101-E15-21
EM43	LIUYIFENG_20050129.1101-E20-22
EM44	LIUYIFENG_20050129.1101-E8-23
EM45	LIUYIFENG_20050129.1101-E8-24
EM46	LIUYIFENG_20050129.1101-E15-25
EM47	LIUYIFENG_20050129.1101-E14-26
EM48	LIUYIFENG_20050129.1101-E13-27
EM49	LIUYIFENG_20050129.1101-E17-28
EM50	LIUYIFENG_20050129.1101-E9-29
EM51	LIUYIFENG_20050129.1101-E10-30
EM2	LIUYIFENG_20050129.1101-E12-31
EM3	LIUYIFENG_20050129.1101-E13-32
EM4	LIUYIFENG_20050129.1101-E14-33
EM6	LIUYIFENG_20050129.1101-E15-34
EM7	LIUYIFENG_20050129.1101-E15-35
EM8	LIUYIFENG_20050129.1101-E15-36
EM9	LIUYIFENG_20050129.1101-E15-37
EM10	LIUYIFENG_20050129.1101-E16-38
EM11	LIUYIFENG_20050129.1101-E17-39
EM12	LIUYIFENG_20050129.1101-E18-40
EM13	LIUYIFENG_20050129.1101-E19-41
EM14	LIUYIFENG_20050129.1101-E20-42
EM15	LIUYIFENG_20050129.1101-E21-43
EM16	LIUYIFENG_20050129.1101-E20-44
EM17	LIUYIFENG_20050129.1101-E15-45
EM18	LIUYIFENG_20050129.1101-E15-46
EM19	LIUYIFENG_20050129.1101-E20-47
EM20	LIUYIFENG_20050129.1101-E15-48
R1	LIUYIFENG_20050129.1101-R1
R3	LIUYIFENG_20050129.1101-R2
R4	LIUYIFENG_20050129.1101-R3
R7	LIUYIFENG_20050129.1101-R4
R8	LIUYIFENG_20050129.1101-R5
R9	LIUYIFENG_20050129.1101-R6
R10	LIUYIFENG_20050129.1101-R7
R11	LIUYIFENG_20050129.1101-R8
R12	LIUYIFENG_20050129.1101-R9
R14	LIUYIFENG_20050129.1101-R10
RM1	LIUYIFENG_20050129.1101-R1-1
RM3	LIUYIFENG_20050129.1101-R2-1
RM4	LIUYIFENG_20050129.1101-R3-1
RM7	LIUYIFENG_20050129.1101-R4-1
RM8	LIUYIFENG_20050129.1101-R5-1
RM9	LIUYIFENG_20050129.1101-R1-2
RM10	LIUYIFENG_20050129.1101-R2-2
RM12	LIUYIFENG_20050129.1101-R8-1
RM13	LIUYIFENG_20050129.1101-R9-1
RM15	LIUYIFENG_20050129.1101-R10-1
V1	LIUYIFENG_20050129.1101-EV1
V2	LIUYIFENG_20050129.1101-EV2
V3	LIUYIFENG_20050129.1101-EV3
V5	LIUYIFENG_20050129.1101-EV4
V7	LIUYIFENG_20050129.1101-EV5
V8	LIUYIFENG_20050129.1101-EV6
V9	LIUYIFENG_20050129.1101-EV7
V10	LIUYIFENG_20050129.1101-EV8
V11	LIUYIFENG_20050129.1101-EV9
VM1	LIUYIFENG_20050129.1101-EV1-1
VM2	LIUYIFENG_20050129.1101-EV2-1
VM3	LIUYIFENG_20050129.1101-EV3-1
VM4	LIUYIFENG_20050129.1101-EV3-2
VM6	LIUYIFENG_20050129.1101-EV4-1
VM8	LIUYIFENG_20050129.1101-EV1-2
VM9	LIUYIFENG_20050129.1101-EV5-1
VM10	LIUYIFENG_20050129.1101-EV6-1
VM11	LIUYIFENG_20050129.1101-EV7-1
VM12	LIUYIFENG_20050129.1101-EV8-1
VM13	LIUYIFENG_20050129.1101-EV9-1
VM15	LIUYIFENG_20050129.1101-EV9-2
Q6	LIUYIFENG_20050129.1101-V1
Q7	LIUYIFENG_20050129.1101-T1
Q1	LIUYIFENG_20050129.1101-T2
Q2	LIUYIFENG_20050129.1101-T3
Q3	LIUYIFENG_20050129.1101-V2
Q4	LIUYIFENG_20050129.1101-V3
Q8	LIUYIFENG_20050129.1101-T4
Q9	LIUYIFENG_20050129.1101-T5
Q10	LIUYIFENG_20050129.1101-V4
Q12	LIUYIFENG_20050129.1101-T6
Q11	LIUYIFENG_20050129.1101-T7
QM3	LIUYIFENG_20050129.1101-V2-1
QM4	LIUYIFENG_20050129.1101-V3-1
QM10	LIUYIFENG_20050129.1101-V4-1
QM6	LIUYIFENG_20050129.1101-V1-1
