CE8	GLOVEBX_20050117.0459-CE1
CE9	GLOVEBX_20050117.0459-CE2
CE10	GLOVEBX_20050117.0459-CE3
CE11	GLOVEBX_20050117.0459-CE4
CE12	GLOVEBX_20050117.0459-CE5
CE13	GLOVEBX_20050117.0459-CE6
CE14	GLOVEBX_20050117.0459-CE7
CE16	GLOVEBX_20050117.0459-CE8
CE17	GLOVEBX_20050117.0459-CE9
CE18	GLOVEBX_20050117.0459-CE10
CE19	GLOVEBX_20050117.0459-CE11
CE20	GLOVEBX_20050117.0459-CE12
CE21	GLOVEBX_20050117.0459-CE13
CE22	GLOVEBX_20050117.0459-CE14
CE23	GLOVEBX_20050117.0459-CE15
CE1	GLOVEBX_20050117.0459-CE16
CE2	GLOVEBX_20050117.0459-CE17
CE3	GLOVEBX_20050117.0459-CE18
CE4	GLOVEBX_20050117.0459-CE19
CE5	GLOVEBX_20050117.0459-CE20
CE6	GLOVEBX_20050117.0459-CE21
CE7	GLOVEBX_20050117.0459-CE22
E8	GLOVEBX_20050117.0459-E1
E9	GLOVEBX_20050117.0459-E2
E10	GLOVEBX_20050117.0459-E3
E11	GLOVEBX_20050117.0459-E4
E12	GLOVEBX_20050117.0459-E5
E13	GLOVEBX_20050117.0459-E6
E14	GLOVEBX_20050117.0459-E7
E17	GLOVEBX_20050117.0459-E8
E18	GLOVEBX_20050117.0459-E9
E19	GLOVEBX_20050117.0459-E10
E20	GLOVEBX_20050117.0459-E11
E21	GLOVEBX_20050117.0459-E12
E22	GLOVEBX_20050117.0459-E13
E23	GLOVEBX_20050117.0459-E14
E24	GLOVEBX_20050117.0459-E15
E25	GLOVEBX_20050117.0459-E16
E1	GLOVEBX_20050117.0459-E17
E2	GLOVEBX_20050117.0459-E18
E3	GLOVEBX_20050117.0459-E19
E4	GLOVEBX_20050117.0459-E20
E5	GLOVEBX_20050117.0459-E21
E6	GLOVEBX_20050117.0459-E22
E7	GLOVEBX_20050117.0459-E23
EM1	GLOVEBX_20050117.0459-E17-1
EM19	GLOVEBX_20050117.0459-E1-2
EM20	GLOVEBX_20050117.0459-E23-3
EM21	GLOVEBX_20050117.0459-E2-4
EM22	GLOVEBX_20050117.0459-E3-5
EM23	GLOVEBX_20050117.0459-E4-6
EM24	GLOVEBX_20050117.0459-E4-7
EM25	GLOVEBX_20050117.0459-E5-8
EM26	GLOVEBX_20050117.0459-E4-9
EM27	GLOVEBX_20050117.0459-E6-10
EM28	GLOVEBX_20050117.0459-E7-11
EM29	GLOVEBX_20050117.0459-E8-12
EM30	GLOVEBX_20050117.0459-E9-13
EM31	GLOVEBX_20050117.0459-E10-14
EM32	GLOVEBX_20050117.0459-E17-15
EM33	GLOVEBX_20050117.0459-E17-16
EM34	GLOVEBX_20050117.0459-E23-17
EM35	GLOVEBX_20050117.0459-E11-18
EM36	GLOVEBX_20050117.0459-E23-19
EM37	GLOVEBX_20050117.0459-E18-20
EM38	GLOVEBX_20050117.0459-E17-21
EM39	GLOVEBX_20050117.0459-E18-22
EM40	GLOVEBX_20050117.0459-E23-23
EM41	GLOVEBX_20050117.0459-E17-24
EM42	GLOVEBX_20050117.0459-E1-25
EM43	GLOVEBX_20050117.0459-E17-26
EM44	GLOVEBX_20050117.0459-E12-27
EM45	GLOVEBX_20050117.0459-E13-28
EM46	GLOVEBX_20050117.0459-E14-29
EM47	GLOVEBX_20050117.0459-E17-30
EM48	GLOVEBX_20050117.0459-E17-31
EM49	GLOVEBX_20050117.0459-E18-32
EM50	GLOVEBX_20050117.0459-E4-33
EM51	GLOVEBX_20050117.0459-E13-34
EM52	GLOVEBX_20050117.0459-E15-35
EM53	GLOVEBX_20050117.0459-E4-36
EM54	GLOVEBX_20050117.0459-E16-37
EM55	GLOVEBX_20050117.0459-E16-38
EM56	GLOVEBX_20050117.0459-E23-39
EM2	GLOVEBX_20050117.0459-E18-40
EM3	GLOVEBX_20050117.0459-E17-41
EM4	GLOVEBX_20050117.0459-E18-42
EM5	GLOVEBX_20050117.0459-E19-43
EM6	GLOVEBX_20050117.0459-E20-44
EM7	GLOVEBX_20050117.0459-E17-45
EM8	GLOVEBX_20050117.0459-E18-46
EM9	GLOVEBX_20050117.0459-E17-47
EM10	GLOVEBX_20050117.0459-E17-48
EM11	GLOVEBX_20050117.0459-E17-49
EM12	GLOVEBX_20050117.0459-E21-50
EM13	GLOVEBX_20050117.0459-E22-51
EM14	GLOVEBX_20050117.0459-E17-52
EM15	GLOVEBX_20050117.0459-E23-53
EM16	GLOVEBX_20050117.0459-E18-54
EM17	GLOVEBX_20050117.0459-E18-55
EM18	GLOVEBX_20050117.0459-E18-56
R5	GLOVEBX_20050117.0459-R1
R6	GLOVEBX_20050117.0459-R2
R7	GLOVEBX_20050117.0459-R3
RM5	GLOVEBX_20050117.0459-R1-1
RM6	GLOVEBX_20050117.0459-R2-1
RM7	GLOVEBX_20050117.0459-R3-1
V1	GLOVEBX_20050117.0459-EV1
V2	GLOVEBX_20050117.0459-EV2
V3	GLOVEBX_20050117.0459-EV3
VM1	GLOVEBX_20050117.0459-EV1-1
VM2	GLOVEBX_20050117.0459-EV1-2
VM3	GLOVEBX_20050117.0459-EV1-3
VM4	GLOVEBX_20050117.0459-EV1-4
VM5	GLOVEBX_20050117.0459-EV2-1
VM6	GLOVEBX_20050117.0459-EV3-1
VM7	GLOVEBX_20050117.0459-EV2-2
Q5	GLOVEBX_20050117.0459-T1
Q6	GLOVEBX_20050117.0459-T2
Q7	GLOVEBX_20050117.0459-T3
Q8	GLOVEBX_20050117.0459-T4
Q9	GLOVEBX_20050117.0459-T5
Q10	GLOVEBX_20050117.0459-T6
Q11	GLOVEBX_20050117.0459-T7
Q12	GLOVEBX_20050117.0459-T8
Q13	GLOVEBX_20050117.0459-T9
Q14	GLOVEBX_20050117.0459-T10
Q15	GLOVEBX_20050117.0459-T11
Q16	GLOVEBX_20050117.0459-T12
Q1	GLOVEBX_20050117.0459-T13
Q2	GLOVEBX_20050117.0459-T14
Q3	GLOVEBX_20050117.0459-T15
Q4	GLOVEBX_20050117.0459-T16
