CE14	DAVYZW_20050105.1242-CE1
CE15	DAVYZW_20050105.1242-CE2
CE16	DAVYZW_20050105.1242-CE3
CE17	DAVYZW_20050105.1242-CE4
CE18	DAVYZW_20050105.1242-CE5
CE19	DAVYZW_20050105.1242-CE6
CE20	DAVYZW_20050105.1242-CE7
CE21	DAVYZW_20050105.1242-CE8
CE22	DAVYZW_20050105.1242-CE9
CE23	DAVYZW_20050105.1242-CE10
CE24	DAVYZW_20050105.1242-CE11
CE25	DAVYZW_20050105.1242-CE12
CE26	DAVYZW_20050105.1242-CE13
CE27	DAVYZW_20050105.1242-CE14
CE28	DAVYZW_20050105.1242-CE15
CE29	DAVYZW_20050105.1242-CE16
CE30	DAVYZW_20050105.1242-CE17
CE31	DAVYZW_20050105.1242-CE18
CE32	DAVYZW_20050105.1242-CE19
CE33	DAVYZW_20050105.1242-CE20
CE34	DAVYZW_20050105.1242-CE21
CE35	DAVYZW_20050105.1242-CE22
CE36	DAVYZW_20050105.1242-CE23
CE37	DAVYZW_20050105.1242-CE24
CE38	DAVYZW_20050105.1242-CE25
CE39	DAVYZW_20050105.1242-CE26
CE40	DAVYZW_20050105.1242-CE27
CE41	DAVYZW_20050105.1242-CE28
CE1	DAVYZW_20050105.1242-CE29
CE42	DAVYZW_20050105.1242-CE30
CE43	DAVYZW_20050105.1242-CE31
CE44	DAVYZW_20050105.1242-CE32
CE45	DAVYZW_20050105.1242-CE33
CE46	DAVYZW_20050105.1242-CE34
CE47	DAVYZW_20050105.1242-CE35
CE48	DAVYZW_20050105.1242-CE36
CE49	DAVYZW_20050105.1242-CE37
CE50	DAVYZW_20050105.1242-CE38
CE51	DAVYZW_20050105.1242-CE39
CE52	DAVYZW_20050105.1242-CE40
CE53	DAVYZW_20050105.1242-CE41
CE54	DAVYZW_20050105.1242-CE42
CE55	DAVYZW_20050105.1242-CE43
CE56	DAVYZW_20050105.1242-CE44
CE57	DAVYZW_20050105.1242-CE45
CE58	DAVYZW_20050105.1242-CE46
CE59	DAVYZW_20050105.1242-CE47
CE60	DAVYZW_20050105.1242-CE48
CE62	DAVYZW_20050105.1242-CE49
CE63	DAVYZW_20050105.1242-CE50
CE64	DAVYZW_20050105.1242-CE51
CE65	DAVYZW_20050105.1242-CE52
CE66	DAVYZW_20050105.1242-CE53
CE68	DAVYZW_20050105.1242-CE54
CE69	DAVYZW_20050105.1242-CE55
CE70	DAVYZW_20050105.1242-CE56
CE72	DAVYZW_20050105.1242-CE57
CE73	DAVYZW_20050105.1242-CE58
CE74	DAVYZW_20050105.1242-CE59
CE75	DAVYZW_20050105.1242-CE60
CE76	DAVYZW_20050105.1242-CE61
CE77	DAVYZW_20050105.1242-CE62
CE78	DAVYZW_20050105.1242-CE63
CE79	DAVYZW_20050105.1242-CE64
CE80	DAVYZW_20050105.1242-CE65
CE81	DAVYZW_20050105.1242-CE66
CE2	DAVYZW_20050105.1242-CE67
CE3	DAVYZW_20050105.1242-CE68
CE4	DAVYZW_20050105.1242-CE69
CE5	DAVYZW_20050105.1242-CE70
CE6	DAVYZW_20050105.1242-CE71
CE7	DAVYZW_20050105.1242-CE72
CE8	DAVYZW_20050105.1242-CE73
CE9	DAVYZW_20050105.1242-CE74
CE10	DAVYZW_20050105.1242-CE75
CE11	DAVYZW_20050105.1242-CE76
CE12	DAVYZW_20050105.1242-CE77
CE13	DAVYZW_20050105.1242-CE78
E15	DAVYZW_20050105.1242-E1
E16	DAVYZW_20050105.1242-E2
E17	DAVYZW_20050105.1242-E3
E18	DAVYZW_20050105.1242-E4
E19	DAVYZW_20050105.1242-E5
E20	DAVYZW_20050105.1242-E6
E21	DAVYZW_20050105.1242-E7
E22	DAVYZW_20050105.1242-E8
E23	DAVYZW_20050105.1242-E9
E24	DAVYZW_20050105.1242-E10
E25	DAVYZW_20050105.1242-E11
E26	DAVYZW_20050105.1242-E12
E27	DAVYZW_20050105.1242-E13
E28	DAVYZW_20050105.1242-E14
E29	DAVYZW_20050105.1242-E15
E30	DAVYZW_20050105.1242-E16
E31	DAVYZW_20050105.1242-E17
E32	DAVYZW_20050105.1242-E18
E33	DAVYZW_20050105.1242-E19
E34	DAVYZW_20050105.1242-E20
E35	DAVYZW_20050105.1242-E21
E36	DAVYZW_20050105.1242-E22
E37	DAVYZW_20050105.1242-E23
E1	DAVYZW_20050105.1242-E24
E38	DAVYZW_20050105.1242-E25
E39	DAVYZW_20050105.1242-E26
E40	DAVYZW_20050105.1242-E27
E41	DAVYZW_20050105.1242-E28
E42	DAVYZW_20050105.1242-E29
E43	DAVYZW_20050105.1242-E30
E44	DAVYZW_20050105.1242-E31
E45	DAVYZW_20050105.1242-E32
E46	DAVYZW_20050105.1242-E33
E47	DAVYZW_20050105.1242-E34
E48	DAVYZW_20050105.1242-E35
E49	DAVYZW_20050105.1242-E36
E50	DAVYZW_20050105.1242-E37
E51	DAVYZW_20050105.1242-E38
E52	DAVYZW_20050105.1242-E39
E53	DAVYZW_20050105.1242-E40
E54	DAVYZW_20050105.1242-E41
E55	DAVYZW_20050105.1242-E42
E56	DAVYZW_20050105.1242-E43
E57	DAVYZW_20050105.1242-E44
E58	DAVYZW_20050105.1242-E45
E59	DAVYZW_20050105.1242-E46
E60	DAVYZW_20050105.1242-E47
E61	DAVYZW_20050105.1242-E48
E62	DAVYZW_20050105.1242-E49
E63	DAVYZW_20050105.1242-E50
E64	DAVYZW_20050105.1242-E51
E65	DAVYZW_20050105.1242-E52
E66	DAVYZW_20050105.1242-E53
E67	DAVYZW_20050105.1242-E54
E69	DAVYZW_20050105.1242-E55
E70	DAVYZW_20050105.1242-E56
E72	DAVYZW_20050105.1242-E57
E73	DAVYZW_20050105.1242-E58
E74	DAVYZW_20050105.1242-E59
E75	DAVYZW_20050105.1242-E60
E77	DAVYZW_20050105.1242-E61
E78	DAVYZW_20050105.1242-E62
E2	DAVYZW_20050105.1242-E63
E79	DAVYZW_20050105.1242-E64
E81	DAVYZW_20050105.1242-E65
E82	DAVYZW_20050105.1242-E66
E83	DAVYZW_20050105.1242-E67
E84	DAVYZW_20050105.1242-E68
E85	DAVYZW_20050105.1242-E69
E86	DAVYZW_20050105.1242-E70
E87	DAVYZW_20050105.1242-E71
E88	DAVYZW_20050105.1242-E72
E89	DAVYZW_20050105.1242-E73
E90	DAVYZW_20050105.1242-E74
E91	DAVYZW_20050105.1242-E75
E3	DAVYZW_20050105.1242-E76
E4	DAVYZW_20050105.1242-E77
E5	DAVYZW_20050105.1242-E78
E6	DAVYZW_20050105.1242-E79
E7	DAVYZW_20050105.1242-E80
E8	DAVYZW_20050105.1242-E81
E9	DAVYZW_20050105.1242-E82
E10	DAVYZW_20050105.1242-E83
E11	DAVYZW_20050105.1242-E84
E12	DAVYZW_20050105.1242-E85
E13	DAVYZW_20050105.1242-E86
E14	DAVYZW_20050105.1242-E87
EM1	DAVYZW_20050105.1242-E24-1
EM17	DAVYZW_20050105.1242-E1-2
EM18	DAVYZW_20050105.1242-E63-3
EM19	DAVYZW_20050105.1242-E24-4
EM20	DAVYZW_20050105.1242-E2-5
EM21	DAVYZW_20050105.1242-E24-6
EM22	DAVYZW_20050105.1242-E3-7
EM23	DAVYZW_20050105.1242-E3-8
EM24	DAVYZW_20050105.1242-E4-9
EM25	DAVYZW_20050105.1242-E2-10
EM26	DAVYZW_20050105.1242-E24-11
EM27	DAVYZW_20050105.1242-E5-12
EM28	DAVYZW_20050105.1242-E6-13
EM29	DAVYZW_20050105.1242-E7-14
EM30	DAVYZW_20050105.1242-E24-15
EM31	DAVYZW_20050105.1242-E24-16
EM32	DAVYZW_20050105.1242-E24-17
EM33	DAVYZW_20050105.1242-E8-18
EM34	DAVYZW_20050105.1242-E9-19
EM35	DAVYZW_20050105.1242-E10-20
EM36	DAVYZW_20050105.1242-E4-21
EM37	DAVYZW_20050105.1242-E11-22
EM38	DAVYZW_20050105.1242-E12-23
EM39	DAVYZW_20050105.1242-E13-24
EM40	DAVYZW_20050105.1242-E12-25
EM41	DAVYZW_20050105.1242-E14-26
EM42	DAVYZW_20050105.1242-E15-27
EM43	DAVYZW_20050105.1242-E16-28
EM44	DAVYZW_20050105.1242-E17-29
EM45	DAVYZW_20050105.1242-E18-30
EM46	DAVYZW_20050105.1242-E19-31
EM48	DAVYZW_20050105.1242-E24-32
EM49	DAVYZW_20050105.1242-E21-33
EM50	DAVYZW_20050105.1242-E22-34
EM51	DAVYZW_20050105.1242-E23-35
EM52	DAVYZW_20050105.1242-E63-36
EM53	DAVYZW_20050105.1242-E2-37
EM54	DAVYZW_20050105.1242-E25-38
EM55	DAVYZW_20050105.1242-E26-39
EM56	DAVYZW_20050105.1242-E24-40
EM57	DAVYZW_20050105.1242-E27-41
EM58	DAVYZW_20050105.1242-E28-42
EM59	DAVYZW_20050105.1242-E22-43
EM60	DAVYZW_20050105.1242-E29-44
EM61	DAVYZW_20050105.1242-E30-45
EM62	DAVYZW_20050105.1242-E24-46
EM63	DAVYZW_20050105.1242-E24-47
EM64	DAVYZW_20050105.1242-E31-48
EM65	DAVYZW_20050105.1242-E32-49
EM66	DAVYZW_20050105.1242-E24-50
EM67	DAVYZW_20050105.1242-E24-51
EM68	DAVYZW_20050105.1242-E63-52
EM69	DAVYZW_20050105.1242-E24-53
EM70	DAVYZW_20050105.1242-E63-54
EM71	DAVYZW_20050105.1242-E76-55
EM72	DAVYZW_20050105.1242-E77-56
EM73	DAVYZW_20050105.1242-E78-57
EM74	DAVYZW_20050105.1242-E79-58
EM75	DAVYZW_20050105.1242-E80-59
EM76	DAVYZW_20050105.1242-E33-60
EM77	DAVYZW_20050105.1242-E33-61
