CE12	LANGLANGGARGEN_20050131.1028-CE1
CE13	LANGLANGGARGEN_20050131.1028-CE2
CE14	LANGLANGGARGEN_20050131.1028-CE3
CE15	LANGLANGGARGEN_20050131.1028-CE4
CE16	LANGLANGGARGEN_20050131.1028-CE5
CE17	LANGLANGGARGEN_20050131.1028-CE6
CE18	LANGLANGGARGEN_20050131.1028-CE7
CE19	LANGLANGGARGEN_20050131.1028-CE8
CE20	LANGLANGGARGEN_20050131.1028-CE9
CE21	LANGLANGGARGEN_20050131.1028-CE10
CE22	LANGLANGGARGEN_20050131.1028-CE11
CE23	LANGLANGGARGEN_20050131.1028-CE12
CE24	LANGLANGGARGEN_20050131.1028-CE13
CE25	LANGLANGGARGEN_20050131.1028-CE14
CE26	LANGLANGGARGEN_20050131.1028-CE15
CE27	LANGLANGGARGEN_20050131.1028-CE16
CE28	LANGLANGGARGEN_20050131.1028-CE17
CE29	LANGLANGGARGEN_20050131.1028-CE18
CE30	LANGLANGGARGEN_20050131.1028-CE19
CE31	LANGLANGGARGEN_20050131.1028-CE20
CE32	LANGLANGGARGEN_20050131.1028-CE21
CE33	LANGLANGGARGEN_20050131.1028-CE22
CE34	LANGLANGGARGEN_20050131.1028-CE23
CE35	LANGLANGGARGEN_20050131.1028-CE24
CE36	LANGLANGGARGEN_20050131.1028-CE25
CE37	LANGLANGGARGEN_20050131.1028-CE26
CE38	LANGLANGGARGEN_20050131.1028-CE27
CE1	LANGLANGGARGEN_20050131.1028-CE28
CE39	LANGLANGGARGEN_20050131.1028-CE29
CE40	LANGLANGGARGEN_20050131.1028-CE30
CE41	LANGLANGGARGEN_20050131.1028-CE31
CE42	LANGLANGGARGEN_20050131.1028-CE32
CE43	LANGLANGGARGEN_20050131.1028-CE33
CE45	LANGLANGGARGEN_20050131.1028-CE34
CE46	LANGLANGGARGEN_20050131.1028-CE35
CE2	LANGLANGGARGEN_20050131.1028-CE36
CE5	LANGLANGGARGEN_20050131.1028-CE37
CE6	LANGLANGGARGEN_20050131.1028-CE38
CE7	LANGLANGGARGEN_20050131.1028-CE39
CE8	LANGLANGGARGEN_20050131.1028-CE40
CE9	LANGLANGGARGEN_20050131.1028-CE41
CE10	LANGLANGGARGEN_20050131.1028-CE42
CE11	LANGLANGGARGEN_20050131.1028-CE43
E13	LANGLANGGARGEN_20050131.1028-E1
E14	LANGLANGGARGEN_20050131.1028-E2
E15	LANGLANGGARGEN_20050131.1028-E3
E16	LANGLANGGARGEN_20050131.1028-E4
E17	LANGLANGGARGEN_20050131.1028-E5
E18	LANGLANGGARGEN_20050131.1028-E6
E19	LANGLANGGARGEN_20050131.1028-E7
E20	LANGLANGGARGEN_20050131.1028-E8
E21	LANGLANGGARGEN_20050131.1028-E9
E22	LANGLANGGARGEN_20050131.1028-E10
E23	LANGLANGGARGEN_20050131.1028-E11
E24	LANGLANGGARGEN_20050131.1028-E12
E25	LANGLANGGARGEN_20050131.1028-E13
E26	LANGLANGGARGEN_20050131.1028-E14
E27	LANGLANGGARGEN_20050131.1028-E15
E28	LANGLANGGARGEN_20050131.1028-E16
E29	LANGLANGGARGEN_20050131.1028-E17
E30	LANGLANGGARGEN_20050131.1028-E18
E31	LANGLANGGARGEN_20050131.1028-E19
E32	LANGLANGGARGEN_20050131.1028-E20
E33	LANGLANGGARGEN_20050131.1028-E21
E34	LANGLANGGARGEN_20050131.1028-E22
E35	LANGLANGGARGEN_20050131.1028-E23
E36	LANGLANGGARGEN_20050131.1028-E24
E1	LANGLANGGARGEN_20050131.1028-E25
E37	LANGLANGGARGEN_20050131.1028-E26
E38	LANGLANGGARGEN_20050131.1028-E27
E39	LANGLANGGARGEN_20050131.1028-E28
E40	LANGLANGGARGEN_20050131.1028-E29
E41	LANGLANGGARGEN_20050131.1028-E30
E42	LANGLANGGARGEN_20050131.1028-E31
E43	LANGLANGGARGEN_20050131.1028-E32
E44	LANGLANGGARGEN_20050131.1028-E33
E45	LANGLANGGARGEN_20050131.1028-E34
E46	LANGLANGGARGEN_20050131.1028-E35
E47	LANGLANGGARGEN_20050131.1028-E36
E48	LANGLANGGARGEN_20050131.1028-E37
E50	LANGLANGGARGEN_20050131.1028-E38
E51	LANGLANGGARGEN_20050131.1028-E39
E2	LANGLANGGARGEN_20050131.1028-E40
E5	LANGLANGGARGEN_20050131.1028-E41
E6	LANGLANGGARGEN_20050131.1028-E42
E7	LANGLANGGARGEN_20050131.1028-E43
E8	LANGLANGGARGEN_20050131.1028-E44
E9	LANGLANGGARGEN_20050131.1028-E45
E10	LANGLANGGARGEN_20050131.1028-E46
E11	LANGLANGGARGEN_20050131.1028-E47
E12	LANGLANGGARGEN_20050131.1028-E48
EM1	LANGLANGGARGEN_20050131.1028-E25-1
EM17	LANGLANGGARGEN_20050131.1028-E1-2
EM18	LANGLANGGARGEN_20050131.1028-E43-3
EM19	LANGLANGGARGEN_20050131.1028-E2-4
EM20	LANGLANGGARGEN_20050131.1028-E46-5
EM21	LANGLANGGARGEN_20050131.1028-E3-6
EM22	LANGLANGGARGEN_20050131.1028-E4-7
EM23	LANGLANGGARGEN_20050131.1028-E5-8
EM24	LANGLANGGARGEN_20050131.1028-E6-9
EM25	LANGLANGGARGEN_20050131.1028-E43-10
EM26	LANGLANGGARGEN_20050131.1028-E7-11
EM27	LANGLANGGARGEN_20050131.1028-E8-12
EM28	LANGLANGGARGEN_20050131.1028-E40-13
EM29	LANGLANGGARGEN_20050131.1028-E9-14
EM30	LANGLANGGARGEN_20050131.1028-E43-15
EM31	LANGLANGGARGEN_20050131.1028-E45-16
EM32	LANGLANGGARGEN_20050131.1028-E10-17
EM33	LANGLANGGARGEN_20050131.1028-E11-18
EM34	LANGLANGGARGEN_20050131.1028-E12-19
EM35	LANGLANGGARGEN_20050131.1028-E40-20
EM36	LANGLANGGARGEN_20050131.1028-E12-21
EM37	LANGLANGGARGEN_20050131.1028-E13-22
EM38	LANGLANGGARGEN_20050131.1028-E14-23
EM39	LANGLANGGARGEN_20050131.1028-E15-24
EM40	LANGLANGGARGEN_20050131.1028-E16-25
EM41	LANGLANGGARGEN_20050131.1028-E17-26
EM42	LANGLANGGARGEN_20050131.1028-E43-27
EM43	LANGLANGGARGEN_20050131.1028-E18-28
EM44	LANGLANGGARGEN_20050131.1028-E19-29
EM45	LANGLANGGARGEN_20050131.1028-E20-30
EM46	LANGLANGGARGEN_20050131.1028-E21-31
EM47	LANGLANGGARGEN_20050131.1028-E43-32
EM48	LANGLANGGARGEN_20050131.1028-E45-33
EM49	LANGLANGGARGEN_20050131.1028-E22-34
EM50	LANGLANGGARGEN_20050131.1028-E1-35
EM51	LANGLANGGARGEN_20050131.1028-E40-36
EM52	LANGLANGGARGEN_20050131.1028-E23-37
EM53	LANGLANGGARGEN_20050131.1028-E23-38
EM54	LANGLANGGARGEN_20050131.1028-E24-39
EM55	LANGLANGGARGEN_20050131.1028-E26-40
EM56	LANGLANGGARGEN_20050131.1028-E27-41
EM57	LANGLANGGARGEN_20050131.1028-E27-42
EM58	LANGLANGGARGEN_20050131.1028-E27-43
EM59	LANGLANGGARGEN_20050131.1028-E28-44
EM60	LANGLANGGARGEN_20050131.1028-E29-45
EM61	LANGLANGGARGEN_20050131.1028-E27-46
EM62	LANGLANGGARGEN_20050131.1028-E3-47
EM63	LANGLANGGARGEN_20050131.1028-E27-48
EM64	LANGLANGGARGEN_20050131.1028-E29-49
EM65	LANGLANGGARGEN_20050131.1028-E25-50
EM66	LANGLANGGARGEN_20050131.1028-E30-51
EM67	LANGLANGGARGEN_20050131.1028-E31-52
EM68	LANGLANGGARGEN_20050131.1028-E27-53
EM69	LANGLANGGARGEN_20050131.1028-E25-54
EM70	LANGLANGGARGEN_20050131.1028-E25-55
EM71	LANGLANGGARGEN_20050131.1028-E27-56
EM72	LANGLANGGARGEN_20050131.1028-E27-57
EM73	LANGLANGGARGEN_20050131.1028-E27-58
EM74	LANGLANGGARGEN_20050131.1028-E18-59
EM75	LANGLANGGARGEN_20050131.1028-E18-60
EM76	LANGLANGGARGEN_20050131.1028-E32-61
EM77	LANGLANGGARGEN_20050131.1028-E27-62
EM78	LANGLANGGARGEN_20050131.1028-E18-63
EM79	LANGLANGGARGEN_20050131.1028-E33-64
EM80	LANGLANGGARGEN_20050131.1028-E33-65
EM81	LANGLANGGARGEN_20050131.1028-E33-66
EM82	LANGLANGGARGEN_20050131.1028-E33-67
EM83	LANGLANGGARGEN_20050131.1028-E27-68
EM84	LANGLANGGARGEN_20050131.1028-E34-69
EM85	LANGLANGGARGEN_20050131.1028-E18-70
EM86	LANGLANGGARGEN_20050131.1028-E27-71
EM87	LANGLANGGARGEN_20050131.1028-E18-72
EM88	LANGLANGGARGEN_20050131.1028-E33-73
EM89	LANGLANGGARGEN_20050131.1028-E25-74
EM90	LANGLANGGARGEN_20050131.1028-E27-75
EM91	LANGLANGGARGEN_20050131.1028-E27-76
EM92	LANGLANGGARGEN_20050131.1028-E27-77
EM93	LANGLANGGARGEN_20050131.1028-E27-78
EM94	LANGLANGGARGEN_20050131.1028-E35-79
EM95	LANGLANGGARGEN_20050131.1028-E25-80
EM96	LANGLANGGARGEN_20050131.1028-E35-81
EM97	LANGLANGGARGEN_20050131.1028-E36-82
EM98	LANGLANGGARGEN_20050131.1028-E25-83
EM99	LANGLANGGARGEN_20050131.1028-E27-84
EM100	LANGLANGGARGEN_20050131.1028-E27-85
EM101	LANGLANGGARGEN_20050131.1028-E27-86
EM102	LANGLANGGARGEN_20050131.1028-E27-87
EM103	LANGLANGGARGEN_20050131.1028-E33-88
EM2	LANGLANGGARGEN_20050131.1028-E40-89
EM104	LANGLANGGARGEN_20050131.1028-E18-90
EM105	LANGLANGGARGEN_20050131.1028-E37-91
EM107	LANGLANGGARGEN_20050131.1028-E3-92
EM108	LANGLANGGARGEN_20050131.1028-E27-93
EM109	LANGLANGGARGEN_20050131.1028-E27-94
EM110	LANGLANGGARGEN_20050131.1028-E38-95
EM111	LANGLANGGARGEN_20050131.1028-E38-96
EM112	LANGLANGGARGEN_20050131.1028-E27-97
EM113	LANGLANGGARGEN_20050131.1028-E25-98
EM114	LANGLANGGARGEN_20050131.1028-E39-99
EM4	LANGLANGGARGEN_20050131.1028-E40-100
EM5	LANGLANGGARGEN_20050131.1028-E41-101
EM6	LANGLANGGARGEN_20050131.1028-E42-102
EM7	LANGLANGGARGEN_20050131.1028-E40-103
EM8	LANGLANGGARGEN_20050131.1028-E43-104
EM9	LANGLANGGARGEN_20050131.1028-E44-105
EM10	LANGLANGGARGEN_20050131.1028-E43-106
EM11	LANGLANGGARGEN_20050131.1028-E45-107
EM12	LANGLANGGARGEN_20050131.1028-E41-108
EM13	LANGLANGGARGEN_20050131.1028-E46-109
EM14	LANGLANGGARGEN_20050131.1028-E47-110
EM15	LANGLANGGARGEN_20050131.1028-E48-111
EM16	LANGLANGGARGEN_20050131.1028-E41-112
EM3	LANGLANGGARGEN_20050131.1028-E1-113
R1	LANGLANGGARGEN_20050131.1028-R1
R2	LANGLANGGARGEN_20050131.1028-R2
R3	LANGLANGGARGEN_20050131.1028-R3
R4	LANGLANGGARGEN_20050131.1028-R4
R5	LANGLANGGARGEN_20050131.1028-R5
R6	LANGLANGGARGEN_20050131.1028-R6
R7	LANGLANGGARGEN_20050131.1028-R7
R8	LANGLANGGARGEN_20050131.1028-R8
R9	LANGLANGGARGEN_20050131.1028-R9
R10	LANGLANGGARGEN_20050131.1028-R10
R11	LANGLANGGARGEN_20050131.1028-R11
R12	LANGLANGGARGEN_20050131.1028-R12
R13	LANGLANGGARGEN_20050131.1028-R13
R14	LANGLANGGARGEN_20050131.1028-R14
R15	LANGLANGGARGEN_20050131.1028-R15
R16	LANGLANGGARGEN_20050131.1028-R16
R17	LANGLANGGARGEN_20050131.1028-R17
R18	LANGLANGGARGEN_20050131.1028-R18
R19	LANGLANGGARGEN_20050131.1028-R19
R20	LANGLANGGARGEN_20050131.1028-R20
R21	LANGLANGGARGEN_20050131.1028-R21
R22	LANGLANGGARGEN_20050131.1028-R22
R23	LANGLANGGARGEN_20050131.1028-R23
R24	LANGLANGGARGEN_20050131.1028-R24
RM1	LANGLANGGARGEN_20050131.1028-R1-1
RM2	LANGLANGGARGEN_20050131.1028-R2-1
RM3	LANGLANGGARGEN_20050131.1028-R3-1
RM4	LANGLANGGARGEN_20050131.1028-R4-1
RM5	LANGLANGGARGEN_20050131.1028-R5-1
RM6	LANGLANGGARGEN_20050131.1028-R6-1
RM7	LANGLANGGARGEN_20050131.1028-R7-1
RM8	LANGLANGGARGEN_20050131.1028-R8-1
RM9	LANGLANGGARGEN_20050131.1028-R9-1
RM10	LANGLANGGARGEN_20050131.1028-R10-1
RM11	LANGLANGGARGEN_20050131.1028-R11-1
RM12	LANGLANGGARGEN_20050131.1028-R12-1
RM13	LANGLANGGARGEN_20050131.1028-R13-1
RM14	LANGLANGGARGEN_20050131.1028-R14-1
RM15	LANGLANGGARGEN_20050131.1028-R15-1
RM16	LANGLANGGARGEN_20050131.1028-R16-1
RM17	LANGLANGGARGEN_20050131.1028-R17-1
RM18	LANGLANGGARGEN_20050131.1028-R18-1
RM19	LANGLANGGARGEN_20050131.1028-R19-1
RM20	LANGLANGGARGEN_20050131.1028-R20-1
RM21	LANGLANGGARGEN_20050131.1028-R21-1
RM22	LANGLANGGARGEN_20050131.1028-R22-1
RM23	LANGLANGGARGEN_20050131.1028-R23-1
RM24	LANGLANGGARGEN_20050131.1028-R24-1
V1	LANGLANGGARGEN_20050131.1028-EV1
V2	LANGLANGGARGEN_20050131.1028-EV2
VM1	LANGLANGGARGEN_20050131.1028-EV1-1
VM2	LANGLANGGARGEN_20050131.1028-EV2-1
Q1	LANGLANGGARGEN_20050131.1028-T1
Q2	LANGLANGGARGEN_20050131.1028-T2
Q3	LANGLANGGARGEN_20050131.1028-T3
Q4	LANGLANGGARGEN_20050131.1028-T4
Q5	LANGLANGGARGEN_20050131.1028-T5
Q6	LANGLANGGARGEN_20050131.1028-T6
Q7	LANGLANGGARGEN_20050131.1028-T7
Q8	LANGLANGGARGEN_20050131.1028-T8
