CE1	LIUYIFENG_20050124.1722-CE1
CE2	LIUYIFENG_20050124.1722-CE2
CE3	LIUYIFENG_20050124.1722-CE3
CE4	LIUYIFENG_20050124.1722-CE4
CE5	LIUYIFENG_20050124.1722-CE5
CE6	LIUYIFENG_20050124.1722-CE6
CE7	LIUYIFENG_20050124.1722-CE7
CE9	LIUYIFENG_20050124.1722-CE8
CE10	LIUYIFENG_20050124.1722-CE9
CE11	LIUYIFENG_20050124.1722-CE10
E1	LIUYIFENG_20050124.1722-E1
E2	LIUYIFENG_20050124.1722-E2
E3	LIUYIFENG_20050124.1722-E3
E4	LIUYIFENG_20050124.1722-E4
E5	LIUYIFENG_20050124.1722-E5
E6	LIUYIFENG_20050124.1722-E6
E7	LIUYIFENG_20050124.1722-E7
E9	LIUYIFENG_20050124.1722-E8
E10	LIUYIFENG_20050124.1722-E9
E11	LIUYIFENG_20050124.1722-E10
EM1	LIUYIFENG_20050124.1722-E1-1
EM20	LIUYIFENG_20050124.1722-E3-2
EM21	LIUYIFENG_20050124.1722-E5-3
EM2	LIUYIFENG_20050124.1722-E2-4
EM3	LIUYIFENG_20050124.1722-E3-5
EM4	LIUYIFENG_20050124.1722-E4-6
EM5	LIUYIFENG_20050124.1722-E5-7
EM6	LIUYIFENG_20050124.1722-E6-8
EM7	LIUYIFENG_20050124.1722-E7-9
EM8	LIUYIFENG_20050124.1722-E3-10
EM9	LIUYIFENG_20050124.1722-E5-11
EM11	LIUYIFENG_20050124.1722-E8-12
EM12	LIUYIFENG_20050124.1722-E3-13
EM13	LIUYIFENG_20050124.1722-E4-14
EM14	LIUYIFENG_20050124.1722-E5-15
EM15	LIUYIFENG_20050124.1722-E6-16
EM16	LIUYIFENG_20050124.1722-E7-17
EM17	LIUYIFENG_20050124.1722-E9-18
EM18	LIUYIFENG_20050124.1722-E10-19
EM19	LIUYIFENG_20050124.1722-E8-20
R3	LIUYIFENG_20050124.1722-R1
R4	LIUYIFENG_20050124.1722-R2
R5	LIUYIFENG_20050124.1722-R3
R6	LIUYIFENG_20050124.1722-R4
R7	LIUYIFENG_20050124.1722-R5
R8	LIUYIFENG_20050124.1722-R6
R9	LIUYIFENG_20050124.1722-R7
R10	LIUYIFENG_20050124.1722-R8
R11	LIUYIFENG_20050124.1722-R9
RM3	LIUYIFENG_20050124.1722-R1-1
RM4	LIUYIFENG_20050124.1722-R2-1
RM5	LIUYIFENG_20050124.1722-R3-1
RM6	LIUYIFENG_20050124.1722-R3-2
RM7	LIUYIFENG_20050124.1722-R5-1
RM8	LIUYIFENG_20050124.1722-R6-1
RM9	LIUYIFENG_20050124.1722-R2-2
RM10	LIUYIFENG_20050124.1722-R3-3
RM11	LIUYIFENG_20050124.1722-R9-1
V1	LIUYIFENG_20050124.1722-EV1
V2	LIUYIFENG_20050124.1722-EV2
V3	LIUYIFENG_20050124.1722-EV3
V4	LIUYIFENG_20050124.1722-EV4
VM1	LIUYIFENG_20050124.1722-EV1-1
VM2	LIUYIFENG_20050124.1722-EV2-1
VM3	LIUYIFENG_20050124.1722-EV3-1
VM4	LIUYIFENG_20050124.1722-EV1-2
VM5	LIUYIFENG_20050124.1722-EV4-1
VM6	LIUYIFENG_20050124.1722-EV2-2
VM7	LIUYIFENG_20050124.1722-EV3-2
Q1	LIUYIFENG_20050124.1722-T1
Q2	LIUYIFENG_20050124.1722-T2
Q3	LIUYIFENG_20050124.1722-T3
Q4	LIUYIFENG_20050124.1722-T4
