CE12	DAVYZW_20050118.1045-CE1
CE13	DAVYZW_20050118.1045-CE2
CE14	DAVYZW_20050118.1045-CE3
CE15	DAVYZW_20050118.1045-CE4
CE16	DAVYZW_20050118.1045-CE5
CE17	DAVYZW_20050118.1045-CE6
CE18	DAVYZW_20050118.1045-CE7
CE22	DAVYZW_20050118.1045-CE8
CE23	DAVYZW_20050118.1045-CE9
CE24	DAVYZW_20050118.1045-CE10
CE25	DAVYZW_20050118.1045-CE11
CE1	DAVYZW_20050118.1045-CE12
CE26	DAVYZW_20050118.1045-CE13
CE27	DAVYZW_20050118.1045-CE14
CE2	DAVYZW_20050118.1045-CE15
CE4	DAVYZW_20050118.1045-CE16
CE6	DAVYZW_20050118.1045-CE17
CE7	DAVYZW_20050118.1045-CE18
CE9	DAVYZW_20050118.1045-CE19
CE10	DAVYZW_20050118.1045-CE20
CE11	DAVYZW_20050118.1045-CE21
E12	DAVYZW_20050118.1045-E1
E13	DAVYZW_20050118.1045-E2
E14	DAVYZW_20050118.1045-E3
E15	DAVYZW_20050118.1045-E4
E16	DAVYZW_20050118.1045-E5
E17	DAVYZW_20050118.1045-E6
E18	DAVYZW_20050118.1045-E7
E19	DAVYZW_20050118.1045-E8
E20	DAVYZW_20050118.1045-E9
E1	DAVYZW_20050118.1045-E10
E24	DAVYZW_20050118.1045-E11
E25	DAVYZW_20050118.1045-E12
E26	DAVYZW_20050118.1045-E13
E27	DAVYZW_20050118.1045-E14
E28	DAVYZW_20050118.1045-E15
E29	DAVYZW_20050118.1045-E16
E2	DAVYZW_20050118.1045-E17
E4	DAVYZW_20050118.1045-E18
E6	DAVYZW_20050118.1045-E19
E7	DAVYZW_20050118.1045-E20
E9	DAVYZW_20050118.1045-E21
E10	DAVYZW_20050118.1045-E22
E11	DAVYZW_20050118.1045-E23
EM96	DAVYZW_20050118.1045-E17-1
EM20	DAVYZW_20050118.1045-E1-2
EM21	DAVYZW_20050118.1045-E2-3
EM25	DAVYZW_20050118.1045-E19-4
EM26	DAVYZW_20050118.1045-E20-5
EM27	DAVYZW_20050118.1045-E21-6
EM28	DAVYZW_20050118.1045-E18-7
EM29	DAVYZW_20050118.1045-E3-8
EM30	DAVYZW_20050118.1045-E10-9
EM31	DAVYZW_20050118.1045-E10-10
EM32	DAVYZW_20050118.1045-E10-11
EM33	DAVYZW_20050118.1045-E3-12
EM34	DAVYZW_20050118.1045-E18-13
EM35	DAVYZW_20050118.1045-E4-14
EM36	DAVYZW_20050118.1045-E18-15
EM37	DAVYZW_20050118.1045-E5-16
EM38	DAVYZW_20050118.1045-E6-17
EM39	DAVYZW_20050118.1045-E7-18
EM40	DAVYZW_20050118.1045-E19-19
EM41	DAVYZW_20050118.1045-E10-20
EM42	DAVYZW_20050118.1045-E3-21
EM43	DAVYZW_20050118.1045-E18-22
EM44	DAVYZW_20050118.1045-E8-23
EM45	DAVYZW_20050118.1045-E9-24
EM49	DAVYZW_20050118.1045-E8-25
EM50	DAVYZW_20050118.1045-E19-26
EM51	DAVYZW_20050118.1045-E20-27
EM52	DAVYZW_20050118.1045-E21-28
EM53	DAVYZW_20050118.1045-E10-29
EM54	DAVYZW_20050118.1045-E18-30
EM55	DAVYZW_20050118.1045-E18-31
EM57	DAVYZW_20050118.1045-E8-32
EM58	DAVYZW_20050118.1045-E10-33
EM59	DAVYZW_20050118.1045-E19-34
EM61	DAVYZW_20050118.1045-E21-35
EM62	DAVYZW_20050118.1045-E21-36
EM63	DAVYZW_20050118.1045-E20-37
EM64	DAVYZW_20050118.1045-E8-38
EM69	DAVYZW_20050118.1045-E18-39
EM70	DAVYZW_20050118.1045-E8-40
EM71	DAVYZW_20050118.1045-E19-41
EM72	DAVYZW_20050118.1045-E11-42
EM73	DAVYZW_20050118.1045-E18-43
EM74	DAVYZW_20050118.1045-E12-44
EM102	DAVYZW_20050118.1045-E17-45
EM79	DAVYZW_20050118.1045-E13-46
EM83	DAVYZW_20050118.1045-E14-47
EM84	DAVYZW_20050118.1045-E14-48
EM87	DAVYZW_20050118.1045-E10-49
EM89	DAVYZW_20050118.1045-E14-50
EM92	DAVYZW_20050118.1045-E20-51
EM93	DAVYZW_20050118.1045-E17-52
EM94	DAVYZW_20050118.1045-E17-53
EM95	DAVYZW_20050118.1045-E17-54
EM103	DAVYZW_20050118.1045-E15-55
EM104	DAVYZW_20050118.1045-E16-56
EM97	DAVYZW_20050118.1045-E17-57
EM98	DAVYZW_20050118.1045-E17-58
EM99	DAVYZW_20050118.1045-E17-59
EM4	DAVYZW_20050118.1045-E18-60
EM6	DAVYZW_20050118.1045-E10-61
EM7	DAVYZW_20050118.1045-E18-62
EM100	DAVYZW_20050118.1045-E21-63
EM88	DAVYZW_20050118.1045-E21-64
EM101	DAVYZW_20050118.1045-E21-65
EM11	DAVYZW_20050118.1045-E17-66
EM12	DAVYZW_20050118.1045-E19-67
EM13	DAVYZW_20050118.1045-E20-68
EM15	DAVYZW_20050118.1045-E21-69
EM16	DAVYZW_20050118.1045-E22-70
EM17	DAVYZW_20050118.1045-E19-71
EM18	DAVYZW_20050118.1045-E20-72
EM19	DAVYZW_20050118.1045-E23-73
R3	DAVYZW_20050118.1045-R1
R4	DAVYZW_20050118.1045-R2
R5	DAVYZW_20050118.1045-R3
R6	DAVYZW_20050118.1045-R4
R7	DAVYZW_20050118.1045-R5
R8	DAVYZW_20050118.1045-R6
R9	DAVYZW_20050118.1045-R7
R11	DAVYZW_20050118.1045-R8
R12	DAVYZW_20050118.1045-R9
R13	DAVYZW_20050118.1045-R10
R14	DAVYZW_20050118.1045-R11
R15	DAVYZW_20050118.1045-R12
R16	DAVYZW_20050118.1045-R13
R17	DAVYZW_20050118.1045-R14
R18	DAVYZW_20050118.1045-R15
R19	DAVYZW_20050118.1045-R16
R21	DAVYZW_20050118.1045-R17
R22	DAVYZW_20050118.1045-R18
R23	DAVYZW_20050118.1045-R19
R24	DAVYZW_20050118.1045-R20
R25	DAVYZW_20050118.1045-R21
R26	DAVYZW_20050118.1045-R22
R27	DAVYZW_20050118.1045-R23
R28	DAVYZW_20050118.1045-R24
R29	DAVYZW_20050118.1045-R25
R2	DAVYZW_20050118.1045-R26
RM2	DAVYZW_20050118.1045-R1-1
RM3	DAVYZW_20050118.1045-R2-1
RM4	DAVYZW_20050118.1045-R3-1
RM5	DAVYZW_20050118.1045-R2-2
RM6	DAVYZW_20050118.1045-R5-1
RM7	DAVYZW_20050118.1045-R6-1
RM8	DAVYZW_20050118.1045-R2-3
RM10	DAVYZW_20050118.1045-R3-2
RM11	DAVYZW_20050118.1045-R9-1
RM12	DAVYZW_20050118.1045-R9-2
RM13	DAVYZW_20050118.1045-R11-1
RM14	DAVYZW_20050118.1045-R12-1
RM15	DAVYZW_20050118.1045-R9-3
RM16	DAVYZW_20050118.1045-R14-1
RM17	DAVYZW_20050118.1045-R2-4
RM18	DAVYZW_20050118.1045-R3-3
RM20	DAVYZW_20050118.1045-R3-4
RM21	DAVYZW_20050118.1045-R18-1
RM22	DAVYZW_20050118.1045-R19-1
RM23	DAVYZW_20050118.1045-R20-1
RM24	DAVYZW_20050118.1045-R21-1
RM25	DAVYZW_20050118.1045-R1-2
RM26	DAVYZW_20050118.1045-R1-3
RM27	DAVYZW_20050118.1045-R24-1
RM28	DAVYZW_20050118.1045-R25-1
RM1	DAVYZW_20050118.1045-R26-1
Q1	DAVYZW_20050118.1045-T1
Q2	DAVYZW_20050118.1045-T2
Q3	DAVYZW_20050118.1045-T3
Q4	DAVYZW_20050118.1045-V1
Q5	DAVYZW_20050118.1045-V2
Q6	DAVYZW_20050118.1045-T4
Q7	DAVYZW_20050118.1045-T5
Q8	DAVYZW_20050118.1045-T6
Q9	DAVYZW_20050118.1045-T7
Q10	DAVYZW_20050118.1045-T8
Q11	DAVYZW_20050118.1045-T9
Q12	DAVYZW_20050118.1045-T10
QM4	DAVYZW_20050118.1045-V1-1
QM5	DAVYZW_20050118.1045-V2-1
