CE8	NJWSL_20050102.1510-CE1
CE9	NJWSL_20050102.1510-CE2
CE10	NJWSL_20050102.1510-CE3
CE11	NJWSL_20050102.1510-CE4
CE12	NJWSL_20050102.1510-CE5
CE13	NJWSL_20050102.1510-CE6
CE14	NJWSL_20050102.1510-CE7
CE15	NJWSL_20050102.1510-CE8
CE16	NJWSL_20050102.1510-CE9
CE17	NJWSL_20050102.1510-CE10
CE18	NJWSL_20050102.1510-CE11
CE19	NJWSL_20050102.1510-CE12
CE1	NJWSL_20050102.1510-CE13
CE2	NJWSL_20050102.1510-CE14
CE3	NJWSL_20050102.1510-CE15
CE4	NJWSL_20050102.1510-CE16
CE5	NJWSL_20050102.1510-CE17
CE6	NJWSL_20050102.1510-CE18
CE7	NJWSL_20050102.1510-CE19
E8	NJWSL_20050102.1510-E1
E9	NJWSL_20050102.1510-E2
E10	NJWSL_20050102.1510-E3
E11	NJWSL_20050102.1510-E4
E12	NJWSL_20050102.1510-E5
E13	NJWSL_20050102.1510-E6
E14	NJWSL_20050102.1510-E7
E15	NJWSL_20050102.1510-E8
E16	NJWSL_20050102.1510-E9
E17	NJWSL_20050102.1510-E10
E18	NJWSL_20050102.1510-E11
E19	NJWSL_20050102.1510-E12
E1	NJWSL_20050102.1510-E13
E2	NJWSL_20050102.1510-E14
E3	NJWSL_20050102.1510-E15
E4	NJWSL_20050102.1510-E16
E5	NJWSL_20050102.1510-E17
E6	NJWSL_20050102.1510-E18
E7	NJWSL_20050102.1510-E19
EM1	NJWSL_20050102.1510-E13-1
EM23	NJWSL_20050102.1510-E1-2
EM24	NJWSL_20050102.1510-E13-3
EM25	NJWSL_20050102.1510-E2-4
EM26	NJWSL_20050102.1510-E2-5
EM27	NJWSL_20050102.1510-E16-6
EM28	NJWSL_20050102.1510-E3-7
EM29	NJWSL_20050102.1510-E4-8
EM30	NJWSL_20050102.1510-E5-9
EM31	NJWSL_20050102.1510-E13-10
EM32	NJWSL_20050102.1510-E6-11
EM33	NJWSL_20050102.1510-E6-12
EM34	NJWSL_20050102.1510-E4-13
EM35	NJWSL_20050102.1510-E3-14
EM36	NJWSL_20050102.1510-E7-15
EM37	NJWSL_20050102.1510-E6-16
EM38	NJWSL_20050102.1510-E8-17
EM39	NJWSL_20050102.1510-E14-18
EM40	NJWSL_20050102.1510-E17-19
EM41	NJWSL_20050102.1510-E16-20
EM42	NJWSL_20050102.1510-E8-21
EM43	NJWSL_20050102.1510-E13-22
EM44	NJWSL_20050102.1510-E6-23
EM45	NJWSL_20050102.1510-E6-24
EM46	NJWSL_20050102.1510-E6-25
EM47	NJWSL_20050102.1510-E6-26
EM48	NJWSL_20050102.1510-E16-27
EM49	NJWSL_20050102.1510-E8-28
EM50	NJWSL_20050102.1510-E6-29
EM51	NJWSL_20050102.1510-E6-30
EM52	NJWSL_20050102.1510-E14-31
EM53	NJWSL_20050102.1510-E14-32
EM54	NJWSL_20050102.1510-E13-33
EM55	NJWSL_20050102.1510-E6-34
EM56	NJWSL_20050102.1510-E4-35
EM57	NJWSL_20050102.1510-E9-36
EM58	NJWSL_20050102.1510-E10-37
EM59	NJWSL_20050102.1510-E13-38
EM60	NJWSL_20050102.1510-E13-39
EM61	NJWSL_20050102.1510-E18-40
EM62	NJWSL_20050102.1510-E11-41
EM63	NJWSL_20050102.1510-E5-42
EM64	NJWSL_20050102.1510-E12-43
EM65	NJWSL_20050102.1510-E5-44
EM66	NJWSL_20050102.1510-E15-45
EM67	NJWSL_20050102.1510-E15-46
EM68	NJWSL_20050102.1510-E15-47
EM69	NJWSL_20050102.1510-E13-48
EM2	NJWSL_20050102.1510-E14-49
EM3	NJWSL_20050102.1510-E15-50
EM4	NJWSL_20050102.1510-E14-51
EM5	NJWSL_20050102.1510-E15-52
EM6	NJWSL_20050102.1510-E14-53
EM7	NJWSL_20050102.1510-E15-54
EM8	NJWSL_20050102.1510-E16-55
EM9	NJWSL_20050102.1510-E13-56
EM10	NJWSL_20050102.1510-E17-57
EM11	NJWSL_20050102.1510-E17-58
EM12	NJWSL_20050102.1510-E17-59
EM13	NJWSL_20050102.1510-E18-60
EM14	NJWSL_20050102.1510-E14-61
EM15	NJWSL_20050102.1510-E18-62
EM16	NJWSL_20050102.1510-E19-63
EM17	NJWSL_20050102.1510-E15-64
EM18	NJWSL_20050102.1510-E14-65
EM19	NJWSL_20050102.1510-E17-66
EM20	NJWSL_20050102.1510-E16-67
EM21	NJWSL_20050102.1510-E13-68
EM22	NJWSL_20050102.1510-E13-69
R2	NJWSL_20050102.1510-R1
R3	NJWSL_20050102.1510-R2
R4	NJWSL_20050102.1510-R3
R5	NJWSL_20050102.1510-R4
R6	NJWSL_20050102.1510-R5
R7	NJWSL_20050102.1510-R6
R8	NJWSL_20050102.1510-R7
R9	NJWSL_20050102.1510-R8
R10	NJWSL_20050102.1510-R9
RM2	NJWSL_20050102.1510-R1-1
RM3	NJWSL_20050102.1510-R2-1
RM4	NJWSL_20050102.1510-R3-1
RM5	NJWSL_20050102.1510-R4-1
RM6	NJWSL_20050102.1510-R5-1
RM7	NJWSL_20050102.1510-R6-1
RM8	NJWSL_20050102.1510-R7-1
RM9	NJWSL_20050102.1510-R8-1
RM10	NJWSL_20050102.1510-R9-1
V1	NJWSL_20050102.1510-EV1
V2	NJWSL_20050102.1510-EV2
V3	NJWSL_20050102.1510-EV3
V4	NJWSL_20050102.1510-EV4
V5	NJWSL_20050102.1510-EV5
V6	NJWSL_20050102.1510-EV6
V7	NJWSL_20050102.1510-EV7
V8	NJWSL_20050102.1510-EV8
VM1	NJWSL_20050102.1510-EV1-1
VM2	NJWSL_20050102.1510-EV1-2
VM3	NJWSL_20050102.1510-EV1-3
VM4	NJWSL_20050102.1510-EV1-4
VM5	NJWSL_20050102.1510-EV1-5
VM6	NJWSL_20050102.1510-EV2-1
VM7	NJWSL_20050102.1510-EV3-1
VM8	NJWSL_20050102.1510-EV4-1
VM9	NJWSL_20050102.1510-EV5-1
VM10	NJWSL_20050102.1510-EV6-1
VM11	NJWSL_20050102.1510-EV1-6
VM12	NJWSL_20050102.1510-EV1-7
VM13	NJWSL_20050102.1510-EV7-1
VM14	NJWSL_20050102.1510-EV1-8
VM15	NJWSL_20050102.1510-EV1-9
VM16	NJWSL_20050102.1510-EV8-1
Q1	NJWSL_20050102.1510-T1
Q2	NJWSL_20050102.1510-T2
Q3	NJWSL_20050102.1510-T3
Q4	NJWSL_20050102.1510-T4
Q5	NJWSL_20050102.1510-T5
Q6	NJWSL_20050102.1510-T6
Q7	NJWSL_20050102.1510-T7
Q8	NJWSL_20050102.1510-T8
Q9	NJWSL_20050102.1510-T9
Q10	NJWSL_20050102.1510-T10
Q11	NJWSL_20050102.1510-T11
Q12	NJWSL_20050102.1510-T12
Q13	NJWSL_20050102.1510-T13
Q14	NJWSL_20050102.1510-T14
Q15	NJWSL_20050102.1510-T15
Q16	NJWSL_20050102.1510-T16
Q17	NJWSL_20050102.1510-T17
