CE1	GLOVEBX_20041219.0748-CE1
CE2	GLOVEBX_20041219.0748-CE2
CE3	GLOVEBX_20041219.0748-CE3
CE4	GLOVEBX_20041219.0748-CE4
CE5	GLOVEBX_20041219.0748-CE5
CE6	GLOVEBX_20041219.0748-CE6
CE7	GLOVEBX_20041219.0748-CE7
CE8	GLOVEBX_20041219.0748-CE8
CE9	GLOVEBX_20041219.0748-CE9
E1	GLOVEBX_20041219.0748-E1
E2	GLOVEBX_20041219.0748-E2
E3	GLOVEBX_20041219.0748-E3
E4	GLOVEBX_20041219.0748-E4
E5	GLOVEBX_20041219.0748-E5
E6	GLOVEBX_20041219.0748-E6
E7	GLOVEBX_20041219.0748-E7
E8	GLOVEBX_20041219.0748-E8
E9	GLOVEBX_20041219.0748-E9
E10	GLOVEBX_20041219.0748-E10
EM1	GLOVEBX_20041219.0748-E1-1
EM21	GLOVEBX_20041219.0748-E1-2
EM2	GLOVEBX_20041219.0748-E1-3
EM3	GLOVEBX_20041219.0748-E1-4
EM4	GLOVEBX_20041219.0748-E2-5
EM5	GLOVEBX_20041219.0748-E1-6
EM6	GLOVEBX_20041219.0748-E3-7
EM7	GLOVEBX_20041219.0748-E4-8
EM8	GLOVEBX_20041219.0748-E5-9
EM9	GLOVEBX_20041219.0748-E5-10
EM10	GLOVEBX_20041219.0748-E6-11
EM11	GLOVEBX_20041219.0748-E7-12
EM12	GLOVEBX_20041219.0748-E5-13
EM13	GLOVEBX_20041219.0748-E5-14
EM14	GLOVEBX_20041219.0748-E8-15
EM15	GLOVEBX_20041219.0748-E9-16
EM16	GLOVEBX_20041219.0748-E4-17
EM17	GLOVEBX_20041219.0748-E4-18
EM18	GLOVEBX_20041219.0748-E5-19
EM19	GLOVEBX_20041219.0748-E4-20
EM20	GLOVEBX_20041219.0748-E10-21
R1	GLOVEBX_20041219.0748-R1
R2	GLOVEBX_20041219.0748-R2
RM1	GLOVEBX_20041219.0748-R1-1
RM2	GLOVEBX_20041219.0748-R2-1
V1	GLOVEBX_20041219.0748-EV1
VM1	GLOVEBX_20041219.0748-EV1-1
Q1	GLOVEBX_20041219.0748-T1
Q2	GLOVEBX_20041219.0748-T2
Q3	GLOVEBX_20041219.0748-T3
Q4	GLOVEBX_20041219.0748-T4
