CE11	DAVYZW_20050124.1829-CE1
CE12	DAVYZW_20050124.1829-CE2
CE14	DAVYZW_20050124.1829-CE3
CE15	DAVYZW_20050124.1829-CE4
CE16	DAVYZW_20050124.1829-CE5
CE17	DAVYZW_20050124.1829-CE6
CE18	DAVYZW_20050124.1829-CE7
CE19	DAVYZW_20050124.1829-CE8
CE20	DAVYZW_20050124.1829-CE9
CE21	DAVYZW_20050124.1829-CE10
CE22	DAVYZW_20050124.1829-CE11
CE23	DAVYZW_20050124.1829-CE12
CE25	DAVYZW_20050124.1829-CE13
CE26	DAVYZW_20050124.1829-CE14
CE27	DAVYZW_20050124.1829-CE15
CE28	DAVYZW_20050124.1829-CE16
CE29	DAVYZW_20050124.1829-CE17
CE30	DAVYZW_20050124.1829-CE18
CE1	DAVYZW_20050124.1829-CE19
CE31	DAVYZW_20050124.1829-CE20
CE32	DAVYZW_20050124.1829-CE21
CE33	DAVYZW_20050124.1829-CE22
CE34	DAVYZW_20050124.1829-CE23
CE35	DAVYZW_20050124.1829-CE24
CE2	DAVYZW_20050124.1829-CE25
CE3	DAVYZW_20050124.1829-CE26
CE36	DAVYZW_20050124.1829-CE27
CE5	DAVYZW_20050124.1829-CE28
CE7	DAVYZW_20050124.1829-CE29
CE9	DAVYZW_20050124.1829-CE30
CE10	DAVYZW_20050124.1829-CE31
E12	DAVYZW_20050124.1829-E1
E13	DAVYZW_20050124.1829-E2
E15	DAVYZW_20050124.1829-E3
E16	DAVYZW_20050124.1829-E4
E17	DAVYZW_20050124.1829-E5
E18	DAVYZW_20050124.1829-E6
E19	DAVYZW_20050124.1829-E7
E20	DAVYZW_20050124.1829-E8
E21	DAVYZW_20050124.1829-E9
E22	DAVYZW_20050124.1829-E10
E23	DAVYZW_20050124.1829-E11
E24	DAVYZW_20050124.1829-E12
E26	DAVYZW_20050124.1829-E13
E1	DAVYZW_20050124.1829-E14
E27	DAVYZW_20050124.1829-E15
E28	DAVYZW_20050124.1829-E16
E29	DAVYZW_20050124.1829-E17
E30	DAVYZW_20050124.1829-E18
E31	DAVYZW_20050124.1829-E19
E32	DAVYZW_20050124.1829-E20
E33	DAVYZW_20050124.1829-E21
E34	DAVYZW_20050124.1829-E22
E35	DAVYZW_20050124.1829-E23
E36	DAVYZW_20050124.1829-E24
E37	DAVYZW_20050124.1829-E25
E38	DAVYZW_20050124.1829-E26
E39	DAVYZW_20050124.1829-E27
E2	DAVYZW_20050124.1829-E28
E3	DAVYZW_20050124.1829-E29
E40	DAVYZW_20050124.1829-E30
E5	DAVYZW_20050124.1829-E31
E7	DAVYZW_20050124.1829-E32
E9	DAVYZW_20050124.1829-E33
E10	DAVYZW_20050124.1829-E34
E11	DAVYZW_20050124.1829-E35
EM1	DAVYZW_20050124.1829-E14-1
EM21	DAVYZW_20050124.1829-E32-2
EM22	DAVYZW_20050124.1829-E1-3
EM24	DAVYZW_20050124.1829-E1-4
EM25	DAVYZW_20050124.1829-E32-5
EM26	DAVYZW_20050124.1829-E28-6
EM27	DAVYZW_20050124.1829-E32-7
EM28	DAVYZW_20050124.1829-E2-8
EM29	DAVYZW_20050124.1829-E2-9
EM30	DAVYZW_20050124.1829-E2-10
EM31	DAVYZW_20050124.1829-E2-11
EM32	DAVYZW_20050124.1829-E28-12
EM33	DAVYZW_20050124.1829-E28-13
EM35	DAVYZW_20050124.1829-E3-14
EM38	DAVYZW_20050124.1829-E3-15
EM39	DAVYZW_20050124.1829-E4-16
EM40	DAVYZW_20050124.1829-E1-17
EM41	DAVYZW_20050124.1829-E31-18
EM42	DAVYZW_20050124.1829-E5-19
EM43	DAVYZW_20050124.1829-E6-20
EM44	DAVYZW_20050124.1829-E31-21
EM45	DAVYZW_20050124.1829-E1-22
EM46	DAVYZW_20050124.1829-E7-23
EM47	DAVYZW_20050124.1829-E3-24
EM48	DAVYZW_20050124.1829-E8-25
EM49	DAVYZW_20050124.1829-E9-26
EM50	DAVYZW_20050124.1829-E31-27
EM51	DAVYZW_20050124.1829-E10-28
EM52	DAVYZW_20050124.1829-E31-29
EM53	DAVYZW_20050124.1829-E11-30
EM55	DAVYZW_20050124.1829-E1-31
EM56	DAVYZW_20050124.1829-E12-32
EM57	DAVYZW_20050124.1829-E7-33
EM58	DAVYZW_20050124.1829-E13-34
EM59	DAVYZW_20050124.1829-E31-35
EM60	DAVYZW_20050124.1829-E10-36
EM61	DAVYZW_20050124.1829-E31-37
EM62	DAVYZW_20050124.1829-E7-38
EM63	DAVYZW_20050124.1829-E13-39
EM64	DAVYZW_20050124.1829-E31-40
EM65	DAVYZW_20050124.1829-E31-41
EM66	DAVYZW_20050124.1829-E28-42
EM68	DAVYZW_20050124.1829-E9-43
EM69	DAVYZW_20050124.1829-E31-44
EM70	DAVYZW_20050124.1829-E14-45
EM71	DAVYZW_20050124.1829-E28-46
EM72	DAVYZW_20050124.1829-E32-47
EM73	DAVYZW_20050124.1829-E1-48
EM74	DAVYZW_20050124.1829-E31-49
EM75	DAVYZW_20050124.1829-E1-50
EM76	DAVYZW_20050124.1829-E15-51
EM77	DAVYZW_20050124.1829-E16-52
EM78	DAVYZW_20050124.1829-E1-53
EM79	DAVYZW_20050124.1829-E17-54
EM80	DAVYZW_20050124.1829-E31-55
EM81	DAVYZW_20050124.1829-E17-56
EM82	DAVYZW_20050124.1829-E18-57
EM83	DAVYZW_20050124.1829-E18-58
EM84	DAVYZW_20050124.1829-E18-59
EM85	DAVYZW_20050124.1829-E19-60
EM86	DAVYZW_20050124.1829-E20-61
EM87	DAVYZW_20050124.1829-E31-62
EM88	DAVYZW_20050124.1829-E31-63
EM89	DAVYZW_20050124.1829-E20-64
EM90	DAVYZW_20050124.1829-E1-65
EM91	DAVYZW_20050124.1829-E1-66
EM92	DAVYZW_20050124.1829-E21-67
EM93	DAVYZW_20050124.1829-E1-68
EM94	DAVYZW_20050124.1829-E22-69
EM95	DAVYZW_20050124.1829-E22-70
EM96	DAVYZW_20050124.1829-E22-71
EM97	DAVYZW_20050124.1829-E23-72
EM98	DAVYZW_20050124.1829-E24-73
EM99	DAVYZW_20050124.1829-E25-74
EM100	DAVYZW_20050124.1829-E31-75
EM101	DAVYZW_20050124.1829-E1-76
EM102	DAVYZW_20050124.1829-E22-77
EM103	DAVYZW_20050124.1829-E1-78
EM104	DAVYZW_20050124.1829-E1-79
EM105	DAVYZW_20050124.1829-E32-80
EM106	DAVYZW_20050124.1829-E14-81
EM107	DAVYZW_20050124.1829-E26-82
EM108	DAVYZW_20050124.1829-E27-83
EM109	DAVYZW_20050124.1829-E31-84
EM110	DAVYZW_20050124.1829-E32-85
EM111	DAVYZW_20050124.1829-E33-86
EM112	DAVYZW_20050124.1829-E28-87
EM2	DAVYZW_20050124.1829-E28-88
EM113	DAVYZW_20050124.1829-E31-89
EM114	DAVYZW_20050124.1829-E29-90
EM115	DAVYZW_20050124.1829-E32-91
EM116	DAVYZW_20050124.1829-E29-92
EM117	DAVYZW_20050124.1829-E32-93
EM118	DAVYZW_20050124.1829-E29-94
EM119	DAVYZW_20050124.1829-E32-95
EM120	DAVYZW_20050124.1829-E30-96
EM5	DAVYZW_20050124.1829-E31-97
EM6	DAVYZW_20050124.1829-E31-98
EM8	DAVYZW_20050124.1829-E31-99
