CE13	LANGLANGGARGEN_20050124.1017-CE1
CE14	LANGLANGGARGEN_20050124.1017-CE2
CE15	LANGLANGGARGEN_20050124.1017-CE3
CE16	LANGLANGGARGEN_20050124.1017-CE4
CE17	LANGLANGGARGEN_20050124.1017-CE5
CE18	LANGLANGGARGEN_20050124.1017-CE6
CE19	LANGLANGGARGEN_20050124.1017-CE7
CE20	LANGLANGGARGEN_20050124.1017-CE8
CE21	LANGLANGGARGEN_20050124.1017-CE9
CE22	LANGLANGGARGEN_20050124.1017-CE10
CE23	LANGLANGGARGEN_20050124.1017-CE11
CE24	LANGLANGGARGEN_20050124.1017-CE12
CE25	LANGLANGGARGEN_20050124.1017-CE13
CE26	LANGLANGGARGEN_20050124.1017-CE14
CE27	LANGLANGGARGEN_20050124.1017-CE15
CE28	LANGLANGGARGEN_20050124.1017-CE16
CE29	LANGLANGGARGEN_20050124.1017-CE17
CE30	LANGLANGGARGEN_20050124.1017-CE18
CE31	LANGLANGGARGEN_20050124.1017-CE19
CE32	LANGLANGGARGEN_20050124.1017-CE20
CE33	LANGLANGGARGEN_20050124.1017-CE21
CE34	LANGLANGGARGEN_20050124.1017-CE22
CE35	LANGLANGGARGEN_20050124.1017-CE23
CE36	LANGLANGGARGEN_20050124.1017-CE24
CE37	LANGLANGGARGEN_20050124.1017-CE25
CE38	LANGLANGGARGEN_20050124.1017-CE26
CE1	LANGLANGGARGEN_20050124.1017-CE27
CE39	LANGLANGGARGEN_20050124.1017-CE28
CE40	LANGLANGGARGEN_20050124.1017-CE29
CE41	LANGLANGGARGEN_20050124.1017-CE30
CE42	LANGLANGGARGEN_20050124.1017-CE31
CE43	LANGLANGGARGEN_20050124.1017-CE32
CE44	LANGLANGGARGEN_20050124.1017-CE33
CE45	LANGLANGGARGEN_20050124.1017-CE34
CE46	LANGLANGGARGEN_20050124.1017-CE35
CE47	LANGLANGGARGEN_20050124.1017-CE36
CE48	LANGLANGGARGEN_20050124.1017-CE37
CE49	LANGLANGGARGEN_20050124.1017-CE38
CE50	LANGLANGGARGEN_20050124.1017-CE39
CE51	LANGLANGGARGEN_20050124.1017-CE40
CE2	LANGLANGGARGEN_20050124.1017-CE41
CE52	LANGLANGGARGEN_20050124.1017-CE42
CE53	LANGLANGGARGEN_20050124.1017-CE43
CE3	LANGLANGGARGEN_20050124.1017-CE44
CE4	LANGLANGGARGEN_20050124.1017-CE45
CE5	LANGLANGGARGEN_20050124.1017-CE46
CE6	LANGLANGGARGEN_20050124.1017-CE47
CE7	LANGLANGGARGEN_20050124.1017-CE48
CE54	LANGLANGGARGEN_20050124.1017-CE49
CE9	LANGLANGGARGEN_20050124.1017-CE50
CE11	LANGLANGGARGEN_20050124.1017-CE51
CE12	LANGLANGGARGEN_20050124.1017-CE52
E15	LANGLANGGARGEN_20050124.1017-E1
E16	LANGLANGGARGEN_20050124.1017-E2
E18	LANGLANGGARGEN_20050124.1017-E3
E19	LANGLANGGARGEN_20050124.1017-E4
E20	LANGLANGGARGEN_20050124.1017-E5
E21	LANGLANGGARGEN_20050124.1017-E6
E22	LANGLANGGARGEN_20050124.1017-E7
E23	LANGLANGGARGEN_20050124.1017-E8
E24	LANGLANGGARGEN_20050124.1017-E9
E25	LANGLANGGARGEN_20050124.1017-E10
E26	LANGLANGGARGEN_20050124.1017-E11
E27	LANGLANGGARGEN_20050124.1017-E12
E28	LANGLANGGARGEN_20050124.1017-E13
