CE14	GLOVEBX_20050109.2334-CE1
CE15	GLOVEBX_20050109.2334-CE2
CE16	GLOVEBX_20050109.2334-CE3
CE17	GLOVEBX_20050109.2334-CE4
CE18	GLOVEBX_20050109.2334-CE5
CE19	GLOVEBX_20050109.2334-CE6
CE20	GLOVEBX_20050109.2334-CE7
CE21	GLOVEBX_20050109.2334-CE8
CE22	GLOVEBX_20050109.2334-CE9
CE23	GLOVEBX_20050109.2334-CE10
CE24	GLOVEBX_20050109.2334-CE11
CE25	GLOVEBX_20050109.2334-CE12
CE26	GLOVEBX_20050109.2334-CE13
CE1	GLOVEBX_20050109.2334-CE14
CE2	GLOVEBX_20050109.2334-CE15
CE3	GLOVEBX_20050109.2334-CE16
CE4	GLOVEBX_20050109.2334-CE17
CE5	GLOVEBX_20050109.2334-CE18
CE6	GLOVEBX_20050109.2334-CE19
CE7	GLOVEBX_20050109.2334-CE20
CE8	GLOVEBX_20050109.2334-CE21
CE9	GLOVEBX_20050109.2334-CE22
CE10	GLOVEBX_20050109.2334-CE23
CE11	GLOVEBX_20050109.2334-CE24
CE12	GLOVEBX_20050109.2334-CE25
CE13	GLOVEBX_20050109.2334-CE26
E14	GLOVEBX_20050109.2334-E1
E15	GLOVEBX_20050109.2334-E2
E16	GLOVEBX_20050109.2334-E3
E17	GLOVEBX_20050109.2334-E4
E18	GLOVEBX_20050109.2334-E5
E19	GLOVEBX_20050109.2334-E6
E20	GLOVEBX_20050109.2334-E7
E21	GLOVEBX_20050109.2334-E8
E22	GLOVEBX_20050109.2334-E9
E23	GLOVEBX_20050109.2334-E10
E24	GLOVEBX_20050109.2334-E11
E25	GLOVEBX_20050109.2334-E12
E26	GLOVEBX_20050109.2334-E13
E1	GLOVEBX_20050109.2334-E14
E2	GLOVEBX_20050109.2334-E15
E3	GLOVEBX_20050109.2334-E16
E4	GLOVEBX_20050109.2334-E17
E5	GLOVEBX_20050109.2334-E18
E6	GLOVEBX_20050109.2334-E19
E7	GLOVEBX_20050109.2334-E20
E8	GLOVEBX_20050109.2334-E21
E9	GLOVEBX_20050109.2334-E22
E10	GLOVEBX_20050109.2334-E23
E11	GLOVEBX_20050109.2334-E24
E12	GLOVEBX_20050109.2334-E25
E13	GLOVEBX_20050109.2334-E26
EM1	GLOVEBX_20050109.2334-E14-1
EM17	GLOVEBX_20050109.2334-E1-2
EM18	GLOVEBX_20050109.2334-E26-3
EM19	GLOVEBX_20050109.2334-E26-4
EM20	GLOVEBX_20050109.2334-E2-5
EM21	GLOVEBX_20050109.2334-E3-6
EM22	GLOVEBX_20050109.2334-E2-7
EM23	GLOVEBX_20050109.2334-E4-8
EM24	GLOVEBX_20050109.2334-E2-9
EM25	GLOVEBX_20050109.2334-E5-10
EM26	GLOVEBX_20050109.2334-E14-11
EM27	GLOVEBX_20050109.2334-E6-12
EM28	GLOVEBX_20050109.2334-E2-13
EM29	GLOVEBX_20050109.2334-E14-14
EM30	GLOVEBX_20050109.2334-E17-15
EM31	GLOVEBX_20050109.2334-E17-16
EM32	GLOVEBX_20050109.2334-E7-17
EM33	GLOVEBX_20050109.2334-E8-18
EM34	GLOVEBX_20050109.2334-E15-19
EM35	GLOVEBX_20050109.2334-E9-20
EM36	GLOVEBX_20050109.2334-E15-21
EM37	GLOVEBX_20050109.2334-E9-22
EM38	GLOVEBX_20050109.2334-E10-23
EM39	GLOVEBX_20050109.2334-E17-24
EM40	GLOVEBX_20050109.2334-E17-25
EM41	GLOVEBX_20050109.2334-E11-26
EM42	GLOVEBX_20050109.2334-E15-27
EM43	GLOVEBX_20050109.2334-E2-28
EM44	GLOVEBX_20050109.2334-E2-29
EM45	GLOVEBX_20050109.2334-E14-30
EM46	GLOVEBX_20050109.2334-E12-31
EM48	GLOVEBX_20050109.2334-E13-32
EM49	GLOVEBX_20050109.2334-E13-33
EM2	GLOVEBX_20050109.2334-E15-34
EM3	GLOVEBX_20050109.2334-E16-35
EM4	GLOVEBX_20050109.2334-E17-36
EM5	GLOVEBX_20050109.2334-E18-37
EM7	GLOVEBX_20050109.2334-E19-38
EM8	GLOVEBX_20050109.2334-E16-39
EM9	GLOVEBX_20050109.2334-E20-40
EM10	GLOVEBX_20050109.2334-E21-41
EM11	GLOVEBX_20050109.2334-E22-42
EM12	GLOVEBX_20050109.2334-E23-43
EM13	GLOVEBX_20050109.2334-E17-44
EM14	GLOVEBX_20050109.2334-E24-45
EM15	GLOVEBX_20050109.2334-E25-46
EM16	GLOVEBX_20050109.2334-E26-47
R1	GLOVEBX_20050109.2334-R1
R2	GLOVEBX_20050109.2334-R2
R3	GLOVEBX_20050109.2334-R3
R4	GLOVEBX_20050109.2334-R4
RM1	GLOVEBX_20050109.2334-R1-1
RM2	GLOVEBX_20050109.2334-R2-1
RM3	GLOVEBX_20050109.2334-R3-1
RM4	GLOVEBX_20050109.2334-R4-1
V1	GLOVEBX_20050109.2334-EV1
V2	GLOVEBX_20050109.2334-EV2
V3	GLOVEBX_20050109.2334-EV3
VM1	GLOVEBX_20050109.2334-EV1-1
VM2	GLOVEBX_20050109.2334-EV2-1
VM3	GLOVEBX_20050109.2334-EV3-1
Q1	GLOVEBX_20050109.2334-T1
Q2	GLOVEBX_20050109.2334-T2
Q3	GLOVEBX_20050109.2334-T3
Q4	GLOVEBX_20050109.2334-T4
Q5	GLOVEBX_20050109.2334-T5
Q6	GLOVEBX_20050109.2334-T6
Q7	GLOVEBX_20050109.2334-T7
Q8	GLOVEBX_20050109.2334-T8
Q9	GLOVEBX_20050109.2334-T9
