CE10	LIUYIFENG_20050112.1200-CE1
CE11	LIUYIFENG_20050112.1200-CE2
CE13	LIUYIFENG_20050112.1200-CE3
CE14	LIUYIFENG_20050112.1200-CE4
CE15	LIUYIFENG_20050112.1200-CE5
CE16	LIUYIFENG_20050112.1200-CE6
CE17	LIUYIFENG_20050112.1200-CE7
CE18	LIUYIFENG_20050112.1200-CE8
CE19	LIUYIFENG_20050112.1200-CE9
CE20	LIUYIFENG_20050112.1200-CE10
CE21	LIUYIFENG_20050112.1200-CE11
CE22	LIUYIFENG_20050112.1200-CE12
CE23	LIUYIFENG_20050112.1200-CE13
CE24	LIUYIFENG_20050112.1200-CE14
CE25	LIUYIFENG_20050112.1200-CE15
CE26	LIUYIFENG_20050112.1200-CE16
CE27	LIUYIFENG_20050112.1200-CE17
CE28	LIUYIFENG_20050112.1200-CE18
CE29	LIUYIFENG_20050112.1200-CE19
CE30	LIUYIFENG_20050112.1200-CE20
CE1	LIUYIFENG_20050112.1200-CE21
CE2	LIUYIFENG_20050112.1200-CE22
CE3	LIUYIFENG_20050112.1200-CE23
CE4	LIUYIFENG_20050112.1200-CE24
CE5	LIUYIFENG_20050112.1200-CE25
CE6	LIUYIFENG_20050112.1200-CE26
CE7	LIUYIFENG_20050112.1200-CE27
CE8	LIUYIFENG_20050112.1200-CE28
E11	LIUYIFENG_20050112.1200-E1
E12	LIUYIFENG_20050112.1200-E2
E14	LIUYIFENG_20050112.1200-E3
E15	LIUYIFENG_20050112.1200-E4
E16	LIUYIFENG_20050112.1200-E5
E17	LIUYIFENG_20050112.1200-E6
E18	LIUYIFENG_20050112.1200-E7
E19	LIUYIFENG_20050112.1200-E8
E20	LIUYIFENG_20050112.1200-E9
E21	LIUYIFENG_20050112.1200-E10
E22	LIUYIFENG_20050112.1200-E11
E23	LIUYIFENG_20050112.1200-E12
E24	LIUYIFENG_20050112.1200-E13
E25	LIUYIFENG_20050112.1200-E14
E29	LIUYIFENG_20050112.1200-E15
E30	LIUYIFENG_20050112.1200-E16
E1	LIUYIFENG_20050112.1200-E17
E31	LIUYIFENG_20050112.1200-E18
E32	LIUYIFENG_20050112.1200-E19
E33	LIUYIFENG_20050112.1200-E20
E34	LIUYIFENG_20050112.1200-E21
E2	LIUYIFENG_20050112.1200-E22
E3	LIUYIFENG_20050112.1200-E23
E4	LIUYIFENG_20050112.1200-E24
E5	LIUYIFENG_20050112.1200-E25
E6	LIUYIFENG_20050112.1200-E26
E7	LIUYIFENG_20050112.1200-E27
E8	LIUYIFENG_20050112.1200-E28
E9	LIUYIFENG_20050112.1200-E29
EM1	LIUYIFENG_20050112.1200-E17-1
EM22	LIUYIFENG_20050112.1200-E29-2
EM73	LIUYIFENG_20050112.1200-E27-3
EM24	LIUYIFENG_20050112.1200-E29-4
EM25	LIUYIFENG_20050112.1200-E27-5
EM26	LIUYIFENG_20050112.1200-E1-6
EM27	LIUYIFENG_20050112.1200-E2-7
EM28	LIUYIFENG_20050112.1200-E22-8
EM29	LIUYIFENG_20050112.1200-E1-9
EM30	LIUYIFENG_20050112.1200-E23-10
EM32	LIUYIFENG_20050112.1200-E2-11
EM33	LIUYIFENG_20050112.1200-E29-12
EM34	LIUYIFENG_20050112.1200-E29-13
EM35	LIUYIFENG_20050112.1200-E29-14
EM36	LIUYIFENG_20050112.1200-E3-15
EM37	LIUYIFENG_20050112.1200-E4-16
EM39	LIUYIFENG_20050112.1200-E5-17
EM40	LIUYIFENG_20050112.1200-E6-18
EM41	LIUYIFENG_20050112.1200-E7-19
EM42	LIUYIFENG_20050112.1200-E8-20
EM44	LIUYIFENG_20050112.1200-E8-21
EM45	LIUYIFENG_20050112.1200-E9-22
EM46	LIUYIFENG_20050112.1200-E7-23
EM47	LIUYIFENG_20050112.1200-E10-24
EM48	LIUYIFENG_20050112.1200-E11-25
EM49	LIUYIFENG_20050112.1200-E12-26
EM50	LIUYIFENG_20050112.1200-E13-27
EM51	LIUYIFENG_20050112.1200-E14-28
EM52	LIUYIFENG_20050112.1200-E29-29
EM53	LIUYIFENG_20050112.1200-E29-30
EM56	LIUYIFENG_20050112.1200-E15-31
EM57	LIUYIFENG_20050112.1200-E16-32
EM58	LIUYIFENG_20050112.1200-E16-33
EM59	LIUYIFENG_20050112.1200-E29-34
EM60	LIUYIFENG_20050112.1200-E29-35
EM61	LIUYIFENG_20050112.1200-E2-36
EM62	LIUYIFENG_20050112.1200-E29-37
EM63	LIUYIFENG_20050112.1200-E1-38
EM64	LIUYIFENG_20050112.1200-E1-39
EM65	LIUYIFENG_20050112.1200-E18-40
EM66	LIUYIFENG_20050112.1200-E19-41
EM67	LIUYIFENG_20050112.1200-E16-42
EM68	LIUYIFENG_20050112.1200-E20-43
EM69	LIUYIFENG_20050112.1200-E21-44
EM70	LIUYIFENG_20050112.1200-E22-45
EM71	LIUYIFENG_20050112.1200-E27-46
EM72	LIUYIFENG_20050112.1200-E22-47
EM74	LIUYIFENG_20050112.1200-E22-48
EM75	LIUYIFENG_20050112.1200-E22-49
EM76	LIUYIFENG_20050112.1200-E29-50
EM77	LIUYIFENG_20050112.1200-E23-51
EM2	LIUYIFENG_20050112.1200-E22-52
EM3	LIUYIFENG_20050112.1200-E22-53
EM4	LIUYIFENG_20050112.1200-E22-54
EM5	LIUYIFENG_20050112.1200-E23-55
EM6	LIUYIFENG_20050112.1200-E24-56
EM7	LIUYIFENG_20050112.1200-E24-57
EM8	LIUYIFENG_20050112.1200-E25-58
EM78	LIUYIFENG_20050112.1200-E22-59
EM10	LIUYIFENG_20050112.1200-E26-60
EM11	LIUYIFENG_20050112.1200-E27-61
EM79	LIUYIFENG_20050112.1200-E22-62
EM80	LIUYIFENG_20050112.1200-E22-63
EM14	LIUYIFENG_20050112.1200-E28-64
EM15	LIUYIFENG_20050112.1200-E22-65
EM16	LIUYIFENG_20050112.1200-E27-66
EM17	LIUYIFENG_20050112.1200-E27-67
EM18	LIUYIFENG_20050112.1200-E22-68
EM19	LIUYIFENG_20050112.1200-E22-69
EM20	LIUYIFENG_20050112.1200-E29-70
EM21	LIUYIFENG_20050112.1200-E22-71
R1	LIUYIFENG_20050112.1200-R1
R2	LIUYIFENG_20050112.1200-R2
R3	LIUYIFENG_20050112.1200-R3
R4	LIUYIFENG_20050112.1200-R4
R5	LIUYIFENG_20050112.1200-R5
R6	LIUYIFENG_20050112.1200-R6
R7	LIUYIFENG_20050112.1200-R7
R8	LIUYIFENG_20050112.1200-R8
R9	LIUYIFENG_20050112.1200-R9
R10	LIUYIFENG_20050112.1200-R10
R11	LIUYIFENG_20050112.1200-R11
R12	LIUYIFENG_20050112.1200-R12
RM1	LIUYIFENG_20050112.1200-R1-1
RM2	LIUYIFENG_20050112.1200-R2-1
RM3	LIUYIFENG_20050112.1200-R3-1
RM4	LIUYIFENG_20050112.1200-R4-1
RM5	LIUYIFENG_20050112.1200-R5-1
RM6	LIUYIFENG_20050112.1200-R5-2
RM7	LIUYIFENG_20050112.1200-R7-1
RM8	LIUYIFENG_20050112.1200-R8-1
RM9	LIUYIFENG_20050112.1200-R9-1
RM10	LIUYIFENG_20050112.1200-R10-1
RM11	LIUYIFENG_20050112.1200-R11-1
RM12	LIUYIFENG_20050112.1200-R4-2
V1	LIUYIFENG_20050112.1200-EV1
VM1	LIUYIFENG_20050112.1200-EV1-1
Q1	LIUYIFENG_20050112.1200-T1
Q2	LIUYIFENG_20050112.1200-T2
Q3	LIUYIFENG_20050112.1200-T3
Q4	LIUYIFENG_20050112.1200-T4
Q5	LIUYIFENG_20050112.1200-T5
Q6	LIUYIFENG_20050112.1200-T6
Q7	LIUYIFENG_20050112.1200-T7
Q8	LIUYIFENG_20050112.1200-V1
Q9	LIUYIFENG_20050112.1200-T8
Q10	LIUYIFENG_20050112.1200-V2
QM8	LIUYIFENG_20050112.1200-V1-1
QM10	LIUYIFENG_20050112.1200-V2-1
