CE10	GLOVEBX_20041122.0919-CE1
CE11	GLOVEBX_20041122.0919-CE2
CE12	GLOVEBX_20041122.0919-CE3
CE13	GLOVEBX_20041122.0919-CE4
CE14	GLOVEBX_20041122.0919-CE5
CE15	GLOVEBX_20041122.0919-CE6
CE16	GLOVEBX_20041122.0919-CE7
CE19	GLOVEBX_20041122.0919-CE8
CE20	GLOVEBX_20041122.0919-CE9
CE21	GLOVEBX_20041122.0919-CE10
CE22	GLOVEBX_20041122.0919-CE11
CE23	GLOVEBX_20041122.0919-CE12
CE24	GLOVEBX_20041122.0919-CE13
CE25	GLOVEBX_20041122.0919-CE14
CE26	GLOVEBX_20041122.0919-CE15
CE27	GLOVEBX_20041122.0919-CE16
CE28	GLOVEBX_20041122.0919-CE17
CE29	GLOVEBX_20041122.0919-CE18
CE30	GLOVEBX_20041122.0919-CE19
CE1	GLOVEBX_20041122.0919-CE20
CE31	GLOVEBX_20041122.0919-CE21
CE32	GLOVEBX_20041122.0919-CE22
CE33	GLOVEBX_20041122.0919-CE23
CE34	GLOVEBX_20041122.0919-CE24
CE35	GLOVEBX_20041122.0919-CE25
CE37	GLOVEBX_20041122.0919-CE26
CE40	GLOVEBX_20041122.0919-CE27
CE2	GLOVEBX_20041122.0919-CE28
CE3	GLOVEBX_20041122.0919-CE29
CE4	GLOVEBX_20041122.0919-CE30
CE5	GLOVEBX_20041122.0919-CE31
CE6	GLOVEBX_20041122.0919-CE32
CE7	GLOVEBX_20041122.0919-CE33
CE8	GLOVEBX_20041122.0919-CE34
CE9	GLOVEBX_20041122.0919-CE35
E11	GLOVEBX_20041122.0919-E1
E12	GLOVEBX_20041122.0919-E2
E13	GLOVEBX_20041122.0919-E3
E14	GLOVEBX_20041122.0919-E4
E15	GLOVEBX_20041122.0919-E5
E16	GLOVEBX_20041122.0919-E6
E17	GLOVEBX_20041122.0919-E7
E20	GLOVEBX_20041122.0919-E8
E21	GLOVEBX_20041122.0919-E9
E22	GLOVEBX_20041122.0919-E10
E23	GLOVEBX_20041122.0919-E11
E24	GLOVEBX_20041122.0919-E12
E25	GLOVEBX_20041122.0919-E13
E26	GLOVEBX_20041122.0919-E14
E1	GLOVEBX_20041122.0919-E15
E27	GLOVEBX_20041122.0919-E16
E28	GLOVEBX_20041122.0919-E17
E29	GLOVEBX_20041122.0919-E18
E30	GLOVEBX_20041122.0919-E19
E31	GLOVEBX_20041122.0919-E20
E32	GLOVEBX_20041122.0919-E21
E33	GLOVEBX_20041122.0919-E22
E34	GLOVEBX_20041122.0919-E23
E35	GLOVEBX_20041122.0919-E24
E36	GLOVEBX_20041122.0919-E25
E37	GLOVEBX_20041122.0919-E26
E39	GLOVEBX_20041122.0919-E27
E42	GLOVEBX_20041122.0919-E28
E43	GLOVEBX_20041122.0919-E29
E2	GLOVEBX_20041122.0919-E30
E3	GLOVEBX_20041122.0919-E31
E4	GLOVEBX_20041122.0919-E32
E5	GLOVEBX_20041122.0919-E33
E6	GLOVEBX_20041122.0919-E34
E7	GLOVEBX_20041122.0919-E35
E8	GLOVEBX_20041122.0919-E36
E9	GLOVEBX_20041122.0919-E37
E10	GLOVEBX_20041122.0919-E38
EM1	GLOVEBX_20041122.0919-E15-1
EM50	GLOVEBX_20041122.0919-E1-2
EM22	GLOVEBX_20041122.0919-E1-3
EM23	GLOVEBX_20041122.0919-E30-4
EM24	GLOVEBX_20041122.0919-E1-5
