CE12	NJWSL_20041106.1919-CE1
CE13	NJWSL_20041106.1919-CE2
CE1	NJWSL_20041106.1919-CE3
CE2	NJWSL_20041106.1919-CE4
CE3	NJWSL_20041106.1919-CE5
CE4	NJWSL_20041106.1919-CE6
CE5	NJWSL_20041106.1919-CE7
CE6	NJWSL_20041106.1919-CE8
CE7	NJWSL_20041106.1919-CE9
CE8	NJWSL_20041106.1919-CE10
CE9	NJWSL_20041106.1919-CE11
CE10	NJWSL_20041106.1919-CE12
CE11	NJWSL_20041106.1919-CE13
E13	NJWSL_20041106.1919-E1
E14	NJWSL_20041106.1919-E2
E1	NJWSL_20041106.1919-E3
E2	NJWSL_20041106.1919-E4
E3	NJWSL_20041106.1919-E5
E4	NJWSL_20041106.1919-E6
E5	NJWSL_20041106.1919-E7
E6	NJWSL_20041106.1919-E8
E7	NJWSL_20041106.1919-E9
E8	NJWSL_20041106.1919-E10
E9	NJWSL_20041106.1919-E11
E10	NJWSL_20041106.1919-E12
E11	NJWSL_20041106.1919-E13
E12	NJWSL_20041106.1919-E14
EM1	NJWSL_20041106.1919-E3-1
EM19	NJWSL_20041106.1919-E4-2
EM20	NJWSL_20041106.1919-E1-3
EM21	NJWSL_20041106.1919-E2-4
EM22	NJWSL_20041106.1919-E2-5
EM23	NJWSL_20041106.1919-E2-6
EM24	NJWSL_20041106.1919-E7-7
EM25	NJWSL_20041106.1919-E7-8
EM2	NJWSL_20041106.1919-E4-9
EM3	NJWSL_20041106.1919-E5-10
EM4	NJWSL_20041106.1919-E6-11
EM5	NJWSL_20041106.1919-E7-12
EM6	NJWSL_20041106.1919-E7-13
EM7	NJWSL_20041106.1919-E8-14
EM8	NJWSL_20041106.1919-E9-15
EM9	NJWSL_20041106.1919-E10-16
EM10	NJWSL_20041106.1919-E4-17
EM11	NJWSL_20041106.1919-E4-18
EM12	NJWSL_20041106.1919-E7-19
EM13	NJWSL_20041106.1919-E11-20
EM14	NJWSL_20041106.1919-E7-21
EM15	NJWSL_20041106.1919-E7-22
EM16	NJWSL_20041106.1919-E12-23
EM17	NJWSL_20041106.1919-E13-24
EM18	NJWSL_20041106.1919-E14-25
R2	NJWSL_20041106.1919-R1
R3	NJWSL_20041106.1919-R2
RM2	NJWSL_20041106.1919-R1-1
RM3	NJWSL_20041106.1919-R2-1
V1	NJWSL_20041106.1919-EV1
V2	NJWSL_20041106.1919-EV2
VM1	NJWSL_20041106.1919-EV1-1
VM2	NJWSL_20041106.1919-EV2-1
Q1	NJWSL_20041106.1919-T1
Q2	NJWSL_20041106.1919-T2
Q3	NJWSL_20041106.1919-T3
Q4	NJWSL_20041106.1919-T4
Q5	NJWSL_20041106.1919-T5
Q6	NJWSL_20041106.1919-T6
Q7	NJWSL_20041106.1919-T7
Q8	NJWSL_20041106.1919-T8
Q9	NJWSL_20041106.1919-T9
Q10	NJWSL_20041106.1919-T10
Q11	NJWSL_20041106.1919-T11
