CE10	LIUYIFENG_20050115.1729-CE1
CE11	LIUYIFENG_20050115.1729-CE2
CE12	LIUYIFENG_20050115.1729-CE3
CE13	LIUYIFENG_20050115.1729-CE4
CE14	LIUYIFENG_20050115.1729-CE5
CE15	LIUYIFENG_20050115.1729-CE6
CE16	LIUYIFENG_20050115.1729-CE7
CE17	LIUYIFENG_20050115.1729-CE8
CE1	LIUYIFENG_20050115.1729-CE9
CE2	LIUYIFENG_20050115.1729-CE10
CE3	LIUYIFENG_20050115.1729-CE11
CE4	LIUYIFENG_20050115.1729-CE12
CE5	LIUYIFENG_20050115.1729-CE13
CE6	LIUYIFENG_20050115.1729-CE14
CE7	LIUYIFENG_20050115.1729-CE15
CE8	LIUYIFENG_20050115.1729-CE16
CE9	LIUYIFENG_20050115.1729-CE17
E11	LIUYIFENG_20050115.1729-E1
E12	LIUYIFENG_20050115.1729-E2
E13	LIUYIFENG_20050115.1729-E3
E14	LIUYIFENG_20050115.1729-E4
E15	LIUYIFENG_20050115.1729-E5
E16	LIUYIFENG_20050115.1729-E6
E17	LIUYIFENG_20050115.1729-E7
E18	LIUYIFENG_20050115.1729-E8
E1	LIUYIFENG_20050115.1729-E9
E2	LIUYIFENG_20050115.1729-E10
E3	LIUYIFENG_20050115.1729-E11
E4	LIUYIFENG_20050115.1729-E12
E5	LIUYIFENG_20050115.1729-E13
E6	LIUYIFENG_20050115.1729-E14
E7	LIUYIFENG_20050115.1729-E15
E8	LIUYIFENG_20050115.1729-E16
E9	LIUYIFENG_20050115.1729-E17
E10	LIUYIFENG_20050115.1729-E18
EM1	LIUYIFENG_20050115.1729-E9-1
EM22	LIUYIFENG_20050115.1729-E10-2
EM23	LIUYIFENG_20050115.1729-E2-3
EM24	LIUYIFENG_20050115.1729-E3-4
EM25	LIUYIFENG_20050115.1729-E4-5
EM26	LIUYIFENG_20050115.1729-E5-6
EM27	LIUYIFENG_20050115.1729-E1-7
EM28	LIUYIFENG_20050115.1729-E10-8
EM29	LIUYIFENG_20050115.1729-E15-9
EM30	LIUYIFENG_20050115.1729-E10-10
EM31	LIUYIFENG_20050115.1729-E6-11
EM32	LIUYIFENG_20050115.1729-E5-12
EM33	LIUYIFENG_20050115.1729-E5-13
EM34	LIUYIFENG_20050115.1729-E7-14
EM35	LIUYIFENG_20050115.1729-E8-15
EM36	LIUYIFENG_20050115.1729-E10-16
EM2	LIUYIFENG_20050115.1729-E10-17
EM6	LIUYIFENG_20050115.1729-E10-18
EM7	LIUYIFENG_20050115.1729-E11-19
EM8	LIUYIFENG_20050115.1729-E10-20
EM9	LIUYIFENG_20050115.1729-E12-21
EM10	LIUYIFENG_20050115.1729-E13-22
EM11	LIUYIFENG_20050115.1729-E14-23
EM12	LIUYIFENG_20050115.1729-E15-24
EM13	LIUYIFENG_20050115.1729-E16-25
EM14	LIUYIFENG_20050115.1729-E10-26
EM15	LIUYIFENG_20050115.1729-E17-27
EM16	LIUYIFENG_20050115.1729-E17-28
EM17	LIUYIFENG_20050115.1729-E13-29
EM18	LIUYIFENG_20050115.1729-E16-30
EM19	LIUYIFENG_20050115.1729-E15-31
EM20	LIUYIFENG_20050115.1729-E18-32
EM21	LIUYIFENG_20050115.1729-E1-33
R1	LIUYIFENG_20050115.1729-R1
R2	LIUYIFENG_20050115.1729-R2
R3	LIUYIFENG_20050115.1729-R3
R4	LIUYIFENG_20050115.1729-R4
R5	LIUYIFENG_20050115.1729-R5
R6	LIUYIFENG_20050115.1729-R6
R7	LIUYIFENG_20050115.1729-R7
R8	LIUYIFENG_20050115.1729-R8
R9	LIUYIFENG_20050115.1729-R9
R10	LIUYIFENG_20050115.1729-R10
R11	LIUYIFENG_20050115.1729-R11
R12	LIUYIFENG_20050115.1729-R12
R13	LIUYIFENG_20050115.1729-R13
R14	LIUYIFENG_20050115.1729-R14
R15	LIUYIFENG_20050115.1729-R15
R16	LIUYIFENG_20050115.1729-R16
R17	LIUYIFENG_20050115.1729-R17
R18	LIUYIFENG_20050115.1729-R18
R19	LIUYIFENG_20050115.1729-R19
RM1	LIUYIFENG_20050115.1729-R1-1
RM2	LIUYIFENG_20050115.1729-R2-1
RM3	LIUYIFENG_20050115.1729-R3-1
RM4	LIUYIFENG_20050115.1729-R4-1
RM5	LIUYIFENG_20050115.1729-R5-1
RM6	LIUYIFENG_20050115.1729-R6-1
RM7	LIUYIFENG_20050115.1729-R2-2
RM8	LIUYIFENG_20050115.1729-R8-1
RM9	LIUYIFENG_20050115.1729-R9-1
RM10	LIUYIFENG_20050115.1729-R10-1
RM11	LIUYIFENG_20050115.1729-R11-1
RM12	LIUYIFENG_20050115.1729-R12-1
RM13	LIUYIFENG_20050115.1729-R11-2
RM14	LIUYIFENG_20050115.1729-R14-1
RM15	LIUYIFENG_20050115.1729-R4-2
RM16	LIUYIFENG_20050115.1729-R16-1
RM17	LIUYIFENG_20050115.1729-R17-1
RM18	LIUYIFENG_20050115.1729-R18-1
RM19	LIUYIFENG_20050115.1729-R19-1
V1	LIUYIFENG_20050115.1729-EV1
