CE11	LIUYIFENG_20050129.0957-CE1
CE32	LIUYIFENG_20050129.0957-CE2
CE13	LIUYIFENG_20050129.0957-CE3
CE14	LIUYIFENG_20050129.0957-CE4
CE15	LIUYIFENG_20050129.0957-CE5
CE16	LIUYIFENG_20050129.0957-CE6
CE17	LIUYIFENG_20050129.0957-CE7
CE18	LIUYIFENG_20050129.0957-CE8
CE19	LIUYIFENG_20050129.0957-CE9
CE20	LIUYIFENG_20050129.0957-CE10
CE35	LIUYIFENG_20050129.0957-CE11
CE34	LIUYIFENG_20050129.0957-CE12
CE22	LIUYIFENG_20050129.0957-CE13
CE23	LIUYIFENG_20050129.0957-CE14
CE24	LIUYIFENG_20050129.0957-CE15
CE25	LIUYIFENG_20050129.0957-CE16
CE26	LIUYIFENG_20050129.0957-CE17
CE27	LIUYIFENG_20050129.0957-CE18
CE28	LIUYIFENG_20050129.0957-CE19
CE30	LIUYIFENG_20050129.0957-CE20
CE1	LIUYIFENG_20050129.0957-CE21
CE36	LIUYIFENG_20050129.0957-CE22
CE2	LIUYIFENG_20050129.0957-CE23
CE3	LIUYIFENG_20050129.0957-CE24
CE4	LIUYIFENG_20050129.0957-CE25
CE5	LIUYIFENG_20050129.0957-CE26
CE6	LIUYIFENG_20050129.0957-CE27
CE7	LIUYIFENG_20050129.0957-CE28
CE31	LIUYIFENG_20050129.0957-CE29
CE9	LIUYIFENG_20050129.0957-CE30
CE10	LIUYIFENG_20050129.0957-CE31
E12	LIUYIFENG_20050129.0957-E1
E13	LIUYIFENG_20050129.0957-E2
E35	LIUYIFENG_20050129.0957-E3
E15	LIUYIFENG_20050129.0957-E4
E16	LIUYIFENG_20050129.0957-E5
E17	LIUYIFENG_20050129.0957-E6
E18	LIUYIFENG_20050129.0957-E7
E19	LIUYIFENG_20050129.0957-E8
E20	LIUYIFENG_20050129.0957-E9
E21	LIUYIFENG_20050129.0957-E10
E22	LIUYIFENG_20050129.0957-E11
E23	LIUYIFENG_20050129.0957-E12
E37	LIUYIFENG_20050129.0957-E13
E25	LIUYIFENG_20050129.0957-E14
E1	LIUYIFENG_20050129.0957-E15
E26	LIUYIFENG_20050129.0957-E16
E27	LIUYIFENG_20050129.0957-E17
E28	LIUYIFENG_20050129.0957-E18
E29	LIUYIFENG_20050129.0957-E19
E30	LIUYIFENG_20050129.0957-E20
E31	LIUYIFENG_20050129.0957-E21
E33	LIUYIFENG_20050129.0957-E22
E39	LIUYIFENG_20050129.0957-E23
E2	LIUYIFENG_20050129.0957-E24
E3	LIUYIFENG_20050129.0957-E25
E4	LIUYIFENG_20050129.0957-E26
E5	LIUYIFENG_20050129.0957-E27
E6	LIUYIFENG_20050129.0957-E28
E7	LIUYIFENG_20050129.0957-E29
E34	LIUYIFENG_20050129.0957-E30
E10	LIUYIFENG_20050129.0957-E31
E11	LIUYIFENG_20050129.0957-E32
E38	LIUYIFENG_20050129.0957-E33
EM1	LIUYIFENG_20050129.0957-E15-1
EM22	LIUYIFENG_20050129.0957-E26-2
EM23	LIUYIFENG_20050129.0957-E25-3
EM24	LIUYIFENG_20050129.0957-E1-4
EM25	LIUYIFENG_20050129.0957-E1-5
EM26	LIUYIFENG_20050129.0957-E2-6
EM28	LIUYIFENG_20050129.0957-E1-7
EM29	LIUYIFENG_20050129.0957-E25-8
EM30	LIUYIFENG_20050129.0957-E26-9
EM31	LIUYIFENG_20050129.0957-E1-10
EM32	LIUYIFENG_20050129.0957-E25-11
EM33	LIUYIFENG_20050129.0957-E26-12
EM34	LIUYIFENG_20050129.0957-E4-13
EM35	LIUYIFENG_20050129.0957-E4-14
EM36	LIUYIFENG_20050129.0957-E25-15
EM37	LIUYIFENG_20050129.0957-E25-16
EM38	LIUYIFENG_20050129.0957-E1-17
EM39	LIUYIFENG_20050129.0957-E25-18
EM40	LIUYIFENG_20050129.0957-E25-19
EM41	LIUYIFENG_20050129.0957-E26-20
EM42	LIUYIFENG_20050129.0957-E5-21
EM43	LIUYIFENG_20050129.0957-E25-22
EM44	LIUYIFENG_20050129.0957-E6-23
EM45	LIUYIFENG_20050129.0957-E6-24
EM46	LIUYIFENG_20050129.0957-E7-25
EM47	LIUYIFENG_20050129.0957-E8-26
EM48	LIUYIFENG_20050129.0957-E24-27
EM49	LIUYIFENG_20050129.0957-E25-28
EM50	LIUYIFENG_20050129.0957-E4-29
EM52	LIUYIFENG_20050129.0957-E31-30
EM53	LIUYIFENG_20050129.0957-E31-31
EM54	LIUYIFENG_20050129.0957-E25-32
EM55	LIUYIFENG_20050129.0957-E26-33
EM57	LIUYIFENG_20050129.0957-E32-34
EM60	LIUYIFENG_20050129.0957-E9-35
EM61	LIUYIFENG_20050129.0957-E10-36
EM62	LIUYIFENG_20050129.0957-E11-37
EM63	LIUYIFENG_20050129.0957-E12-38
EM95	LIUYIFENG_20050129.0957-E13-39
EM91	LIUYIFENG_20050129.0957-E13-40
EM67	LIUYIFENG_20050129.0957-E14-41
EM68	LIUYIFENG_20050129.0957-E9-42
EM69	LIUYIFENG_20050129.0957-E10-43
EM70	LIUYIFENG_20050129.0957-E11-44
EM72	LIUYIFENG_20050129.0957-E16-45
EM92	LIUYIFENG_20050129.0957-E21-46
EM76	LIUYIFENG_20050129.0957-E17-47
EM77	LIUYIFENG_20050129.0957-E18-48
EM78	LIUYIFENG_20050129.0957-E19-49
EM79	LIUYIFENG_20050129.0957-E20-50
EM80	LIUYIFENG_20050129.0957-E21-51
EM96	LIUYIFENG_20050129.0957-E33-52
EM97	LIUYIFENG_20050129.0957-E13-53
EM99	LIUYIFENG_20050129.0957-E33-54
EM84	LIUYIFENG_20050129.0957-E22-55
EM100	LIUYIFENG_20050129.0957-E33-56
