CE13	DAVYZW_20041230.1024-CE1
CE14	DAVYZW_20041230.1024-CE2
CE15	DAVYZW_20041230.1024-CE3
CE16	DAVYZW_20041230.1024-CE4
CE17	DAVYZW_20041230.1024-CE5
CE18	DAVYZW_20041230.1024-CE6
CE19	DAVYZW_20041230.1024-CE7
CE20	DAVYZW_20041230.1024-CE8
CE21	DAVYZW_20041230.1024-CE9
CE22	DAVYZW_20041230.1024-CE10
CE23	DAVYZW_20041230.1024-CE11
CE24	DAVYZW_20041230.1024-CE12
CE25	DAVYZW_20041230.1024-CE13
CE26	DAVYZW_20041230.1024-CE14
CE27	DAVYZW_20041230.1024-CE15
CE28	DAVYZW_20041230.1024-CE16
CE29	DAVYZW_20041230.1024-CE17
CE30	DAVYZW_20041230.1024-CE18
CE31	DAVYZW_20041230.1024-CE19
CE32	DAVYZW_20041230.1024-CE20
CE33	DAVYZW_20041230.1024-CE21
CE34	DAVYZW_20041230.1024-CE22
CE35	DAVYZW_20041230.1024-CE23
CE37	DAVYZW_20041230.1024-CE24
CE38	DAVYZW_20041230.1024-CE25
CE39	DAVYZW_20041230.1024-CE26
CE40	DAVYZW_20041230.1024-CE27
CE41	DAVYZW_20041230.1024-CE28
CE1	DAVYZW_20041230.1024-CE29
CE42	DAVYZW_20041230.1024-CE30
CE43	DAVYZW_20041230.1024-CE31
CE45	DAVYZW_20041230.1024-CE32
CE46	DAVYZW_20041230.1024-CE33
CE47	DAVYZW_20041230.1024-CE34
CE48	DAVYZW_20041230.1024-CE35
CE49	DAVYZW_20041230.1024-CE36
CE50	DAVYZW_20041230.1024-CE37
CE51	DAVYZW_20041230.1024-CE38
CE52	DAVYZW_20041230.1024-CE39
CE53	DAVYZW_20041230.1024-CE40
CE54	DAVYZW_20041230.1024-CE41
CE55	DAVYZW_20041230.1024-CE42
CE56	DAVYZW_20041230.1024-CE43
CE57	DAVYZW_20041230.1024-CE44
CE58	DAVYZW_20041230.1024-CE45
CE2	DAVYZW_20041230.1024-CE46
CE4	DAVYZW_20041230.1024-CE47
CE5	DAVYZW_20041230.1024-CE48
CE6	DAVYZW_20041230.1024-CE49
CE7	DAVYZW_20041230.1024-CE50
CE8	DAVYZW_20041230.1024-CE51
CE9	DAVYZW_20041230.1024-CE52
CE10	DAVYZW_20041230.1024-CE53
CE11	DAVYZW_20041230.1024-CE54
CE12	DAVYZW_20041230.1024-CE55
E14	DAVYZW_20041230.1024-E1
E15	DAVYZW_20041230.1024-E2
E16	DAVYZW_20041230.1024-E3
E17	DAVYZW_20041230.1024-E4
E18	DAVYZW_20041230.1024-E5
E19	DAVYZW_20041230.1024-E6
E20	DAVYZW_20041230.1024-E7
E21	DAVYZW_20041230.1024-E8
E22	DAVYZW_20041230.1024-E9
E23	DAVYZW_20041230.1024-E10
E24	DAVYZW_20041230.1024-E11
E25	DAVYZW_20041230.1024-E12
E26	DAVYZW_20041230.1024-E13
E27	DAVYZW_20041230.1024-E14
E28	DAVYZW_20041230.1024-E15
E29	DAVYZW_20041230.1024-E16
E30	DAVYZW_20041230.1024-E17
E31	DAVYZW_20041230.1024-E18
E32	DAVYZW_20041230.1024-E19
E33	DAVYZW_20041230.1024-E20
E34	DAVYZW_20041230.1024-E21
E35	DAVYZW_20041230.1024-E22
E1	DAVYZW_20041230.1024-E23
E36	DAVYZW_20041230.1024-E24
E37	DAVYZW_20041230.1024-E25
E38	DAVYZW_20041230.1024-E26
E40	DAVYZW_20041230.1024-E27
E41	DAVYZW_20041230.1024-E28
E42	DAVYZW_20041230.1024-E29
E43	DAVYZW_20041230.1024-E30
E44	DAVYZW_20041230.1024-E31
E45	DAVYZW_20041230.1024-E32
E46	DAVYZW_20041230.1024-E33
E48	DAVYZW_20041230.1024-E34
E49	DAVYZW_20041230.1024-E35
E50	DAVYZW_20041230.1024-E36
E51	DAVYZW_20041230.1024-E37
E52	DAVYZW_20041230.1024-E38
E53	DAVYZW_20041230.1024-E39
E54	DAVYZW_20041230.1024-E40
E55	DAVYZW_20041230.1024-E41
E56	DAVYZW_20041230.1024-E42
E57	DAVYZW_20041230.1024-E43
E58	DAVYZW_20041230.1024-E44
E59	DAVYZW_20041230.1024-E45
E60	DAVYZW_20041230.1024-E46
E2	DAVYZW_20041230.1024-E47
