CE17	GLOVEBX_20041105.0620-CE1
CE18	GLOVEBX_20041105.0620-CE2
CE19	GLOVEBX_20041105.0620-CE3
CE20	GLOVEBX_20041105.0620-CE4
CE21	GLOVEBX_20041105.0620-CE5
CE22	GLOVEBX_20041105.0620-CE6
CE23	GLOVEBX_20041105.0620-CE7
CE24	GLOVEBX_20041105.0620-CE8
CE25	GLOVEBX_20041105.0620-CE9
CE26	GLOVEBX_20041105.0620-CE10
CE27	GLOVEBX_20041105.0620-CE11
CE28	GLOVEBX_20041105.0620-CE12
CE29	GLOVEBX_20041105.0620-CE13
CE30	GLOVEBX_20041105.0620-CE14
CE1	GLOVEBX_20041105.0620-CE15
CE2	GLOVEBX_20041105.0620-CE16
CE3	GLOVEBX_20041105.0620-CE17
CE4	GLOVEBX_20041105.0620-CE18
CE5	GLOVEBX_20041105.0620-CE19
CE6	GLOVEBX_20041105.0620-CE20
CE16	GLOVEBX_20041105.0620-CE21
CE9	GLOVEBX_20041105.0620-CE22
CE10	GLOVEBX_20041105.0620-CE23
CE11	GLOVEBX_20041105.0620-CE24
CE12	GLOVEBX_20041105.0620-CE25
CE13	GLOVEBX_20041105.0620-CE26
E36	GLOVEBX_20041105.0620-E1
E20	GLOVEBX_20041105.0620-E2
E21	GLOVEBX_20041105.0620-E3
E22	GLOVEBX_20041105.0620-E4
E23	GLOVEBX_20041105.0620-E5
E24	GLOVEBX_20041105.0620-E6
E25	GLOVEBX_20041105.0620-E7
E26	GLOVEBX_20041105.0620-E8
E27	GLOVEBX_20041105.0620-E9
E28	GLOVEBX_20041105.0620-E10
E29	GLOVEBX_20041105.0620-E11
E30	GLOVEBX_20041105.0620-E12
E31	GLOVEBX_20041105.0620-E13
E32	GLOVEBX_20041105.0620-E14
E33	GLOVEBX_20041105.0620-E15
E1	GLOVEBX_20041105.0620-E16
E34	GLOVEBX_20041105.0620-E17
E35	GLOVEBX_20041105.0620-E18
E2	GLOVEBX_20041105.0620-E19
E3	GLOVEBX_20041105.0620-E20
E4	GLOVEBX_20041105.0620-E21
E5	GLOVEBX_20041105.0620-E22
E6	GLOVEBX_20041105.0620-E23
E17	GLOVEBX_20041105.0620-E24
E9	GLOVEBX_20041105.0620-E25
E10	GLOVEBX_20041105.0620-E26
E11	GLOVEBX_20041105.0620-E27
E12	GLOVEBX_20041105.0620-E28
E13	GLOVEBX_20041105.0620-E29
E18	GLOVEBX_20041105.0620-E30
EM1	GLOVEBX_20041105.0620-E16-1
EM78	GLOVEBX_20041105.0620-E1-2
EM25	GLOVEBX_20041105.0620-E2-3
EM27	GLOVEBX_20041105.0620-E3-4
EM28	GLOVEBX_20041105.0620-E2-5
EM29	GLOVEBX_20041105.0620-E4-6
EM30	GLOVEBX_20041105.0620-E30-7
EM31	GLOVEBX_20041105.0620-E30-8
EM33	GLOVEBX_20041105.0620-E2-9
EM34	GLOVEBX_20041105.0620-E2-10
EM35	GLOVEBX_20041105.0620-E25-11
EM36	GLOVEBX_20041105.0620-E2-12
EM37	GLOVEBX_20041105.0620-E22-13
EM38	GLOVEBX_20041105.0620-E30-14
EM39	GLOVEBX_20041105.0620-E2-15
EM40	GLOVEBX_20041105.0620-E19-16
EM41	GLOVEBX_20041105.0620-E5-17
EM42	GLOVEBX_20041105.0620-E19-18
EM43	GLOVEBX_20041105.0620-E6-19
EM44	GLOVEBX_20041105.0620-E4-20
EM45	GLOVEBX_20041105.0620-E22-21
EM46	GLOVEBX_20041105.0620-E21-22
EM47	GLOVEBX_20041105.0620-E30-23
EM48	GLOVEBX_20041105.0620-E20-24
EM49	GLOVEBX_20041105.0620-E7-25
EM50	GLOVEBX_20041105.0620-E7-26
EM51	GLOVEBX_20041105.0620-E7-27
EM72	GLOVEBX_20041105.0620-E15-28
EM53	GLOVEBX_20041105.0620-E8-29
