CE15	DAVYZW_20050105.1242-CE1
CE16	DAVYZW_20050105.1242-CE2
CE17	DAVYZW_20050105.1242-CE3
CE18	DAVYZW_20050105.1242-CE4
CE19	DAVYZW_20050105.1242-CE5
CE20	DAVYZW_20050105.1242-CE6
CE21	DAVYZW_20050105.1242-CE7
CE22	DAVYZW_20050105.1242-CE8
CE23	DAVYZW_20050105.1242-CE9
CE24	DAVYZW_20050105.1242-CE10
CE25	DAVYZW_20050105.1242-CE11
CE26	DAVYZW_20050105.1242-CE12
CE27	DAVYZW_20050105.1242-CE13
CE28	DAVYZW_20050105.1242-CE14
CE29	DAVYZW_20050105.1242-CE15
CE30	DAVYZW_20050105.1242-CE16
CE31	DAVYZW_20050105.1242-CE17
CE32	DAVYZW_20050105.1242-CE18
CE33	DAVYZW_20050105.1242-CE19
CE34	DAVYZW_20050105.1242-CE20
CE35	DAVYZW_20050105.1242-CE21
CE36	DAVYZW_20050105.1242-CE22
CE37	DAVYZW_20050105.1242-CE23
CE38	DAVYZW_20050105.1242-CE24
CE39	DAVYZW_20050105.1242-CE25
CE40	DAVYZW_20050105.1242-CE26
CE41	DAVYZW_20050105.1242-CE27
CE42	DAVYZW_20050105.1242-CE28
CE43	DAVYZW_20050105.1242-CE29
CE44	DAVYZW_20050105.1242-CE30
CE1	DAVYZW_20050105.1242-CE31
CE45	DAVYZW_20050105.1242-CE32
CE46	DAVYZW_20050105.1242-CE33
CE47	DAVYZW_20050105.1242-CE34
CE48	DAVYZW_20050105.1242-CE35
CE49	DAVYZW_20050105.1242-CE36
CE50	DAVYZW_20050105.1242-CE37
CE51	DAVYZW_20050105.1242-CE38
CE52	DAVYZW_20050105.1242-CE39
CE53	DAVYZW_20050105.1242-CE40
CE54	DAVYZW_20050105.1242-CE41
CE55	DAVYZW_20050105.1242-CE42
CE56	DAVYZW_20050105.1242-CE43
CE57	DAVYZW_20050105.1242-CE44
CE58	DAVYZW_20050105.1242-CE45
CE59	DAVYZW_20050105.1242-CE46
CE60	DAVYZW_20050105.1242-CE47
CE61	DAVYZW_20050105.1242-CE48
CE62	DAVYZW_20050105.1242-CE49
CE63	DAVYZW_20050105.1242-CE50
CE64	DAVYZW_20050105.1242-CE51
CE65	DAVYZW_20050105.1242-CE52
CE66	DAVYZW_20050105.1242-CE53
CE67	DAVYZW_20050105.1242-CE54
CE68	DAVYZW_20050105.1242-CE55
CE69	DAVYZW_20050105.1242-CE56
CE70	DAVYZW_20050105.1242-CE57
CE71	DAVYZW_20050105.1242-CE58
CE72	DAVYZW_20050105.1242-CE59
CE73	DAVYZW_20050105.1242-CE60
CE74	DAVYZW_20050105.1242-CE61
CE75	DAVYZW_20050105.1242-CE62
CE76	DAVYZW_20050105.1242-CE63
CE77	DAVYZW_20050105.1242-CE64
CE78	DAVYZW_20050105.1242-CE65
CE79	DAVYZW_20050105.1242-CE66
CE80	DAVYZW_20050105.1242-CE67
CE81	DAVYZW_20050105.1242-CE68
CE2	DAVYZW_20050105.1242-CE69
CE3	DAVYZW_20050105.1242-CE70
CE4	DAVYZW_20050105.1242-CE71
CE5	DAVYZW_20050105.1242-CE72
CE6	DAVYZW_20050105.1242-CE73
CE7	DAVYZW_20050105.1242-CE74
CE8	DAVYZW_20050105.1242-CE75
CE9	DAVYZW_20050105.1242-CE76
CE10	DAVYZW_20050105.1242-CE77
CE11	DAVYZW_20050105.1242-CE78
CE12	DAVYZW_20050105.1242-CE79
CE13	DAVYZW_20050105.1242-CE80
CE14	DAVYZW_20050105.1242-CE81
E16	DAVYZW_20050105.1242-E1
E17	DAVYZW_20050105.1242-E2
E18	DAVYZW_20050105.1242-E3
E19	DAVYZW_20050105.1242-E4
E20	DAVYZW_20050105.1242-E5
E21	DAVYZW_20050105.1242-E6
E22	DAVYZW_20050105.1242-E7
E23	DAVYZW_20050105.1242-E8
E24	DAVYZW_20050105.1242-E9
E25	DAVYZW_20050105.1242-E10
E26	DAVYZW_20050105.1242-E11
E27	DAVYZW_20050105.1242-E12
E28	DAVYZW_20050105.1242-E13
E29	DAVYZW_20050105.1242-E14
E30	DAVYZW_20050105.1242-E15
E31	DAVYZW_20050105.1242-E16
E32	DAVYZW_20050105.1242-E17
E33	DAVYZW_20050105.1242-E18
E34	DAVYZW_20050105.1242-E19
E35	DAVYZW_20050105.1242-E20
E36	DAVYZW_20050105.1242-E21
E37	DAVYZW_20050105.1242-E22
E38	DAVYZW_20050105.1242-E23
E1	DAVYZW_20050105.1242-E24
E39	DAVYZW_20050105.1242-E25
E40	DAVYZW_20050105.1242-E26
E41	DAVYZW_20050105.1242-E27
E42	DAVYZW_20050105.1242-E28
E43	DAVYZW_20050105.1242-E29
E44	DAVYZW_20050105.1242-E30
E45	DAVYZW_20050105.1242-E31
E46	DAVYZW_20050105.1242-E32
E47	DAVYZW_20050105.1242-E33
E48	DAVYZW_20050105.1242-E34
E49	DAVYZW_20050105.1242-E35
E50	DAVYZW_20050105.1242-E36
E51	DAVYZW_20050105.1242-E37
E52	DAVYZW_20050105.1242-E38
E53	DAVYZW_20050105.1242-E39
E54	DAVYZW_20050105.1242-E40
E55	DAVYZW_20050105.1242-E41
E56	DAVYZW_20050105.1242-E42
E57	DAVYZW_20050105.1242-E43
E58	DAVYZW_20050105.1242-E44
E59	DAVYZW_20050105.1242-E45
E60	DAVYZW_20050105.1242-E46
E61	DAVYZW_20050105.1242-E47
E62	DAVYZW_20050105.1242-E48
E63	DAVYZW_20050105.1242-E49
E64	DAVYZW_20050105.1242-E50
E65	DAVYZW_20050105.1242-E51
E66	DAVYZW_20050105.1242-E52
E67	DAVYZW_20050105.1242-E53
E68	DAVYZW_20050105.1242-E54
E69	DAVYZW_20050105.1242-E55
E70	DAVYZW_20050105.1242-E56
E71	DAVYZW_20050105.1242-E57
E72	DAVYZW_20050105.1242-E58
E73	DAVYZW_20050105.1242-E59
E74	DAVYZW_20050105.1242-E60
E76	DAVYZW_20050105.1242-E61
E77	DAVYZW_20050105.1242-E62
E2	DAVYZW_20050105.1242-E63
E79	DAVYZW_20050105.1242-E64
E80	DAVYZW_20050105.1242-E65
E81	DAVYZW_20050105.1242-E66
E82	DAVYZW_20050105.1242-E67
E83	DAVYZW_20050105.1242-E68
E84	DAVYZW_20050105.1242-E69
E85	DAVYZW_20050105.1242-E70
E86	DAVYZW_20050105.1242-E71
E87	DAVYZW_20050105.1242-E72
E88	DAVYZW_20050105.1242-E73
E89	DAVYZW_20050105.1242-E74
E90	DAVYZW_20050105.1242-E75
E91	DAVYZW_20050105.1242-E76
E3	DAVYZW_20050105.1242-E77
E4	DAVYZW_20050105.1242-E78
E5	DAVYZW_20050105.1242-E79
E6	DAVYZW_20050105.1242-E80
E7	DAVYZW_20050105.1242-E81
E8	DAVYZW_20050105.1242-E82
E9	DAVYZW_20050105.1242-E83
E10	DAVYZW_20050105.1242-E84
E11	DAVYZW_20050105.1242-E85
E12	DAVYZW_20050105.1242-E86
E13	DAVYZW_20050105.1242-E87
E14	DAVYZW_20050105.1242-E88
E15	DAVYZW_20050105.1242-E89
EM1	DAVYZW_20050105.1242-E24-1
EM16	DAVYZW_20050105.1242-E1-2
EM17	DAVYZW_20050105.1242-E63-3
EM18	DAVYZW_20050105.1242-E77-4
EM19	DAVYZW_20050105.1242-E2-5
EM20	DAVYZW_20050105.1242-E3-6
EM21	DAVYZW_20050105.1242-E77-7
EM22	DAVYZW_20050105.1242-E63-8
EM23	DAVYZW_20050105.1242-E4-9
EM24	DAVYZW_20050105.1242-E5-10
EM25	DAVYZW_20050105.1242-E6-11
EM26	DAVYZW_20050105.1242-E5-12
EM27	DAVYZW_20050105.1242-E63-13
EM28	DAVYZW_20050105.1242-E7-14
EM29	DAVYZW_20050105.1242-E8-15
EM30	DAVYZW_20050105.1242-E4-16
EM31	DAVYZW_20050105.1242-E63-17
EM32	DAVYZW_20050105.1242-E9-18
EM33	DAVYZW_20050105.1242-E10-19
EM34	DAVYZW_20050105.1242-E63-20
EM35	DAVYZW_20050105.1242-E63-21
EM36	DAVYZW_20050105.1242-E63-22
EM37	DAVYZW_20050105.1242-E11-23
EM38	DAVYZW_20050105.1242-E81-24
EM39	DAVYZW_20050105.1242-E7-25
EM40	DAVYZW_20050105.1242-E12-26
EM41	DAVYZW_20050105.1242-E13-27
EM42	DAVYZW_20050105.1242-E14-28
EM43	DAVYZW_20050105.1242-E15-29
EM44	DAVYZW_20050105.1242-E16-30
EM45	DAVYZW_20050105.1242-E17-31
EM46	DAVYZW_20050105.1242-E18-32
EM47	DAVYZW_20050105.1242-E19-33
EM48	DAVYZW_20050105.1242-E20-34
EM49	DAVYZW_20050105.1242-E21-35
EM50	DAVYZW_20050105.1242-E63-36
EM51	DAVYZW_20050105.1242-E22-37
EM52	DAVYZW_20050105.1242-E23-38
EM53	DAVYZW_20050105.1242-E25-39
EM54	DAVYZW_20050105.1242-E77-40
EM55	DAVYZW_20050105.1242-E4-41
EM56	DAVYZW_20050105.1242-E26-42
EM57	DAVYZW_20050105.1242-E27-43
EM58	DAVYZW_20050105.1242-E63-44
EM59	DAVYZW_20050105.1242-E28-45
EM60	DAVYZW_20050105.1242-E29-46
EM61	DAVYZW_20050105.1242-E25-47
EM62	DAVYZW_20050105.1242-E30-48
EM63	DAVYZW_20050105.1242-E31-49
EM64	DAVYZW_20050105.1242-E63-50
