CE12	LANGLANGGARGEN_20050131.1028-CE1
CE13	LANGLANGGARGEN_20050131.1028-CE2
CE14	LANGLANGGARGEN_20050131.1028-CE3
CE15	LANGLANGGARGEN_20050131.1028-CE4
CE16	LANGLANGGARGEN_20050131.1028-CE5
CE17	LANGLANGGARGEN_20050131.1028-CE6
CE18	LANGLANGGARGEN_20050131.1028-CE7
CE19	LANGLANGGARGEN_20050131.1028-CE8
CE20	LANGLANGGARGEN_20050131.1028-CE9
CE21	LANGLANGGARGEN_20050131.1028-CE10
CE23	LANGLANGGARGEN_20050131.1028-CE11
CE24	LANGLANGGARGEN_20050131.1028-CE12
CE25	LANGLANGGARGEN_20050131.1028-CE13
CE26	LANGLANGGARGEN_20050131.1028-CE14
CE27	LANGLANGGARGEN_20050131.1028-CE15
CE28	LANGLANGGARGEN_20050131.1028-CE16
CE29	LANGLANGGARGEN_20050131.1028-CE17
CE30	LANGLANGGARGEN_20050131.1028-CE18
CE33	LANGLANGGARGEN_20050131.1028-CE19
CE34	LANGLANGGARGEN_20050131.1028-CE20
CE35	LANGLANGGARGEN_20050131.1028-CE21
CE36	LANGLANGGARGEN_20050131.1028-CE22
CE37	LANGLANGGARGEN_20050131.1028-CE23
CE38	LANGLANGGARGEN_20050131.1028-CE24
CE39	LANGLANGGARGEN_20050131.1028-CE25
CE40	LANGLANGGARGEN_20050131.1028-CE26
CE1	LANGLANGGARGEN_20050131.1028-CE27
CE41	LANGLANGGARGEN_20050131.1028-CE28
CE42	LANGLANGGARGEN_20050131.1028-CE29
CE43	LANGLANGGARGEN_20050131.1028-CE30
CE44	LANGLANGGARGEN_20050131.1028-CE31
CE45	LANGLANGGARGEN_20050131.1028-CE32
CE46	LANGLANGGARGEN_20050131.1028-CE33
CE47	LANGLANGGARGEN_20050131.1028-CE34
CE48	LANGLANGGARGEN_20050131.1028-CE35
CE49	LANGLANGGARGEN_20050131.1028-CE36
CE50	LANGLANGGARGEN_20050131.1028-CE37
CE52	LANGLANGGARGEN_20050131.1028-CE38
CE53	LANGLANGGARGEN_20050131.1028-CE39
CE54	LANGLANGGARGEN_20050131.1028-CE40
CE2	LANGLANGGARGEN_20050131.1028-CE41
CE4	LANGLANGGARGEN_20050131.1028-CE42
CE5	LANGLANGGARGEN_20050131.1028-CE43
CE6	LANGLANGGARGEN_20050131.1028-CE44
CE7	LANGLANGGARGEN_20050131.1028-CE45
CE8	LANGLANGGARGEN_20050131.1028-CE46
CE9	LANGLANGGARGEN_20050131.1028-CE47
CE10	LANGLANGGARGEN_20050131.1028-CE48
CE11	LANGLANGGARGEN_20050131.1028-CE49
E14	LANGLANGGARGEN_20050131.1028-E1
E15	LANGLANGGARGEN_20050131.1028-E2
E16	LANGLANGGARGEN_20050131.1028-E3
E17	LANGLANGGARGEN_20050131.1028-E4
E18	LANGLANGGARGEN_20050131.1028-E5
E19	LANGLANGGARGEN_20050131.1028-E6
E20	LANGLANGGARGEN_20050131.1028-E7
E21	LANGLANGGARGEN_20050131.1028-E8
E22	LANGLANGGARGEN_20050131.1028-E9
E23	LANGLANGGARGEN_20050131.1028-E10
E51	LANGLANGGARGEN_20050131.1028-E11
E24	LANGLANGGARGEN_20050131.1028-E12
E25	LANGLANGGARGEN_20050131.1028-E13
E26	LANGLANGGARGEN_20050131.1028-E14
E52	LANGLANGGARGEN_20050131.1028-E15
E28	LANGLANGGARGEN_20050131.1028-E16
E29	LANGLANGGARGEN_20050131.1028-E17
E30	LANGLANGGARGEN_20050131.1028-E18
E31	LANGLANGGARGEN_20050131.1028-E19
E32	LANGLANGGARGEN_20050131.1028-E20
E33	LANGLANGGARGEN_20050131.1028-E21
E34	LANGLANGGARGEN_20050131.1028-E22
E35	LANGLANGGARGEN_20050131.1028-E23
E1	LANGLANGGARGEN_20050131.1028-E24
E38	LANGLANGGARGEN_20050131.1028-E25
E39	LANGLANGGARGEN_20050131.1028-E26
E40	LANGLANGGARGEN_20050131.1028-E27
E41	LANGLANGGARGEN_20050131.1028-E28
E42	LANGLANGGARGEN_20050131.1028-E29
E43	LANGLANGGARGEN_20050131.1028-E30
E44	LANGLANGGARGEN_20050131.1028-E31
E45	LANGLANGGARGEN_20050131.1028-E32
E46	LANGLANGGARGEN_20050131.1028-E33
E47	LANGLANGGARGEN_20050131.1028-E34
E48	LANGLANGGARGEN_20050131.1028-E35
E49	LANGLANGGARGEN_20050131.1028-E36
E50	LANGLANGGARGEN_20050131.1028-E37
E53	LANGLANGGARGEN_20050131.1028-E38
E54	LANGLANGGARGEN_20050131.1028-E39
E55	LANGLANGGARGEN_20050131.1028-E40
E56	LANGLANGGARGEN_20050131.1028-E41
E57	LANGLANGGARGEN_20050131.1028-E42
E58	LANGLANGGARGEN_20050131.1028-E43
E60	LANGLANGGARGEN_20050131.1028-E44
E61	LANGLANGGARGEN_20050131.1028-E45
E62	LANGLANGGARGEN_20050131.1028-E46
E63	LANGLANGGARGEN_20050131.1028-E47
E2	LANGLANGGARGEN_20050131.1028-E48
E64	LANGLANGGARGEN_20050131.1028-E49
E4	LANGLANGGARGEN_20050131.1028-E50
E5	LANGLANGGARGEN_20050131.1028-E51
E6	LANGLANGGARGEN_20050131.1028-E52
E7	LANGLANGGARGEN_20050131.1028-E53
E8	LANGLANGGARGEN_20050131.1028-E54
E9	LANGLANGGARGEN_20050131.1028-E55
E10	LANGLANGGARGEN_20050131.1028-E56
E11	LANGLANGGARGEN_20050131.1028-E57
E12	LANGLANGGARGEN_20050131.1028-E58
E13	LANGLANGGARGEN_20050131.1028-E59
EM1	LANGLANGGARGEN_20050131.1028-E24-1
EM19	LANGLANGGARGEN_20050131.1028-E1-2
EM20	LANGLANGGARGEN_20050131.1028-E51-3
EM21	LANGLANGGARGEN_20050131.1028-E50-4
EM22	LANGLANGGARGEN_20050131.1028-E54-5
EM23	LANGLANGGARGEN_20050131.1028-E2-6
EM24	LANGLANGGARGEN_20050131.1028-E58-7
EM26	LANGLANGGARGEN_20050131.1028-E3-8
EM27	LANGLANGGARGEN_20050131.1028-E4-9
EM28	LANGLANGGARGEN_20050131.1028-E5-10
EM29	LANGLANGGARGEN_20050131.1028-E54-11
EM30	LANGLANGGARGEN_20050131.1028-E6-12
EM31	LANGLANGGARGEN_20050131.1028-E7-13
EM32	LANGLANGGARGEN_20050131.1028-E8-14
EM33	LANGLANGGARGEN_20050131.1028-E9-15
EM34	LANGLANGGARGEN_20050131.1028-E48-16
EM35	LANGLANGGARGEN_20050131.1028-E10-17
EM36	LANGLANGGARGEN_20050131.1028-E54-18
EM37	LANGLANGGARGEN_20050131.1028-E56-19
EM39	LANGLANGGARGEN_20050131.1028-E12-20
EM40	LANGLANGGARGEN_20050131.1028-E13-21
EM41	LANGLANGGARGEN_20050131.1028-E14-22
EM42	LANGLANGGARGEN_20050131.1028-E48-23
EM97	LANGLANGGARGEN_20050131.1028-E15-24
EM98	LANGLANGGARGEN_20050131.1028-E37-25
EM45	LANGLANGGARGEN_20050131.1028-E16-26
EM46	LANGLANGGARGEN_20050131.1028-E14-27
EM47	LANGLANGGARGEN_20050131.1028-E17-28
EM99	LANGLANGGARGEN_20050131.1028-E32-29
EM100	LANGLANGGARGEN_20050131.1028-E23-30
EM50	LANGLANGGARGEN_20050131.1028-E57-31
EM51	LANGLANGGARGEN_20050131.1028-E18-32
EM52	LANGLANGGARGEN_20050131.1028-E19-33
EM53	LANGLANGGARGEN_20050131.1028-E20-34
EM54	LANGLANGGARGEN_20050131.1028-E20-35
EM55	LANGLANGGARGEN_20050131.1028-E21-36
EM56	LANGLANGGARGEN_20050131.1028-E54-37
EM57	LANGLANGGARGEN_20050131.1028-E22-38
EM58	LANGLANGGARGEN_20050131.1028-E23-39
EM101	LANGLANGGARGEN_20050131.1028-E32-40
EM102	LANGLANGGARGEN_20050131.1028-E23-41
EM104	LANGLANGGARGEN_20050131.1028-E32-42
EM61	LANGLANGGARGEN_20050131.1028-E25-43
EM62	LANGLANGGARGEN_20050131.1028-E26-44
EM63	LANGLANGGARGEN_20050131.1028-E54-45
EM64	LANGLANGGARGEN_20050131.1028-E27-46
EM65	LANGLANGGARGEN_20050131.1028-E28-47
EM66	LANGLANGGARGEN_20050131.1028-E56-48
EM67	LANGLANGGARGEN_20050131.1028-E50-49
EM68	LANGLANGGARGEN_20050131.1028-E48-50
EM69	LANGLANGGARGEN_20050131.1028-E29-51
EM70	LANGLANGGARGEN_20050131.1028-E29-52
EM71	LANGLANGGARGEN_20050131.1028-E30-53
EM72	LANGLANGGARGEN_20050131.1028-E31-54
EM73	LANGLANGGARGEN_20050131.1028-E32-55
EM74	LANGLANGGARGEN_20050131.1028-E32-56
EM75	LANGLANGGARGEN_20050131.1028-E32-57
EM76	LANGLANGGARGEN_20050131.1028-E30-58
EM77	LANGLANGGARGEN_20050131.1028-E32-59
EM78	LANGLANGGARGEN_20050131.1028-E3-60
EM79	LANGLANGGARGEN_20050131.1028-E33-61
EM80	LANGLANGGARGEN_20050131.1028-E32-62
EM81	LANGLANGGARGEN_20050131.1028-E30-63
EM83	LANGLANGGARGEN_20050131.1028-E35-64
EM84	LANGLANGGARGEN_20050131.1028-E32-65
EM85	LANGLANGGARGEN_20050131.1028-E34-66
EM86	LANGLANGGARGEN_20050131.1028-E34-67
EM87	LANGLANGGARGEN_20050131.1028-E32-68
EM88	LANGLANGGARGEN_20050131.1028-E32-69
EM89	LANGLANGGARGEN_20050131.1028-E32-70
EM90	LANGLANGGARGEN_20050131.1028-E23-71
EM91	LANGLANGGARGEN_20050131.1028-E36-72
EM92	LANGLANGGARGEN_20050131.1028-E23-73
EM93	LANGLANGGARGEN_20050131.1028-E32-74
EM94	LANGLANGGARGEN_20050131.1028-E37-75
EM95	LANGLANGGARGEN_20050131.1028-E23-76
EM105	LANGLANGGARGEN_20050131.1028-E34-77
EM106	LANGLANGGARGEN_20050131.1028-E32-78
EM107	LANGLANGGARGEN_20050131.1028-E32-79
EM108	LANGLANGGARGEN_20050131.1028-E32-80
EM109	LANGLANGGARGEN_20050131.1028-E32-81
EM111	LANGLANGGARGEN_20050131.1028-E23-82
EM112	LANGLANGGARGEN_20050131.1028-E38-83
EM113	LANGLANGGARGEN_20050131.1028-E34-84
EM2	LANGLANGGARGEN_20050131.1028-E48-85
EM114	LANGLANGGARGEN_20050131.1028-E39-86
EM115	LANGLANGGARGEN_20050131.1028-E38-87
EM116	LANGLANGGARGEN_20050131.1028-E23-88
EM117	LANGLANGGARGEN_20050131.1028-E40-89
EM118	LANGLANGGARGEN_20050131.1028-E34-90
EM119	LANGLANGGARGEN_20050131.1028-E32-91
EM120	LANGLANGGARGEN_20050131.1028-E32-92
EM121	LANGLANGGARGEN_20050131.1028-E32-93
EM122	LANGLANGGARGEN_20050131.1028-E32-94
EM123	LANGLANGGARGEN_20050131.1028-E23-95
EM124	LANGLANGGARGEN_20050131.1028-E34-96
EM125	LANGLANGGARGEN_20050131.1028-E41-97
EM126	LANGLANGGARGEN_20050131.1028-E41-98
EM128	LANGLANGGARGEN_20050131.1028-E23-99
EM129	LANGLANGGARGEN_20050131.1028-E42-100
EM130	LANGLANGGARGEN_20050131.1028-E43-101
EM132	LANGLANGGARGEN_20050131.1028-E3-102
EM133	LANGLANGGARGEN_20050131.1028-E32-103
EM134	LANGLANGGARGEN_20050131.1028-E32-104
EM135	LANGLANGGARGEN_20050131.1028-E44-105
EM136	LANGLANGGARGEN_20050131.1028-E44-106
EM137	LANGLANGGARGEN_20050131.1028-E32-107
EM138	LANGLANGGARGEN_20050131.1028-E34-108
EM139	LANGLANGGARGEN_20050131.1028-E45-109
EM140	LANGLANGGARGEN_20050131.1028-E46-110
EM141	LANGLANGGARGEN_20050131.1028-E47-111
EM142	LANGLANGGARGEN_20050131.1028-E49-112
EM3	LANGLANGGARGEN_20050131.1028-E48-113
EM4	LANGLANGGARGEN_20050131.1028-E50-114
EM5	LANGLANGGARGEN_20050131.1028-E51-115
EM6	LANGLANGGARGEN_20050131.1028-E52-116
EM7	LANGLANGGARGEN_20050131.1028-E53-117
EM8	LANGLANGGARGEN_20050131.1028-E48-118
EM9	LANGLANGGARGEN_20050131.1028-E54-119
EM10	LANGLANGGARGEN_20050131.1028-E54-120
EM11	LANGLANGGARGEN_20050131.1028-E55-121
EM12	LANGLANGGARGEN_20050131.1028-E56-122
EM13	LANGLANGGARGEN_20050131.1028-E51-123
EM14	LANGLANGGARGEN_20050131.1028-E57-124
EM15	LANGLANGGARGEN_20050131.1028-E53-125
EM16	LANGLANGGARGEN_20050131.1028-E58-126
EM96	LANGLANGGARGEN_20050131.1028-E11-127
EM18	LANGLANGGARGEN_20050131.1028-E59-128
R1	LANGLANGGARGEN_20050131.1028-R1
R2	LANGLANGGARGEN_20050131.1028-R2
R5	LANGLANGGARGEN_20050131.1028-R3
R6	LANGLANGGARGEN_20050131.1028-R4
R7	LANGLANGGARGEN_20050131.1028-R5
R8	LANGLANGGARGEN_20050131.1028-R6
R10	LANGLANGGARGEN_20050131.1028-R7
R11	LANGLANGGARGEN_20050131.1028-R8
R12	LANGLANGGARGEN_20050131.1028-R9
R13	LANGLANGGARGEN_20050131.1028-R10
R14	LANGLANGGARGEN_20050131.1028-R11
R15	LANGLANGGARGEN_20050131.1028-R12
R16	LANGLANGGARGEN_20050131.1028-R13
R17	LANGLANGGARGEN_20050131.1028-R14
R18	LANGLANGGARGEN_20050131.1028-R15
R19	LANGLANGGARGEN_20050131.1028-R16
R20	LANGLANGGARGEN_20050131.1028-R17
R21	LANGLANGGARGEN_20050131.1028-R18
R22	LANGLANGGARGEN_20050131.1028-R19
R23	LANGLANGGARGEN_20050131.1028-R20
R24	LANGLANGGARGEN_20050131.1028-R21
R25	LANGLANGGARGEN_20050131.1028-R22
R26	LANGLANGGARGEN_20050131.1028-R23
R27	LANGLANGGARGEN_20050131.1028-R24
R28	LANGLANGGARGEN_20050131.1028-R25
R29	LANGLANGGARGEN_20050131.1028-R26
R30	LANGLANGGARGEN_20050131.1028-R27
RM1	LANGLANGGARGEN_20050131.1028-R1-1
RM2	LANGLANGGARGEN_20050131.1028-R2-1
RM5	LANGLANGGARGEN_20050131.1028-R3-1
RM6	LANGLANGGARGEN_20050131.1028-R4-1
RM7	LANGLANGGARGEN_20050131.1028-R5-1
RM8	LANGLANGGARGEN_20050131.1028-R6-1
RM10	LANGLANGGARGEN_20050131.1028-R7-1
RM11	LANGLANGGARGEN_20050131.1028-R8-1
RM12	LANGLANGGARGEN_20050131.1028-R9-1
RM13	LANGLANGGARGEN_20050131.1028-R10-1
RM14	LANGLANGGARGEN_20050131.1028-R11-1
RM15	LANGLANGGARGEN_20050131.1028-R12-1
RM16	LANGLANGGARGEN_20050131.1028-R13-1
RM17	LANGLANGGARGEN_20050131.1028-R14-1
RM18	LANGLANGGARGEN_20050131.1028-R15-1
RM19	LANGLANGGARGEN_20050131.1028-R16-1
RM20	LANGLANGGARGEN_20050131.1028-R17-1
RM21	LANGLANGGARGEN_20050131.1028-R18-1
RM22	LANGLANGGARGEN_20050131.1028-R19-1
RM23	LANGLANGGARGEN_20050131.1028-R20-1
RM24	LANGLANGGARGEN_20050131.1028-R21-1
RM25	LANGLANGGARGEN_20050131.1028-R22-1
RM26	LANGLANGGARGEN_20050131.1028-R23-1
RM27	LANGLANGGARGEN_20050131.1028-R24-1
RM28	LANGLANGGARGEN_20050131.1028-R24-2
RM29	LANGLANGGARGEN_20050131.1028-R26-1
RM30	LANGLANGGARGEN_20050131.1028-R27-1
V1	LANGLANGGARGEN_20050131.1028-EV1
V2	LANGLANGGARGEN_20050131.1028-EV2
V3	LANGLANGGARGEN_20050131.1028-EV3
V4	LANGLANGGARGEN_20050131.1028-EV4
V5	LANGLANGGARGEN_20050131.1028-EV5
VM1	LANGLANGGARGEN_20050131.1028-EV1-1
VM2	LANGLANGGARGEN_20050131.1028-EV2-1
VM3	LANGLANGGARGEN_20050131.1028-EV3-1
VM4	LANGLANGGARGEN_20050131.1028-EV4-1
VM5	LANGLANGGARGEN_20050131.1028-EV5-1
Q1	LANGLANGGARGEN_20050131.1028-T1
Q2	LANGLANGGARGEN_20050131.1028-T2
Q3	LANGLANGGARGEN_20050131.1028-T3
Q4	LANGLANGGARGEN_20050131.1028-T4
Q5	LANGLANGGARGEN_20050131.1028-T5
Q6	LANGLANGGARGEN_20050131.1028-T6
Q7	LANGLANGGARGEN_20050131.1028-T7
