CE1	NJWSL_20041223.0945-CE1
CE2	NJWSL_20041223.0945-CE2
CE3	NJWSL_20041223.0945-CE3
CE4	NJWSL_20041223.0945-CE4
CE5	NJWSL_20041223.0945-CE5
CE6	NJWSL_20041223.0945-CE6
CE7	NJWSL_20041223.0945-CE7
CE8	NJWSL_20041223.0945-CE8
CE9	NJWSL_20041223.0945-CE9
CE10	NJWSL_20041223.0945-CE10
E1	NJWSL_20041223.0945-E1
E2	NJWSL_20041223.0945-E2
E3	NJWSL_20041223.0945-E3
E4	NJWSL_20041223.0945-E4
E5	NJWSL_20041223.0945-E5
E6	NJWSL_20041223.0945-E6
E7	NJWSL_20041223.0945-E7
E8	NJWSL_20041223.0945-E8
E9	NJWSL_20041223.0945-E9
E10	NJWSL_20041223.0945-E10
E11	NJWSL_20041223.0945-E11
EM1	NJWSL_20041223.0945-E1-1
EM2	NJWSL_20041223.0945-E2-2
EM3	NJWSL_20041223.0945-E3-3
EM4	NJWSL_20041223.0945-E4-4
EM5	NJWSL_20041223.0945-E5-5
EM6	NJWSL_20041223.0945-E6-6
EM7	NJWSL_20041223.0945-E7-7
EM8	NJWSL_20041223.0945-E8-8
EM9	NJWSL_20041223.0945-E6-9
EM10	NJWSL_20041223.0945-E6-10
EM11	NJWSL_20041223.0945-E2-11
EM12	NJWSL_20041223.0945-E9-12
EM13	NJWSL_20041223.0945-E1-13
EM14	NJWSL_20041223.0945-E10-14
EM15	NJWSL_20041223.0945-E11-15
EM16	NJWSL_20041223.0945-E6-16
EM17	NJWSL_20041223.0945-E6-17
R1	NJWSL_20041223.0945-R1
R2	NJWSL_20041223.0945-R2
R3	NJWSL_20041223.0945-R3
R4	NJWSL_20041223.0945-R4
RM1	NJWSL_20041223.0945-R1-1
RM2	NJWSL_20041223.0945-R2-1
RM3	NJWSL_20041223.0945-R3-1
RM4	NJWSL_20041223.0945-R4-1
V1	NJWSL_20041223.0945-EV1
V2	NJWSL_20041223.0945-EV2
VM1	NJWSL_20041223.0945-EV1-1
VM2	NJWSL_20041223.0945-EV2-1
Q3	NJWSL_20041223.0945-T1
Q1	NJWSL_20041223.0945-T2
Q2	NJWSL_20041223.0945-T3
