CE10	NJWSL_20041204.1404-CE1
CE11	NJWSL_20041204.1404-CE2
CE12	NJWSL_20041204.1404-CE3
CE13	NJWSL_20041204.1404-CE4
CE1	NJWSL_20041204.1404-CE5
CE2	NJWSL_20041204.1404-CE6
CE14	NJWSL_20041204.1404-CE7
CE4	NJWSL_20041204.1404-CE8
CE5	NJWSL_20041204.1404-CE9
CE8	NJWSL_20041204.1404-CE10
CE9	NJWSL_20041204.1404-CE11
E12	NJWSL_20041204.1404-E1
E13	NJWSL_20041204.1404-E2
E14	NJWSL_20041204.1404-E3
E15	NJWSL_20041204.1404-E4
E1	NJWSL_20041204.1404-E5
E2	NJWSL_20041204.1404-E6
E16	NJWSL_20041204.1404-E7
E4	NJWSL_20041204.1404-E8
E5	NJWSL_20041204.1404-E9
E6	NJWSL_20041204.1404-E10
E9	NJWSL_20041204.1404-E11
E11	NJWSL_20041204.1404-E12
EM1	NJWSL_20041204.1404-E5-1
EM24	NJWSL_20041204.1404-E12-2
EM25	NJWSL_20041204.1404-E12-3
EM26	NJWSL_20041204.1404-E11-4
EM27	NJWSL_20041204.1404-E1-5
EM28	NJWSL_20041204.1404-E11-6
EM29	NJWSL_20041204.1404-E11-7
EM30	NJWSL_20041204.1404-E11-8
EM31	NJWSL_20041204.1404-E11-9
EM32	NJWSL_20041204.1404-E12-10
EM33	NJWSL_20041204.1404-E2-11
EM34	NJWSL_20041204.1404-E11-12
EM35	NJWSL_20041204.1404-E11-13
EM36	NJWSL_20041204.1404-E3-14
EM37	NJWSL_20041204.1404-E4-15
EM39	NJWSL_20041204.1404-E12-16
EM40	NJWSL_20041204.1404-E12-17
EM41	NJWSL_20041204.1404-E11-18
EM42	NJWSL_20041204.1404-E11-19
EM43	NJWSL_20041204.1404-E7-20
EM44	NJWSL_20041204.1404-E7-21
EM7	NJWSL_20041204.1404-E8-22
EM8	NJWSL_20041204.1404-E9-23
EM9	NJWSL_20041204.1404-E5-24
EM10	NJWSL_20041204.1404-E10-25
EM11	NJWSL_20041204.1404-E6-26
EM45	NJWSL_20041204.1404-E7-27
EM46	NJWSL_20041204.1404-E11-28
EM16	NJWSL_20041204.1404-E11-29
EM17	NJWSL_20041204.1404-E11-30
EM21	NJWSL_20041204.1404-E12-31
EM22	NJWSL_20041204.1404-E12-32
R1	NJWSL_20041204.1404-R1
R3	NJWSL_20041204.1404-R2
R5	NJWSL_20041204.1404-R3
R6	NJWSL_20041204.1404-R4
R7	NJWSL_20041204.1404-R5
R8	NJWSL_20041204.1404-R6
R9	NJWSL_20041204.1404-R7
RM1	NJWSL_20041204.1404-R1-1
RM3	NJWSL_20041204.1404-R2-1
RM5	NJWSL_20041204.1404-R3-1
RM6	NJWSL_20041204.1404-R4-1
RM7	NJWSL_20041204.1404-R5-1
RM8	NJWSL_20041204.1404-R5-2
RM9	NJWSL_20041204.1404-R5-3
V1	NJWSL_20041204.1404-EV1
VM1	NJWSL_20041204.1404-EV1-1
Q2	NJWSL_20041204.1404-T1
Q3	NJWSL_20041204.1404-T2
Q4	NJWSL_20041204.1404-T3
Q5	NJWSL_20041204.1404-T4
Q6	NJWSL_20041204.1404-T5
Q7	NJWSL_20041204.1404-T6
Q8	NJWSL_20041204.1404-T7
