CE11	GLOVEBX_20041119.0805-CE1
CE12	GLOVEBX_20041119.0805-CE2
CE15	GLOVEBX_20041119.0805-CE3
CE16	GLOVEBX_20041119.0805-CE4
CE17	GLOVEBX_20041119.0805-CE5
CE18	GLOVEBX_20041119.0805-CE6
CE19	GLOVEBX_20041119.0805-CE7
CE20	GLOVEBX_20041119.0805-CE8
CE21	GLOVEBX_20041119.0805-CE9
CE22	GLOVEBX_20041119.0805-CE10
CE23	GLOVEBX_20041119.0805-CE11
CE24	GLOVEBX_20041119.0805-CE12
CE25	GLOVEBX_20041119.0805-CE13
CE26	GLOVEBX_20041119.0805-CE14
CE28	GLOVEBX_20041119.0805-CE15
CE2	GLOVEBX_20041119.0805-CE16
CE3	GLOVEBX_20041119.0805-CE17
CE5	GLOVEBX_20041119.0805-CE18
CE6	GLOVEBX_20041119.0805-CE19
CE7	GLOVEBX_20041119.0805-CE20
CE8	GLOVEBX_20041119.0805-CE21
CE9	GLOVEBX_20041119.0805-CE22
CE10	GLOVEBX_20041119.0805-CE23
E11	GLOVEBX_20041119.0805-E1
E12	GLOVEBX_20041119.0805-E2
E15	GLOVEBX_20041119.0805-E3
E16	GLOVEBX_20041119.0805-E4
E17	GLOVEBX_20041119.0805-E5
E18	GLOVEBX_20041119.0805-E6
E19	GLOVEBX_20041119.0805-E7
E20	GLOVEBX_20041119.0805-E8
E21	GLOVEBX_20041119.0805-E9
E22	GLOVEBX_20041119.0805-E10
E23	GLOVEBX_20041119.0805-E11
E24	GLOVEBX_20041119.0805-E12
E25	GLOVEBX_20041119.0805-E13
E26	GLOVEBX_20041119.0805-E14
E28	GLOVEBX_20041119.0805-E15
E2	GLOVEBX_20041119.0805-E16
E3	GLOVEBX_20041119.0805-E17
E5	GLOVEBX_20041119.0805-E18
E6	GLOVEBX_20041119.0805-E19
E7	GLOVEBX_20041119.0805-E20
E8	GLOVEBX_20041119.0805-E21
E9	GLOVEBX_20041119.0805-E22
E10	GLOVEBX_20041119.0805-E23
EM22	GLOVEBX_20041119.0805-E16-1
EM23	GLOVEBX_20041119.0805-E1-2
EM24	GLOVEBX_20041119.0805-E2-3
EM25	GLOVEBX_20041119.0805-E20-4
EM27	GLOVEBX_20041119.0805-E16-5
EM28	GLOVEBX_20041119.0805-E16-6
EM29	GLOVEBX_20041119.0805-E16-7
EM31	GLOVEBX_20041119.0805-E16-8
EM32	GLOVEBX_20041119.0805-E3-9
EM33	GLOVEBX_20041119.0805-E4-10
EM35	GLOVEBX_20041119.0805-E16-11
EM36	GLOVEBX_20041119.0805-E19-12
EM37	GLOVEBX_20041119.0805-E5-13
EM38	GLOVEBX_20041119.0805-E16-14
EM40	GLOVEBX_20041119.0805-E16-15
EM41	GLOVEBX_20041119.0805-E7-16
EM42	GLOVEBX_20041119.0805-E20-17
EM43	GLOVEBX_20041119.0805-E16-18
EM44	GLOVEBX_20041119.0805-E6-19
EM45	GLOVEBX_20041119.0805-E16-20
EM46	GLOVEBX_20041119.0805-E16-21
EM47	GLOVEBX_20041119.0805-E16-22
EM48	GLOVEBX_20041119.0805-E8-23
EM49	GLOVEBX_20041119.0805-E8-24
EM50	GLOVEBX_20041119.0805-E16-25
EM51	GLOVEBX_20041119.0805-E16-26
EM52	GLOVEBX_20041119.0805-E19-27
EM53	GLOVEBX_20041119.0805-E19-28
EM54	GLOVEBX_20041119.0805-E19-29
EM56	GLOVEBX_20041119.0805-E16-30
EM57	GLOVEBX_20041119.0805-E6-31
EM58	GLOVEBX_20041119.0805-E6-32
EM59	GLOVEBX_20041119.0805-E9-33
EM60	GLOVEBX_20041119.0805-E16-34
EM61	GLOVEBX_20041119.0805-E10-35
EM62	GLOVEBX_20041119.0805-E9-36
EM64	GLOVEBX_20041119.0805-E16-37
EM65	GLOVEBX_20041119.0805-E16-38
EM66	GLOVEBX_20041119.0805-E19-39
EM67	GLOVEBX_20041119.0805-E11-40
EM68	GLOVEBX_20041119.0805-E12-41
EM71	GLOVEBX_20041119.0805-E19-42
EM72	GLOVEBX_20041119.0805-E6-43
EM73	GLOVEBX_20041119.0805-E6-44
EM74	GLOVEBX_20041119.0805-E6-45
EM75	GLOVEBX_20041119.0805-E16-46
EM76	GLOVEBX_20041119.0805-E13-47
EM77	GLOVEBX_20041119.0805-E6-48
EM78	GLOVEBX_20041119.0805-E6-49
EM79	GLOVEBX_20041119.0805-E6-50
EM80	GLOVEBX_20041119.0805-E14-51
EM81	GLOVEBX_20041119.0805-E6-52
EM82	GLOVEBX_20041119.0805-E16-53
EM84	GLOVEBX_20041119.0805-E15-54
EM85	GLOVEBX_20041119.0805-E6-55
EM2	GLOVEBX_20041119.0805-E16-56
EM3	GLOVEBX_20041119.0805-E16-57
EM4	GLOVEBX_20041119.0805-E17-58
EM5	GLOVEBX_20041119.0805-E16-59
EM6	GLOVEBX_20041119.0805-E17-60
EM7	GLOVEBX_20041119.0805-E16-61
EM9	GLOVEBX_20041119.0805-E18-62
EM10	GLOVEBX_20041119.0805-E16-63
EM11	GLOVEBX_20041119.0805-E16-64
EM12	GLOVEBX_20041119.0805-E17-65
EM13	GLOVEBX_20041119.0805-E16-66
EM14	GLOVEBX_20041119.0805-E19-67
EM15	GLOVEBX_20041119.0805-E16-68
EM16	GLOVEBX_20041119.0805-E20-69
EM17	GLOVEBX_20041119.0805-E21-70
EM18	GLOVEBX_20041119.0805-E22-71
EM19	GLOVEBX_20041119.0805-E23-72
EM20	GLOVEBX_20041119.0805-E16-73
EM21	GLOVEBX_20041119.0805-E16-74
R1	GLOVEBX_20041119.0805-R1
R2	GLOVEBX_20041119.0805-R2
R3	GLOVEBX_20041119.0805-R3
R4	GLOVEBX_20041119.0805-R4
R5	GLOVEBX_20041119.0805-R5
R6	GLOVEBX_20041119.0805-R6
R7	GLOVEBX_20041119.0805-R7
R8	GLOVEBX_20041119.0805-R8
R9	GLOVEBX_20041119.0805-R9
R14	GLOVEBX_20041119.0805-R10
R15	GLOVEBX_20041119.0805-R11
R16	GLOVEBX_20041119.0805-R12
R17	GLOVEBX_20041119.0805-R13
R18	GLOVEBX_20041119.0805-R14
R19	GLOVEBX_20041119.0805-R15
R21	GLOVEBX_20041119.0805-R16
RM1	GLOVEBX_20041119.0805-R1-1
RM2	GLOVEBX_20041119.0805-R2-1
RM3	GLOVEBX_20041119.0805-R3-1
RM4	GLOVEBX_20041119.0805-R4-1
RM6	GLOVEBX_20041119.0805-R5-1
RM7	GLOVEBX_20041119.0805-R2-2
RM8	GLOVEBX_20041119.0805-R7-1
RM9	GLOVEBX_20041119.0805-R8-1
RM10	GLOVEBX_20041119.0805-R9-1
RM16	GLOVEBX_20041119.0805-R10-1
RM17	GLOVEBX_20041119.0805-R11-1
RM18	GLOVEBX_20041119.0805-R12-1
RM19	GLOVEBX_20041119.0805-R13-1
RM20	GLOVEBX_20041119.0805-R14-1
RM22	GLOVEBX_20041119.0805-R8-2
RM24	GLOVEBX_20041119.0805-R16-1
V6	GLOVEBX_20041119.0805-EV1
V7	GLOVEBX_20041119.0805-EV2
V9	GLOVEBX_20041119.0805-EV3
V10	GLOVEBX_20041119.0805-EV4
V11	GLOVEBX_20041119.0805-EV5
