CE12	DAVYZW_20050119.1316-CE1
CE13	DAVYZW_20050119.1316-CE2
CE14	DAVYZW_20050119.1316-CE3
CE15	DAVYZW_20050119.1316-CE4
CE16	DAVYZW_20050119.1316-CE5
CE17	DAVYZW_20050119.1316-CE6
CE18	DAVYZW_20050119.1316-CE7
CE19	DAVYZW_20050119.1316-CE8
CE20	DAVYZW_20050119.1316-CE9
CE21	DAVYZW_20050119.1316-CE10
CE22	DAVYZW_20050119.1316-CE11
CE23	DAVYZW_20050119.1316-CE12
CE24	DAVYZW_20050119.1316-CE13
CE25	DAVYZW_20050119.1316-CE14
CE26	DAVYZW_20050119.1316-CE15
CE1	DAVYZW_20050119.1316-CE16
CE27	DAVYZW_20050119.1316-CE17
CE28	DAVYZW_20050119.1316-CE18
CE29	DAVYZW_20050119.1316-CE19
CE30	DAVYZW_20050119.1316-CE20
CE31	DAVYZW_20050119.1316-CE21
CE32	DAVYZW_20050119.1316-CE22
CE33	DAVYZW_20050119.1316-CE23
CE34	DAVYZW_20050119.1316-CE24
CE35	DAVYZW_20050119.1316-CE25
CE36	DAVYZW_20050119.1316-CE26
CE37	DAVYZW_20050119.1316-CE27
CE2	DAVYZW_20050119.1316-CE28
CE3	DAVYZW_20050119.1316-CE29
CE4	DAVYZW_20050119.1316-CE30
CE5	DAVYZW_20050119.1316-CE31
CE6	DAVYZW_20050119.1316-CE32
CE38	DAVYZW_20050119.1316-CE33
CE8	DAVYZW_20050119.1316-CE34
CE9	DAVYZW_20050119.1316-CE35
CE10	DAVYZW_20050119.1316-CE36
CE11	DAVYZW_20050119.1316-CE37
E14	DAVYZW_20050119.1316-E1
E15	DAVYZW_20050119.1316-E2
E16	DAVYZW_20050119.1316-E3
E17	DAVYZW_20050119.1316-E4
E18	DAVYZW_20050119.1316-E5
E19	DAVYZW_20050119.1316-E6
E20	DAVYZW_20050119.1316-E7
E21	DAVYZW_20050119.1316-E8
E22	DAVYZW_20050119.1316-E9
E23	DAVYZW_20050119.1316-E10
E24	DAVYZW_20050119.1316-E11
E25	DAVYZW_20050119.1316-E12
E26	DAVYZW_20050119.1316-E13
E1	DAVYZW_20050119.1316-E14
E27	DAVYZW_20050119.1316-E15
E28	DAVYZW_20050119.1316-E16
E29	DAVYZW_20050119.1316-E17
E30	DAVYZW_20050119.1316-E18
E31	DAVYZW_20050119.1316-E19
E32	DAVYZW_20050119.1316-E20
E33	DAVYZW_20050119.1316-E21
E34	DAVYZW_20050119.1316-E22
E35	DAVYZW_20050119.1316-E23
E36	DAVYZW_20050119.1316-E24
E37	DAVYZW_20050119.1316-E25
E38	DAVYZW_20050119.1316-E26
E39	DAVYZW_20050119.1316-E27
E40	DAVYZW_20050119.1316-E28
E41	DAVYZW_20050119.1316-E29
E42	DAVYZW_20050119.1316-E30
E43	DAVYZW_20050119.1316-E31
E2	DAVYZW_20050119.1316-E32
E3	DAVYZW_20050119.1316-E33
E4	DAVYZW_20050119.1316-E34
E5	DAVYZW_20050119.1316-E35
E6	DAVYZW_20050119.1316-E36
E7	DAVYZW_20050119.1316-E37
E8	DAVYZW_20050119.1316-E38
E44	DAVYZW_20050119.1316-E39
E10	DAVYZW_20050119.1316-E40
E11	DAVYZW_20050119.1316-E41
E12	DAVYZW_20050119.1316-E42
E13	DAVYZW_20050119.1316-E43
EM1	DAVYZW_20050119.1316-E14-1
EM19	DAVYZW_20050119.1316-E1-2
EM20	DAVYZW_20050119.1316-E32-3
EM21	DAVYZW_20050119.1316-E2-4
EM22	DAVYZW_20050119.1316-E3-5
EM23	DAVYZW_20050119.1316-E2-6
EM24	DAVYZW_20050119.1316-E4-7
EM25	DAVYZW_20050119.1316-E5-8
EM26	DAVYZW_20050119.1316-E5-9
EM27	DAVYZW_20050119.1316-E35-10
EM28	DAVYZW_20050119.1316-E32-11
EM29	DAVYZW_20050119.1316-E32-12
EM30	DAVYZW_20050119.1316-E40-13
EM31	DAVYZW_20050119.1316-E6-14
EM32	DAVYZW_20050119.1316-E33-15
EM33	DAVYZW_20050119.1316-E35-16
EM34	DAVYZW_20050119.1316-E2-17
EM35	DAVYZW_20050119.1316-E7-18
EM36	DAVYZW_20050119.1316-E33-19
EM37	DAVYZW_20050119.1316-E32-20
EM38	DAVYZW_20050119.1316-E33-21
EM39	DAVYZW_20050119.1316-E33-22
EM40	DAVYZW_20050119.1316-E2-23
EM41	DAVYZW_20050119.1316-E8-24
EM42	DAVYZW_20050119.1316-E2-25
EM43	DAVYZW_20050119.1316-E33-26
EM44	DAVYZW_20050119.1316-E33-27
EM47	DAVYZW_20050119.1316-E35-28
EM48	DAVYZW_20050119.1316-E35-29
EM49	DAVYZW_20050119.1316-E33-30
EM50	DAVYZW_20050119.1316-E9-31
EM51	DAVYZW_20050119.1316-E2-32
EM53	DAVYZW_20050119.1316-E32-33
EM55	DAVYZW_20050119.1316-E10-34
EM56	DAVYZW_20050119.1316-E35-35
EM57	DAVYZW_20050119.1316-E35-36
EM58	DAVYZW_20050119.1316-E33-37
EM59	DAVYZW_20050119.1316-E33-38
EM60	DAVYZW_20050119.1316-E33-39
EM61	DAVYZW_20050119.1316-E33-40
EM62	DAVYZW_20050119.1316-E11-41
EM63	DAVYZW_20050119.1316-E12-42
EM64	DAVYZW_20050119.1316-E33-43
EM65	DAVYZW_20050119.1316-E13-44
EM67	DAVYZW_20050119.1316-E2-45
EM68	DAVYZW_20050119.1316-E33-46
EM69	DAVYZW_20050119.1316-E35-47
EM70	DAVYZW_20050119.1316-E15-48
EM71	DAVYZW_20050119.1316-E33-49
EM72	DAVYZW_20050119.1316-E16-50
EM74	DAVYZW_20050119.1316-E5-51
EM76	DAVYZW_20050119.1316-E32-52
EM77	DAVYZW_20050119.1316-E33-53
EM78	DAVYZW_20050119.1316-E33-54
EM79	DAVYZW_20050119.1316-E40-55
EM80	DAVYZW_20050119.1316-E2-56
EM82	DAVYZW_20050119.1316-E32-57
EM83	DAVYZW_20050119.1316-E40-58
EM84	DAVYZW_20050119.1316-E6-59
EM85	DAVYZW_20050119.1316-E2-60
EM86	DAVYZW_20050119.1316-E32-61
EM87	DAVYZW_20050119.1316-E32-62
EM88	DAVYZW_20050119.1316-E32-63
EM89	DAVYZW_20050119.1316-E6-64
EM90	DAVYZW_20050119.1316-E38-65
EM91	DAVYZW_20050119.1316-E32-66
EM92	DAVYZW_20050119.1316-E17-67
EM93	DAVYZW_20050119.1316-E17-68
EM94	DAVYZW_20050119.1316-E17-69
EM95	DAVYZW_20050119.1316-E17-70
EM96	DAVYZW_20050119.1316-E41-71
EM97	DAVYZW_20050119.1316-E42-72
EM98	DAVYZW_20050119.1316-E43-73
EM99	DAVYZW_20050119.1316-E38-74
EM100	DAVYZW_20050119.1316-E18-75
EM101	DAVYZW_20050119.1316-E38-76
