CE9	DAVYZW_20041227.1255-CE1
CE10	DAVYZW_20041227.1255-CE2
CE11	DAVYZW_20041227.1255-CE3
CE12	DAVYZW_20041227.1255-CE4
CE13	DAVYZW_20041227.1255-CE5
CE14	DAVYZW_20041227.1255-CE6
CE15	DAVYZW_20041227.1255-CE7
CE16	DAVYZW_20041227.1255-CE8
CE17	DAVYZW_20041227.1255-CE9
CE18	DAVYZW_20041227.1255-CE10
CE19	DAVYZW_20041227.1255-CE11
CE20	DAVYZW_20041227.1255-CE12
CE21	DAVYZW_20041227.1255-CE13
CE22	DAVYZW_20041227.1255-CE14
CE23	DAVYZW_20041227.1255-CE15
CE24	DAVYZW_20041227.1255-CE16
CE25	DAVYZW_20041227.1255-CE17
CE26	DAVYZW_20041227.1255-CE18
CE27	DAVYZW_20041227.1255-CE19
CE28	DAVYZW_20041227.1255-CE20
CE29	DAVYZW_20041227.1255-CE21
CE30	DAVYZW_20041227.1255-CE22
CE31	DAVYZW_20041227.1255-CE23
CE32	DAVYZW_20041227.1255-CE24
CE1	DAVYZW_20041227.1255-CE25
CE2	DAVYZW_20041227.1255-CE26
CE3	DAVYZW_20041227.1255-CE27
CE4	DAVYZW_20041227.1255-CE28
CE5	DAVYZW_20041227.1255-CE29
CE6	DAVYZW_20041227.1255-CE30
CE7	DAVYZW_20041227.1255-CE31
CE8	DAVYZW_20041227.1255-CE32
E10	DAVYZW_20041227.1255-E1
E11	DAVYZW_20041227.1255-E2
E12	DAVYZW_20041227.1255-E3
E13	DAVYZW_20041227.1255-E4
E14	DAVYZW_20041227.1255-E5
E15	DAVYZW_20041227.1255-E6
E16	DAVYZW_20041227.1255-E7
E17	DAVYZW_20041227.1255-E8
E18	DAVYZW_20041227.1255-E9
E19	DAVYZW_20041227.1255-E10
E20	DAVYZW_20041227.1255-E11
E21	DAVYZW_20041227.1255-E12
E22	DAVYZW_20041227.1255-E13
E23	DAVYZW_20041227.1255-E14
E24	DAVYZW_20041227.1255-E15
E25	DAVYZW_20041227.1255-E16
E26	DAVYZW_20041227.1255-E17
E27	DAVYZW_20041227.1255-E18
E1	DAVYZW_20041227.1255-E19
E28	DAVYZW_20041227.1255-E20
E29	DAVYZW_20041227.1255-E21
E30	DAVYZW_20041227.1255-E22
E31	DAVYZW_20041227.1255-E23
E32	DAVYZW_20041227.1255-E24
E33	DAVYZW_20041227.1255-E25
