CE16	NJWSL_20041205.1409-CE1
CE17	NJWSL_20041205.1409-CE2
CE18	NJWSL_20041205.1409-CE3
CE19	NJWSL_20041205.1409-CE4
CE20	NJWSL_20041205.1409-CE5
CE21	NJWSL_20041205.1409-CE6
CE22	NJWSL_20041205.1409-CE7
CE23	NJWSL_20041205.1409-CE8
CE24	NJWSL_20041205.1409-CE9
CE25	NJWSL_20041205.1409-CE10
CE26	NJWSL_20041205.1409-CE11
CE27	NJWSL_20041205.1409-CE12
CE28	NJWSL_20041205.1409-CE13
CE29	NJWSL_20041205.1409-CE14
CE30	NJWSL_20041205.1409-CE15
CE31	NJWSL_20041205.1409-CE16
CE32	NJWSL_20041205.1409-CE17
CE33	NJWSL_20041205.1409-CE18
CE34	NJWSL_20041205.1409-CE19
CE35	NJWSL_20041205.1409-CE20
CE36	NJWSL_20041205.1409-CE21
CE37	NJWSL_20041205.1409-CE22
CE38	NJWSL_20041205.1409-CE23
CE39	NJWSL_20041205.1409-CE24
CE40	NJWSL_20041205.1409-CE25
CE41	NJWSL_20041205.1409-CE26
CE42	NJWSL_20041205.1409-CE27
CE43	NJWSL_20041205.1409-CE28
CE44	NJWSL_20041205.1409-CE29
CE45	NJWSL_20041205.1409-CE30
CE46	NJWSL_20041205.1409-CE31
CE47	NJWSL_20041205.1409-CE32
CE48	NJWSL_20041205.1409-CE33
CE49	NJWSL_20041205.1409-CE34
CE50	NJWSL_20041205.1409-CE35
CE51	NJWSL_20041205.1409-CE36
CE1	NJWSL_20041205.1409-CE37
CE52	NJWSL_20041205.1409-CE38
CE53	NJWSL_20041205.1409-CE39
CE54	NJWSL_20041205.1409-CE40
CE2	NJWSL_20041205.1409-CE41
CE3	NJWSL_20041205.1409-CE42
CE4	NJWSL_20041205.1409-CE43
CE5	NJWSL_20041205.1409-CE44
CE6	NJWSL_20041205.1409-CE45
CE7	NJWSL_20041205.1409-CE46
CE8	NJWSL_20041205.1409-CE47
CE9	NJWSL_20041205.1409-CE48
CE10	NJWSL_20041205.1409-CE49
