CE9	LIUYIFENG_20050127.0609-CE1
CE10	LIUYIFENG_20050127.0609-CE2
CE11	LIUYIFENG_20050127.0609-CE3
CE13	LIUYIFENG_20050127.0609-CE4
CE14	LIUYIFENG_20050127.0609-CE5
CE15	LIUYIFENG_20050127.0609-CE6
CE16	LIUYIFENG_20050127.0609-CE7
CE17	LIUYIFENG_20050127.0609-CE8
CE18	LIUYIFENG_20050127.0609-CE9
CE19	LIUYIFENG_20050127.0609-CE10
CE20	LIUYIFENG_20050127.0609-CE11
CE21	LIUYIFENG_20050127.0609-CE12
CE22	LIUYIFENG_20050127.0609-CE13
CE23	LIUYIFENG_20050127.0609-CE14
CE24	LIUYIFENG_20050127.0609-CE15
CE25	LIUYIFENG_20050127.0609-CE16
CE26	LIUYIFENG_20050127.0609-CE17
CE27	LIUYIFENG_20050127.0609-CE18
CE28	LIUYIFENG_20050127.0609-CE19
CE1	LIUYIFENG_20050127.0609-CE20
CE29	LIUYIFENG_20050127.0609-CE21
CE2	LIUYIFENG_20050127.0609-CE22
CE3	LIUYIFENG_20050127.0609-CE23
CE4	LIUYIFENG_20050127.0609-CE24
CE5	LIUYIFENG_20050127.0609-CE25
CE6	LIUYIFENG_20050127.0609-CE26
CE7	LIUYIFENG_20050127.0609-CE27
CE8	LIUYIFENG_20050127.0609-CE28
E13	LIUYIFENG_20050127.0609-E1
E14	LIUYIFENG_20050127.0609-E2
E15	LIUYIFENG_20050127.0609-E3
E16	LIUYIFENG_20050127.0609-E4
E17	LIUYIFENG_20050127.0609-E5
E18	LIUYIFENG_20050127.0609-E6
E19	LIUYIFENG_20050127.0609-E7
E22	LIUYIFENG_20050127.0609-E8
E23	LIUYIFENG_20050127.0609-E9
E24	LIUYIFENG_20050127.0609-E10
E25	LIUYIFENG_20050127.0609-E11
E26	LIUYIFENG_20050127.0609-E12
E27	LIUYIFENG_20050127.0609-E13
E28	LIUYIFENG_20050127.0609-E14
E29	LIUYIFENG_20050127.0609-E15
E30	LIUYIFENG_20050127.0609-E16
E31	LIUYIFENG_20050127.0609-E17
E32	LIUYIFENG_20050127.0609-E18
E1	LIUYIFENG_20050127.0609-E19
E33	LIUYIFENG_20050127.0609-E20
E34	LIUYIFENG_20050127.0609-E21
E35	LIUYIFENG_20050127.0609-E22
E36	LIUYIFENG_20050127.0609-E23
E37	LIUYIFENG_20050127.0609-E24
E38	LIUYIFENG_20050127.0609-E25
E39	LIUYIFENG_20050127.0609-E26
E40	LIUYIFENG_20050127.0609-E27
E41	LIUYIFENG_20050127.0609-E28
E42	LIUYIFENG_20050127.0609-E29
E43	LIUYIFENG_20050127.0609-E30
E2	LIUYIFENG_20050127.0609-E31
E3	LIUYIFENG_20050127.0609-E32
E4	LIUYIFENG_20050127.0609-E33
E5	LIUYIFENG_20050127.0609-E34
E6	LIUYIFENG_20050127.0609-E35
E7	LIUYIFENG_20050127.0609-E36
E8	LIUYIFENG_20050127.0609-E37
E9	LIUYIFENG_20050127.0609-E38
E10	LIUYIFENG_20050127.0609-E39
E11	LIUYIFENG_20050127.0609-E40
E12	LIUYIFENG_20050127.0609-E41
EM1	LIUYIFENG_20050127.0609-E19-1
EM20	LIUYIFENG_20050127.0609-E31-2
EM21	LIUYIFENG_20050127.0609-E1-3
EM22	LIUYIFENG_20050127.0609-E2-4
EM23	LIUYIFENG_20050127.0609-E37-5
EM24	LIUYIFENG_20050127.0609-E3-6
EM25	LIUYIFENG_20050127.0609-E37-7
EM26	LIUYIFENG_20050127.0609-E4-8
EM27	LIUYIFENG_20050127.0609-E5-9
EM28	LIUYIFENG_20050127.0609-E4-10
EM29	LIUYIFENG_20050127.0609-E6-11
EM30	LIUYIFENG_20050127.0609-E7-12
EM31	LIUYIFENG_20050127.0609-E6-13
EM32	LIUYIFENG_20050127.0609-E1-14
EM36	LIUYIFENG_20050127.0609-E31-15
EM37	LIUYIFENG_20050127.0609-E8-16
EM38	LIUYIFENG_20050127.0609-E37-17
EM39	LIUYIFENG_20050127.0609-E9-18
EM40	LIUYIFENG_20050127.0609-E31-19
EM41	LIUYIFENG_20050127.0609-E10-20
EM42	LIUYIFENG_20050127.0609-E11-21
EM43	LIUYIFENG_20050127.0609-E12-22
EM44	LIUYIFENG_20050127.0609-E31-23
EM45	LIUYIFENG_20050127.0609-E13-24
EM46	LIUYIFENG_20050127.0609-E14-25
EM47	LIUYIFENG_20050127.0609-E15-26
EM48	LIUYIFENG_20050127.0609-E16-27
EM49	LIUYIFENG_20050127.0609-E17-28
EM50	LIUYIFENG_20050127.0609-E31-29
EM51	LIUYIFENG_20050127.0609-E31-30
EM52	LIUYIFENG_20050127.0609-E37-31
EM53	LIUYIFENG_20050127.0609-E31-32
EM54	LIUYIFENG_20050127.0609-E31-33
EM55	LIUYIFENG_20050127.0609-E18-34
EM56	LIUYIFENG_20050127.0609-E18-35
EM57	LIUYIFENG_20050127.0609-E31-36
EM58	LIUYIFENG_20050127.0609-E31-37
EM59	LIUYIFENG_20050127.0609-E39-38
EM60	LIUYIFENG_20050127.0609-E39-39
EM61	LIUYIFENG_20050127.0609-E31-40
EM62	LIUYIFENG_20050127.0609-E39-41
EM63	LIUYIFENG_20050127.0609-E20-42
EM64	LIUYIFENG_20050127.0609-E21-43
EM65	LIUYIFENG_20050127.0609-E22-44
EM66	LIUYIFENG_20050127.0609-E41-45
EM67	LIUYIFENG_20050127.0609-E41-46
EM68	LIUYIFENG_20050127.0609-E39-47
EM69	LIUYIFENG_20050127.0609-E23-48
EM70	LIUYIFENG_20050127.0609-E31-49
EM71	LIUYIFENG_20050127.0609-E39-50
EM72	LIUYIFENG_20050127.0609-E31-51
EM73	LIUYIFENG_20050127.0609-E31-52
EM74	LIUYIFENG_20050127.0609-E24-53
EM75	LIUYIFENG_20050127.0609-E25-54
EM76	LIUYIFENG_20050127.0609-E26-55
EM77	LIUYIFENG_20050127.0609-E26-56
EM78	LIUYIFENG_20050127.0609-E26-57
EM79	LIUYIFENG_20050127.0609-E31-58
EM80	LIUYIFENG_20050127.0609-E31-59
EM81	LIUYIFENG_20050127.0609-E31-60
EM82	LIUYIFENG_20050127.0609-E27-61
EM83	LIUYIFENG_20050127.0609-E28-62
EM84	LIUYIFENG_20050127.0609-E29-63
EM85	LIUYIFENG_20050127.0609-E30-64
EM2	LIUYIFENG_20050127.0609-E31-65
EM3	LIUYIFENG_20050127.0609-E31-66
EM4	LIUYIFENG_20050127.0609-E32-67
EM5	LIUYIFENG_20050127.0609-E33-68
EM6	LIUYIFENG_20050127.0609-E34-69
EM7	LIUYIFENG_20050127.0609-E35-70
EM8	LIUYIFENG_20050127.0609-E36-71
EM9	LIUYIFENG_20050127.0609-E31-72
EM10	LIUYIFENG_20050127.0609-E31-73
EM11	LIUYIFENG_20050127.0609-E37-74
EM12	LIUYIFENG_20050127.0609-E37-75
EM13	LIUYIFENG_20050127.0609-E38-76
EM15	LIUYIFENG_20050127.0609-E39-77
EM16	LIUYIFENG_20050127.0609-E39-78
EM14	LIUYIFENG_20050127.0609-E40-79
EM17	LIUYIFENG_20050127.0609-E31-80
EM18	LIUYIFENG_20050127.0609-E41-81
EM19	LIUYIFENG_20050127.0609-E31-82
R1	LIUYIFENG_20050127.0609-R1
R2	LIUYIFENG_20050127.0609-R2
R3	LIUYIFENG_20050127.0609-R3
R6	LIUYIFENG_20050127.0609-R4
R7	LIUYIFENG_20050127.0609-R5
R10	LIUYIFENG_20050127.0609-R6
R11	LIUYIFENG_20050127.0609-R7
R12	LIUYIFENG_20050127.0609-R8
R13	LIUYIFENG_20050127.0609-R9
R14	LIUYIFENG_20050127.0609-R10
R15	LIUYIFENG_20050127.0609-R11
R16	LIUYIFENG_20050127.0609-R12
R17	LIUYIFENG_20050127.0609-R13
R18	LIUYIFENG_20050127.0609-R14
R19	LIUYIFENG_20050127.0609-R15
R20	LIUYIFENG_20050127.0609-R16
R21	LIUYIFENG_20050127.0609-R17
RM1	LIUYIFENG_20050127.0609-R1-1
RM2	LIUYIFENG_20050127.0609-R2-1
RM3	LIUYIFENG_20050127.0609-R3-1
RM6	LIUYIFENG_20050127.0609-R4-1
RM7	LIUYIFENG_20050127.0609-R4-2
RM10	LIUYIFENG_20050127.0609-R6-1
RM11	LIUYIFENG_20050127.0609-R7-1
RM12	LIUYIFENG_20050127.0609-R8-1
RM13	LIUYIFENG_20050127.0609-R9-1
RM14	LIUYIFENG_20050127.0609-R10-1
RM15	LIUYIFENG_20050127.0609-R11-1
RM16	LIUYIFENG_20050127.0609-R10-2
RM17	LIUYIFENG_20050127.0609-R3-2
RM18	LIUYIFENG_20050127.0609-R14-1
RM19	LIUYIFENG_20050127.0609-R15-1
RM20	LIUYIFENG_20050127.0609-R3-3
RM21	LIUYIFENG_20050127.0609-R3-4
V1	LIUYIFENG_20050127.0609-EV1
V2	LIUYIFENG_20050127.0609-EV2
VM1	LIUYIFENG_20050127.0609-EV1-1
VM2	LIUYIFENG_20050127.0609-EV2-1
Q1	LIUYIFENG_20050127.0609-T1
Q2	LIUYIFENG_20050127.0609-T2
Q3	LIUYIFENG_20050127.0609-T3
Q4	LIUYIFENG_20050127.0609-T4
Q5	LIUYIFENG_20050127.0609-T5
Q6	LIUYIFENG_20050127.0609-T6
Q7	LIUYIFENG_20050127.0609-T7
Q8	LIUYIFENG_20050127.0609-T8
Q9	LIUYIFENG_20050127.0609-T9
Q10	LIUYIFENG_20050127.0609-T10
Q11	LIUYIFENG_20050127.0609-T11
Q12	LIUYIFENG_20050127.0609-T12
Q13	LIUYIFENG_20050127.0609-V1
Q14	LIUYIFENG_20050127.0609-V2
QM13	LIUYIFENG_20050127.0609-V1-1
QM14	LIUYIFENG_20050127.0609-V2-1
