CE7	GLOVEBX_20041117.0650-CE1
CE8	GLOVEBX_20041117.0650-CE2
CE9	GLOVEBX_20041117.0650-CE3
CE10	GLOVEBX_20041117.0650-CE4
CE11	GLOVEBX_20041117.0650-CE5
CE12	GLOVEBX_20041117.0650-CE6
CE13	GLOVEBX_20041117.0650-CE7
CE14	GLOVEBX_20041117.0650-CE8
CE15	GLOVEBX_20041117.0650-CE9
CE16	GLOVEBX_20041117.0650-CE10
CE17	GLOVEBX_20041117.0650-CE11
CE18	GLOVEBX_20041117.0650-CE12
CE19	GLOVEBX_20041117.0650-CE13
CE20	GLOVEBX_20041117.0650-CE14
CE1	GLOVEBX_20041117.0650-CE15
CE2	GLOVEBX_20041117.0650-CE16
CE3	GLOVEBX_20041117.0650-CE17
CE4	GLOVEBX_20041117.0650-CE18
CE5	GLOVEBX_20041117.0650-CE19
CE6	GLOVEBX_20041117.0650-CE20
E7	GLOVEBX_20041117.0650-E1
E8	GLOVEBX_20041117.0650-E2
E9	GLOVEBX_20041117.0650-E3
E10	GLOVEBX_20041117.0650-E4
E11	GLOVEBX_20041117.0650-E5
E12	GLOVEBX_20041117.0650-E6
E13	GLOVEBX_20041117.0650-E7
E14	GLOVEBX_20041117.0650-E8
E15	GLOVEBX_20041117.0650-E9
E16	GLOVEBX_20041117.0650-E10
E17	GLOVEBX_20041117.0650-E11
E18	GLOVEBX_20041117.0650-E12
E19	GLOVEBX_20041117.0650-E13
E20	GLOVEBX_20041117.0650-E14
E1	GLOVEBX_20041117.0650-E15
E2	GLOVEBX_20041117.0650-E16
E3	GLOVEBX_20041117.0650-E17
E4	GLOVEBX_20041117.0650-E18
E5	GLOVEBX_20041117.0650-E19
E6	GLOVEBX_20041117.0650-E20
EM13	GLOVEBX_20041117.0650-E17-1
EM14	GLOVEBX_20041117.0650-E16-2
EM15	GLOVEBX_20041117.0650-E1-3
EM16	GLOVEBX_20041117.0650-E16-4
EM17	GLOVEBX_20041117.0650-E18-5
EM18	GLOVEBX_20041117.0650-E18-6
EM19	GLOVEBX_20041117.0650-E16-7
EM20	GLOVEBX_20041117.0650-E16-8
EM21	GLOVEBX_20041117.0650-E2-9
EM22	GLOVEBX_20041117.0650-E17-10
EM23	GLOVEBX_20041117.0650-E3-11
EM24	GLOVEBX_20041117.0650-E17-12
EM25	GLOVEBX_20041117.0650-E16-13
EM26	GLOVEBX_20041117.0650-E17-14
EM27	GLOVEBX_20041117.0650-E16-15
EM28	GLOVEBX_20041117.0650-E4-16
EM29	GLOVEBX_20041117.0650-E17-17
EM30	GLOVEBX_20041117.0650-E5-18
EM32	GLOVEBX_20041117.0650-E16-19
EM33	GLOVEBX_20041117.0650-E16-20
EM34	GLOVEBX_20041117.0650-E17-21
EM35	GLOVEBX_20041117.0650-E4-22
EM36	GLOVEBX_20041117.0650-E16-23
EM37	GLOVEBX_20041117.0650-E16-24
EM38	GLOVEBX_20041117.0650-E17-25
EM39	GLOVEBX_20041117.0650-E6-26
EM40	GLOVEBX_20041117.0650-E16-27
EM41	GLOVEBX_20041117.0650-E16-28
EM42	GLOVEBX_20041117.0650-E16-29
EM43	GLOVEBX_20041117.0650-E17-30
EM44	GLOVEBX_20041117.0650-E7-31
EM45	GLOVEBX_20041117.0650-E17-32
EM46	GLOVEBX_20041117.0650-E16-33
EM47	GLOVEBX_20041117.0650-E17-34
EM48	GLOVEBX_20041117.0650-E16-35
EM49	GLOVEBX_20041117.0650-E8-36
EM50	GLOVEBX_20041117.0650-E9-37
EM51	GLOVEBX_20041117.0650-E17-38
EM52	GLOVEBX_20041117.0650-E16-39
EM53	GLOVEBX_20041117.0650-E16-40
EM54	GLOVEBX_20041117.0650-E7-41
EM55	GLOVEBX_20041117.0650-E10-42
