CE12	fsh_29138-CE1
CE13	fsh_29138-CE2
CE14	fsh_29138-CE3
CE16	fsh_29138-CE4
CE18	fsh_29138-CE5
CE19	fsh_29138-CE6
CE20	fsh_29138-CE7
CE21	fsh_29138-CE8
CE22	fsh_29138-CE9
CE24	fsh_29138-CE10
CE25	fsh_29138-CE11
CE27	fsh_29138-CE12
CE28	fsh_29138-CE13
CE3	fsh_29138-CE14
CE29	fsh_29138-CE15
CE30	fsh_29138-CE16
CE31	fsh_29138-CE17
CE32	fsh_29138-CE18
CE33	fsh_29138-CE19
CE34	fsh_29138-CE20
CE35	fsh_29138-CE21
CE5	fsh_29138-CE22
CE36	fsh_29138-CE23
CE37	fsh_29138-CE24
CE38	fsh_29138-CE25
CE39	fsh_29138-CE26
CE23	fsh_29138-CE27
CE2	fsh_29138-CE28
CE40	fsh_29138-CE29
CE15	fsh_29138-CE30
CE41	fsh_29138-CE31
CE26	fsh_29138-CE32
CE42	fsh_29138-CE33
CE43	fsh_29138-CE34
CE45	fsh_29138-CE35
CE1	fsh_29138-CE36
CE6	fsh_29138-CE37
CE44	fsh_29138-CE38
CE4	fsh_29138-CE39
CE7	fsh_29138-CE40
CE8	fsh_29138-CE41
CE9	fsh_29138-CE42
CE10	fsh_29138-CE43
CE11	fsh_29138-CE44
CE17	fsh_29138-CE45
E12	fsh_29138-E1
E13	fsh_29138-E2
E14	fsh_29138-E3
E17	fsh_29138-E4
E19	fsh_29138-E5
E20	fsh_29138-E6
E21	fsh_29138-E7
E22	fsh_29138-E8
E23	fsh_29138-E9
E24	fsh_29138-E10
E25	fsh_29138-E11
E26	fsh_29138-E12
E27	fsh_29138-E13
E30	fsh_29138-E14
E31	fsh_29138-E15
E35	fsh_29138-E16
E36	fsh_29138-E17
E37	fsh_29138-E18
E40	fsh_29138-E19
E42	fsh_29138-E20
E43	fsh_29138-E21
E2	fsh_29138-E22
E44	fsh_29138-E23
E45	fsh_29138-E24
E48	fsh_29138-E25
E51	fsh_29138-E26
E53	fsh_29138-E27
E54	fsh_29138-E28
E55	fsh_29138-E29
E75	fsh_29138-E30
E56	fsh_29138-E31
E81	fsh_29138-E32
E59	fsh_29138-E33
E82	fsh_29138-E34
E60	fsh_29138-E35
E61	fsh_29138-E36
E84	fsh_29138-E37
E63	fsh_29138-E38
E86	fsh_29138-E39
E3	fsh_29138-E40
E67	fsh_29138-E41
E69	fsh_29138-E42
E4	fsh_29138-E43
E5	fsh_29138-E44
E6	fsh_29138-E45
E7	fsh_29138-E46
E8	fsh_29138-E47
E9	fsh_29138-E48
E10	fsh_29138-E49
E71	fsh_29138-E50
EM170	fsh_29138-E26-1
EM20	fsh_29138-E46-2
EM21	fsh_29138-E49-3
EM22	fsh_29138-E49-4
EM23	fsh_29138-E49-5
EM24	fsh_29138-E46-6
EM25	fsh_29138-E49-7
EM26	fsh_29138-E1-8
EM27	fsh_29138-E49-9
EM28	fsh_29138-E46-10
EM29	fsh_29138-E46-11
EM30	fsh_29138-E46-12
EM31	fsh_29138-E46-13
EM32	fsh_29138-E46-14
EM33	fsh_29138-E2-15
EM34	fsh_29138-E3-16
EM185	fsh_29138-E15-17
EM36	fsh_29138-E2-18
EM37	fsh_29138-E2-19
