CE30	fsh_29139-CE1
CE15	fsh_29139-CE2
CE16	fsh_29139-CE3
CE18	fsh_29139-CE4
CE17	fsh_29139-CE5
CE20	fsh_29139-CE6
CE21	fsh_29139-CE7
CE12	fsh_29139-CE8
CE6	fsh_29139-CE9
CE23	fsh_29139-CE10
CE22	fsh_29139-CE11
CE24	fsh_29139-CE12
CE25	fsh_29139-CE13
CE26	fsh_29139-CE14
CE27	fsh_29139-CE15
CE28	fsh_29139-CE16
CE29	fsh_29139-CE17
CE31	fsh_29139-CE18
CE32	fsh_29139-CE19
CE2	fsh_29139-CE20
CE14	fsh_29139-CE21
CE34	fsh_29139-CE22
CE35	fsh_29139-CE23
CE37	fsh_29139-CE24
CE11	fsh_29139-CE25
CE1	fsh_29139-CE26
CE3	fsh_29139-CE27
CE33	fsh_29139-CE28
CE36	fsh_29139-CE29
CE38	fsh_29139-CE30
CE39	fsh_29139-CE31
CE40	fsh_29139-CE32
CE41	fsh_29139-CE33
CE42	fsh_29139-CE34
CE4	fsh_29139-CE35
CE5	fsh_29139-CE36
CE7	fsh_29139-CE37
CE9	fsh_29139-CE38
CE8	fsh_29139-CE39
CE10	fsh_29139-CE40
CE13	fsh_29139-CE41
CE19	fsh_29139-CE42
E10	fsh_29139-E1
E11	fsh_29139-E2
E13	fsh_29139-E3
E14	fsh_29139-E4
E15	fsh_29139-E5
E16	fsh_29139-E6
E1	fsh_29139-E7
E18	fsh_29139-E8
E19	fsh_29139-E9
E20	fsh_29139-E10
E21	fsh_29139-E11
E22	fsh_29139-E12
E24	fsh_29139-E13
E25	fsh_29139-E14
E26	fsh_29139-E15
E27	fsh_29139-E16
E28	fsh_29139-E17
E29	fsh_29139-E18
E30	fsh_29139-E19
E31	fsh_29139-E20
E32	fsh_29139-E21
E34	fsh_29139-E22
E35	fsh_29139-E23
E36	fsh_29139-E24
E37	fsh_29139-E25
E58	fsh_29139-E26
E40	fsh_29139-E27
E55	fsh_29139-E28
E43	fsh_29139-E29
E45	fsh_29139-E30
E46	fsh_29139-E31
E47	fsh_29139-E32
E48	fsh_29139-E33
E49	fsh_29139-E34
E50	fsh_29139-E35
E51	fsh_29139-E36
E52	fsh_29139-E37
E54	fsh_29139-E38
E2	fsh_29139-E39
E3	fsh_29139-E40
E4	fsh_29139-E41
E5	fsh_29139-E42
E6	fsh_29139-E43
E8	fsh_29139-E44
E9	fsh_29139-E45
EM1	fsh_29139-E7-1
EM47	fsh_29139-E1-2
EM56	fsh_29139-E44-3
EM57	fsh_29139-E44-4
EM60	fsh_29139-E44-5
EM62	fsh_29139-E44-6
EM65	fsh_29139-E45-7
EM66	fsh_29139-E45-8
EM67	fsh_29139-E45-9
EM68	fsh_29139-E45-10
EM70	fsh_29139-E45-11
