CE9	fsh_29192-CE1
CE10	fsh_29192-CE2
CE11	fsh_29192-CE3
CE12	fsh_29192-CE4
CE16	fsh_29192-CE5
CE13	fsh_29192-CE6
CE15	fsh_29192-CE7
CE17	fsh_29192-CE8
CE18	fsh_29192-CE9
CE26	fsh_29192-CE10
CE19	fsh_29192-CE11
CE20	fsh_29192-CE12
CE21	fsh_29192-CE13
CE22	fsh_29192-CE14
CE32	fsh_29192-CE15
CE14	fsh_29192-CE16
CE23	fsh_29192-CE17
CE24	fsh_29192-CE18
CE3	fsh_29192-CE19
CE25	fsh_29192-CE20
CE27	fsh_29192-CE21
CE28	fsh_29192-CE22
CE29	fsh_29192-CE23
CE6	fsh_29192-CE24
CE33	fsh_29192-CE25
CE34	fsh_29192-CE26
CE5	fsh_29192-CE27
CE35	fsh_29192-CE28
CE36	fsh_29192-CE29
CE37	fsh_29192-CE30
CE38	fsh_29192-CE31
CE40	fsh_29192-CE32
CE39	fsh_29192-CE33
CE1	fsh_29192-CE34
CE41	fsh_29192-CE35
CE31	fsh_29192-CE36
CE30	fsh_29192-CE37
CE2	fsh_29192-CE38
CE4	fsh_29192-CE39
CE7	fsh_29192-CE40
CE8	fsh_29192-CE41
E76	fsh_29192-E1
E15	fsh_29192-E2
E77	fsh_29192-E3
E17	fsh_29192-E4
E96	fsh_29192-E5
E19	fsh_29192-E6
E80	fsh_29192-E7
E21	fsh_29192-E8
E23	fsh_29192-E9
E25	fsh_29192-E10
E26	fsh_29192-E11
E27	fsh_29192-E12
E28	fsh_29192-E13
E84	fsh_29192-E14
E31	fsh_29192-E15
E1	fsh_29192-E16
E32	fsh_29192-E17
E33	fsh_29192-E18
E104	fsh_29192-E19
E34	fsh_29192-E20
E85	fsh_29192-E21
E36	fsh_29192-E22
E37	fsh_29192-E23
E40	fsh_29192-E24
E41	fsh_29192-E25
E42	fsh_29192-E26
E105	fsh_29192-E27
E44	fsh_29192-E28
E106	fsh_29192-E29
E45	fsh_29192-E30
E46	fsh_29192-E31
E51	fsh_29192-E32
E108	fsh_29192-E33
E53	fsh_29192-E34
E55	fsh_29192-E35
E56	fsh_29192-E36
E57	fsh_29192-E37
E58	fsh_29192-E38
E59	fsh_29192-E39
E2	fsh_29192-E40
E109	fsh_29192-E41
E94	fsh_29192-E42
E61	fsh_29192-E43
E62	fsh_29192-E44
E63	fsh_29192-E45
E68	fsh_29192-E46
