CE11	AFA20001212.1000.0044-CE1
CE12	AFA20001212.1000.0044-CE2
CE13	AFA20001212.1000.0044-CE3
CE14	AFA20001212.1000.0044-CE4
CE15	AFA20001212.1000.0044-CE5
CE16	AFA20001212.1000.0044-CE6
CE17	AFA20001212.1000.0044-CE7
CE18	AFA20001212.1000.0044-CE8
CE19	AFA20001212.1000.0044-CE9
CE20	AFA20001212.1000.0044-CE10
CE21	AFA20001212.1000.0044-CE11
CE23	AFA20001212.1000.0044-CE12
CE24	AFA20001212.1000.0044-CE13
CE26	AFA20001212.1000.0044-CE14
CE1	AFA20001212.1000.0044-CE15
CE27	AFA20001212.1000.0044-CE16
CE28	AFA20001212.1000.0044-CE17
CE29	AFA20001212.1000.0044-CE18
CE30	AFA20001212.1000.0044-CE19
CE31	AFA20001212.1000.0044-CE20
CE32	AFA20001212.1000.0044-CE21
CE33	AFA20001212.1000.0044-CE22
CE34	AFA20001212.1000.0044-CE23
CE35	AFA20001212.1000.0044-CE24
CE36	AFA20001212.1000.0044-CE25
CE2	AFA20001212.1000.0044-CE26
CE3	AFA20001212.1000.0044-CE27
CE4	AFA20001212.1000.0044-CE28
CE5	AFA20001212.1000.0044-CE29
CE6	AFA20001212.1000.0044-CE30
CE7	AFA20001212.1000.0044-CE31
CE8	AFA20001212.1000.0044-CE32
CE9	AFA20001212.1000.0044-CE33
CE10	AFA20001212.1000.0044-CE34
E16	AFA20001212.1000.0044-E1
E17	AFA20001212.1000.0044-E2
E18	AFA20001212.1000.0044-E3
E19	AFA20001212.1000.0044-E4
E20	AFA20001212.1000.0044-E5
E21	AFA20001212.1000.0044-E6
E22	AFA20001212.1000.0044-E7
E23	AFA20001212.1000.0044-E8
E24	AFA20001212.1000.0044-E9
E25	AFA20001212.1000.0044-E10
E26	AFA20001212.1000.0044-E11
E27	AFA20001212.1000.0044-E12
E28	AFA20001212.1000.0044-E13
E29	AFA20001212.1000.0044-E14
E30	AFA20001212.1000.0044-E15
E31	AFA20001212.1000.0044-E16
E1	AFA20001212.1000.0044-E17
E33	AFA20001212.1000.0044-E18
E34	AFA20001212.1000.0044-E19
E35	AFA20001212.1000.0044-E20
E36	AFA20001212.1000.0044-E21
E37	AFA20001212.1000.0044-E22
E38	AFA20001212.1000.0044-E23
E40	AFA20001212.1000.0044-E24
E41	AFA20001212.1000.0044-E25
E42	AFA20001212.1000.0044-E26
E43	AFA20001212.1000.0044-E27
E44	AFA20001212.1000.0044-E28
E45	AFA20001212.1000.0044-E29
E46	AFA20001212.1000.0044-E30
E47	AFA20001212.1000.0044-E31
E48	AFA20001212.1000.0044-E32
E49	AFA20001212.1000.0044-E33
E50	AFA20001212.1000.0044-E34
E51	AFA20001212.1000.0044-E35
E52	AFA20001212.1000.0044-E36
E53	AFA20001212.1000.0044-E37
E54	AFA20001212.1000.0044-E38
E55	AFA20001212.1000.0044-E39
E57	AFA20001212.1000.0044-E40
E2	AFA20001212.1000.0044-E41
E3	AFA20001212.1000.0044-E42
E4	AFA20001212.1000.0044-E43
E5	AFA20001212.1000.0044-E44
E6	AFA20001212.1000.0044-E45
E7	AFA20001212.1000.0044-E46
E8	AFA20001212.1000.0044-E47
E9	AFA20001212.1000.0044-E48
E10	AFA20001212.1000.0044-E49
E11	AFA20001212.1000.0044-E50
E12	AFA20001212.1000.0044-E51
E13	AFA20001212.1000.0044-E52
E14	AFA20001212.1000.0044-E53
EM1	AFA20001212.1000.0044-E17-1
EM18	AFA20001212.1000.0044-E2-2
EM19	AFA20001212.1000.0044-E53-3
EM20	AFA20001212.1000.0044-E2-4
EM21	AFA20001212.1000.0044-E53-5
EM22	AFA20001212.1000.0044-E42-6
EM23	AFA20001212.1000.0044-E3-7
EM24	AFA20001212.1000.0044-E44-8
EM25	AFA20001212.1000.0044-E44-9
EM26	AFA20001212.1000.0044-E47-10
EM27	AFA20001212.1000.0044-E4-11
EM28	AFA20001212.1000.0044-E47-12
EM29	AFA20001212.1000.0044-E44-13
EM30	AFA20001212.1000.0044-E47-14
EM31	AFA20001212.1000.0044-E47-15
EM32	AFA20001212.1000.0044-E50-16
EM33	AFA20001212.1000.0044-E50-17
EM34	AFA20001212.1000.0044-E50-18
EM35	AFA20001212.1000.0044-E5-19
EM36	AFA20001212.1000.0044-E6-20
EM37	AFA20001212.1000.0044-E5-21
EM38	AFA20001212.1000.0044-E7-22
EM39	AFA20001212.1000.0044-E8-23
EM40	AFA20001212.1000.0044-E8-24
EM41	AFA20001212.1000.0044-E9-25
EM42	AFA20001212.1000.0044-E10-26
EM43	AFA20001212.1000.0044-E11-27
EM44	AFA20001212.1000.0044-E2-28
EM45	AFA20001212.1000.0044-E50-29
EM46	AFA20001212.1000.0044-E50-30
EM47	AFA20001212.1000.0044-E50-31
EM48	AFA20001212.1000.0044-E12-32
EM49	AFA20001212.1000.0044-E47-33
EM50	AFA20001212.1000.0044-E51-34
EM51	AFA20001212.1000.0044-E2-35
EM52	AFA20001212.1000.0044-E53-36
EM53	AFA20001212.1000.0044-E13-37
EM54	AFA20001212.1000.0044-E14-38
EM55	AFA20001212.1000.0044-E51-39
EM56	AFA20001212.1000.0044-E51-40
EM57	AFA20001212.1000.0044-E15-41
EM58	AFA20001212.1000.0044-E50-42
EM59	AFA20001212.1000.0044-E16-43
EM115	AFA20001212.1000.0044-E45-44
EM77	AFA20001212.1000.0044-E48-45
EM61	AFA20001212.1000.0044-E42-46
EM62	AFA20001212.1000.0044-E47-47
EM63	AFA20001212.1000.0044-E18-48
EM64	AFA20001212.1000.0044-E47-49
EM65	AFA20001212.1000.0044-E11-50
EM66	AFA20001212.1000.0044-E47-51
EM67	AFA20001212.1000.0044-E19-52
EM68	AFA20001212.1000.0044-E19-53
