CE12	ALH20001028.1300.0072-CE1
CE13	ALH20001028.1300.0072-CE2
CE14	ALH20001028.1300.0072-CE3
CE15	ALH20001028.1300.0072-CE4
CE16	ALH20001028.1300.0072-CE5
CE17	ALH20001028.1300.0072-CE6
CE18	ALH20001028.1300.0072-CE7
CE19	ALH20001028.1300.0072-CE8
CE20	ALH20001028.1300.0072-CE9
CE21	ALH20001028.1300.0072-CE10
CE1	ALH20001028.1300.0072-CE11
CE2	ALH20001028.1300.0072-CE12
CE3	ALH20001028.1300.0072-CE13
CE4	ALH20001028.1300.0072-CE14
CE5	ALH20001028.1300.0072-CE15
CE6	ALH20001028.1300.0072-CE16
CE8	ALH20001028.1300.0072-CE17
CE9	ALH20001028.1300.0072-CE18
CE11	ALH20001028.1300.0072-CE19
E12	ALH20001028.1300.0072-E1
E13	ALH20001028.1300.0072-E2
E14	ALH20001028.1300.0072-E3
E15	ALH20001028.1300.0072-E4
E16	ALH20001028.1300.0072-E5
E17	ALH20001028.1300.0072-E6
E18	ALH20001028.1300.0072-E7
E19	ALH20001028.1300.0072-E8
E20	ALH20001028.1300.0072-E9
E21	ALH20001028.1300.0072-E10
E1	ALH20001028.1300.0072-E11
E2	ALH20001028.1300.0072-E12
E3	ALH20001028.1300.0072-E13
E4	ALH20001028.1300.0072-E14
E5	ALH20001028.1300.0072-E15
E6	ALH20001028.1300.0072-E16
E8	ALH20001028.1300.0072-E17
E9	ALH20001028.1300.0072-E18
E11	ALH20001028.1300.0072-E19
EM1	ALH20001028.1300.0072-E11-1
EM20	ALH20001028.1300.0072-E13-2
EM21	ALH20001028.1300.0072-E2-3
EM22	ALH20001028.1300.0072-E3-4
EM23	ALH20001028.1300.0072-E4-5
EM24	ALH20001028.1300.0072-E5-6
EM25	ALH20001028.1300.0072-E5-7
EM26	ALH20001028.1300.0072-E6-8
EM29	ALH20001028.1300.0072-E7-9
EM30	ALH20001028.1300.0072-E7-10
EM31	ALH20001028.1300.0072-E8-11
EM32	ALH20001028.1300.0072-E9-12
EM33	ALH20001028.1300.0072-E13-13
EM34	ALH20001028.1300.0072-E10-14
EM35	ALH20001028.1300.0072-E14-15
EM36	ALH20001028.1300.0072-E13-16
EM2	ALH20001028.1300.0072-E11-17
EM3	ALH20001028.1300.0072-E12-18
EM4	ALH20001028.1300.0072-E11-19
EM5	ALH20001028.1300.0072-E13-20
EM6	ALH20001028.1300.0072-E14-21
EM7	ALH20001028.1300.0072-E15-22
EM8	ALH20001028.1300.0072-E15-23
EM9	ALH20001028.1300.0072-E16-24
EM10	ALH20001028.1300.0072-E16-25
EM11	ALH20001028.1300.0072-E17-26
EM12	ALH20001028.1300.0072-E17-27
EM13	ALH20001028.1300.0072-E17-28
EM14	ALH20001028.1300.0072-E13-29
EM15	ALH20001028.1300.0072-E18-30
EM17	ALH20001028.1300.0072-E19-31
EM18	ALH20001028.1300.0072-E19-32
EM19	ALH20001028.1300.0072-E1-33
R1	ALH20001028.1300.0072-R1
R2	ALH20001028.1300.0072-R2
R3	ALH20001028.1300.0072-R3
R4	ALH20001028.1300.0072-R4
RM1	ALH20001028.1300.0072-R1-1
RM2	ALH20001028.1300.0072-R2-1
RM3	ALH20001028.1300.0072-R3-1
RM4	ALH20001028.1300.0072-R4-1
V1	ALH20001028.1300.0072-EV1
VM1	ALH20001028.1300.0072-EV1-1
Q1	ALH20001028.1300.0072-T1
Q2	ALH20001028.1300.0072-T2
Q3	ALH20001028.1300.0072-V1
Q4	ALH20001028.1300.0072-V2
Q5	ALH20001028.1300.0072-V3
Q6	ALH20001028.1300.0072-V4
QM3	ALH20001028.1300.0072-V1-1
QM4	ALH20001028.1300.0072-V2-1
QM5	ALH20001028.1300.0072-V3-1
QM6	ALH20001028.1300.0072-V4-1
