CE9	ALH20001123.0700.0014-CE1
CE10	ALH20001123.0700.0014-CE2
CE11	ALH20001123.0700.0014-CE3
CE12	ALH20001123.0700.0014-CE4
CE13	ALH20001123.0700.0014-CE5
CE14	ALH20001123.0700.0014-CE6
CE15	ALH20001123.0700.0014-CE7
CE16	ALH20001123.0700.0014-CE8
CE18	ALH20001123.0700.0014-CE9
CE19	ALH20001123.0700.0014-CE10
CE20	ALH20001123.0700.0014-CE11
CE21	ALH20001123.0700.0014-CE12
CE22	ALH20001123.0700.0014-CE13
CE23	ALH20001123.0700.0014-CE14
CE24	ALH20001123.0700.0014-CE15
CE25	ALH20001123.0700.0014-CE16
CE26	ALH20001123.0700.0014-CE17
CE27	ALH20001123.0700.0014-CE18
CE28	ALH20001123.0700.0014-CE19
CE29	ALH20001123.0700.0014-CE20
CE30	ALH20001123.0700.0014-CE21
CE31	ALH20001123.0700.0014-CE22
CE32	ALH20001123.0700.0014-CE23
CE1	ALH20001123.0700.0014-CE24
CE33	ALH20001123.0700.0014-CE25
CE34	ALH20001123.0700.0014-CE26
CE35	ALH20001123.0700.0014-CE27
CE36	ALH20001123.0700.0014-CE28
CE37	ALH20001123.0700.0014-CE29
CE38	ALH20001123.0700.0014-CE30
CE39	ALH20001123.0700.0014-CE31
CE40	ALH20001123.0700.0014-CE32
CE41	ALH20001123.0700.0014-CE33
CE42	ALH20001123.0700.0014-CE34
CE43	ALH20001123.0700.0014-CE35
CE44	ALH20001123.0700.0014-CE36
CE45	ALH20001123.0700.0014-CE37
CE46	ALH20001123.0700.0014-CE38
CE2	ALH20001123.0700.0014-CE39
CE3	ALH20001123.0700.0014-CE40
CE4	ALH20001123.0700.0014-CE41
CE5	ALH20001123.0700.0014-CE42
CE6	ALH20001123.0700.0014-CE43
CE7	ALH20001123.0700.0014-CE44
CE8	ALH20001123.0700.0014-CE45
E13	ALH20001123.0700.0014-E1
E14	ALH20001123.0700.0014-E2
E15	ALH20001123.0700.0014-E3
E16	ALH20001123.0700.0014-E4
E18	ALH20001123.0700.0014-E5
E19	ALH20001123.0700.0014-E6
