CE13	AFA20001018.0000.0006-CE1
CE14	AFA20001018.0000.0006-CE2
CE15	AFA20001018.0000.0006-CE3
CE16	AFA20001018.0000.0006-CE4
CE17	AFA20001018.0000.0006-CE5
CE18	AFA20001018.0000.0006-CE6
CE19	AFA20001018.0000.0006-CE7
CE20	AFA20001018.0000.0006-CE8
CE21	AFA20001018.0000.0006-CE9
CE22	AFA20001018.0000.0006-CE10
CE23	AFA20001018.0000.0006-CE11
CE1	AFA20001018.0000.0006-CE12
CE2	AFA20001018.0000.0006-CE13
CE3	AFA20001018.0000.0006-CE14
CE4	AFA20001018.0000.0006-CE15
CE5	AFA20001018.0000.0006-CE16
CE7	AFA20001018.0000.0006-CE17
CE8	AFA20001018.0000.0006-CE18
CE9	AFA20001018.0000.0006-CE19
CE10	AFA20001018.0000.0006-CE20
CE11	AFA20001018.0000.0006-CE21
E16	AFA20001018.0000.0006-E1
E17	AFA20001018.0000.0006-E2
E18	AFA20001018.0000.0006-E3
E19	AFA20001018.0000.0006-E4
E20	AFA20001018.0000.0006-E5
E21	AFA20001018.0000.0006-E6
E22	AFA20001018.0000.0006-E7
E23	AFA20001018.0000.0006-E8
E24	AFA20001018.0000.0006-E9
E25	AFA20001018.0000.0006-E10
E26	AFA20001018.0000.0006-E11
E28	AFA20001018.0000.0006-E12
E1	AFA20001018.0000.0006-E13
E33	AFA20001018.0000.0006-E14
E31	AFA20001018.0000.0006-E15
E2	AFA20001018.0000.0006-E16
E3	AFA20001018.0000.0006-E17
E4	AFA20001018.0000.0006-E18
E5	AFA20001018.0000.0006-E19
E9	AFA20001018.0000.0006-E20
E10	AFA20001018.0000.0006-E21
E11	AFA20001018.0000.0006-E22
E13	AFA20001018.0000.0006-E23
E14	AFA20001018.0000.0006-E24
EM1	AFA20001018.0000.0006-E13-1
EM19	AFA20001018.0000.0006-E24-2
EM20	AFA20001018.0000.0006-E24-3
EM21	AFA20001018.0000.0006-E24-4
EM22	AFA20001018.0000.0006-E2-5
EM23	AFA20001018.0000.0006-E18-6
EM24	AFA20001018.0000.0006-E22-7
EM25	AFA20001018.0000.0006-E3-8
EM26	AFA20001018.0000.0006-E4-9
EM27	AFA20001018.0000.0006-E3-10
EM28	AFA20001018.0000.0006-E22-11
EM29	AFA20001018.0000.0006-E22-12
EM30	AFA20001018.0000.0006-E5-13
EM31	AFA20001018.0000.0006-E6-14
EM32	AFA20001018.0000.0006-E7-15
EM34	AFA20001018.0000.0006-E8-16
EM35	AFA20001018.0000.0006-E9-17
EM36	AFA20001018.0000.0006-E8-18
EM37	AFA20001018.0000.0006-E10-19
EM38	AFA20001018.0000.0006-E22-20
EM39	AFA20001018.0000.0006-E22-21
EM40	AFA20001018.0000.0006-E22-22
EM41	AFA20001018.0000.0006-E22-23
EM42	AFA20001018.0000.0006-E11-24
EM45	AFA20001018.0000.0006-E22-25
EM66	AFA20001018.0000.0006-E11-26
EM68	AFA20001018.0000.0006-E11-27
EM51	AFA20001018.0000.0006-E12-28
EM52	AFA20001018.0000.0006-E11-29
EM53	AFA20001018.0000.0006-E19-30
EM54	AFA20001018.0000.0006-E22-31
EM56	AFA20001018.0000.0006-E11-32
EM57	AFA20001018.0000.0006-E12-33
EM58	AFA20001018.0000.0006-E22-34
EM59	AFA20001018.0000.0006-E22-35
EM50	AFA20001018.0000.0006-E14-36
EM61	AFA20001018.0000.0006-E24-37
