CE8	ANN20001013.0900.0052-CE1
CE9	ANN20001013.0900.0052-CE2
CE10	ANN20001013.0900.0052-CE3
CE11	ANN20001013.0900.0052-CE4
CE1	ANN20001013.0900.0052-CE5
CE2	ANN20001013.0900.0052-CE6
CE3	ANN20001013.0900.0052-CE7
CE4	ANN20001013.0900.0052-CE8
CE5	ANN20001013.0900.0052-CE9
CE6	ANN20001013.0900.0052-CE10
CE7	ANN20001013.0900.0052-CE11
E13	ANN20001013.0900.0052-E1
E14	ANN20001013.0900.0052-E2
E15	ANN20001013.0900.0052-E3
E1	ANN20001013.0900.0052-E4
E2	ANN20001013.0900.0052-E5
E3	ANN20001013.0900.0052-E6
E4	ANN20001013.0900.0052-E7
E5	ANN20001013.0900.0052-E8
E6	ANN20001013.0900.0052-E9
E7	ANN20001013.0900.0052-E10
E8	ANN20001013.0900.0052-E11
E9	ANN20001013.0900.0052-E12
E10	ANN20001013.0900.0052-E13
E11	ANN20001013.0900.0052-E14
E12	ANN20001013.0900.0052-E15
EM1	ANN20001013.0900.0052-E4-1
EM22	ANN20001013.0900.0052-E15-2
EM23	ANN20001013.0900.0052-E14-3
EM24	ANN20001013.0900.0052-E1-4
EM25	ANN20001013.0900.0052-E7-5
EM26	ANN20001013.0900.0052-E11-6
EM27	ANN20001013.0900.0052-E5-7
EM28	ANN20001013.0900.0052-E7-8
EM29	ANN20001013.0900.0052-E7-9
EM30	ANN20001013.0900.0052-E7-10
EM31	ANN20001013.0900.0052-E7-11
EM32	ANN20001013.0900.0052-E2-12
EM33	ANN20001013.0900.0052-E3-13
EM2	ANN20001013.0900.0052-E6-14
EM3	ANN20001013.0900.0052-E5-15
EM4	ANN20001013.0900.0052-E7-16
EM5	ANN20001013.0900.0052-E8-17
EM6	ANN20001013.0900.0052-E9-18
EM7	ANN20001013.0900.0052-E7-19
EM8	ANN20001013.0900.0052-E10-20
EM9	ANN20001013.0900.0052-E7-21
EM11	ANN20001013.0900.0052-E11-22
EM12	ANN20001013.0900.0052-E11-23
EM13	ANN20001013.0900.0052-E12-24
EM14	ANN20001013.0900.0052-E13-25
EM15	ANN20001013.0900.0052-E7-26
EM17	ANN20001013.0900.0052-E14-27
EM19	ANN20001013.0900.0052-E14-28
EM20	ANN20001013.0900.0052-E14-29
EM21	ANN20001013.0900.0052-E15-30
R1	ANN20001013.0900.0052-R1
R2	ANN20001013.0900.0052-R2
R3	ANN20001013.0900.0052-R3
R4	ANN20001013.0900.0052-R4
R5	ANN20001013.0900.0052-R5
RM1	ANN20001013.0900.0052-R1-1
RM2	ANN20001013.0900.0052-R2-1
RM3	ANN20001013.0900.0052-R3-1
RM4	ANN20001013.0900.0052-R4-1
RM5	ANN20001013.0900.0052-R5-1
V1	ANN20001013.0900.0052-EV1
V2	ANN20001013.0900.0052-EV2
V3	ANN20001013.0900.0052-EV3
V4	ANN20001013.0900.0052-EV4
V5	ANN20001013.0900.0052-EV5
VM1	ANN20001013.0900.0052-EV1-1
VM2	ANN20001013.0900.0052-EV2-1
VM3	ANN20001013.0900.0052-EV3-1
VM4	ANN20001013.0900.0052-EV4-1
VM5	ANN20001013.0900.0052-EV5-1
Q1	ANN20001013.0900.0052-T1
Q3	ANN20001013.0900.0052-T2
Q4	ANN20001013.0900.0052-T3
Q5	ANN20001013.0900.0052-T4
Q6	ANN20001013.0900.0052-V1
Q7	ANN20001013.0900.0052-V2
Q8	ANN20001013.0900.0052-T5
Q10	ANN20001013.0900.0052-T6
Q11	ANN20001013.0900.0052-T7
QM6	ANN20001013.0900.0052-V1-1
QM7	ANN20001013.0900.0052-V2-1
