CE11	AFA20001208.1000.0032-CE1
CE12	AFA20001208.1000.0032-CE2
CE13	AFA20001208.1000.0032-CE3
CE14	AFA20001208.1000.0032-CE4
CE15	AFA20001208.1000.0032-CE5
CE16	AFA20001208.1000.0032-CE6
CE17	AFA20001208.1000.0032-CE7
CE18	AFA20001208.1000.0032-CE8
CE19	AFA20001208.1000.0032-CE9
CE20	AFA20001208.1000.0032-CE10
CE21	AFA20001208.1000.0032-CE11
CE22	AFA20001208.1000.0032-CE12
CE23	AFA20001208.1000.0032-CE13
CE24	AFA20001208.1000.0032-CE14
CE25	AFA20001208.1000.0032-CE15
CE26	AFA20001208.1000.0032-CE16
CE27	AFA20001208.1000.0032-CE17
CE28	AFA20001208.1000.0032-CE18
CE29	AFA20001208.1000.0032-CE19
CE30	AFA20001208.1000.0032-CE20
CE31	AFA20001208.1000.0032-CE21
CE33	AFA20001208.1000.0032-CE22
CE34	AFA20001208.1000.0032-CE23
CE35	AFA20001208.1000.0032-CE24
CE36	AFA20001208.1000.0032-CE25
CE37	AFA20001208.1000.0032-CE26
CE38	AFA20001208.1000.0032-CE27
CE39	AFA20001208.1000.0032-CE28
CE40	AFA20001208.1000.0032-CE29
CE41	AFA20001208.1000.0032-CE30
CE42	AFA20001208.1000.0032-CE31
CE43	AFA20001208.1000.0032-CE32
CE45	AFA20001208.1000.0032-CE33
CE46	AFA20001208.1000.0032-CE34
CE47	AFA20001208.1000.0032-CE35
CE48	AFA20001208.1000.0032-CE36
CE49	AFA20001208.1000.0032-CE37
CE50	AFA20001208.1000.0032-CE38
CE51	AFA20001208.1000.0032-CE39
CE52	AFA20001208.1000.0032-CE40
CE53	AFA20001208.1000.0032-CE41
CE54	AFA20001208.1000.0032-CE42
CE55	AFA20001208.1000.0032-CE43
CE56	AFA20001208.1000.0032-CE44
CE57	AFA20001208.1000.0032-CE45
CE58	AFA20001208.1000.0032-CE46
CE59	AFA20001208.1000.0032-CE47
CE60	AFA20001208.1000.0032-CE48
CE61	AFA20001208.1000.0032-CE49
CE62	AFA20001208.1000.0032-CE50
CE63	AFA20001208.1000.0032-CE51
CE64	AFA20001208.1000.0032-CE52
CE65	AFA20001208.1000.0032-CE53
CE67	AFA20001208.1000.0032-CE54
CE68	AFA20001208.1000.0032-CE55
CE69	AFA20001208.1000.0032-CE56
CE70	AFA20001208.1000.0032-CE57
CE71	AFA20001208.1000.0032-CE58
CE72	AFA20001208.1000.0032-CE59
CE73	AFA20001208.1000.0032-CE60
CE74	AFA20001208.1000.0032-CE61
CE75	AFA20001208.1000.0032-CE62
CE76	AFA20001208.1000.0032-CE63
CE77	AFA20001208.1000.0032-CE64
CE78	AFA20001208.1000.0032-CE65
CE79	AFA20001208.1000.0032-CE66
CE80	AFA20001208.1000.0032-CE67
CE81	AFA20001208.1000.0032-CE68
CE82	AFA20001208.1000.0032-CE69
CE83	AFA20001208.1000.0032-CE70
CE84	AFA20001208.1000.0032-CE71
CE85	AFA20001208.1000.0032-CE72
CE86	AFA20001208.1000.0032-CE73
CE87	AFA20001208.1000.0032-CE74
CE88	AFA20001208.1000.0032-CE75
CE1	AFA20001208.1000.0032-CE76
CE89	AFA20001208.1000.0032-CE77
CE90	AFA20001208.1000.0032-CE78
CE91	AFA20001208.1000.0032-CE79
CE92	AFA20001208.1000.0032-CE80
CE93	AFA20001208.1000.0032-CE81
CE94	AFA20001208.1000.0032-CE82
CE95	AFA20001208.1000.0032-CE83
CE96	AFA20001208.1000.0032-CE84
CE97	AFA20001208.1000.0032-CE85
CE98	AFA20001208.1000.0032-CE86
