CE10	ANN20001023.0300.0019-CE1
CE11	ANN20001023.0300.0019-CE2
CE12	ANN20001023.0300.0019-CE3
CE13	ANN20001023.0300.0019-CE4
CE14	ANN20001023.0300.0019-CE5
CE15	ANN20001023.0300.0019-CE6
CE16	ANN20001023.0300.0019-CE7
CE17	ANN20001023.0300.0019-CE8
CE18	ANN20001023.0300.0019-CE9
CE19	ANN20001023.0300.0019-CE10
CE20	ANN20001023.0300.0019-CE11
CE21	ANN20001023.0300.0019-CE12
CE45	ANN20001023.0300.0019-CE13
CE22	ANN20001023.0300.0019-CE14
CE23	ANN20001023.0300.0019-CE15
CE24	ANN20001023.0300.0019-CE16
CE25	ANN20001023.0300.0019-CE17
CE26	ANN20001023.0300.0019-CE18
CE27	ANN20001023.0300.0019-CE19
CE28	ANN20001023.0300.0019-CE20
CE30	ANN20001023.0300.0019-CE21
CE1	ANN20001023.0300.0019-CE22
CE31	ANN20001023.0300.0019-CE23
CE32	ANN20001023.0300.0019-CE24
CE33	ANN20001023.0300.0019-CE25
CE34	ANN20001023.0300.0019-CE26
CE35	ANN20001023.0300.0019-CE27
CE36	ANN20001023.0300.0019-CE28
CE37	ANN20001023.0300.0019-CE29
CE46	ANN20001023.0300.0019-CE30
CE39	ANN20001023.0300.0019-CE31
CE40	ANN20001023.0300.0019-CE32
CE41	ANN20001023.0300.0019-CE33
CE42	ANN20001023.0300.0019-CE34
CE43	ANN20001023.0300.0019-CE35
CE44	ANN20001023.0300.0019-CE36
CE47	ANN20001023.0300.0019-CE37
CE48	ANN20001023.0300.0019-CE38
CE49	ANN20001023.0300.0019-CE39
CE50	ANN20001023.0300.0019-CE40
CE51	ANN20001023.0300.0019-CE41
CE52	ANN20001023.0300.0019-CE42
CE53	ANN20001023.0300.0019-CE43
CE2	ANN20001023.0300.0019-CE44
CE3	ANN20001023.0300.0019-CE45
CE4	ANN20001023.0300.0019-CE46
CE5	ANN20001023.0300.0019-CE47
CE6	ANN20001023.0300.0019-CE48
CE7	ANN20001023.0300.0019-CE49
CE8	ANN20001023.0300.0019-CE50
CE9	ANN20001023.0300.0019-CE51
E12	ANN20001023.0300.0019-E1
E13	ANN20001023.0300.0019-E2
E50	ANN20001023.0300.0019-E3
E14	ANN20001023.0300.0019-E4
E15	ANN20001023.0300.0019-E5
E16	ANN20001023.0300.0019-E6
E17	ANN20001023.0300.0019-E7
E18	ANN20001023.0300.0019-E8
E19	ANN20001023.0300.0019-E9
E20	ANN20001023.0300.0019-E10
E21	ANN20001023.0300.0019-E11
E22	ANN20001023.0300.0019-E12
E23	ANN20001023.0300.0019-E13
E24	ANN20001023.0300.0019-E14
E25	ANN20001023.0300.0019-E15
E26	ANN20001023.0300.0019-E16
E27	ANN20001023.0300.0019-E17
E28	ANN20001023.0300.0019-E18
E29	ANN20001023.0300.0019-E19
E30	ANN20001023.0300.0019-E20
E31	ANN20001023.0300.0019-E21
E32	ANN20001023.0300.0019-E22
E1	ANN20001023.0300.0019-E23
E33	ANN20001023.0300.0019-E24
E35	ANN20001023.0300.0019-E25
E36	ANN20001023.0300.0019-E26
E51	ANN20001023.0300.0019-E27
E37	ANN20001023.0300.0019-E28
E38	ANN20001023.0300.0019-E29
E39	ANN20001023.0300.0019-E30
E40	ANN20001023.0300.0019-E31
E41	ANN20001023.0300.0019-E32
E42	ANN20001023.0300.0019-E33
E44	ANN20001023.0300.0019-E34
E45	ANN20001023.0300.0019-E35
