CE11	ALH20001017.0700.0030-CE1
CE12	ALH20001017.0700.0030-CE2
CE62	ALH20001017.0700.0030-CE3
CE63	ALH20001017.0700.0030-CE4
CE15	ALH20001017.0700.0030-CE5
CE17	ALH20001017.0700.0030-CE6
CE18	ALH20001017.0700.0030-CE7
CE19	ALH20001017.0700.0030-CE8
CE20	ALH20001017.0700.0030-CE9
CE65	ALH20001017.0700.0030-CE10
CE21	ALH20001017.0700.0030-CE11
CE23	ALH20001017.0700.0030-CE12
CE24	ALH20001017.0700.0030-CE13
CE25	ALH20001017.0700.0030-CE14
CE67	ALH20001017.0700.0030-CE15
CE26	ALH20001017.0700.0030-CE16
CE27	ALH20001017.0700.0030-CE17
CE29	ALH20001017.0700.0030-CE18
CE1	ALH20001017.0700.0030-CE19
CE30	ALH20001017.0700.0030-CE20
CE32	ALH20001017.0700.0030-CE21
CE33	ALH20001017.0700.0030-CE22
CE34	ALH20001017.0700.0030-CE23
CE66	ALH20001017.0700.0030-CE24
CE36	ALH20001017.0700.0030-CE25
CE37	ALH20001017.0700.0030-CE26
CE38	ALH20001017.0700.0030-CE27
CE39	ALH20001017.0700.0030-CE28
CE40	ALH20001017.0700.0030-CE29
CE41	ALH20001017.0700.0030-CE30
CE42	ALH20001017.0700.0030-CE31
CE43	ALH20001017.0700.0030-CE32
CE44	ALH20001017.0700.0030-CE33
CE46	ALH20001017.0700.0030-CE34
CE47	ALH20001017.0700.0030-CE35
CE48	ALH20001017.0700.0030-CE36
CE49	ALH20001017.0700.0030-CE37
CE50	ALH20001017.0700.0030-CE38
CE52	ALH20001017.0700.0030-CE39
CE2	ALH20001017.0700.0030-CE40
CE53	ALH20001017.0700.0030-CE41
CE54	ALH20001017.0700.0030-CE42
CE57	ALH20001017.0700.0030-CE43
CE58	ALH20001017.0700.0030-CE44
CE59	ALH20001017.0700.0030-CE45
CE60	ALH20001017.0700.0030-CE46
CE3	ALH20001017.0700.0030-CE47
CE4	ALH20001017.0700.0030-CE48
CE5	ALH20001017.0700.0030-CE49
CE6	ALH20001017.0700.0030-CE50
CE7	ALH20001017.0700.0030-CE51
CE8	ALH20001017.0700.0030-CE52
CE9	ALH20001017.0700.0030-CE53
CE61	ALH20001017.0700.0030-CE54
CE10	ALH20001017.0700.0030-CE55
E16	ALH20001017.0700.0030-E1
E17	ALH20001017.0700.0030-E2
E93	ALH20001017.0700.0030-E3
E94	ALH20001017.0700.0030-E4
E20	ALH20001017.0700.0030-E5
E23	ALH20001017.0700.0030-E6
E24	ALH20001017.0700.0030-E7
E25	ALH20001017.0700.0030-E8
E26	ALH20001017.0700.0030-E9
E96	ALH20001017.0700.0030-E10
E28	ALH20001017.0700.0030-E11
E29	ALH20001017.0700.0030-E12
E31	ALH20001017.0700.0030-E13
E32	ALH20001017.0700.0030-E14
E33	ALH20001017.0700.0030-E15
E1	ALH20001017.0700.0030-E16
E34	ALH20001017.0700.0030-E17
E99	ALH20001017.0700.0030-E18
E35	ALH20001017.0700.0030-E19
E36	ALH20001017.0700.0030-E20
E38	ALH20001017.0700.0030-E21
E41	ALH20001017.0700.0030-E22
E42	ALH20001017.0700.0030-E23
E43	ALH20001017.0700.0030-E24
E45	ALH20001017.0700.0030-E25
E46	ALH20001017.0700.0030-E26
E47	ALH20001017.0700.0030-E27
E48	ALH20001017.0700.0030-E28
E49	ALH20001017.0700.0030-E29
E50	ALH20001017.0700.0030-E30
E51	ALH20001017.0700.0030-E31
E97	ALH20001017.0700.0030-E32
E53	ALH20001017.0700.0030-E33
E54	ALH20001017.0700.0030-E34
E55	ALH20001017.0700.0030-E35
E56	ALH20001017.0700.0030-E36
E57	ALH20001017.0700.0030-E37
E58	ALH20001017.0700.0030-E38
E59	ALH20001017.0700.0030-E39
E60	ALH20001017.0700.0030-E40
E61	ALH20001017.0700.0030-E41
E62	ALH20001017.0700.0030-E42
E64	ALH20001017.0700.0030-E43
E65	ALH20001017.0700.0030-E44
E2	ALH20001017.0700.0030-E45
E66	ALH20001017.0700.0030-E46
E67	ALH20001017.0700.0030-E47
E68	ALH20001017.0700.0030-E48
E69	ALH20001017.0700.0030-E49
E71	ALH20001017.0700.0030-E50
E72	ALH20001017.0700.0030-E51
E73	ALH20001017.0700.0030-E52
E100	ALH20001017.0700.0030-E53
E76	ALH20001017.0700.0030-E54
E78	ALH20001017.0700.0030-E55
E79	ALH20001017.0700.0030-E56
E82	ALH20001017.0700.0030-E57
E83	ALH20001017.0700.0030-E58
E84	ALH20001017.0700.0030-E59
E85	ALH20001017.0700.0030-E60
E86	ALH20001017.0700.0030-E61
E87	ALH20001017.0700.0030-E62
E88	ALH20001017.0700.0030-E63
E89	ALH20001017.0700.0030-E64
E90	ALH20001017.0700.0030-E65
E91	ALH20001017.0700.0030-E66
E3	ALH20001017.0700.0030-E67
E5	ALH20001017.0700.0030-E68
E6	ALH20001017.0700.0030-E69
E7	ALH20001017.0700.0030-E70
E8	ALH20001017.0700.0030-E71
E9	ALH20001017.0700.0030-E72
E10	ALH20001017.0700.0030-E73
E11	ALH20001017.0700.0030-E74
E12	ALH20001017.0700.0030-E75
E13	ALH20001017.0700.0030-E76
E14	ALH20001017.0700.0030-E77
E92	ALH20001017.0700.0030-E78
E15	ALH20001017.0700.0030-E79
EM1	ALH20001017.0700.0030-E16-1
EM20	ALH20001017.0700.0030-E69-2
EM21	ALH20001017.0700.0030-E69-3
EM24	ALH20001017.0700.0030-E2-4
EM25	ALH20001017.0700.0030-E2-5
EM26	ALH20001017.0700.0030-E2-6
EM27	ALH20001017.0700.0030-E2-7
EM28	ALH20001017.0700.0030-E2-8
EM212	ALH20001017.0700.0030-E25-9
EM213	ALH20001017.0700.0030-E75-10
EM214	ALH20001017.0700.0030-E44-11
EM215	ALH20001017.0700.0030-E3-12
EM216	ALH20001017.0700.0030-E4-13
EM177	ALH20001017.0700.0030-E18-14
EM217	ALH20001017.0700.0030-E4-15
EM34	ALH20001017.0700.0030-E5-16
EM35	ALH20001017.0700.0030-E79-17
EM36	ALH20001017.0700.0030-E79-18
EM218	ALH20001017.0700.0030-E10-19
EM37	ALH20001017.0700.0030-E6-20
EM38	ALH20001017.0700.0030-E1-21
EM39	ALH20001017.0700.0030-E70-22
EM40	ALH20001017.0700.0030-E79-23
EM42	ALH20001017.0700.0030-E69-24
EM43	ALH20001017.0700.0030-E5-25
EM44	ALH20001017.0700.0030-E7-26
EM45	ALH20001017.0700.0030-E70-27
EM46	ALH20001017.0700.0030-E1-28
EM47	ALH20001017.0700.0030-E79-29
EM48	ALH20001017.0700.0030-E5-30
EM49	ALH20001017.0700.0030-E8-31
EM50	ALH20001017.0700.0030-E9-32
EM51	ALH20001017.0700.0030-E11-33
EM53	ALH20001017.0700.0030-E12-34
EM219	ALH20001017.0700.0030-E10-35
EM55	ALH20001017.0700.0030-E79-36
EM220	ALH20001017.0700.0030-E10-37
EM221	ALH20001017.0700.0030-E47-38
EM222	ALH20001017.0700.0030-E79-39
EM58	ALH20001017.0700.0030-E13-40
EM59	ALH20001017.0700.0030-E1-41
EM60	ALH20001017.0700.0030-E79-42
EM61	ALH20001017.0700.0030-E69-43
EM63	ALH20001017.0700.0030-E14-44
EM64	ALH20001017.0700.0030-E15-45
EM65	ALH20001017.0700.0030-E17-46
EM66	ALH20001017.0700.0030-E14-47
EM67	ALH20001017.0700.0030-E69-48
EM69	ALH20001017.0700.0030-E69-49
EM70	ALH20001017.0700.0030-E69-50
EM223	ALH20001017.0700.0030-E5-51
EM72	ALH20001017.0700.0030-E70-52
EM73	ALH20001017.0700.0030-E19-53
EM74	ALH20001017.0700.0030-E69-54
EM75	ALH20001017.0700.0030-E69-55
EM76	ALH20001017.0700.0030-E70-56
EM77	ALH20001017.0700.0030-E20-57
EM78	ALH20001017.0700.0030-E12-58
EM224	ALH20001017.0700.0030-E79-59
EM225	ALH20001017.0700.0030-E79-60
EM82	ALH20001017.0700.0030-E21-61
EM176	ALH20001017.0700.0030-E53-62
EM86	ALH20001017.0700.0030-E22-63
EM87	ALH20001017.0700.0030-E21-64
EM88	ALH20001017.0700.0030-E21-65
EM89	ALH20001017.0700.0030-E21-66
EM91	ALH20001017.0700.0030-E21-67
EM92	ALH20001017.0700.0030-E21-68
EM93	ALH20001017.0700.0030-E23-69
EM94	ALH20001017.0700.0030-E24-70
EM96	ALH20001017.0700.0030-E24-71
EM97	ALH20001017.0700.0030-E25-72
EM98	ALH20001017.0700.0030-E25-73
EM99	ALH20001017.0700.0030-E5-74
EM100	ALH20001017.0700.0030-E26-75
EM101	ALH20001017.0700.0030-E25-76
EM102	ALH20001017.0700.0030-E79-77
EM103	ALH20001017.0700.0030-E13-78
EM105	ALH20001017.0700.0030-E5-79
EM106	ALH20001017.0700.0030-E7-80
EM107	ALH20001017.0700.0030-E7-81
EM109	ALH20001017.0700.0030-E7-82
EM110	ALH20001017.0700.0030-E79-83
EM111	ALH20001017.0700.0030-E27-84
EM112	ALH20001017.0700.0030-E79-85
EM113	ALH20001017.0700.0030-E28-86
EM2	ALH20001017.0700.0030-E45-87
EM116	ALH20001017.0700.0030-E29-88
EM117	ALH20001017.0700.0030-E29-89
EM118	ALH20001017.0700.0030-E29-90
EM119	ALH20001017.0700.0030-E79-91
EM16	ALH20001017.0700.0030-E30-92
EM95	ALH20001017.0700.0030-E31-93
EM120	ALH20001017.0700.0030-E8-94
EM226	ALH20001017.0700.0030-E32-95
EM122	ALH20001017.0700.0030-E33-96
EM124	ALH20001017.0700.0030-E34-97
EM125	ALH20001017.0700.0030-E29-98
EM126	ALH20001017.0700.0030-E35-99
EM127	ALH20001017.0700.0030-E36-100
EM128	ALH20001017.0700.0030-E26-101
EM129	ALH20001017.0700.0030-E37-102
EM130	ALH20001017.0700.0030-E38-103
EM131	ALH20001017.0700.0030-E39-104
EM132	ALH20001017.0700.0030-E39-105
EM133	ALH20001017.0700.0030-E9-106
EM134	ALH20001017.0700.0030-E9-107
EM135	ALH20001017.0700.0030-E79-108
EM136	ALH20001017.0700.0030-E79-109
EM137	ALH20001017.0700.0030-E79-110
EM138	ALH20001017.0700.0030-E69-111
EM139	ALH20001017.0700.0030-E40-112
EM140	ALH20001017.0700.0030-E41-113
EM142	ALH20001017.0700.0030-E14-114
EM143	ALH20001017.0700.0030-E42-115
EM144	ALH20001017.0700.0030-E14-116
EM145	ALH20001017.0700.0030-E69-117
EM146	ALH20001017.0700.0030-E69-118
EM147	ALH20001017.0700.0030-E69-119
EM148	ALH20001017.0700.0030-E14-120
EM149	ALH20001017.0700.0030-E14-121
EM150	ALH20001017.0700.0030-E14-122
EM152	ALH20001017.0700.0030-E79-123
EM71	ALH20001017.0700.0030-E43-124
EM155	ALH20001017.0700.0030-E44-125
EM156	ALH20001017.0700.0030-E17-126
EM157	ALH20001017.0700.0030-E44-127
EM158	ALH20001017.0700.0030-E44-128
EM159	ALH20001017.0700.0030-E44-129
EM160	ALH20001017.0700.0030-E75-130
EM161	ALH20001017.0700.0030-E75-131
EM162	ALH20001017.0700.0030-E46-132
EM163	ALH20001017.0700.0030-E69-133
EM164	ALH20001017.0700.0030-E47-134
EM165	ALH20001017.0700.0030-E47-135
EM166	ALH20001017.0700.0030-E47-136
EM167	ALH20001017.0700.0030-E48-137
EM168	ALH20001017.0700.0030-E49-138
EM169	ALH20001017.0700.0030-E48-139
EM171	ALH20001017.0700.0030-E50-140
EM172	ALH20001017.0700.0030-E51-141
EM173	ALH20001017.0700.0030-E52-142
EM174	ALH20001017.0700.0030-E25-143
EM175	ALH20001017.0700.0030-E25-144
EM178	ALH20001017.0700.0030-E54-145
EM179	ALH20001017.0700.0030-E44-146
EM180	ALH20001017.0700.0030-E55-147
EM181	ALH20001017.0700.0030-E75-148
EM182	ALH20001017.0700.0030-E56-149
EM185	ALH20001017.0700.0030-E57-150
EM186	ALH20001017.0700.0030-E57-151
EM187	ALH20001017.0700.0030-E58-152
EM85	ALH20001017.0700.0030-E2-153
EM183	ALH20001017.0700.0030-E21-154
EM81	ALH20001017.0700.0030-E21-155
EM184	ALH20001017.0700.0030-E21-156
EM189	ALH20001017.0700.0030-E44-157
EM190	ALH20001017.0700.0030-E59-158
EM191	ALH20001017.0700.0030-E60-159
EM192	ALH20001017.0700.0030-E61-160
EM195	ALH20001017.0700.0030-E69-161
EM196	ALH20001017.0700.0030-E62-162
EM198	ALH20001017.0700.0030-E70-163
EM3	ALH20001017.0700.0030-E67-164
EM199	ALH20001017.0700.0030-E63-165
EM200	ALH20001017.0700.0030-E69-166
EM202	ALH20001017.0700.0030-E69-167
EM203	ALH20001017.0700.0030-E69-168
EM204	ALH20001017.0700.0030-E69-169
EM205	ALH20001017.0700.0030-E64-170
EM206	ALH20001017.0700.0030-E69-171
EM207	ALH20001017.0700.0030-E65-172
EM208	ALH20001017.0700.0030-E66-173
EM210	ALH20001017.0700.0030-E13-174
EM227	ALH20001017.0700.0030-E25-175
EM228	ALH20001017.0700.0030-E79-176
EM229	ALH20001017.0700.0030-E79-177
EM230	ALH20001017.0700.0030-E79-178
EM231	ALH20001017.0700.0030-E69-179
EM232	ALH20001017.0700.0030-E69-180
EM4	ALH20001017.0700.0030-E68-181
EM211	ALH20001017.0700.0030-E78-182
EM5	ALH20001017.0700.0030-E69-183
EM6	ALH20001017.0700.0030-E70-184
EM22	ALH20001017.0700.0030-E69-185
EM8	ALH20001017.0700.0030-E71-186
EM9	ALH20001017.0700.0030-E72-187
EM10	ALH20001017.0700.0030-E73-188
EM11	ALH20001017.0700.0030-E74-189
EM12	ALH20001017.0700.0030-E75-190
EM13	ALH20001017.0700.0030-E75-191
EM14	ALH20001017.0700.0030-E76-192
EM15	ALH20001017.0700.0030-E77-193
EM23	ALH20001017.0700.0030-E1-194
EM18	ALH20001017.0700.0030-E69-195
R12	ALH20001017.0700.0030-R1
R13	ALH20001017.0700.0030-R2
R15	ALH20001017.0700.0030-R3
R16	ALH20001017.0700.0030-R4
R17	ALH20001017.0700.0030-R5
R18	ALH20001017.0700.0030-R6
R19	ALH20001017.0700.0030-R7
R21	ALH20001017.0700.0030-R8
R22	ALH20001017.0700.0030-R9
R23	ALH20001017.0700.0030-R10
R25	ALH20001017.0700.0030-R11
R1	ALH20001017.0700.0030-R12
R2	ALH20001017.0700.0030-R13
R3	ALH20001017.0700.0030-R14
R5	ALH20001017.0700.0030-R15
R6	ALH20001017.0700.0030-R16
R7	ALH20001017.0700.0030-R17
R9	ALH20001017.0700.0030-R18
R10	ALH20001017.0700.0030-R19
R11	ALH20001017.0700.0030-R20
RM12	ALH20001017.0700.0030-R1-1
RM13	ALH20001017.0700.0030-R2-1
RM15	ALH20001017.0700.0030-R3-1
RM17	ALH20001017.0700.0030-R4-1
RM18	ALH20001017.0700.0030-R5-1
RM19	ALH20001017.0700.0030-R6-1
RM20	ALH20001017.0700.0030-R7-1
RM22	ALH20001017.0700.0030-R8-1
RM23	ALH20001017.0700.0030-R9-1
RM24	ALH20001017.0700.0030-R10-1
RM26	ALH20001017.0700.0030-R11-1
RM1	ALH20001017.0700.0030-R12-1
RM2	ALH20001017.0700.0030-R13-1
RM3	ALH20001017.0700.0030-R14-1
RM5	ALH20001017.0700.0030-R5-2
RM6	ALH20001017.0700.0030-R16-1
RM7	ALH20001017.0700.0030-R17-1
RM9	ALH20001017.0700.0030-R4-2
RM10	ALH20001017.0700.0030-R19-1
RM11	ALH20001017.0700.0030-R20-1
V2	ALH20001017.0700.0030-EV1
V3	ALH20001017.0700.0030-EV2
V6	ALH20001017.0700.0030-EV3
V7	ALH20001017.0700.0030-EV4
V8	ALH20001017.0700.0030-EV5
V9	ALH20001017.0700.0030-EV6
VM2	ALH20001017.0700.0030-EV1-1
VM3	ALH20001017.0700.0030-EV2-1
VM6	ALH20001017.0700.0030-EV3-1
VM8	ALH20001017.0700.0030-EV4-1
VM9	ALH20001017.0700.0030-EV5-1
VM10	ALH20001017.0700.0030-EV6-1
Q1	ALH20001017.0700.0030-T1
