CE7	ALH20001115.1300.0078-CE1
CE8	ALH20001115.1300.0078-CE2
CE9	ALH20001115.1300.0078-CE3
CE10	ALH20001115.1300.0078-CE4
CE11	ALH20001115.1300.0078-CE5
CE12	ALH20001115.1300.0078-CE6
CE1	ALH20001115.1300.0078-CE7
CE3	ALH20001115.1300.0078-CE8
CE4	ALH20001115.1300.0078-CE9
CE5	ALH20001115.1300.0078-CE10
CE6	ALH20001115.1300.0078-CE11
E11	ALH20001115.1300.0078-E1
E12	ALH20001115.1300.0078-E2
E13	ALH20001115.1300.0078-E3
E14	ALH20001115.1300.0078-E4
E15	ALH20001115.1300.0078-E5
E16	ALH20001115.1300.0078-E6
E17	ALH20001115.1300.0078-E7
E18	ALH20001115.1300.0078-E8
E19	ALH20001115.1300.0078-E9
E20	ALH20001115.1300.0078-E10
E1	ALH20001115.1300.0078-E11
E3	ALH20001115.1300.0078-E12
E4	ALH20001115.1300.0078-E13
E5	ALH20001115.1300.0078-E14
E6	ALH20001115.1300.0078-E15
E7	ALH20001115.1300.0078-E16
E10	ALH20001115.1300.0078-E17
EM16	ALH20001115.1300.0078-E11-1
EM17	ALH20001115.1300.0078-E2-2
EM18	ALH20001115.1300.0078-E11-3
EM19	ALH20001115.1300.0078-E11-4
EM20	ALH20001115.1300.0078-E16-5
EM21	ALH20001115.1300.0078-E3-6
EM22	ALH20001115.1300.0078-E11-7
EM23	ALH20001115.1300.0078-E11-8
EM25	ALH20001115.1300.0078-E5-9
EM26	ALH20001115.1300.0078-E6-10
EM27	ALH20001115.1300.0078-E7-11
EM28	ALH20001115.1300.0078-E4-12
EM29	ALH20001115.1300.0078-E11-13
EM30	ALH20001115.1300.0078-E16-14
EM31	ALH20001115.1300.0078-E8-15
EM32	ALH20001115.1300.0078-E8-16
EM33	ALH20001115.1300.0078-E9-17
EM34	ALH20001115.1300.0078-E8-18
EM35	ALH20001115.1300.0078-E10-19
EM36	ALH20001115.1300.0078-E10-20
EM37	ALH20001115.1300.0078-E10-21
EM38	ALH20001115.1300.0078-E11-22
EM39	ALH20001115.1300.0078-E11-23
EM40	ALH20001115.1300.0078-E11-24
EM41	ALH20001115.1300.0078-E16-25
EM42	ALH20001115.1300.0078-E11-26
EM43	ALH20001115.1300.0078-E11-27
EM44	ALH20001115.1300.0078-E11-28
EM45	ALH20001115.1300.0078-E11-29
EM46	ALH20001115.1300.0078-E16-30
EM2	ALH20001115.1300.0078-E11-31
EM4	ALH20001115.1300.0078-E12-32
EM5	ALH20001115.1300.0078-E14-33
EM6	ALH20001115.1300.0078-E13-34
EM7	ALH20001115.1300.0078-E13-35
EM1	ALH20001115.1300.0078-E15-36
EM8	ALH20001115.1300.0078-E16-37
EM9	ALH20001115.1300.0078-E16-38
EM13	ALH20001115.1300.0078-E17-39
EM14	ALH20001115.1300.0078-E17-40
EM15	ALH20001115.1300.0078-E1-41
R1	ALH20001115.1300.0078-R1
R2	ALH20001115.1300.0078-R2
RM1	ALH20001115.1300.0078-R1-1
RM2	ALH20001115.1300.0078-R2-1
Q1	ALH20001115.1300.0078-T1
Q2	ALH20001115.1300.0078-V1
Q3	ALH20001115.1300.0078-V2
Q4	ALH20001115.1300.0078-T2
Q5	ALH20001115.1300.0078-T3
Q6	ALH20001115.1300.0078-T4
QM2	ALH20001115.1300.0078-V1-1
QM3	ALH20001115.1300.0078-V2-1
