CE11	ALH20001025.0700.0034-CE1
CE14	ALH20001025.0700.0034-CE2
CE15	ALH20001025.0700.0034-CE3
CE16	ALH20001025.0700.0034-CE4
CE17	ALH20001025.0700.0034-CE5
CE19	ALH20001025.0700.0034-CE6
CE20	ALH20001025.0700.0034-CE7
CE21	ALH20001025.0700.0034-CE8
CE22	ALH20001025.0700.0034-CE9
CE24	ALH20001025.0700.0034-CE10
CE55	ALH20001025.0700.0034-CE11
CE25	ALH20001025.0700.0034-CE12
CE26	ALH20001025.0700.0034-CE13
CE27	ALH20001025.0700.0034-CE14
CE28	ALH20001025.0700.0034-CE15
CE29	ALH20001025.0700.0034-CE16
CE30	ALH20001025.0700.0034-CE17
CE31	ALH20001025.0700.0034-CE18
CE1	ALH20001025.0700.0034-CE19
CE32	ALH20001025.0700.0034-CE20
CE33	ALH20001025.0700.0034-CE21
CE34	ALH20001025.0700.0034-CE22
CE35	ALH20001025.0700.0034-CE23
CE36	ALH20001025.0700.0034-CE24
CE37	ALH20001025.0700.0034-CE25
CE38	ALH20001025.0700.0034-CE26
CE49	ALH20001025.0700.0034-CE27
CE40	ALH20001025.0700.0034-CE28
CE42	ALH20001025.0700.0034-CE29
CE50	ALH20001025.0700.0034-CE30
CE43	ALH20001025.0700.0034-CE31
CE44	ALH20001025.0700.0034-CE32
CE45	ALH20001025.0700.0034-CE33
CE51	ALH20001025.0700.0034-CE34
CE48	ALH20001025.0700.0034-CE35
CE52	ALH20001025.0700.0034-CE36
CE53	ALH20001025.0700.0034-CE37
CE54	ALH20001025.0700.0034-CE38
CE2	ALH20001025.0700.0034-CE39
CE3	ALH20001025.0700.0034-CE40
CE4	ALH20001025.0700.0034-CE41
CE5	ALH20001025.0700.0034-CE42
CE6	ALH20001025.0700.0034-CE43
CE7	ALH20001025.0700.0034-CE44
CE8	ALH20001025.0700.0034-CE45
CE9	ALH20001025.0700.0034-CE46
CE10	ALH20001025.0700.0034-CE47
E13	ALH20001025.0700.0034-E1
E69	ALH20001025.0700.0034-E2
E17	ALH20001025.0700.0034-E3
E18	ALH20001025.0700.0034-E4
E19	ALH20001025.0700.0034-E5
E20	ALH20001025.0700.0034-E6
E21	ALH20001025.0700.0034-E7
E22	ALH20001025.0700.0034-E8
E24	ALH20001025.0700.0034-E9
E25	ALH20001025.0700.0034-E10
E26	ALH20001025.0700.0034-E11
E27	ALH20001025.0700.0034-E12
E29	ALH20001025.0700.0034-E13
E31	ALH20001025.0700.0034-E14
E1	ALH20001025.0700.0034-E15
E32	ALH20001025.0700.0034-E16
E33	ALH20001025.0700.0034-E17
E35	ALH20001025.0700.0034-E18
E36	ALH20001025.0700.0034-E19
E37	ALH20001025.0700.0034-E20
E38	ALH20001025.0700.0034-E21
E39	ALH20001025.0700.0034-E22
E40	ALH20001025.0700.0034-E23
E41	ALH20001025.0700.0034-E24
E42	ALH20001025.0700.0034-E25
E43	ALH20001025.0700.0034-E26
E44	ALH20001025.0700.0034-E27
E45	ALH20001025.0700.0034-E28
E46	ALH20001025.0700.0034-E29
E58	ALH20001025.0700.0034-E30
E49	ALH20001025.0700.0034-E31
E51	ALH20001025.0700.0034-E32
E59	ALH20001025.0700.0034-E33
E52	ALH20001025.0700.0034-E34
E53	ALH20001025.0700.0034-E35
E54	ALH20001025.0700.0034-E36
E60	ALH20001025.0700.0034-E37
E61	ALH20001025.0700.0034-E38
E57	ALH20001025.0700.0034-E39
E62	ALH20001025.0700.0034-E40
E63	ALH20001025.0700.0034-E41
E64	ALH20001025.0700.0034-E42
E66	ALH20001025.0700.0034-E43
E67	ALH20001025.0700.0034-E44
E68	ALH20001025.0700.0034-E45
E2	ALH20001025.0700.0034-E46
E3	ALH20001025.0700.0034-E47
E4	ALH20001025.0700.0034-E48
E5	ALH20001025.0700.0034-E49
E6	ALH20001025.0700.0034-E50
E7	ALH20001025.0700.0034-E51
E8	ALH20001025.0700.0034-E52
E9	ALH20001025.0700.0034-E53
E10	ALH20001025.0700.0034-E54
E11	ALH20001025.0700.0034-E55
E12	ALH20001025.0700.0034-E56
EM1	ALH20001025.0700.0034-E15-1
EM20	ALH20001025.0700.0034-E1-2
EM23	ALH20001025.0700.0034-E51-3
EM118	ALH20001025.0700.0034-E48-4
EM26	ALH20001025.0700.0034-E3-5
EM27	ALH20001025.0700.0034-E4-6
EM28	ALH20001025.0700.0034-E6-7
EM29	ALH20001025.0700.0034-E5-8
EM31	ALH20001025.0700.0034-E53-9
EM32	ALH20001025.0700.0034-E53-10
EM33	ALH20001025.0700.0034-E51-11
EM34	ALH20001025.0700.0034-E53-12
EM35	ALH20001025.0700.0034-E53-13
EM36	ALH20001025.0700.0034-E53-14
EM37	ALH20001025.0700.0034-E7-15
EM38	ALH20001025.0700.0034-E8-16
EM39	ALH20001025.0700.0034-E7-17
EM41	ALH20001025.0700.0034-E9-18
EM42	ALH20001025.0700.0034-E10-19
EM43	ALH20001025.0700.0034-E11-20
EM44	ALH20001025.0700.0034-E12-21
EM45	ALH20001025.0700.0034-E1-22
EM47	ALH20001025.0700.0034-E56-23
EM48	ALH20001025.0700.0034-E7-24
EM49	ALH20001025.0700.0034-E9-25
EM50	ALH20001025.0700.0034-E53-26
EM51	ALH20001025.0700.0034-E51-27
EM52	ALH20001025.0700.0034-E9-28
EM53	ALH20001025.0700.0034-E53-29
EM54	ALH20001025.0700.0034-E9-30
EM55	ALH20001025.0700.0034-E9-31
EM56	ALH20001025.0700.0034-E56-32
EM57	ALH20001025.0700.0034-E56-33
EM58	ALH20001025.0700.0034-E56-34
EM59	ALH20001025.0700.0034-E52-35
EM61	ALH20001025.0700.0034-E13-36
EM62	ALH20001025.0700.0034-E13-37
EM63	ALH20001025.0700.0034-E14-38
EM64	ALH20001025.0700.0034-E56-39
EM65	ALH20001025.0700.0034-E16-40
EM66	ALH20001025.0700.0034-E16-41
EM68	ALH20001025.0700.0034-E17-42
EM69	ALH20001025.0700.0034-E18-43
EM70	ALH20001025.0700.0034-E51-44
EM71	ALH20001025.0700.0034-E51-45
EM72	ALH20001025.0700.0034-E4-46
EM73	ALH20001025.0700.0034-E5-47
EM77	ALH20001025.0700.0034-E19-48
EM78	ALH20001025.0700.0034-E20-49
EM79	ALH20001025.0700.0034-E49-50
EM80	ALH20001025.0700.0034-E51-51
EM81	ALH20001025.0700.0034-E21-52
EM82	ALH20001025.0700.0034-E22-53
EM83	ALH20001025.0700.0034-E22-54
EM84	ALH20001025.0700.0034-E23-55
EM85	ALH20001025.0700.0034-E24-56
EM86	ALH20001025.0700.0034-E25-57
EM87	ALH20001025.0700.0034-E26-58
EM88	ALH20001025.0700.0034-E51-59
EM89	ALH20001025.0700.0034-E51-60
EM90	ALH20001025.0700.0034-E22-61
EM91	ALH20001025.0700.0034-E22-62
EM92	ALH20001025.0700.0034-E27-63
EM93	ALH20001025.0700.0034-E28-64
EM119	ALH20001025.0700.0034-E30-65
EM120	ALH20001025.0700.0034-E51-66
EM121	ALH20001025.0700.0034-E17-67
EM98	ALH20001025.0700.0034-E31-68
EM122	ALH20001025.0700.0034-E17-69
EM99	ALH20001025.0700.0034-E52-70
EM101	ALH20001025.0700.0034-E32-71
EM2	ALH20001025.0700.0034-E46-72
EM102	ALH20001025.0700.0034-E32-73
EM125	ALH20001025.0700.0034-E33-74
EM126	ALH20001025.0700.0034-E29-75
EM127	ALH20001025.0700.0034-E29-76
EM128	ALH20001025.0700.0034-E37-77
EM110	ALH20001025.0700.0034-E34-78
EM111	ALH20001025.0700.0034-E35-79
EM112	ALH20001025.0700.0034-E36-80
EM113	ALH20001025.0700.0034-E51-81
EM114	ALH20001025.0700.0034-E52-82
EM129	ALH20001025.0700.0034-E29-83
EM115	ALH20001025.0700.0034-E29-84
EM130	ALH20001025.0700.0034-E38-85
EM103	ALH20001025.0700.0034-E29-86
EM104	ALH20001025.0700.0034-E29-87
EM105	ALH20001025.0700.0034-E29-88
EM107	ALH20001025.0700.0034-E29-89
EM116	ALH20001025.0700.0034-E39-90
EM131	ALH20001025.0700.0034-E40-91
EM132	ALH20001025.0700.0034-E41-92
EM133	ALH20001025.0700.0034-E42-93
EM134	ALH20001025.0700.0034-E42-94
EM136	ALH20001025.0700.0034-E43-95
EM137	ALH20001025.0700.0034-E44-96
EM138	ALH20001025.0700.0034-E45-97
EM140	ALH20001025.0700.0034-E30-98
EM141	ALH20001025.0700.0034-E30-99
EM142	ALH20001025.0700.0034-E30-100
EM143	ALH20001025.0700.0034-E46-101
EM3	ALH20001025.0700.0034-E47-102
EM4	ALH20001025.0700.0034-E48-103
EM5	ALH20001025.0700.0034-E50-104
EM6	ALH20001025.0700.0034-E48-105
EM8	ALH20001025.0700.0034-E51-106
EM9	ALH20001025.0700.0034-E51-107
EM10	ALH20001025.0700.0034-E52-108
EM11	ALH20001025.0700.0034-E52-109
EM12	ALH20001025.0700.0034-E51-110
EM13	ALH20001025.0700.0034-E53-111
EM14	ALH20001025.0700.0034-E53-112
EM15	ALH20001025.0700.0034-E54-113
EM16	ALH20001025.0700.0034-E55-114
EM17	ALH20001025.0700.0034-E53-115
EM117	ALH20001025.0700.0034-E2-116
EM19	ALH20001025.0700.0034-E56-117
R1	ALH20001025.0700.0034-R1
R2	ALH20001025.0700.0034-R2
R3	ALH20001025.0700.0034-R3
R4	ALH20001025.0700.0034-R4
R5	ALH20001025.0700.0034-R5
R6	ALH20001025.0700.0034-R6
R7	ALH20001025.0700.0034-R7
R8	ALH20001025.0700.0034-R8
R9	ALH20001025.0700.0034-R9
R11	ALH20001025.0700.0034-R10
R12	ALH20001025.0700.0034-R11
R13	ALH20001025.0700.0034-R12
RM1	ALH20001025.0700.0034-R1-1
RM2	ALH20001025.0700.0034-R2-1
RM3	ALH20001025.0700.0034-R3-1
RM4	ALH20001025.0700.0034-R4-1
RM5	ALH20001025.0700.0034-R5-1
RM6	ALH20001025.0700.0034-R6-1
RM7	ALH20001025.0700.0034-R7-1
RM8	ALH20001025.0700.0034-R8-1
RM9	ALH20001025.0700.0034-R9-1
RM11	ALH20001025.0700.0034-R10-1
RM12	ALH20001025.0700.0034-R11-1
RM13	ALH20001025.0700.0034-R12-1
V1	ALH20001025.0700.0034-EV1
V2	ALH20001025.0700.0034-EV2
VM1	ALH20001025.0700.0034-EV1-1
VM2	ALH20001025.0700.0034-EV2-1
Q2	ALH20001025.0700.0034-T1
Q3	ALH20001025.0700.0034-T2
Q5	ALH20001025.0700.0034-T3
Q6	ALH20001025.0700.0034-T4
Q7	ALH20001025.0700.0034-T5
Q8	ALH20001025.0700.0034-T6
Q9	ALH20001025.0700.0034-T7
Q10	ALH20001025.0700.0034-T8
Q11	ALH20001025.0700.0034-T9
Q12	ALH20001025.0700.0034-T10
Q13	ALH20001025.0700.0034-T11
Q14	ALH20001025.0700.0034-T12
Q15	ALH20001025.0700.0034-T13
Q16	ALH20001025.0700.0034-T14
Q17	ALH20001025.0700.0034-T15
Q20	ALH20001025.0700.0034-T16
