CE9	ALH20001115.1300.0083-CE1
CE10	ALH20001115.1300.0083-CE2
CE11	ALH20001115.1300.0083-CE3
CE12	ALH20001115.1300.0083-CE4
CE13	ALH20001115.1300.0083-CE5
CE14	ALH20001115.1300.0083-CE6
CE15	ALH20001115.1300.0083-CE7
CE16	ALH20001115.1300.0083-CE8
CE17	ALH20001115.1300.0083-CE9
CE1	ALH20001115.1300.0083-CE10
CE2	ALH20001115.1300.0083-CE11
CE3	ALH20001115.1300.0083-CE12
CE4	ALH20001115.1300.0083-CE13
CE5	ALH20001115.1300.0083-CE14
CE7	ALH20001115.1300.0083-CE15
E9	ALH20001115.1300.0083-E1
E10	ALH20001115.1300.0083-E2
E11	ALH20001115.1300.0083-E3
E12	ALH20001115.1300.0083-E4
E13	ALH20001115.1300.0083-E5
E14	ALH20001115.1300.0083-E6
E15	ALH20001115.1300.0083-E7
E16	ALH20001115.1300.0083-E8
E18	ALH20001115.1300.0083-E9
E1	ALH20001115.1300.0083-E10
E2	ALH20001115.1300.0083-E11
E3	ALH20001115.1300.0083-E12
E4	ALH20001115.1300.0083-E13
E5	ALH20001115.1300.0083-E14
E7	ALH20001115.1300.0083-E15
EM1	ALH20001115.1300.0083-E10-1
EM24	ALH20001115.1300.0083-E1-2
EM25	ALH20001115.1300.0083-E2-3
EM26	ALH20001115.1300.0083-E3-4
EM27	ALH20001115.1300.0083-E4-5
EM28	ALH20001115.1300.0083-E13-6
EM29	ALH20001115.1300.0083-E13-7
EM30	ALH20001115.1300.0083-E13-8
EM31	ALH20001115.1300.0083-E13-9
EM32	ALH20001115.1300.0083-E5-10
EM33	ALH20001115.1300.0083-E6-11
EM34	ALH20001115.1300.0083-E7-12
EM35	ALH20001115.1300.0083-E8-13
EM36	ALH20001115.1300.0083-E9-14
EM38	ALH20001115.1300.0083-E13-15
EM2	ALH20001115.1300.0083-E11-16
EM3	ALH20001115.1300.0083-E12-17
EM5	ALH20001115.1300.0083-E12-18
EM6	ALH20001115.1300.0083-E12-19
EM7	ALH20001115.1300.0083-E13-20
EM8	ALH20001115.1300.0083-E12-21
EM9	ALH20001115.1300.0083-E12-22
EM10	ALH20001115.1300.0083-E12-23
EM11	ALH20001115.1300.0083-E12-24
EM12	ALH20001115.1300.0083-E12-25
EM13	ALH20001115.1300.0083-E13-26
EM14	ALH20001115.1300.0083-E13-27
EM15	ALH20001115.1300.0083-E13-28
EM16	ALH20001115.1300.0083-E14-29
EM17	ALH20001115.1300.0083-E13-30
EM19	ALH20001115.1300.0083-E13-31
EM21	ALH20001115.1300.0083-E15-32
EM22	ALH20001115.1300.0083-E15-33
R1	ALH20001115.1300.0083-R1
R2	ALH20001115.1300.0083-R2
R4	ALH20001115.1300.0083-R3
R5	ALH20001115.1300.0083-R4
R6	ALH20001115.1300.0083-R5
R7	ALH20001115.1300.0083-R6
RM1	ALH20001115.1300.0083-R1-1
RM2	ALH20001115.1300.0083-R2-1
RM4	ALH20001115.1300.0083-R3-1
RM5	ALH20001115.1300.0083-R4-1
RM6	ALH20001115.1300.0083-R5-1
RM7	ALH20001115.1300.0083-R6-1
V3	ALH20001115.1300.0083-EV1
V6	ALH20001115.1300.0083-EV2
VM3	ALH20001115.1300.0083-EV1-1
VM6	ALH20001115.1300.0083-EV2-1
Q2	ALH20001115.1300.0083-V1
Q3	ALH20001115.1300.0083-V2
Q4	ALH20001115.1300.0083-T1
Q5	ALH20001115.1300.0083-T2
Q6	ALH20001115.1300.0083-V3
Q7	ALH20001115.1300.0083-T3
Q8	ALH20001115.1300.0083-V4
Q9	ALH20001115.1300.0083-T4
Q10	ALH20001115.1300.0083-V5
Q11	ALH20001115.1300.0083-T5
Q12	ALH20001115.1300.0083-T6
QM2	ALH20001115.1300.0083-V1-1
QM3	ALH20001115.1300.0083-V2-1
QM6	ALH20001115.1300.0083-V3-1
QM8	ALH20001115.1300.0083-V4-1
QM10	ALH20001115.1300.0083-V5-1
