CE9	AFA20001210.0000.0004-CE1
CE10	AFA20001210.0000.0004-CE2
CE11	AFA20001210.0000.0004-CE3
CE12	AFA20001210.0000.0004-CE4
CE13	AFA20001210.0000.0004-CE5
CE14	AFA20001210.0000.0004-CE6
CE15	AFA20001210.0000.0004-CE7
CE16	AFA20001210.0000.0004-CE8
CE1	AFA20001210.0000.0004-CE9
CE2	AFA20001210.0000.0004-CE10
CE3	AFA20001210.0000.0004-CE11
CE4	AFA20001210.0000.0004-CE12
CE5	AFA20001210.0000.0004-CE13
CE6	AFA20001210.0000.0004-CE14
CE7	AFA20001210.0000.0004-CE15
CE8	AFA20001210.0000.0004-CE16
E12	AFA20001210.0000.0004-E1
E13	AFA20001210.0000.0004-E2
E14	AFA20001210.0000.0004-E3
E15	AFA20001210.0000.0004-E4
E16	AFA20001210.0000.0004-E5
E17	AFA20001210.0000.0004-E6
E18	AFA20001210.0000.0004-E7
E19	AFA20001210.0000.0004-E8
E1	AFA20001210.0000.0004-E9
E2	AFA20001210.0000.0004-E10
E3	AFA20001210.0000.0004-E11
E4	AFA20001210.0000.0004-E12
E5	AFA20001210.0000.0004-E13
E6	AFA20001210.0000.0004-E14
E7	AFA20001210.0000.0004-E15
E8	AFA20001210.0000.0004-E16
E9	AFA20001210.0000.0004-E17
E10	AFA20001210.0000.0004-E18
E11	AFA20001210.0000.0004-E19
EM17	AFA20001210.0000.0004-E19-1
EM18	AFA20001210.0000.0004-E11-2
EM19	AFA20001210.0000.0004-E11-3
EM20	AFA20001210.0000.0004-E11-4
EM21	AFA20001210.0000.0004-E1-5
EM22	AFA20001210.0000.0004-E11-6
EM23	AFA20001210.0000.0004-E2-7
EM24	AFA20001210.0000.0004-E2-8
EM25	AFA20001210.0000.0004-E3-9
EM26	AFA20001210.0000.0004-E3-10
EM27	AFA20001210.0000.0004-E11-11
EM28	AFA20001210.0000.0004-E11-12
EM29	AFA20001210.0000.0004-E4-13
EM30	AFA20001210.0000.0004-E11-14
EM31	AFA20001210.0000.0004-E5-15
EM32	AFA20001210.0000.0004-E6-16
EM33	AFA20001210.0000.0004-E7-17
EM34	AFA20001210.0000.0004-E8-18
EM1	AFA20001210.0000.0004-E9-19
EM2	AFA20001210.0000.0004-E10-20
EM3	AFA20001210.0000.0004-E11-21
EM5	AFA20001210.0000.0004-E12-22
EM6	AFA20001210.0000.0004-E11-23
EM7	AFA20001210.0000.0004-E13-24
EM8	AFA20001210.0000.0004-E15-25
EM9	AFA20001210.0000.0004-E14-26
EM10	AFA20001210.0000.0004-E16-27
EM11	AFA20001210.0000.0004-E11-28
EM12	AFA20001210.0000.0004-E18-29
EM13	AFA20001210.0000.0004-E17-30
EM14	AFA20001210.0000.0004-E19-31
EM15	AFA20001210.0000.0004-E11-32
EM16	AFA20001210.0000.0004-E19-33
R1	AFA20001210.0000.0004-R1
R2	AFA20001210.0000.0004-R2
R3	AFA20001210.0000.0004-R3
R4	AFA20001210.0000.0004-R4
R5	AFA20001210.0000.0004-R5
R6	AFA20001210.0000.0004-R6
RM1	AFA20001210.0000.0004-R1-1
RM2	AFA20001210.0000.0004-R2-1
RM3	AFA20001210.0000.0004-R3-1
RM4	AFA20001210.0000.0004-R4-1
RM5	AFA20001210.0000.0004-R5-1
RM6	AFA20001210.0000.0004-R6-1
V1	AFA20001210.0000.0004-EV1
V3	AFA20001210.0000.0004-EV2
V4	AFA20001210.0000.0004-EV3
VM1	AFA20001210.0000.0004-EV1-1
VM3	AFA20001210.0000.0004-EV2-1
VM4	AFA20001210.0000.0004-EV3-1
Q1	AFA20001210.0000.0004-T1
Q2	AFA20001210.0000.0004-T2
Q3	AFA20001210.0000.0004-T3
Q4	AFA20001210.0000.0004-T4
Q5	AFA20001210.0000.0004-T5
