CE11	ANN20001229.0900.0053-CE1
CE13	ANN20001229.0900.0053-CE2
CE14	ANN20001229.0900.0053-CE3
CE15	ANN20001229.0900.0053-CE4
CE18	ANN20001229.0900.0053-CE5
CE1	ANN20001229.0900.0053-CE6
CE2	ANN20001229.0900.0053-CE7
CE3	ANN20001229.0900.0053-CE8
CE4	ANN20001229.0900.0053-CE9
CE6	ANN20001229.0900.0053-CE10
CE7	ANN20001229.0900.0053-CE11
CE8	ANN20001229.0900.0053-CE12
CE19	ANN20001229.0900.0053-CE13
CE10	ANN20001229.0900.0053-CE14
E23	ANN20001229.0900.0053-E1
E16	ANN20001229.0900.0053-E2
E24	ANN20001229.0900.0053-E3
E17	ANN20001229.0900.0053-E4
E18	ANN20001229.0900.0053-E5
E21	ANN20001229.0900.0053-E6
E1	ANN20001229.0900.0053-E7
E2	ANN20001229.0900.0053-E8
E3	ANN20001229.0900.0053-E9
E4	ANN20001229.0900.0053-E10
E6	ANN20001229.0900.0053-E11
E7	ANN20001229.0900.0053-E12
E8	ANN20001229.0900.0053-E13
E9	ANN20001229.0900.0053-E14
E22	ANN20001229.0900.0053-E15
E12	ANN20001229.0900.0053-E16
E13	ANN20001229.0900.0053-E17
E14	ANN20001229.0900.0053-E18
EM1	ANN20001229.0900.0053-E7-1
EM20	ANN20001229.0900.0053-E8-2
EM37	ANN20001229.0900.0053-E3-3
EM22	ANN20001229.0900.0053-E11-4
EM23	ANN20001229.0900.0053-E8-5
EM24	ANN20001229.0900.0053-E2-6
EM25	ANN20001229.0900.0053-E2-7
EM26	ANN20001229.0900.0053-E2-8
EM28	ANN20001229.0900.0053-E4-9
EM30	ANN20001229.0900.0053-E17-10
EM31	ANN20001229.0900.0053-E5-11
EM32	ANN20001229.0900.0053-E7-12
EM33	ANN20001229.0900.0053-E5-13
EM34	ANN20001229.0900.0053-E5-14
EM35	ANN20001229.0900.0053-E7-15
EM36	ANN20001229.0900.0053-E12-16
EM39	ANN20001229.0900.0053-E6-17
EM2	ANN20001229.0900.0053-E8-18
EM3	ANN20001229.0900.0053-E9-19
EM4	ANN20001229.0900.0053-E10-20
EM5	ANN20001229.0900.0053-E10-21
EM40	ANN20001229.0900.0053-E15-22
EM7	ANN20001229.0900.0053-E7-23
EM8	ANN20001229.0900.0053-E11-24
EM9	ANN20001229.0900.0053-E13-25
EM10	ANN20001229.0900.0053-E14-26
EM11	ANN20001229.0900.0053-E14-27
EM12	ANN20001229.0900.0053-E11-28
EM13	ANN20001229.0900.0053-E14-29
EM29	ANN20001229.0900.0053-E15-30
EM15	ANN20001229.0900.0053-E16-31
EM41	ANN20001229.0900.0053-E1-32
EM17	ANN20001229.0900.0053-E14-33
EM19	ANN20001229.0900.0053-E18-34
R10	ANN20001229.0900.0053-R1
R1	ANN20001229.0900.0053-R2
R2	ANN20001229.0900.0053-R3
R3	ANN20001229.0900.0053-R4
R4	ANN20001229.0900.0053-R5
R5	ANN20001229.0900.0053-R6
R6	ANN20001229.0900.0053-R7
R11	ANN20001229.0900.0053-R8
R8	ANN20001229.0900.0053-R9
R9	ANN20001229.0900.0053-R10
RM10	ANN20001229.0900.0053-R1-1
RM1	ANN20001229.0900.0053-R2-1
RM2	ANN20001229.0900.0053-R3-1
RM3	ANN20001229.0900.0053-R4-1
RM4	ANN20001229.0900.0053-R5-1
RM5	ANN20001229.0900.0053-R6-1
RM6	ANN20001229.0900.0053-R7-1
RM11	ANN20001229.0900.0053-R8-1
RM8	ANN20001229.0900.0053-R9-1
RM9	ANN20001229.0900.0053-R10-1
V4	ANN20001229.0900.0053-EV1
V3	ANN20001229.0900.0053-EV2
VM4	ANN20001229.0900.0053-EV1-1
VM3	ANN20001229.0900.0053-EV2-1
Q1	ANN20001229.0900.0053-T1
Q2	ANN20001229.0900.0053-T2
Q3	ANN20001229.0900.0053-T3
Q4	ANN20001229.0900.0053-T4
Q5	ANN20001229.0900.0053-T5
