CE10	AFA20001108.1000.0093-CE1
CE11	AFA20001108.1000.0093-CE2
CE12	AFA20001108.1000.0093-CE3
CE13	AFA20001108.1000.0093-CE4
CE14	AFA20001108.1000.0093-CE5
CE15	AFA20001108.1000.0093-CE6
CE16	AFA20001108.1000.0093-CE7
CE17	AFA20001108.1000.0093-CE8
CE18	AFA20001108.1000.0093-CE9
CE19	AFA20001108.1000.0093-CE10
CE20	AFA20001108.1000.0093-CE11
CE21	AFA20001108.1000.0093-CE12
CE22	AFA20001108.1000.0093-CE13
CE1	AFA20001108.1000.0093-CE14
CE2	AFA20001108.1000.0093-CE15
CE3	AFA20001108.1000.0093-CE16
CE4	AFA20001108.1000.0093-CE17
CE5	AFA20001108.1000.0093-CE18
CE6	AFA20001108.1000.0093-CE19
CE7	AFA20001108.1000.0093-CE20
CE8	AFA20001108.1000.0093-CE21
CE9	AFA20001108.1000.0093-CE22
E12	AFA20001108.1000.0093-E1
E13	AFA20001108.1000.0093-E2
E14	AFA20001108.1000.0093-E3
E15	AFA20001108.1000.0093-E4
E16	AFA20001108.1000.0093-E5
E17	AFA20001108.1000.0093-E6
E18	AFA20001108.1000.0093-E7
E19	AFA20001108.1000.0093-E8
E20	AFA20001108.1000.0093-E9
E21	AFA20001108.1000.0093-E10
E22	AFA20001108.1000.0093-E11
E23	AFA20001108.1000.0093-E12
E1	AFA20001108.1000.0093-E13
E2	AFA20001108.1000.0093-E14
E3	AFA20001108.1000.0093-E15
E4	AFA20001108.1000.0093-E16
E5	AFA20001108.1000.0093-E17
E6	AFA20001108.1000.0093-E18
E8	AFA20001108.1000.0093-E19
E9	AFA20001108.1000.0093-E20
E10	AFA20001108.1000.0093-E21
E11	AFA20001108.1000.0093-E22
EM1	AFA20001108.1000.0093-E13-1
EM21	AFA20001108.1000.0093-E1-2
EM22	AFA20001108.1000.0093-E14-3
EM23	AFA20001108.1000.0093-E2-4
EM24	AFA20001108.1000.0093-E3-5
EM25	AFA20001108.1000.0093-E15-6
EM26	AFA20001108.1000.0093-E17-7
EM27	AFA20001108.1000.0093-E14-8
EM28	AFA20001108.1000.0093-E1-9
EM29	AFA20001108.1000.0093-E14-10
EM30	AFA20001108.1000.0093-E4-11
EM31	AFA20001108.1000.0093-E5-12
EM32	AFA20001108.1000.0093-E6-13
EM33	AFA20001108.1000.0093-E14-14
EM35	AFA20001108.1000.0093-E17-15
EM36	AFA20001108.1000.0093-E17-16
EM38	AFA20001108.1000.0093-E7-17
EM39	AFA20001108.1000.0093-E7-18
EM40	AFA20001108.1000.0093-E7-19
EM41	AFA20001108.1000.0093-E14-20
EM42	AFA20001108.1000.0093-E14-21
EM43	AFA20001108.1000.0093-E14-22
EM44	AFA20001108.1000.0093-E21-23
