CE9	ANN20001212.0900.0071-CE1
CE10	ANN20001212.0900.0071-CE2
CE11	ANN20001212.0900.0071-CE3
CE12	ANN20001212.0900.0071-CE4
CE13	ANN20001212.0900.0071-CE5
CE14	ANN20001212.0900.0071-CE6
CE15	ANN20001212.0900.0071-CE7
CE16	ANN20001212.0900.0071-CE8
CE17	ANN20001212.0900.0071-CE9
CE1	ANN20001212.0900.0071-CE10
CE2	ANN20001212.0900.0071-CE11
CE3	ANN20001212.0900.0071-CE12
CE4	ANN20001212.0900.0071-CE13
CE5	ANN20001212.0900.0071-CE14
CE6	ANN20001212.0900.0071-CE15
CE7	ANN20001212.0900.0071-CE16
CE8	ANN20001212.0900.0071-CE17
E12	ANN20001212.0900.0071-E1
E13	ANN20001212.0900.0071-E2
E14	ANN20001212.0900.0071-E3
E15	ANN20001212.0900.0071-E4
E16	ANN20001212.0900.0071-E5
E17	ANN20001212.0900.0071-E6
E18	ANN20001212.0900.0071-E7
E19	ANN20001212.0900.0071-E8
E20	ANN20001212.0900.0071-E9
E21	ANN20001212.0900.0071-E10
E22	ANN20001212.0900.0071-E11
E23	ANN20001212.0900.0071-E12
E24	ANN20001212.0900.0071-E13
E1	ANN20001212.0900.0071-E14
E2	ANN20001212.0900.0071-E15
E3	ANN20001212.0900.0071-E16
E4	ANN20001212.0900.0071-E17
E5	ANN20001212.0900.0071-E18
E7	ANN20001212.0900.0071-E19
E8	ANN20001212.0900.0071-E20
E9	ANN20001212.0900.0071-E21
E10	ANN20001212.0900.0071-E22
E11	ANN20001212.0900.0071-E23
EM16	ANN20001212.0900.0071-E1-1
EM17	ANN20001212.0900.0071-E1-2
EM18	ANN20001212.0900.0071-E18-3
EM19	ANN20001212.0900.0071-E2-4
EM20	ANN20001212.0900.0071-E2-5
EM21	ANN20001212.0900.0071-E3-6
EM22	ANN20001212.0900.0071-E4-7
EM23	ANN20001212.0900.0071-E17-8
EM24	ANN20001212.0900.0071-E6-9
EM25	ANN20001212.0900.0071-E5-10
EM26	ANN20001212.0900.0071-E5-11
EM27	ANN20001212.0900.0071-E18-12
EM28	ANN20001212.0900.0071-E7-13
EM29	ANN20001212.0900.0071-E17-14
EM30	ANN20001212.0900.0071-E5-15
EM31	ANN20001212.0900.0071-E18-16
EM32	ANN20001212.0900.0071-E18-17
EM33	ANN20001212.0900.0071-E8-18
EM34	ANN20001212.0900.0071-E21-19
EM36	ANN20001212.0900.0071-E9-20
EM37	ANN20001212.0900.0071-E23-21
EM38	ANN20001212.0900.0071-E18-22
EM39	ANN20001212.0900.0071-E21-23
EM40	ANN20001212.0900.0071-E21-24
EM41	ANN20001212.0900.0071-E18-25
EM42	ANN20001212.0900.0071-E18-26
EM43	ANN20001212.0900.0071-E18-27
EM44	ANN20001212.0900.0071-E18-28
EM46	ANN20001212.0900.0071-E18-29
EM47	ANN20001212.0900.0071-E10-30
EM48	ANN20001212.0900.0071-E11-31
EM49	ANN20001212.0900.0071-E10-32
EM51	ANN20001212.0900.0071-E12-33
EM52	ANN20001212.0900.0071-E1-34
EM53	ANN20001212.0900.0071-E10-35
EM54	ANN20001212.0900.0071-E10-36
EM55	ANN20001212.0900.0071-E10-37
EM56	ANN20001212.0900.0071-E13-38
EM57	ANN20001212.0900.0071-E10-39
EM58	ANN20001212.0900.0071-E10-40
EM1	ANN20001212.0900.0071-E14-41
EM2	ANN20001212.0900.0071-E15-42
EM3	ANN20001212.0900.0071-E16-43
EM4	ANN20001212.0900.0071-E17-44
EM5	ANN20001212.0900.0071-E17-45
EM6	ANN20001212.0900.0071-E14-46
EM7	ANN20001212.0900.0071-E18-47
EM8	ANN20001212.0900.0071-E18-48
EM9	ANN20001212.0900.0071-E19-49
EM10	ANN20001212.0900.0071-E20-50
EM11	ANN20001212.0900.0071-E18-51
EM12	ANN20001212.0900.0071-E22-52
EM13	ANN20001212.0900.0071-E21-53
EM14	ANN20001212.0900.0071-E18-54
EM15	ANN20001212.0900.0071-E23-55
R1	ANN20001212.0900.0071-R1
R2	ANN20001212.0900.0071-R2
R3	ANN20001212.0900.0071-R3
R4	ANN20001212.0900.0071-R4
R5	ANN20001212.0900.0071-R5
R6	ANN20001212.0900.0071-R6
R7	ANN20001212.0900.0071-R7
R9	ANN20001212.0900.0071-R8
R10	ANN20001212.0900.0071-R9
R11	ANN20001212.0900.0071-R10
R12	ANN20001212.0900.0071-R11
RM1	ANN20001212.0900.0071-R1-1
RM2	ANN20001212.0900.0071-R2-1
RM3	ANN20001212.0900.0071-R3-1
RM4	ANN20001212.0900.0071-R4-1
RM5	ANN20001212.0900.0071-R5-1
RM6	ANN20001212.0900.0071-R6-1
RM7	ANN20001212.0900.0071-R7-1
RM9	ANN20001212.0900.0071-R8-1
RM10	ANN20001212.0900.0071-R9-1
RM11	ANN20001212.0900.0071-R10-1
RM12	ANN20001212.0900.0071-R11-1
V2	ANN20001212.0900.0071-EV1
V4	ANN20001212.0900.0071-EV2
VM2	ANN20001212.0900.0071-EV1-1
VM4	ANN20001212.0900.0071-EV2-1
Q1	ANN20001212.0900.0071-T1
Q6	ANN20001212.0900.0071-T2
Q2	ANN20001212.0900.0071-T3
Q3	ANN20001212.0900.0071-T4
Q4	ANN20001212.0900.0071-T5
