CE8	ALH20001218.1300.0117-CE1
CE9	ALH20001218.1300.0117-CE2
CE10	ALH20001218.1300.0117-CE3
CE11	ALH20001218.1300.0117-CE4
CE12	ALH20001218.1300.0117-CE5
CE13	ALH20001218.1300.0117-CE6
CE14	ALH20001218.1300.0117-CE7
CE15	ALH20001218.1300.0117-CE8
CE16	ALH20001218.1300.0117-CE9
CE17	ALH20001218.1300.0117-CE10
CE18	ALH20001218.1300.0117-CE11
CE19	ALH20001218.1300.0117-CE12
CE20	ALH20001218.1300.0117-CE13
CE21	ALH20001218.1300.0117-CE14
CE22	ALH20001218.1300.0117-CE15
CE23	ALH20001218.1300.0117-CE16
CE24	ALH20001218.1300.0117-CE17
CE25	ALH20001218.1300.0117-CE18
CE26	ALH20001218.1300.0117-CE19
CE2	ALH20001218.1300.0117-CE20
CE3	ALH20001218.1300.0117-CE21
CE4	ALH20001218.1300.0117-CE22
CE5	ALH20001218.1300.0117-CE23
CE6	ALH20001218.1300.0117-CE24
CE7	ALH20001218.1300.0117-CE25
E9	ALH20001218.1300.0117-E1
E10	ALH20001218.1300.0117-E2
E11	ALH20001218.1300.0117-E3
E12	ALH20001218.1300.0117-E4
E13	ALH20001218.1300.0117-E5
E14	ALH20001218.1300.0117-E6
E15	ALH20001218.1300.0117-E7
E16	ALH20001218.1300.0117-E8
E17	ALH20001218.1300.0117-E9
E18	ALH20001218.1300.0117-E10
E19	ALH20001218.1300.0117-E11
E20	ALH20001218.1300.0117-E12
E21	ALH20001218.1300.0117-E13
E22	ALH20001218.1300.0117-E14
E23	ALH20001218.1300.0117-E15
E24	ALH20001218.1300.0117-E16
E25	ALH20001218.1300.0117-E17
E26	ALH20001218.1300.0117-E18
E27	ALH20001218.1300.0117-E19
E28	ALH20001218.1300.0117-E20
E2	ALH20001218.1300.0117-E21
E3	ALH20001218.1300.0117-E22
E4	ALH20001218.1300.0117-E23
E5	ALH20001218.1300.0117-E24
E6	ALH20001218.1300.0117-E25
E7	ALH20001218.1300.0117-E26
E8	ALH20001218.1300.0117-E27
EM15	ALH20001218.1300.0117-E2-1
EM16	ALH20001218.1300.0117-E2-2
EM17	ALH20001218.1300.0117-E2-3
EM18	ALH20001218.1300.0117-E2-4
EM19	ALH20001218.1300.0117-E3-5
EM20	ALH20001218.1300.0117-E4-6
EM21	ALH20001218.1300.0117-E5-7
EM22	ALH20001218.1300.0117-E6-8
EM23	ALH20001218.1300.0117-E7-9
EM24	ALH20001218.1300.0117-E3-10
EM25	ALH20001218.1300.0117-E3-11
EM26	ALH20001218.1300.0117-E8-12
EM27	ALH20001218.1300.0117-E21-13
EM28	ALH20001218.1300.0117-E23-14
EM29	ALH20001218.1300.0117-E23-15
EM30	ALH20001218.1300.0117-E23-16
