CE35	AFA20001209.1000.0059-CE1
CE9	AFA20001209.1000.0059-CE2
CE10	AFA20001209.1000.0059-CE3
CE11	AFA20001209.1000.0059-CE4
CE12	AFA20001209.1000.0059-CE5
CE13	AFA20001209.1000.0059-CE6
CE14	AFA20001209.1000.0059-CE7
CE15	AFA20001209.1000.0059-CE8
CE16	AFA20001209.1000.0059-CE9
CE17	AFA20001209.1000.0059-CE10
CE19	AFA20001209.1000.0059-CE11
CE20	AFA20001209.1000.0059-CE12
CE21	AFA20001209.1000.0059-CE13
CE22	AFA20001209.1000.0059-CE14
CE23	AFA20001209.1000.0059-CE15
CE24	AFA20001209.1000.0059-CE16
CE25	AFA20001209.1000.0059-CE17
CE27	AFA20001209.1000.0059-CE18
CE32	AFA20001209.1000.0059-CE19
CE33	AFA20001209.1000.0059-CE20
CE1	AFA20001209.1000.0059-CE21
CE2	AFA20001209.1000.0059-CE22
CE4	AFA20001209.1000.0059-CE23
CE5	AFA20001209.1000.0059-CE24
CE34	AFA20001209.1000.0059-CE25
CE6	AFA20001209.1000.0059-CE26
E40	AFA20001209.1000.0059-E1
E9	AFA20001209.1000.0059-E2
E10	AFA20001209.1000.0059-E3
E11	AFA20001209.1000.0059-E4
E12	AFA20001209.1000.0059-E5
E13	AFA20001209.1000.0059-E6
E16	AFA20001209.1000.0059-E7
E17	AFA20001209.1000.0059-E8
E18	AFA20001209.1000.0059-E9
E19	AFA20001209.1000.0059-E10
E21	AFA20001209.1000.0059-E11
E22	AFA20001209.1000.0059-E12
E24	AFA20001209.1000.0059-E13
E25	AFA20001209.1000.0059-E14
E26	AFA20001209.1000.0059-E15
E27	AFA20001209.1000.0059-E16
E28	AFA20001209.1000.0059-E17
E29	AFA20001209.1000.0059-E18
E31	AFA20001209.1000.0059-E19
E36	AFA20001209.1000.0059-E20
E37	AFA20001209.1000.0059-E21
E38	AFA20001209.1000.0059-E22
E1	AFA20001209.1000.0059-E23
E2	AFA20001209.1000.0059-E24
E4	AFA20001209.1000.0059-E25
E5	AFA20001209.1000.0059-E26
E39	AFA20001209.1000.0059-E27
E6	AFA20001209.1000.0059-E28
EM24	AFA20001209.1000.0059-E2-1
EM45	AFA20001209.1000.0059-E1-2
EM26	AFA20001209.1000.0059-E2-3
EM27	AFA20001209.1000.0059-E4-4
EM28	AFA20001209.1000.0059-E5-5
EM32	AFA20001209.1000.0059-E7-6
EM33	AFA20001209.1000.0059-E8-7
EM34	AFA20001209.1000.0059-E9-8
EM35	AFA20001209.1000.0059-E10-9
EM36	AFA20001209.1000.0059-E25-10
EM37	AFA20001209.1000.0059-E25-11
EM38	AFA20001209.1000.0059-E25-12
EM39	AFA20001209.1000.0059-E25-13
EM40	AFA20001209.1000.0059-E7-14
EM41	AFA20001209.1000.0059-E6-15
EM43	AFA20001209.1000.0059-E11-16
EM46	AFA20001209.1000.0059-E12-17
EM47	AFA20001209.1000.0059-E13-18
EM49	AFA20001209.1000.0059-E6-19
EM50	AFA20001209.1000.0059-E14-20
EM51	AFA20001209.1000.0059-E12-21
EM52	AFA20001209.1000.0059-E6-22
EM53	AFA20001209.1000.0059-E4-23
EM55	AFA20001209.1000.0059-E25-24
EM56	AFA20001209.1000.0059-E25-25
EM57	AFA20001209.1000.0059-E25-26
EM58	AFA20001209.1000.0059-E15-27
EM59	AFA20001209.1000.0059-E15-28
EM60	AFA20001209.1000.0059-E15-29
EM61	AFA20001209.1000.0059-E15-30
EM63	AFA20001209.1000.0059-E17-31
EM64	AFA20001209.1000.0059-E18-32
EM67	AFA20001209.1000.0059-E19-33
EM70	AFA20001209.1000.0059-E25-34
EM71	AFA20001209.1000.0059-E25-35
EM72	AFA20001209.1000.0059-E25-36
EM78	AFA20001209.1000.0059-E20-37
EM79	AFA20001209.1000.0059-E23-38
EM80	AFA20001209.1000.0059-E24-39
EM81	AFA20001209.1000.0059-E21-40
EM84	AFA20001209.1000.0059-E24-41
EM86	AFA20001209.1000.0059-E3-42
EM89	AFA20001209.1000.0059-E6-43
EM90	AFA20001209.1000.0059-E22-44
EM91	AFA20001209.1000.0059-E28-45
EM92	AFA20001209.1000.0059-E12-46
EM93	AFA20001209.1000.0059-E16-47
EM4	AFA20001209.1000.0059-E25-48
EM5	AFA20001209.1000.0059-E23-49
EM6	AFA20001209.1000.0059-E25-50
EM7	AFA20001209.1000.0059-E25-51
EM8	AFA20001209.1000.0059-E26-52
EM96	AFA20001209.1000.0059-E1-53
EM95	AFA20001209.1000.0059-E27-54
EM12	AFA20001209.1000.0059-E25-55
EM14	AFA20001209.1000.0059-E25-56
