CE13	ANN20001125.0900.0084-CE1
CE14	ANN20001125.0900.0084-CE2
CE15	ANN20001125.0900.0084-CE3
CE16	ANN20001125.0900.0084-CE4
CE17	ANN20001125.0900.0084-CE5
CE18	ANN20001125.0900.0084-CE6
CE19	ANN20001125.0900.0084-CE7
CE20	ANN20001125.0900.0084-CE8
CE21	ANN20001125.0900.0084-CE9
CE22	ANN20001125.0900.0084-CE10
CE23	ANN20001125.0900.0084-CE11
CE26	ANN20001125.0900.0084-CE12
CE27	ANN20001125.0900.0084-CE13
CE1	ANN20001125.0900.0084-CE14
CE28	ANN20001125.0900.0084-CE15
CE29	ANN20001125.0900.0084-CE16
CE30	ANN20001125.0900.0084-CE17
CE32	ANN20001125.0900.0084-CE18
CE2	ANN20001125.0900.0084-CE19
CE3	ANN20001125.0900.0084-CE20
CE5	ANN20001125.0900.0084-CE21
CE6	ANN20001125.0900.0084-CE22
CE7	ANN20001125.0900.0084-CE23
CE10	ANN20001125.0900.0084-CE24
CE11	ANN20001125.0900.0084-CE25
E16	ANN20001125.0900.0084-E1
E17	ANN20001125.0900.0084-E2
E18	ANN20001125.0900.0084-E3
E19	ANN20001125.0900.0084-E4
E20	ANN20001125.0900.0084-E5
E21	ANN20001125.0900.0084-E6
E22	ANN20001125.0900.0084-E7
E23	ANN20001125.0900.0084-E8
E25	ANN20001125.0900.0084-E9
E26	ANN20001125.0900.0084-E10
E27	ANN20001125.0900.0084-E11
E28	ANN20001125.0900.0084-E12
E30	ANN20001125.0900.0084-E13
E31	ANN20001125.0900.0084-E14
E33	ANN20001125.0900.0084-E15
E34	ANN20001125.0900.0084-E16
E1	ANN20001125.0900.0084-E17
E35	ANN20001125.0900.0084-E18
E38	ANN20001125.0900.0084-E19
E40	ANN20001125.0900.0084-E20
E41	ANN20001125.0900.0084-E21
E43	ANN20001125.0900.0084-E22
E44	ANN20001125.0900.0084-E23
E45	ANN20001125.0900.0084-E24
E46	ANN20001125.0900.0084-E25
E48	ANN20001125.0900.0084-E26
E49	ANN20001125.0900.0084-E27
E2	ANN20001125.0900.0084-E28
E3	ANN20001125.0900.0084-E29
E5	ANN20001125.0900.0084-E30
E6	ANN20001125.0900.0084-E31
E7	ANN20001125.0900.0084-E32
E11	ANN20001125.0900.0084-E33
E12	ANN20001125.0900.0084-E34
E14	ANN20001125.0900.0084-E35
EM1	ANN20001125.0900.0084-E17-1
EM18	ANN20001125.0900.0084-E35-2
EM19	ANN20001125.0900.0084-E35-3
EM20	ANN20001125.0900.0084-E30-4
EM21	ANN20001125.0900.0084-E1-5
EM23	ANN20001125.0900.0084-E32-6
EM25	ANN20001125.0900.0084-E2-7
EM9	ANN20001125.0900.0084-E3-8
EM6	ANN20001125.0900.0084-E4-9
EM29	ANN20001125.0900.0084-E35-10
EM30	ANN20001125.0900.0084-E35-11
EM31	ANN20001125.0900.0084-E33-12
EM32	ANN20001125.0900.0084-E34-13
EM33	ANN20001125.0900.0084-E35-14
EM28	ANN20001125.0900.0084-E35-15
EM16	ANN20001125.0900.0084-E35-16
EM34	ANN20001125.0900.0084-E34-17
EM35	ANN20001125.0900.0084-E32-18
EM36	ANN20001125.0900.0084-E32-19
EM37	ANN20001125.0900.0084-E5-20
EM38	ANN20001125.0900.0084-E32-21
EM39	ANN20001125.0900.0084-E32-22
EM40	ANN20001125.0900.0084-E6-23
EM41	ANN20001125.0900.0084-E32-24
EM44	ANN20001125.0900.0084-E7-25
EM45	ANN20001125.0900.0084-E33-26
EM46	ANN20001125.0900.0084-E8-27
EM47	ANN20001125.0900.0084-E9-28
EM48	ANN20001125.0900.0084-E10-29
EM49	ANN20001125.0900.0084-E10-30
EM50	ANN20001125.0900.0084-E10-31
EM51	ANN20001125.0900.0084-E11-32
EM52	ANN20001125.0900.0084-E11-33
EM53	ANN20001125.0900.0084-E12-34
EM55	ANN20001125.0900.0084-E13-35
EM56	ANN20001125.0900.0084-E14-36
EM57	ANN20001125.0900.0084-E15-37
EM58	ANN20001125.0900.0084-E16-38
EM59	ANN20001125.0900.0084-E11-39
EM60	ANN20001125.0900.0084-E31-40
EM61	ANN20001125.0900.0084-E11-41
EM62	ANN20001125.0900.0084-E31-42
EM63	ANN20001125.0900.0084-E11-43
EM64	ANN20001125.0900.0084-E14-44
EM65	ANN20001125.0900.0084-E14-45
EM66	ANN20001125.0900.0084-E14-46
EM67	ANN20001125.0900.0084-E14-47
EM68	ANN20001125.0900.0084-E18-48
EM69	ANN20001125.0900.0084-E18-49
EM72	ANN20001125.0900.0084-E11-50
EM73	ANN20001125.0900.0084-E11-51
EM74	ANN20001125.0900.0084-E19-52
EM78	ANN20001125.0900.0084-E20-53
EM79	ANN20001125.0900.0084-E21-54
EM80	ANN20001125.0900.0084-E19-55
EM82	ANN20001125.0900.0084-E22-56
EM83	ANN20001125.0900.0084-E33-57
EM85	ANN20001125.0900.0084-E23-58
EM86	ANN20001125.0900.0084-E23-59
EM87	ANN20001125.0900.0084-E24-60
EM88	ANN20001125.0900.0084-E25-61
EM90	ANN20001125.0900.0084-E32-62
EM2	ANN20001125.0900.0084-E28-63
EM92	ANN20001125.0900.0084-E26-64
EM93	ANN20001125.0900.0084-E27-65
EM3	ANN20001125.0900.0084-E29-66
EM7	ANN20001125.0900.0084-E32-67
EM10	ANN20001125.0900.0084-E32-68
EM11	ANN20001125.0900.0084-E32-69
EM12	ANN20001125.0900.0084-E30-70
EM13	ANN20001125.0900.0084-E33-71
EM14	ANN20001125.0900.0084-E34-72
EM15	ANN20001125.0900.0084-E32-73
EM17	ANN20001125.0900.0084-E35-74
R1	ANN20001125.0900.0084-R1
R2	ANN20001125.0900.0084-R2
R3	ANN20001125.0900.0084-R3
R6	ANN20001125.0900.0084-R4
R7	ANN20001125.0900.0084-R5
R8	ANN20001125.0900.0084-R6
R9	ANN20001125.0900.0084-R7
R10	ANN20001125.0900.0084-R8
R11	ANN20001125.0900.0084-R9
R12	ANN20001125.0900.0084-R10
R13	ANN20001125.0900.0084-R11
R14	ANN20001125.0900.0084-R12
R15	ANN20001125.0900.0084-R13
R16	ANN20001125.0900.0084-R14
R17	ANN20001125.0900.0084-R15
R18	ANN20001125.0900.0084-R16
RM1	ANN20001125.0900.0084-R1-1
RM2	ANN20001125.0900.0084-R2-1
RM3	ANN20001125.0900.0084-R3-1
RM6	ANN20001125.0900.0084-R4-1
RM7	ANN20001125.0900.0084-R5-1
RM8	ANN20001125.0900.0084-R6-1
RM9	ANN20001125.0900.0084-R7-1
RM10	ANN20001125.0900.0084-R8-1
RM11	ANN20001125.0900.0084-R9-1
RM12	ANN20001125.0900.0084-R10-1
RM13	ANN20001125.0900.0084-R11-1
RM14	ANN20001125.0900.0084-R12-1
RM15	ANN20001125.0900.0084-R13-1
RM16	ANN20001125.0900.0084-R14-1
RM17	ANN20001125.0900.0084-R15-1
RM18	ANN20001125.0900.0084-R16-1
V1	ANN20001125.0900.0084-EV1
V2	ANN20001125.0900.0084-EV2
V3	ANN20001125.0900.0084-EV3
V4	ANN20001125.0900.0084-EV4
V5	ANN20001125.0900.0084-EV5
V6	ANN20001125.0900.0084-EV6
V7	ANN20001125.0900.0084-EV7
VM1	ANN20001125.0900.0084-EV1-1
VM2	ANN20001125.0900.0084-EV2-1
VM3	ANN20001125.0900.0084-EV3-1
VM4	ANN20001125.0900.0084-EV4-1
VM5	ANN20001125.0900.0084-EV5-1
VM6	ANN20001125.0900.0084-EV6-1
VM7	ANN20001125.0900.0084-EV7-1
Q1	ANN20001125.0900.0084-T1
Q2	ANN20001125.0900.0084-T2
