CE12	ANN20001130.1500.0072-CE1
CE13	ANN20001130.1500.0072-CE2
CE14	ANN20001130.1500.0072-CE3
CE15	ANN20001130.1500.0072-CE4
CE16	ANN20001130.1500.0072-CE5
CE18	ANN20001130.1500.0072-CE6
CE19	ANN20001130.1500.0072-CE7
CE20	ANN20001130.1500.0072-CE8
CE21	ANN20001130.1500.0072-CE9
CE22	ANN20001130.1500.0072-CE10
CE24	ANN20001130.1500.0072-CE11
CE25	ANN20001130.1500.0072-CE12
CE26	ANN20001130.1500.0072-CE13
CE27	ANN20001130.1500.0072-CE14
CE28	ANN20001130.1500.0072-CE15
CE29	ANN20001130.1500.0072-CE16
CE30	ANN20001130.1500.0072-CE17
CE31	ANN20001130.1500.0072-CE18
CE33	ANN20001130.1500.0072-CE19
CE34	ANN20001130.1500.0072-CE20
CE35	ANN20001130.1500.0072-CE21
CE36	ANN20001130.1500.0072-CE22
CE37	ANN20001130.1500.0072-CE23
CE38	ANN20001130.1500.0072-CE24
CE39	ANN20001130.1500.0072-CE25
CE40	ANN20001130.1500.0072-CE26
CE41	ANN20001130.1500.0072-CE27
CE42	ANN20001130.1500.0072-CE28
CE43	ANN20001130.1500.0072-CE29
CE44	ANN20001130.1500.0072-CE30
CE45	ANN20001130.1500.0072-CE31
CE46	ANN20001130.1500.0072-CE32
CE48	ANN20001130.1500.0072-CE33
CE49	ANN20001130.1500.0072-CE34
CE50	ANN20001130.1500.0072-CE35
CE51	ANN20001130.1500.0072-CE36
CE52	ANN20001130.1500.0072-CE37
CE53	ANN20001130.1500.0072-CE38
CE55	ANN20001130.1500.0072-CE39
CE56	ANN20001130.1500.0072-CE40
CE57	ANN20001130.1500.0072-CE41
CE58	ANN20001130.1500.0072-CE42
CE59	ANN20001130.1500.0072-CE43
CE60	ANN20001130.1500.0072-CE44
CE61	ANN20001130.1500.0072-CE45
CE62	ANN20001130.1500.0072-CE46
CE63	ANN20001130.1500.0072-CE47
CE64	ANN20001130.1500.0072-CE48
CE65	ANN20001130.1500.0072-CE49
CE66	ANN20001130.1500.0072-CE50
CE67	ANN20001130.1500.0072-CE51
CE68	ANN20001130.1500.0072-CE52
CE2	ANN20001130.1500.0072-CE53
CE3	ANN20001130.1500.0072-CE54
CE4	ANN20001130.1500.0072-CE55
CE5	ANN20001130.1500.0072-CE56
CE6	ANN20001130.1500.0072-CE57
CE7	ANN20001130.1500.0072-CE58
CE8	ANN20001130.1500.0072-CE59
CE9	ANN20001130.1500.0072-CE60
CE10	ANN20001130.1500.0072-CE61
CE11	ANN20001130.1500.0072-CE62
E13	ANN20001130.1500.0072-E1
E14	ANN20001130.1500.0072-E2
E15	ANN20001130.1500.0072-E3
E16	ANN20001130.1500.0072-E4
E17	ANN20001130.1500.0072-E5
E18	ANN20001130.1500.0072-E6
E19	ANN20001130.1500.0072-E7
E20	ANN20001130.1500.0072-E8
E22	ANN20001130.1500.0072-E9
E23	ANN20001130.1500.0072-E10
E24	ANN20001130.1500.0072-E11
E25	ANN20001130.1500.0072-E12
E26	ANN20001130.1500.0072-E13
E27	ANN20001130.1500.0072-E14
E30	ANN20001130.1500.0072-E15
E31	ANN20001130.1500.0072-E16
E32	ANN20001130.1500.0072-E17
E33	ANN20001130.1500.0072-E18
E34	ANN20001130.1500.0072-E19
E35	ANN20001130.1500.0072-E20
E36	ANN20001130.1500.0072-E21
E37	ANN20001130.1500.0072-E22
E38	ANN20001130.1500.0072-E23
E39	ANN20001130.1500.0072-E24
E41	ANN20001130.1500.0072-E25
E42	ANN20001130.1500.0072-E26
E43	ANN20001130.1500.0072-E27
E44	ANN20001130.1500.0072-E28
E45	ANN20001130.1500.0072-E29
E46	ANN20001130.1500.0072-E30
E47	ANN20001130.1500.0072-E31
E48	ANN20001130.1500.0072-E32
E49	ANN20001130.1500.0072-E33
E50	ANN20001130.1500.0072-E34
E51	ANN20001130.1500.0072-E35
E52	ANN20001130.1500.0072-E36
E53	ANN20001130.1500.0072-E37
E54	ANN20001130.1500.0072-E38
E55	ANN20001130.1500.0072-E39
E56	ANN20001130.1500.0072-E40
E58	ANN20001130.1500.0072-E41
E59	ANN20001130.1500.0072-E42
E60	ANN20001130.1500.0072-E43
E61	ANN20001130.1500.0072-E44
E62	ANN20001130.1500.0072-E45
E63	ANN20001130.1500.0072-E46
E64	ANN20001130.1500.0072-E47
E66	ANN20001130.1500.0072-E48
E67	ANN20001130.1500.0072-E49
E68	ANN20001130.1500.0072-E50
E69	ANN20001130.1500.0072-E51
E70	ANN20001130.1500.0072-E52
E71	ANN20001130.1500.0072-E53
E72	ANN20001130.1500.0072-E54
E73	ANN20001130.1500.0072-E55
E74	ANN20001130.1500.0072-E56
E75	ANN20001130.1500.0072-E57
E76	ANN20001130.1500.0072-E58
E77	ANN20001130.1500.0072-E59
E78	ANN20001130.1500.0072-E60
E79	ANN20001130.1500.0072-E61
E80	ANN20001130.1500.0072-E62
E2	ANN20001130.1500.0072-E63
E3	ANN20001130.1500.0072-E64
E4	ANN20001130.1500.0072-E65
E5	ANN20001130.1500.0072-E66
E6	ANN20001130.1500.0072-E67
E7	ANN20001130.1500.0072-E68
E8	ANN20001130.1500.0072-E69
E9	ANN20001130.1500.0072-E70
E10	ANN20001130.1500.0072-E71
E11	ANN20001130.1500.0072-E72
E12	ANN20001130.1500.0072-E73
EM17	ANN20001130.1500.0072-E1-1
EM18	ANN20001130.1500.0072-E73-2
EM19	ANN20001130.1500.0072-E73-3
EM20	ANN20001130.1500.0072-E3-4
EM21	ANN20001130.1500.0072-E2-5
EM22	ANN20001130.1500.0072-E4-6
EM23	ANN20001130.1500.0072-E5-7
EM24	ANN20001130.1500.0072-E6-8
EM25	ANN20001130.1500.0072-E64-9
EM26	ANN20001130.1500.0072-E6-10
EM27	ANN20001130.1500.0072-E8-11
EM28	ANN20001130.1500.0072-E7-12
EM29	ANN20001130.1500.0072-E7-13
EM189	ANN20001130.1500.0072-E58-14
EM31	ANN20001130.1500.0072-E9-15
EM32	ANN20001130.1500.0072-E10-16
EM33	ANN20001130.1500.0072-E11-17
EM34	ANN20001130.1500.0072-E12-18
EM35	ANN20001130.1500.0072-E7-19
EM36	ANN20001130.1500.0072-E7-20
EM37	ANN20001130.1500.0072-E13-21
EM190	ANN20001130.1500.0072-E45-22
EM38	ANN20001130.1500.0072-E13-23
EM39	ANN20001130.1500.0072-E14-24
EM125	ANN20001130.1500.0072-E45-25
EM191	ANN20001130.1500.0072-E56-26
EM43	ANN20001130.1500.0072-E7-27
EM44	ANN20001130.1500.0072-E9-28
EM45	ANN20001130.1500.0072-E15-29
EM46	ANN20001130.1500.0072-E16-30
EM47	ANN20001130.1500.0072-E17-31
EM48	ANN20001130.1500.0072-E18-32
EM49	ANN20001130.1500.0072-E19-33
EM50	ANN20001130.1500.0072-E16-34
EM51	ANN20001130.1500.0072-E7-35
EM52	ANN20001130.1500.0072-E7-36
EM53	ANN20001130.1500.0072-E7-37
EM54	ANN20001130.1500.0072-E20-38
EM55	ANN20001130.1500.0072-E20-39
EM56	ANN20001130.1500.0072-E20-40
EM57	ANN20001130.1500.0072-E21-41
EM58	ANN20001130.1500.0072-E22-42
EM59	ANN20001130.1500.0072-E20-43
EM60	ANN20001130.1500.0072-E23-44
EM61	ANN20001130.1500.0072-E16-45
EM62	ANN20001130.1500.0072-E20-46
EM63	ANN20001130.1500.0072-E24-47
EM64	ANN20001130.1500.0072-E16-48
EM65	ANN20001130.1500.0072-E16-49
EM66	ANN20001130.1500.0072-E7-50
EM67	ANN20001130.1500.0072-E16-51
EM69	ANN20001130.1500.0072-E25-52
EM70	ANN20001130.1500.0072-E71-53
EM71	ANN20001130.1500.0072-E72-54
EM72	ANN20001130.1500.0072-E26-55
EM73	ANN20001130.1500.0072-E71-56
EM74	ANN20001130.1500.0072-E27-57
EM75	ANN20001130.1500.0072-E70-58
EM76	ANN20001130.1500.0072-E70-59
EM77	ANN20001130.1500.0072-E70-60
EM78	ANN20001130.1500.0072-E7-61
EM81	ANN20001130.1500.0072-E13-62
EM82	ANN20001130.1500.0072-E28-63
EM84	ANN20001130.1500.0072-E28-64
EM85	ANN20001130.1500.0072-E29-65
EM87	ANN20001130.1500.0072-E31-66
EM88	ANN20001130.1500.0072-E32-67
EM89	ANN20001130.1500.0072-E28-68
EM91	ANN20001130.1500.0072-E64-69
EM92	ANN20001130.1500.0072-E64-70
