CE9	AFA20001014.0000.0011-CE1
CE10	AFA20001014.0000.0011-CE2
CE11	AFA20001014.0000.0011-CE3
CE12	AFA20001014.0000.0011-CE4
CE13	AFA20001014.0000.0011-CE5
CE14	AFA20001014.0000.0011-CE6
CE15	AFA20001014.0000.0011-CE7
CE1	AFA20001014.0000.0011-CE8
CE2	AFA20001014.0000.0011-CE9
CE3	AFA20001014.0000.0011-CE10
CE4	AFA20001014.0000.0011-CE11
CE5	AFA20001014.0000.0011-CE12
CE6	AFA20001014.0000.0011-CE13
CE8	AFA20001014.0000.0011-CE14
E10	AFA20001014.0000.0011-E1
E11	AFA20001014.0000.0011-E2
E12	AFA20001014.0000.0011-E3
E14	AFA20001014.0000.0011-E4
E15	AFA20001014.0000.0011-E5
E16	AFA20001014.0000.0011-E6
E17	AFA20001014.0000.0011-E7
E18	AFA20001014.0000.0011-E8
E19	AFA20001014.0000.0011-E9
E1	AFA20001014.0000.0011-E10
E2	AFA20001014.0000.0011-E11
E3	AFA20001014.0000.0011-E12
E4	AFA20001014.0000.0011-E13
E5	AFA20001014.0000.0011-E14
E6	AFA20001014.0000.0011-E15
E9	AFA20001014.0000.0011-E16
EM13	AFA20001014.0000.0011-E1-1
EM14	AFA20001014.0000.0011-E16-2
EM15	AFA20001014.0000.0011-E2-3
EM16	AFA20001014.0000.0011-E3-4
EM19	AFA20001014.0000.0011-E1-5
EM20	AFA20001014.0000.0011-E1-6
EM21	AFA20001014.0000.0011-E1-7
EM22	AFA20001014.0000.0011-E1-8
EM23	AFA20001014.0000.0011-E1-9
EM24	AFA20001014.0000.0011-E1-10
EM25	AFA20001014.0000.0011-E1-11
EM26	AFA20001014.0000.0011-E1-12
EM27	AFA20001014.0000.0011-E4-13
EM28	AFA20001014.0000.0011-E4-14
EM29	AFA20001014.0000.0011-E2-15
EM30	AFA20001014.0000.0011-E2-16
EM31	AFA20001014.0000.0011-E1-17
EM32	AFA20001014.0000.0011-E2-18
EM33	AFA20001014.0000.0011-E2-19
EM34	AFA20001014.0000.0011-E1-20
EM35	AFA20001014.0000.0011-E5-21
EM37	AFA20001014.0000.0011-E14-22
EM39	AFA20001014.0000.0011-E5-23
EM40	AFA20001014.0000.0011-E6-24
EM41	AFA20001014.0000.0011-E7-25
EM42	AFA20001014.0000.0011-E8-26
EM43	AFA20001014.0000.0011-E13-27
EM45	AFA20001014.0000.0011-E16-28
EM47	AFA20001014.0000.0011-E10-29
EM48	AFA20001014.0000.0011-E5-30
EM49	AFA20001014.0000.0011-E9-31
EM1	AFA20001014.0000.0011-E10-32
EM2	AFA20001014.0000.0011-E11-33
EM3	AFA20001014.0000.0011-E12-34
EM4	AFA20001014.0000.0011-E13-35
EM7	AFA20001014.0000.0011-E14-36
EM8	AFA20001014.0000.0011-E15-37
EM11	AFA20001014.0000.0011-E16-38
EM12	AFA20001014.0000.0011-E1-39
R1	AFA20001014.0000.0011-R1
R2	AFA20001014.0000.0011-R2
R3	AFA20001014.0000.0011-R3
R4	AFA20001014.0000.0011-R4
R5	AFA20001014.0000.0011-R5
R6	AFA20001014.0000.0011-R6
R7	AFA20001014.0000.0011-R7
RM1	AFA20001014.0000.0011-R1-1
RM2	AFA20001014.0000.0011-R2-1
RM3	AFA20001014.0000.0011-R3-1
RM4	AFA20001014.0000.0011-R3-2
RM5	AFA20001014.0000.0011-R5-1
RM6	AFA20001014.0000.0011-R6-1
RM7	AFA20001014.0000.0011-R7-1
V1	AFA20001014.0000.0011-EV1
V2	AFA20001014.0000.0011-EV2
V3	AFA20001014.0000.0011-EV3
V4	AFA20001014.0000.0011-EV4
V5	AFA20001014.0000.0011-EV5
VM1	AFA20001014.0000.0011-EV1-1
VM2	AFA20001014.0000.0011-EV2-1
VM3	AFA20001014.0000.0011-EV3-1
VM4	AFA20001014.0000.0011-EV4-1
VM5	AFA20001014.0000.0011-EV5-1
Q1	AFA20001014.0000.0011-T1
Q2	AFA20001014.0000.0011-T2
Q3	AFA20001014.0000.0011-V1
Q4	AFA20001014.0000.0011-T3
Q5	AFA20001014.0000.0011-T4
Q6	AFA20001014.0000.0011-T5
Q7	AFA20001014.0000.0011-V2
Q8	AFA20001014.0000.0011-V3
Q9	AFA20001014.0000.0011-T6
Q11	AFA20001014.0000.0011-V4
QM3	AFA20001014.0000.0011-V1-1
QM7	AFA20001014.0000.0011-V2-1
QM8	AFA20001014.0000.0011-V3-1
QM11	AFA20001014.0000.0011-V4-1
