CE11	AFA20001207.1800.0145-CE1
CE12	AFA20001207.1800.0145-CE2
CE13	AFA20001207.1800.0145-CE3
CE14	AFA20001207.1800.0145-CE4
CE15	AFA20001207.1800.0145-CE5
CE16	AFA20001207.1800.0145-CE6
CE18	AFA20001207.1800.0145-CE7
CE19	AFA20001207.1800.0145-CE8
CE20	AFA20001207.1800.0145-CE9
CE21	AFA20001207.1800.0145-CE10
CE22	AFA20001207.1800.0145-CE11
CE23	AFA20001207.1800.0145-CE12
CE24	AFA20001207.1800.0145-CE13
CE26	AFA20001207.1800.0145-CE14
CE27	AFA20001207.1800.0145-CE15
CE28	AFA20001207.1800.0145-CE16
CE30	AFA20001207.1800.0145-CE17
CE32	AFA20001207.1800.0145-CE18
CE33	AFA20001207.1800.0145-CE19
CE34	AFA20001207.1800.0145-CE20
CE35	AFA20001207.1800.0145-CE21
CE36	AFA20001207.1800.0145-CE22
CE1	AFA20001207.1800.0145-CE23
CE37	AFA20001207.1800.0145-CE24
CE38	AFA20001207.1800.0145-CE25
CE39	AFA20001207.1800.0145-CE26
CE40	AFA20001207.1800.0145-CE27
CE41	AFA20001207.1800.0145-CE28
CE42	AFA20001207.1800.0145-CE29
CE43	AFA20001207.1800.0145-CE30
CE2	AFA20001207.1800.0145-CE31
CE3	AFA20001207.1800.0145-CE32
CE4	AFA20001207.1800.0145-CE33
CE5	AFA20001207.1800.0145-CE34
CE6	AFA20001207.1800.0145-CE35
CE7	AFA20001207.1800.0145-CE36
CE8	AFA20001207.1800.0145-CE37
CE9	AFA20001207.1800.0145-CE38
CE10	AFA20001207.1800.0145-CE39
E14	AFA20001207.1800.0145-E1
E15	AFA20001207.1800.0145-E2
E17	AFA20001207.1800.0145-E3
E18	AFA20001207.1800.0145-E4
E19	AFA20001207.1800.0145-E5
E20	AFA20001207.1800.0145-E6
E21	AFA20001207.1800.0145-E7
E23	AFA20001207.1800.0145-E8
E24	AFA20001207.1800.0145-E9
E25	AFA20001207.1800.0145-E10
E26	AFA20001207.1800.0145-E11
E27	AFA20001207.1800.0145-E12
E28	AFA20001207.1800.0145-E13
E29	AFA20001207.1800.0145-E14
E31	AFA20001207.1800.0145-E15
E32	AFA20001207.1800.0145-E16
E33	AFA20001207.1800.0145-E17
E1	AFA20001207.1800.0145-E18
E35	AFA20001207.1800.0145-E19
E36	AFA20001207.1800.0145-E20
E38	AFA20001207.1800.0145-E21
E40	AFA20001207.1800.0145-E22
E41	AFA20001207.1800.0145-E23
E42	AFA20001207.1800.0145-E24
E43	AFA20001207.1800.0145-E25
E44	AFA20001207.1800.0145-E26
E45	AFA20001207.1800.0145-E27
E46	AFA20001207.1800.0145-E28
E47	AFA20001207.1800.0145-E29
E48	AFA20001207.1800.0145-E30
E49	AFA20001207.1800.0145-E31
