CE8	AFA20001206.1400.0099-CE1
CE9	AFA20001206.1400.0099-CE2
CE10	AFA20001206.1400.0099-CE3
CE11	AFA20001206.1400.0099-CE4
CE12	AFA20001206.1400.0099-CE5
CE13	AFA20001206.1400.0099-CE6
CE14	AFA20001206.1400.0099-CE7
CE15	AFA20001206.1400.0099-CE8
CE16	AFA20001206.1400.0099-CE9
CE17	AFA20001206.1400.0099-CE10
CE1	AFA20001206.1400.0099-CE11
CE2	AFA20001206.1400.0099-CE12
CE3	AFA20001206.1400.0099-CE13
CE4	AFA20001206.1400.0099-CE14
CE5	AFA20001206.1400.0099-CE15
CE6	AFA20001206.1400.0099-CE16
CE7	AFA20001206.1400.0099-CE17
E12	AFA20001206.1400.0099-E1
E13	AFA20001206.1400.0099-E2
E14	AFA20001206.1400.0099-E3
E15	AFA20001206.1400.0099-E4
E16	AFA20001206.1400.0099-E5
E18	AFA20001206.1400.0099-E6
E19	AFA20001206.1400.0099-E7
E20	AFA20001206.1400.0099-E8
E21	AFA20001206.1400.0099-E9
E22	AFA20001206.1400.0099-E10
E23	AFA20001206.1400.0099-E11
E24	AFA20001206.1400.0099-E12
E25	AFA20001206.1400.0099-E13
E26	AFA20001206.1400.0099-E14
E1	AFA20001206.1400.0099-E15
E2	AFA20001206.1400.0099-E16
E3	AFA20001206.1400.0099-E17
E4	AFA20001206.1400.0099-E18
E5	AFA20001206.1400.0099-E19
E7	AFA20001206.1400.0099-E20
E8	AFA20001206.1400.0099-E21
E9	AFA20001206.1400.0099-E22
E10	AFA20001206.1400.0099-E23
E11	AFA20001206.1400.0099-E24
EM1	AFA20001206.1400.0099-E15-1
EM22	AFA20001206.1400.0099-E17-2
EM23	AFA20001206.1400.0099-E19-3
EM24	AFA20001206.1400.0099-E17-4
EM25	AFA20001206.1400.0099-E17-5
EM26	AFA20001206.1400.0099-E1-6
EM27	AFA20001206.1400.0099-E1-7
EM28	AFA20001206.1400.0099-E2-8
EM30	AFA20001206.1400.0099-E21-9
EM31	AFA20001206.1400.0099-E3-10
EM32	AFA20001206.1400.0099-E4-11
EM33	AFA20001206.1400.0099-E5-12
EM34	AFA20001206.1400.0099-E6-13
EM35	AFA20001206.1400.0099-E21-14
EM36	AFA20001206.1400.0099-E21-15
EM37	AFA20001206.1400.0099-E7-16
EM38	AFA20001206.1400.0099-E7-17
EM39	AFA20001206.1400.0099-E7-18
EM40	AFA20001206.1400.0099-E8-19
EM41	AFA20001206.1400.0099-E9-20
EM42	AFA20001206.1400.0099-E10-21
EM43	AFA20001206.1400.0099-E9-22
EM44	AFA20001206.1400.0099-E7-23
EM45	AFA20001206.1400.0099-E11-24
EM46	AFA20001206.1400.0099-E9-25
EM47	AFA20001206.1400.0099-E7-26
EM48	AFA20001206.1400.0099-E7-27
EM49	AFA20001206.1400.0099-E12-28
EM50	AFA20001206.1400.0099-E13-29
EM51	AFA20001206.1400.0099-E19-30
EM52	AFA20001206.1400.0099-E7-31
EM53	AFA20001206.1400.0099-E19-32
EM54	AFA20001206.1400.0099-E19-33
EM55	AFA20001206.1400.0099-E7-34
EM56	AFA20001206.1400.0099-E14-35
EM57	AFA20001206.1400.0099-E14-36
EM2	AFA20001206.1400.0099-E16-37
EM3	AFA20001206.1400.0099-E17-38
EM4	AFA20001206.1400.0099-E17-39
EM5	AFA20001206.1400.0099-E18-40
EM6	AFA20001206.1400.0099-E19-41
EM7	AFA20001206.1400.0099-E20-42
EM9	AFA20001206.1400.0099-E17-43
EM10	AFA20001206.1400.0099-E17-44
EM11	AFA20001206.1400.0099-E17-45
EM12	AFA20001206.1400.0099-E21-46
EM13	AFA20001206.1400.0099-E21-47
EM14	AFA20001206.1400.0099-E22-48
EM15	AFA20001206.1400.0099-E21-49
EM16	AFA20001206.1400.0099-E21-50
EM17	AFA20001206.1400.0099-E23-51
EM18	AFA20001206.1400.0099-E23-52
EM19	AFA20001206.1400.0099-E19-53
EM20	AFA20001206.1400.0099-E24-54
EM21	AFA20001206.1400.0099-E17-55
R1	AFA20001206.1400.0099-R1
R2	AFA20001206.1400.0099-R2
R3	AFA20001206.1400.0099-R3
R4	AFA20001206.1400.0099-R4
R5	AFA20001206.1400.0099-R5
R7	AFA20001206.1400.0099-R6
R8	AFA20001206.1400.0099-R7
R9	AFA20001206.1400.0099-R8
R10	AFA20001206.1400.0099-R9
R11	AFA20001206.1400.0099-R10
R12	AFA20001206.1400.0099-R11
RM1	AFA20001206.1400.0099-R1-1
RM2	AFA20001206.1400.0099-R2-1
RM3	AFA20001206.1400.0099-R3-1
RM4	AFA20001206.1400.0099-R4-1
RM5	AFA20001206.1400.0099-R5-1
RM7	AFA20001206.1400.0099-R6-1
RM8	AFA20001206.1400.0099-R7-1
RM9	AFA20001206.1400.0099-R8-1
RM10	AFA20001206.1400.0099-R9-1
RM11	AFA20001206.1400.0099-R10-1
RM12	AFA20001206.1400.0099-R11-1
V6	AFA20001206.1400.0099-EV1
V5	AFA20001206.1400.0099-EV2
VM6	AFA20001206.1400.0099-EV1-1
VM5	AFA20001206.1400.0099-EV2-1
Q1	AFA20001206.1400.0099-T1
Q2	AFA20001206.1400.0099-T2
Q3	AFA20001206.1400.0099-T3
Q4	AFA20001206.1400.0099-T4
Q5	AFA20001206.1400.0099-T5
Q6	AFA20001206.1400.0099-T6
Q7	AFA20001206.1400.0099-T7
Q8	AFA20001206.1400.0099-T8
