CE9	ANN20001201.1500.0092-CE1
CE10	ANN20001201.1500.0092-CE2
CE11	ANN20001201.1500.0092-CE3
CE12	ANN20001201.1500.0092-CE4
CE13	ANN20001201.1500.0092-CE5
CE14	ANN20001201.1500.0092-CE6
CE15	ANN20001201.1500.0092-CE7
CE16	ANN20001201.1500.0092-CE8
CE17	ANN20001201.1500.0092-CE9
CE18	ANN20001201.1500.0092-CE10
CE19	ANN20001201.1500.0092-CE11
CE20	ANN20001201.1500.0092-CE12
CE21	ANN20001201.1500.0092-CE13
CE22	ANN20001201.1500.0092-CE14
CE23	ANN20001201.1500.0092-CE15
CE24	ANN20001201.1500.0092-CE16
CE25	ANN20001201.1500.0092-CE17
CE26	ANN20001201.1500.0092-CE18
CE28	ANN20001201.1500.0092-CE19
CE1	ANN20001201.1500.0092-CE20
CE2	ANN20001201.1500.0092-CE21
CE3	ANN20001201.1500.0092-CE22
CE4	ANN20001201.1500.0092-CE23
CE5	ANN20001201.1500.0092-CE24
CE6	ANN20001201.1500.0092-CE25
CE7	ANN20001201.1500.0092-CE26
CE8	ANN20001201.1500.0092-CE27
E12	ANN20001201.1500.0092-E1
E13	ANN20001201.1500.0092-E2
E14	ANN20001201.1500.0092-E3
E16	ANN20001201.1500.0092-E4
E17	ANN20001201.1500.0092-E5
E18	ANN20001201.1500.0092-E6
E19	ANN20001201.1500.0092-E7
E20	ANN20001201.1500.0092-E8
E21	ANN20001201.1500.0092-E9
E22	ANN20001201.1500.0092-E10
E23	ANN20001201.1500.0092-E11
E24	ANN20001201.1500.0092-E12
E25	ANN20001201.1500.0092-E13
E26	ANN20001201.1500.0092-E14
E27	ANN20001201.1500.0092-E15
E28	ANN20001201.1500.0092-E16
E29	ANN20001201.1500.0092-E17
E30	ANN20001201.1500.0092-E18
E31	ANN20001201.1500.0092-E19
E32	ANN20001201.1500.0092-E20
E33	ANN20001201.1500.0092-E21
E35	ANN20001201.1500.0092-E22
E36	ANN20001201.1500.0092-E23
E1	ANN20001201.1500.0092-E24
E2	ANN20001201.1500.0092-E25
E3	ANN20001201.1500.0092-E26
E4	ANN20001201.1500.0092-E27
E5	ANN20001201.1500.0092-E28
E6	ANN20001201.1500.0092-E29
E7	ANN20001201.1500.0092-E30
E8	ANN20001201.1500.0092-E31
E9	ANN20001201.1500.0092-E32
E10	ANN20001201.1500.0092-E33
E11	ANN20001201.1500.0092-E34
EM18	ANN20001201.1500.0092-E1-1
EM19	ANN20001201.1500.0092-E31-2
EM20	ANN20001201.1500.0092-E31-3
EM21	ANN20001201.1500.0092-E31-4
EM22	ANN20001201.1500.0092-E29-5
EM23	ANN20001201.1500.0092-E30-6
EM24	ANN20001201.1500.0092-E31-7
EM25	ANN20001201.1500.0092-E31-8
EM26	ANN20001201.1500.0092-E31-9
EM27	ANN20001201.1500.0092-E31-10
EM28	ANN20001201.1500.0092-E31-11
EM29	ANN20001201.1500.0092-E3-12
EM30	ANN20001201.1500.0092-E2-13
EM157	ANN20001201.1500.0092-E31-14
EM158	ANN20001201.1500.0092-E6-15
EM32	ANN20001201.1500.0092-E2-16
EM33	ANN20001201.1500.0092-E4-17
EM34	ANN20001201.1500.0092-E4-18
EM35	ANN20001201.1500.0092-E5-19
EM36	ANN20001201.1500.0092-E31-20
EM37	ANN20001201.1500.0092-E5-21
EM38	ANN20001201.1500.0092-E31-22
EM39	ANN20001201.1500.0092-E34-23
EM40	ANN20001201.1500.0092-E30-24
EM41	ANN20001201.1500.0092-E29-25
EM42	ANN20001201.1500.0092-E31-26
EM43	ANN20001201.1500.0092-E31-27
EM44	ANN20001201.1500.0092-E6-28
EM45	ANN20001201.1500.0092-E31-29
EM46	ANN20001201.1500.0092-E7-30
EM47	ANN20001201.1500.0092-E6-31
EM48	ANN20001201.1500.0092-E34-32
EM49	ANN20001201.1500.0092-E8-33
EM50	ANN20001201.1500.0092-E6-34
EM51	ANN20001201.1500.0092-E9-35
EM52	ANN20001201.1500.0092-E29-36
EM53	ANN20001201.1500.0092-E10-37
EM54	ANN20001201.1500.0092-E11-38
EM55	ANN20001201.1500.0092-E9-39
EM56	ANN20001201.1500.0092-E12-40
EM57	ANN20001201.1500.0092-E6-41
EM58	ANN20001201.1500.0092-E13-42
EM59	ANN20001201.1500.0092-E14-43
EM60	ANN20001201.1500.0092-E34-44
EM61	ANN20001201.1500.0092-E15-45
EM159	ANN20001201.1500.0092-E6-46
EM160	ANN20001201.1500.0092-E6-47
EM161	ANN20001201.1500.0092-E6-48
EM65	ANN20001201.1500.0092-E16-49
EM151	ANN20001201.1500.0092-E24-50
EM67	ANN20001201.1500.0092-E33-51
EM68	ANN20001201.1500.0092-E31-52
EM69	ANN20001201.1500.0092-E6-53
EM70	ANN20001201.1500.0092-E29-54
EM71	ANN20001201.1500.0092-E29-55
EM72	ANN20001201.1500.0092-E4-56
EM73	ANN20001201.1500.0092-E31-57
EM74	ANN20001201.1500.0092-E6-58
EM76	ANN20001201.1500.0092-E31-59
EM78	ANN20001201.1500.0092-E33-60
